host_timestamp_s,monotonic_s,fields_json
1783535491.389535,702143.765000,"{""t_ms"":19787,""hwm"":256,""cap"":256,""dropped"":160,""dropped_total"":1072,""crc_err"":0,""crc_err_total"":0,""rate1"":424,""rate2"":432,""prod1"":435,""prod2"":435,""sma_state"":0,""m7_us"":18517158,""m4_us"":15952422,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783535492.506148,702144.890000,"{""t_ms"":20823,""hwm"":256,""cap"":256,""dropped"":151,""dropped_total"":1223,""crc_err"":0,""crc_err_total"":0,""rate1"":440,""rate2"":424,""prod1"":447,""prod2"":430,""sma_state"":0,""m7_us"":19588670,""m4_us"":17023190,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783535493.587417,702145.968000,"{""t_ms"":21858,""hwm"":256,""cap"":256,""dropped"":150,""dropped_total"":1373,""crc_err"":0,""crc_err_total"":0,""rate1"":435,""rate2"":429,""prod1"":438,""prod2"":440,""sma_state"":0,""m7_us"":20658751,""m4_us"":18095025,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783535494.682465,702147.062000,"{""t_ms"":22893,""hwm"":256,""cap"":256,""dropped"":149,""dropped_total"":1522,""crc_err"":0,""crc_err_total"":0,""rate1"":432,""rate2"":432,""prod1"":445,""prod2"":433,""sma_state"":0,""m7_us"":21729686,""m4_us"":19165863,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783535495.886495,702148.265000,"{""t_ms"":23931,""hwm"":256,""cap"":256,""dropped"":153,""dropped_total"":1675,""crc_err"":0,""crc_err_total"":0,""rate1"":436,""rate2"":426,""prod1"":440,""prod2"":436,""sma_state"":0,""m7_us"":22803678,""m4_us"":20240775,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783535497.020446,702149.406000,"{""t_ms"":24967,""hwm"":256,""cap"":256,""dropped"":151,""dropped_total"":1826,""crc_err"":0,""crc_err_total"":0,""rate1"":419,""rate2"":444,""prod1"":434,""prod2"":444,""sma_state"":0,""m7_us"":23875068,""m4_us"":21314710,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783535498.265772,702150.640000,"{""t_ms"":26004,""hwm"":256,""cap"":256,""dropped"":153,""dropped_total"":1979,""crc_err"":0,""crc_err_total"":0,""rate1"":432,""rate2"":432,""prod1"":440,""prod2"":436,""sma_state"":0,""m7_us"":24948572,""m4_us"":22386679,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783535499.505608,702151.890000,"{""t_ms"":27039,""hwm"":256,""cap"":256,""dropped"":149,""dropped_total"":2128,""crc_err"":0,""crc_err_total"":0,""rate1"":426,""rate2"":439,""prod1"":431,""prod2"":447,""sma_state"":0,""m7_us"":26019196,""m4_us"":23456595,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783535501.143261,702153.531000,"{""t_ms"":28079,""hwm"":256,""cap"":256,""dropped"":155,""dropped_total"":2283,""crc_err"":0,""crc_err_total"":0,""rate1"":427,""rate2"":433,""prod1"":430,""prod2"":444,""sma_state"":0,""m7_us"":27095077,""m4_us"":24532577,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783535502.575255,702154.953000,"{""t_ms"":29116,""hwm"":256,""cap"":256,""dropped"":152,""dropped_total"":2435,""crc_err"":0,""crc_err_total"":0,""rate1"":418,""rate2"":445,""prod1"":428,""prod2"":449,""sma_state"":0,""m7_us"":28168085,""m4_us"":25606605,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783535504.011433,702156.390000,"{""t_ms"":30152,""hwm"":256,""cap"":256,""dropped"":151,""dropped_total"":2586,""crc_err"":0,""crc_err_total"":0,""rate1"":436,""rate2"":428,""prod1"":442,""prod2"":436,""sma_state"":0,""m7_us"":29240105,""m4_us"":26678638,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783535505.527780,702157.906000,"{""t_ms"":31189,""hwm"":256,""cap"":256,""dropped"":151,""dropped_total"":2737,""crc_err"":0,""crc_err_total"":0,""rate1"":424,""rate2"":439,""prod1"":433,""prod2"":443,""sma_state"":0,""m7_us"":30312588,""m4_us"":27750723,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783535506.919370,702159.296000,"{""t_ms"":32222,""hwm"":256,""cap"":256,""dropped"":148,""dropped_total"":2885,""crc_err"":0,""crc_err_total"":0,""rate1"":427,""rate2"":439,""prod1"":432,""prod2"":448,""sma_state"":0,""m7_us"":31381549,""m4_us"":28819805,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
