cycle,t_s,dur_ms,i_mA,u_V,R_est,dx_um,dF_mN
1,4.951313999999998,307.6010000000018,27.993306930693066,2.704186,4.160285999999999,-9.09870701383079,-1.6055378659658572
2,36.219667,308.59399999999937,28.612343234323436,2.704186,4.160285999999999,-7.384097458213546,-1.3219333171061294
