frame_idx,host_timestamp_s,monotonic_s,cycle_idx,mode,rel_path,laser_mm
0,1784156120.173649,65999.312000,0,snap,snapshots/cyc00_65999312.jpg,5.0248
1,1784156120.179102,65999.312000,0,fast,cycle_00/000000.jpg,5.0248
2,1784156120.204174,65999.343000,0,fast,cycle_00/000001.jpg,5.0248
3,1784156120.252191,65999.375000,0,fast,cycle_00/000002.jpg,5.0248
4,1784156120.284032,65999.406000,0,fast,cycle_00/000003.jpg,5.0249
5,1784156120.316302,65999.437000,0,fast,cycle_00/000004.jpg,5.0247
6,1784156120.348780,65999.468000,0,fast,cycle_00/000005.jpg,5.0247
7,1784156120.381329,65999.500000,0,fast,cycle_00/000006.jpg,5.0246
8,1784156120.412308,65999.531000,0,fast,cycle_00/000007.jpg,5.0245
9,1784156120.444575,65999.562000,0,fast,cycle_00/000008.jpg,5.0244
10,1784156120.476964,65999.593000,0,fast,cycle_00/000009.jpg,5.0243
11,1784156120.508452,65999.625000,0,fast,cycle_00/000010.jpg,5.0243
12,1784156120.540581,65999.656000,0,fast,cycle_00/000011.jpg,5.0242
13,1784156120.588115,65999.687000,0,fast,cycle_00/000012.jpg,5.0241
14,1784156120.620579,65999.734000,0,fast,cycle_00/000013.jpg,5.0240
15,1784156120.652621,65999.765000,0,fast,cycle_00/000014.jpg,5.0239
16,1784156120.685014,65999.796000,0,fast,cycle_00/000015.jpg,5.0239
17,1784156120.715914,65999.828000,0,fast,cycle_00/000016.jpg,5.0238
18,1784156120.749121,65999.859000,0,fast,cycle_00/000017.jpg,5.0238
19,1784156120.781024,65999.890000,0,fast,cycle_00/000018.jpg,5.0237
20,1784156120.812645,65999.921000,0,fast,cycle_00/000019.jpg,5.0236
21,1784156120.845353,65999.953000,0,fast,cycle_00/000020.jpg,5.0236
22,1784156120.877624,66000.000000,0,fast,cycle_00/000021.jpg,5.0234
23,1784156120.908735,66000.031000,0,fast,cycle_00/000022.jpg,5.0233
24,1784156120.939864,66000.062000,0,fast,cycle_00/000023.jpg,5.0232
25,1784156120.988881,66000.093000,0,fast,cycle_00/000024.jpg,5.0230
26,1784156121.020541,66000.140000,0,fast,cycle_00/000025.jpg,5.0230
27,1784156121.052976,66000.171000,0,fast,cycle_00/000026.jpg,5.0229
28,1784156121.084460,66000.203000,0,fast,cycle_00/000027.jpg,5.0229
29,1784156121.117023,66000.234000,0,fast,cycle_00/000028.jpg,5.0228
30,1784156121.148693,66000.265000,0,fast,cycle_00/000029.jpg,5.0228
31,1784156121.180786,66000.296000,0,fast,cycle_00/000030.jpg,5.0226
32,1784156122.162133,66001.296000,0,heartbeat,cycle_00/000031.jpg,5.0190
33,1784156123.157783,66002.296000,0,heartbeat,cycle_00/000032.jpg,5.0144
34,1784156124.152750,66003.296000,0,heartbeat,cycle_00/000033.jpg,5.0121
35,1784156125.163762,66004.296000,0,heartbeat,cycle_00/000034.jpg,5.0095
36,1784156126.160239,66005.296000,0,heartbeat,cycle_00/000035.jpg,5.0114
37,1784156127.162602,66006.296000,0,heartbeat,cycle_00/000036.jpg,5.0051
38,1784156128.158786,66007.296000,0,heartbeat,cycle_00/000037.jpg,4.9996
39,1784156128.538683,66007.671000,1,snap,snapshots/cyc01_66007671.jpg,4.9985
40,1784156128.543683,66007.671000,1,fast,cycle_01/000000.jpg,4.9985
41,1784156128.568404,66007.703000,1,fast,cycle_01/000001.jpg,4.9985
42,1784156128.594552,66007.734000,1,fast,cycle_01/000002.jpg,4.9985
43,1784156128.621034,66007.765000,1,fast,cycle_01/000003.jpg,4.9982
44,1784156128.661678,66007.796000,1,fast,cycle_01/000004.jpg,4.9982
45,1784156128.687174,66007.828000,1,fast,cycle_01/000005.jpg,4.9975
46,1784156128.728858,66007.875000,1,fast,cycle_01/000006.jpg,4.9952
47,1784156128.770127,66007.906000,1,fast,cycle_01/000007.jpg,4.9909
48,1784156128.795614,66007.937000,1,fast,cycle_01/000008.jpg,4.9883
49,1784156128.837046,66007.984000,1,fast,cycle_01/000009.jpg,4.9854
50,1784156128.878340,66008.015000,1,fast,cycle_01/000010.jpg,4.9840
