host_timestamp_s,monotonic_s,fields_json
1783441219.464641,607873.703000,"{""t_ms"":147711,""hwm"":256,""cap"":256,""dropped"":232,""dropped_total"":20863,""crc_err"":0,""crc_err_total"":0,""rate1"":400,""rate2"":391,""prod1"":404,""prod2"":399,""sma_state"":6,""m7_us"":151011231,""m4_us"":148422994,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783441220.600704,607874.828000,"{""t_ms"":148763,""hwm"":256,""cap"":256,""dropped"":232,""dropped_total"":21095,""crc_err"":0,""crc_err_total"":0,""rate1"":404,""rate2"":385,""prod1"":403,""prod2"":400,""sma_state"":6,""m7_us"":152101267,""m4_us"":149507512,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783441221.683708,607875.921000,"{""t_ms"":149811,""hwm"":256,""cap"":256,""dropped"":229,""dropped_total"":21324,""crc_err"":0,""crc_err_total"":0,""rate1"":377,""rate2"":416,""prod1"":384,""prod2"":421,""sma_state"":6,""m7_us"":153186852,""m4_us"":150594056,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783441222.887678,607877.125000,"{""t_ms"":150859,""hwm"":256,""cap"":256,""dropped"":228,""dropped_total"":21552,""crc_err"":0,""crc_err_total"":0,""rate1"":397,""rate2"":395,""prod1"":414,""prod2"":392,""sma_state"":5,""m7_us"":154272487,""m4_us"":151682600,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783441224.053441,607878.281000,"{""t_ms"":151906,""hwm"":256,""cap"":256,""dropped"":227,""dropped_total"":21779,""crc_err"":0,""crc_err_total"":0,""rate1"":402,""rate2"":392,""prod1"":402,""prod2"":404,""sma_state"":6,""m7_us"":155356877,""m4_us"":152769150,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783441225.219421,607879.453000,"{""t_ms"":152954,""hwm"":256,""cap"":256,""dropped"":228,""dropped_total"":22007,""crc_err"":0,""crc_err_total"":0,""rate1"":398,""rate2"":395,""prod1"":401,""prod2"":404,""sma_state"":6,""m7_us"":156443252,""m4_us"":153858743,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783441226.303819,607880.531000,"{""t_ms"":154007,""hwm"":256,""cap"":256,""dropped"":233,""dropped_total"":22240,""crc_err"":0,""crc_err_total"":0,""rate1"":390,""rate2"":399,""prod1"":398,""prod2"":403,""sma_state"":6,""m7_us"":157533642,""m4_us"":154949345,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783441227.490651,607881.718000,"{""t_ms"":155058,""hwm"":256,""cap"":256,""dropped"":231,""dropped_total"":22471,""crc_err"":0,""crc_err_total"":0,""rate1"":388,""rate2"":403,""prod1"":393,""prod2"":410,""sma_state"":6,""m7_us"":158622250,""m4_us"":156034882,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783441228.784971,607883.015000,"{""t_ms"":156126,""hwm"":256,""cap"":256,""dropped"":185,""dropped_total"":22656,""crc_err"":0,""crc_err_total"":0,""rate1"":415,""rate2"":423,""prod1"":424,""prod2"":427,""sma_state"":0,""m7_us"":159729168,""m4_us"":157161918,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783441230.001449,607884.234000,"{""t_ms"":157177,""hwm"":256,""cap"":256,""dropped"":165,""dropped_total"":22821,""crc_err"":0,""crc_err_total"":0,""rate1"":419,""rate2"":432,""prod1"":423,""prod2"":442,""sma_state"":0,""m7_us"":160817525,""m4_us"":158248456,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783441231.235040,607885.468000,"{""t_ms"":158228,""hwm"":256,""cap"":256,""dropped"":167,""dropped_total"":22988,""crc_err"":0,""crc_err_total"":0,""rate1"":411,""rate2"":441,""prod1"":412,""prod2"":452,""sma_state"":0,""m7_us"":161907171,""m4_us"":159337045,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783441232.470068,607886.703000,"{""t_ms"":159280,""hwm"":256,""cap"":256,""dropped"":167,""dropped_total"":23155,""crc_err"":0,""crc_err_total"":0,""rate1"":412,""rate2"":439,""prod1"":423,""prod2"":442,""sma_state"":0,""m7_us"":162996413,""m4_us"":160425634,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783441233.616498,607887.843000,"{""t_ms"":160328,""hwm"":256,""cap"":256,""dropped"":163,""dropped_total"":23318,""crc_err"":0,""crc_err_total"":0,""rate1"":430,""rate2"":424,""prod1"":450,""prod2"":417,""sma_state"":0,""m7_us"":164082428,""m4_us"":161515229,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783441234.806252,607889.031000,"{""t_ms"":161381,""hwm"":256,""cap"":256,""dropped"":168,""dropped_total"":23486,""crc_err"":0,""crc_err_total"":0,""rate1"":424,""rate2"":426,""prod1"":421,""prod2"":442,""sma_state"":0,""m7_us"":165172934,""m4_us"":162601767,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
