host_timestamp_s,monotonic_s,kind,detail
1783440137.571597,606791.796000,session,start console_20260707_120216
1783440148.376186,606802.609000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1783440150.373214,606804.609000,disarm,disarm
1783440150.437474,606804.671000,disarm,disarm
1783440150.500034,606804.734000,disarm,disarm
1783440150.561002,606804.796000,disarm,disarm
1783440150.628498,606804.859000,disarm,disarm
1783440150.693485,606804.921000,disarm,disarm
1783440150.882473,606805.109000,disarm,disarm
1783440150.898432,606805.125000,disarm,disarm
1783440150.951364,606805.187000,disarm,disarm
1783440151.013630,606805.250000,disarm,disarm
1783440151.090925,606805.328000,disarm,disarm
1783440151.152370,606805.390000,disarm,disarm
1783440151.214568,606805.453000,disarm,disarm
1783440151.276432,606805.500000,disarm,disarm
1783440151.338829,606805.562000,disarm,disarm
1783440151.400415,606805.625000,disarm,disarm
1783440151.462010,606805.687000,disarm,disarm
1783440151.523257,606805.750000,disarm,disarm
1783440151.586361,606805.812000,disarm,disarm
1783440151.649281,606805.875000,disarm,disarm
1783440151.711244,606805.937000,disarm,disarm
1783440151.772794,606806.000000,disarm,disarm
1783440151.835646,606806.062000,disarm,disarm
1783440151.897635,606806.125000,disarm,disarm
1783440151.960132,606806.187000,disarm,disarm
1783440152.022943,606806.250000,disarm,disarm
1783440152.085121,606806.312000,disarm,disarm
1783440152.140952,606806.375000,disarm,disarm
1783440152.209089,606806.437000,disarm,disarm
1783440152.271127,606806.500000,disarm,disarm
1783440152.332032,606806.562000,disarm,disarm
1783440152.395534,606806.625000,disarm,disarm
1783440152.456897,606806.687000,disarm,disarm
1783440152.518258,606806.750000,disarm,disarm
1783440152.580965,606806.812000,disarm,disarm
1783440152.643644,606806.875000,disarm,disarm
1783440152.705491,606806.937000,disarm,disarm
1783440152.768253,606807.000000,disarm,disarm
1783440152.830117,606807.062000,disarm,disarm
1783440152.891433,606807.125000,disarm,disarm
1783440152.952927,606807.187000,disarm,disarm
1783440153.014749,606807.250000,disarm,disarm
1783440153.076885,606807.312000,disarm,disarm
1783440153.138890,606807.375000,disarm,disarm
1783440153.200875,606807.437000,disarm,disarm
1783440153.263371,606807.500000,disarm,disarm
1783440153.340453,606807.578000,disarm,disarm
1783440153.404414,606807.640000,disarm,disarm
1783440153.482041,606807.718000,disarm,disarm
1783440153.544234,606807.781000,disarm,disarm
1783440153.591736,606807.828000,disarm,disarm
1783440153.669262,606807.906000,disarm,disarm
1783440153.730793,606807.968000,disarm,disarm
1783440153.792731,606808.031000,disarm,disarm
1783440153.854644,606808.078000,disarm,disarm
1783440153.916358,606808.140000,disarm,disarm
1783440153.979217,606808.203000,disarm,disarm
1783440154.041267,606808.265000,disarm,disarm
1783440154.103700,606808.328000,disarm,disarm
1783440154.165466,606808.390000,disarm,disarm
1783440154.227592,606808.453000,disarm,disarm
1783440154.289328,606808.515000,disarm,disarm
1783440154.350973,606808.578000,disarm,disarm
1783440154.412545,606808.640000,disarm,disarm
1783440154.475113,606808.703000,disarm,disarm
1783440154.536986,606808.765000,disarm,disarm
1783440154.598330,606808.828000,disarm,disarm
1783440154.661191,606808.890000,disarm,disarm
1783440154.723471,606808.953000,disarm,disarm
1783440154.785002,606809.015000,disarm,disarm
1783440154.847054,606809.078000,disarm,disarm
1783440154.908662,606809.140000,disarm,disarm
1783440154.970948,606809.203000,disarm,disarm
1783440155.032376,606809.265000,disarm,disarm
1783440155.095274,606809.328000,disarm,disarm
1783440155.157846,606809.390000,disarm,disarm
1783440155.219349,606809.453000,disarm,disarm
1783440155.281398,606809.515000,disarm,disarm
1783440155.343298,606809.578000,disarm,disarm
1783440155.406080,606809.640000,disarm,disarm
1783440155.467910,606809.703000,disarm,disarm
1783440155.529840,606809.765000,disarm,disarm
1783440155.591741,606809.828000,disarm,disarm
1783440155.668720,606809.906000,disarm,disarm
1783440155.730366,606809.968000,disarm,disarm
1783440155.792206,606810.015000,disarm,disarm
1783440155.854661,606810.078000,disarm,disarm
1783440155.915273,606810.140000,disarm,disarm
1783440155.977694,606810.203000,disarm,disarm
1783440156.039825,606810.265000,disarm,disarm
1783440156.102470,606810.328000,disarm,disarm
1783440156.164209,606810.390000,disarm,disarm
1783440156.226150,606810.453000,disarm,disarm
1783440156.288076,606810.515000,disarm,disarm
1783440156.349826,606810.578000,disarm,disarm
1783440156.411088,606810.640000,disarm,disarm
1783440156.473557,606810.703000,disarm,disarm
1783440156.536077,606810.765000,disarm,disarm
1783440156.597863,606810.828000,disarm,disarm
1783440156.659167,606810.890000,disarm,disarm
1783440156.720993,606810.953000,disarm,disarm
1783440156.782741,606811.015000,disarm,disarm
1783440156.844879,606811.078000,disarm,disarm
1783440156.906500,606811.140000,disarm,disarm
1783440156.968474,606811.203000,disarm,disarm
1783440157.029945,606811.265000,disarm,disarm
1783440157.091666,606811.328000,disarm,disarm
1783440157.169525,606811.406000,disarm,disarm
1783440157.231048,606811.468000,disarm,disarm
1783440157.294225,606811.531000,disarm,disarm
1783440157.341745,606811.578000,disarm,disarm
1783440157.418615,606811.656000,disarm,disarm
1783440157.481326,606811.718000,disarm,disarm
1783440157.542328,606811.765000,disarm,disarm
1783440157.604778,606811.828000,disarm,disarm
1783440157.666796,606811.890000,disarm,disarm
1783440157.727778,606811.953000,disarm,disarm
1783440157.790667,606812.015000,disarm,disarm
1783440157.852132,606812.078000,disarm,disarm
1783440157.914238,606812.140000,disarm,disarm
1783440157.976195,606812.203000,disarm,disarm
1783440158.037519,606812.265000,disarm,disarm
1783440158.099905,606812.328000,disarm,disarm
1783440158.162651,606812.390000,disarm,disarm
1783440158.224656,606812.453000,disarm,disarm
1783440158.286975,606812.515000,disarm,disarm
1783440158.349094,606812.578000,disarm,disarm
1783440158.411150,606812.640000,disarm,disarm
1783440158.473136,606812.703000,disarm,disarm
1783440158.534575,606812.765000,disarm,disarm
1783440158.596945,606812.828000,disarm,disarm
1783440158.658511,606812.890000,disarm,disarm
1783440158.720555,606812.953000,disarm,disarm
1783440158.780863,606813.015000,disarm,disarm
1783440158.842858,606813.078000,disarm,disarm
1783440158.906043,606813.140000,disarm,disarm
1783440158.966944,606813.203000,disarm,disarm
1783440159.029075,606813.265000,disarm,disarm
1783440159.106643,606813.343000,disarm,disarm
1783440159.168478,606813.406000,disarm,disarm
1783440159.231994,606813.468000,disarm,disarm
1783440159.293087,606813.531000,disarm,disarm
1783440159.355016,606813.578000,disarm,disarm
1783440159.416907,606813.640000,disarm,disarm
1783440159.469332,606813.703000,disarm,disarm
1783440159.529443,606813.765000,disarm,disarm
1783440159.596659,606813.828000,disarm,disarm
1783440159.662879,606813.890000,disarm,disarm
1783440159.723564,606813.953000,disarm,disarm
1783440159.784776,606814.015000,disarm,disarm
1783440159.848730,606814.078000,disarm,disarm
1783440159.911179,606814.140000,disarm,disarm
1783440159.973559,606814.203000,disarm,disarm
1783440160.035174,606814.265000,disarm,disarm
1783440160.096208,606814.328000,disarm,disarm
1783440160.157965,606814.390000,disarm,disarm
1783440160.215670,606814.453000,disarm,disarm
1783440160.280663,606814.515000,disarm,disarm
1783440160.341148,606814.578000,disarm,disarm
1783440160.404516,606814.640000,disarm,disarm
1783440160.467051,606814.703000,disarm,disarm
1783440160.528025,606814.765000,disarm,disarm
1783440160.606498,606814.843000,disarm,disarm
1783440160.668184,606814.906000,disarm,disarm
1783440160.723083,606814.953000,disarm,disarm
1783440160.781002,606815.015000,disarm,disarm
1783440160.852783,606815.078000,disarm,disarm
1783440160.914751,606815.140000,disarm,disarm
1783440160.976159,606815.203000,disarm,disarm
1783440161.038424,606815.265000,disarm,disarm
1783440161.101063,606815.328000,disarm,disarm
1783440161.161977,606815.390000,disarm,disarm
1783440161.223394,606815.453000,disarm,disarm
1783440161.285885,606815.515000,disarm,disarm
