host_timestamp_s,monotonic_s,firmware_timestamp_us,src,channel,value,raw_code,hw_us,seq
1784158781.496480,68660.640000,1445960000,2,load,-0.01350600,-22660,1463489752,720990
1784158781.497005,68660.640000,1445961000,1,laser,5.00000000,2147483647,1463490765,720991
1784158781.498046,68660.640000,1445962000,2,load,-0.01516900,-25450,1463491781,720991
1784158781.499129,68660.640000,1445963000,1,laser,5.00000000,2147483647,1463492788,720992
1784158781.500180,68660.640000,1445964000,2,load,-0.01516900,-25450,1463493803,720992
1784158781.501229,68660.656000,1445965000,1,laser,5.00000000,2147483647,1463494810,720993
1784158781.501755,68660.656000,1445966000,2,load,-0.01549700,-26000,1463495825,720993
1784158781.502761,68660.656000,1445967000,1,laser,5.00000000,2147483647,1463496839,720994
1784158781.503760,68660.656000,1445968000,2,load,-0.01908500,-32020,1463497848,720994
1784158781.505269,68660.656000,1445969000,1,laser,5.00000000,2147483647,1463498861,720995
1784158781.506276,68660.656000,1445970000,2,load,-0.02425900,-40700,1463499877,720995
1784158781.507463,68660.656000,1445971000,1,laser,5.00000000,2147483647,1463500884,720996
1784158781.508471,68660.656000,1445972000,2,load,-0.02607700,-43750,1463501899,720996
1784158781.509469,68660.656000,1445973000,1,laser,5.00000000,2147483647,1463502912,720997
1784158781.510470,68660.656000,1445974000,2,load,-0.02465800,-41370,1463503921,720997
1784158781.511468,68660.656000,1445975000,1,laser,5.00000000,2147483647,1463504935,720998
1784158781.511468,68660.656000,1445976000,2,load,-0.02465800,-41370,1463505950,720998
1784158781.512974,68660.656000,1445977000,1,laser,5.00000000,2147483647,1463506957,720999
1784158781.514487,68660.656000,1445978000,2,load,-0.02753100,-46190,1463507973,720999
1784158781.518780,68660.671000,1445979000,1,laser,5.00000000,2147483647,1463509463,721000
1784158781.518780,68660.671000,1445980000,2,load,-0.01657000,-27800,1463509995,721000
1784158781.518780,68660.671000,1445981000,1,laser,5.00000000,2147483647,1463511008,721001
1784158781.518780,68660.671000,1445982000,2,load,-0.01393000,-23370,1463512024,721001
1784158781.519307,68660.671000,1445983000,1,laser,5.00000000,2147483647,1463513031,721002
1784158781.520356,68660.671000,1445984000,2,load,-0.02096300,-35170,1463514046,721002
1784158781.521399,68660.671000,1445985000,1,laser,5.00000000,2147483647,1463515053,721003
1784158781.522444,68660.671000,1445986000,2,load,-0.02096300,-35170,1463516069,721003
1784158781.523488,68660.671000,1445987000,1,laser,5.00000000,2147483647,1463517076,721004
1784158781.524530,68660.671000,1445988000,2,load,-0.01978300,-33190,1463518091,721004
1784158781.532466,68660.687000,1445989000,1,laser,5.00000000,2147483647,1463519104,721005
1784158781.532996,68660.687000,1445990000,2,load,-0.01860900,-31220,1463520120,721005
1784158781.548968,68660.703000,1445991000,1,laser,5.00000000,2147483647,1463521127,721006
1784158781.548968,68660.703000,1445992000,2,load,-0.01460900,-24510,1463522142,721006
1784158781.553969,68660.703000,1445993000,1,laser,5.00000000,2147483647,1463523149,721007
1784158781.557069,68660.703000,1445994000,2,load,-0.01335100,-22400,1463524165,721007
1784158781.557069,68660.703000,1445995000,1,laser,5.00000000,2147483647,1463525178,721008
1784158781.557069,68660.703000,1445996000,2,load,-0.01335100,-22400,1463526187,721008
1784158781.557069,68660.703000,1445997000,1,laser,5.00000000,2147483647,1463527200,721009
1784158781.557069,68660.703000,1445998000,2,load,-0.02136200,-35840,1463528216,721009
1784158781.557069,68660.703000,1445999000,1,laser,5.00000000,2147483647,1463529223,721010
1784158781.557069,68660.703000,1446000000,2,load,-0.02811000,-47160,1463530238,721010
1784158781.557069,68660.703000,1446001000,1,laser,5.00000000,2147483647,1463531252,721011
1784158781.557069,68660.703000,1446002000,2,load,-0.02456300,-41210,1463532261,721011
1784158781.557069,68660.703000,1446003000,1,laser,5.00000000,2147483647,1463533274,721012
1784158781.557069,68660.703000,1446004000,2,load,-0.02232800,-37460,1463534289,721012
1784158781.557069,68660.703000,1446005000,1,laser,5.00000000,2147483647,1463535296,721013
1784158781.557069,68660.703000,1446006000,2,load,-0.02232800,-37460,1463536312,721013
1784158781.557069,68660.703000,1446007000,1,laser,5.00000000,2147483647,1463537319,721014
1784158781.557069,68660.703000,1446008000,2,load,-0.02942700,-49370,1463538334,721014
1784158781.557069,68660.703000,1446009000,1,laser,5.00000000,2147483647,1463539348,721015
1784158781.557069,68660.703000,1446010000,2,load,-0.02725700,-45730,1463540357,721015
1784158781.557069,68660.703000,1446011000,1,laser,5.00000000,2147483647,1463541370,721016
1784158781.557069,68660.703000,1446012000,2,load,-0.02437200,-40890,1463542385,721016
1784158781.557069,68660.703000,1446013000,1,laser,5.00000000,2147483647,1463543392,721017
1784158781.557069,68660.703000,1446014000,2,load,-0.02624400,-44030,1463544408,721017
1784158781.557069,68660.703000,1446015000,1,laser,5.00000000,2147483647,1463545415,721018
1784158781.558069,68660.703000,1446016000,2,load,-0.02157100,-36190,1463546430,721018
1784158781.558069,68660.703000,1446017000,1,laser,5.00000000,2147483647,1463547444,721019
1784158781.558069,68660.703000,1446018000,2,load,-0.02157100,-36190,1463548453,721019
1784158781.558069,68660.703000,1446019000,1,laser,5.00000000,2147483647,1463549466,721020
1784158781.558069,68660.703000,1446020000,2,load,-0.01941900,-32580,1463550481,721020
1784158781.558069,68660.703000,1446021000,1,laser,5.00000000,2147483647,1463551488,721021
1784158781.559069,68660.703000,1446022000,2,load,-0.02879500,-48310,1463552504,721021
1784158781.559763,68660.703000,1446023000,1,laser,5.00000000,2147483647,1463553511,721022
1784158781.560858,68660.703000,1446024000,2,load,-0.02141000,-35920,1463554526,721022
1784158781.561909,68660.703000,1446025000,1,laser,5.00000000,2147483647,1463555540,721023
1784158781.564015,68660.718000,1446026000,2,load,-0.02352600,-39470,1463556549,721023
1784158781.564015,68660.718000,1446027000,1,laser,5.00000000,2147483647,1463557562,721024
1784158781.566105,68660.718000,1446028000,2,load,-0.02352600,-39470,1463558577,721024
1784158781.566105,68660.718000,1446029000,1,laser,5.00000000,2147483647,1463559584,721025
1784158781.567696,68660.718000,1446030000,2,load,-0.02126100,-35670,1463560600,721025
1784158781.568223,68660.718000,1446031000,1,laser,5.00000000,2147483647,1463561613,721026
1784158781.569267,68660.718000,1446032000,2,load,-0.02137400,-35860,1463562622,721026
1784158781.571550,68660.718000,1446033000,1,laser,5.00000000,2147483647,1463563636,721027
1784158781.585184,68660.734000,1446034000,2,load,-0.02536200,-42550,1463564645,721027
1784158781.585184,68660.734000,1446035000,1,laser,5.00000000,2147483647,1463565658,721028
1784158781.585184,68660.734000,1446036000,2,load,-0.02307900,-38720,1463566673,721028
1784158781.585184,68660.734000,1446037000,1,laser,5.00000000,2147483647,1463567680,721029
1784158781.585184,68660.734000,1446038000,2,load,-0.02307900,-38720,1463568696,721029
1784158781.585184,68660.734000,1446039000,1,laser,5.00000000,2147483647,1463569709,721030
1784158781.585184,68660.734000,1446040000,2,load,-0.03131600,-52540,1463570718,721030
1784158781.585184,68660.734000,1446041000,1,laser,5.00000000,2147483647,1463571732,721031
1784158781.585184,68660.734000,1446042000,2,load,-0.03242500,-54400,1463572747,721031
1784158781.585184,68660.734000,1446043000,1,laser,5.00000000,2147483647,1463573754,721032
1784158781.585184,68660.734000,1446044000,2,load,-0.02547500,-42740,1463574769,721032
1784158781.585184,68660.734000,1446045000,1,laser,5.00000000,2147483647,1463575776,721033
1784158781.585184,68660.734000,1446046000,2,load,-0.03168000,-53150,1463576792,721033
1784158781.585184,68660.734000,1446047000,1,laser,5.00000000,2147483647,1463577805,721034
1784158781.585184,68660.734000,1446048000,2,load,-0.02453900,-41170,1463578814,721034
1784158781.586184,68660.734000,1446049000,1,laser,5.00000000,2147483647,1463579828,721035
1784158781.590602,68660.734000,1446050000,2,load,-0.02453900,-41170,1463580843,721035
1784158781.591126,68660.734000,1446051000,1,laser,5.00000000,2147483647,1463581850,721036
1784158781.591126,68660.734000,1446052000,2,load,-0.01401300,-23510,1463582865,721036
1784158781.591126,68660.734000,1446053000,1,laser,5.00000000,2147483647,1463583879,721037
1784158781.591126,68660.734000,1446054000,2,load,-0.02034300,-34130,1463584888,721037
1784158781.592178,68660.734000,1446055000,1,laser,5.00000000,2147483647,1463585901,721038
1784158781.593208,68660.734000,1446056000,2,load,-0.02951000,-49510,1463586917,721038
1784158781.594233,68660.734000,1446057000,1,laser,5.00000000,2147483647,1463587924,721039
1784158781.595270,68660.750000,1446058000,2,load,-0.01994400,-33460,1463588939,721039
1784158781.596299,68660.750000,1446059000,1,laser,5.00000000,2147483647,1463589946,721040
1784158781.597470,68660.750000,1446060000,2,load,-0.01994400,-33460,1463590961,721040
1784158781.598615,68660.750000,1446061000,1,laser,5.00000000,2147483647,1463591975,721041
1784158781.599609,68660.750000,1446062000,2,load,-0.01977700,-33180,1463592984,721041
1784158781.600645,68660.750000,1446063000,1,laser,5.00000000,2147483647,1463593997,721042
1784158781.601650,68660.750000,1446064000,2,load,-0.02769200,-46460,1463595013,721042
1784158781.602288,68660.750000,1446065000,1,laser,5.00000000,2147483647,1463596020,721043
1784158781.603322,68660.750000,1446066000,2,load,-0.02031300,-34080,1463597035,721043
1784158781.604326,68660.750000,1446067000,1,laser,5.00000000,2147483647,1463598048,721044
1784158781.605327,68660.750000,1446068000,2,load,-0.03060100,-51340,1463599057,721044
1784158781.606326,68660.750000,1446069000,1,laser,5.00000000,2147483647,1463600071,721045
1784158781.607456,68660.750000,1446070000,2,load,-0.03060100,-51340,1463601080,721045
1784158781.608457,68660.750000,1446071000,1,laser,5.00000000,2147483647,1463602093,721046
1784158781.609458,68660.750000,1446072000,2,load,-0.02213100,-37130,1463603109,721046
1784158781.610456,68660.765000,1446073000,1,laser,5.00000000,2147483647,1463604116,721047
1784158781.611456,68660.765000,1446074000,2,load,-0.01676700,-28130,1463605131,721047
1784158781.612509,68660.765000,1446075000,1,laser,5.00000000,2147483647,1463606144,721048
1784158781.613509,68660.765000,1446076000,2,load,-0.02594000,-43520,1463607153,721048
1784158781.613509,68660.765000,1446077000,1,laser,5.00000000,2147483647,1463608167,721049
1784158781.615013,68660.765000,1446078000,2,load,-0.02504000,-42010,1463609182,721049
1784158781.616017,68660.765000,1446079000,1,laser,5.00000000,2147483647,1463610189,721050
1784158781.617017,68660.765000,1446080000,2,load,-0.01122400,-18830,1463611205,721050
1784158781.618737,68660.765000,1446081000,1,laser,5.00000000,2147483647,1463612212,721051
1784158781.619877,68660.765000,1446082000,2,load,-0.01122400,-18830,1463613227,721051
1784158781.619877,68660.765000,1446083000,1,laser,5.00000000,2147483647,1463614240,721052
1784158781.621271,68660.765000,1446084000,2,load,-0.01226700,-20580,1463615256,721052
1784158781.622277,68660.765000,1446085000,1,laser,5.00000000,2147483647,1463616263,721053
1784158781.624276,68660.765000,1446086000,2,load,-0.02002100,-33590,1463617278,721053
1784158781.625276,68660.765000,1446087000,1,laser,5.00000000,2147483647,1463618285,721054
1784158781.625276,68660.765000,1446088000,2,load,-0.01524700,-25580,1463619301,721054
1784158781.627786,68660.781000,1446089000,1,laser,5.00000000,2147483647,1463620314,721055
1784158781.633059,68660.781000,1446090000,2,load,-0.02948000,-49460,1463621323,721055
1784158781.633059,68660.781000,1446091000,1,laser,5.00000000,2147483647,1463622336,721056
