3989	1	861464685	2.005754	4037898	5
3990	2	28350	0.016898	4038910	5
3991	1	861464685	2.005754	4039920	6
3992	2	19360	0.011539	4040932	6
3993	1	861603886	2.006078	4041943	7
3994	2	34820	0.020754	4042955	7
3995	1	861169364	2.005066	4043971	8
3996	2	37690	0.022465	4044984	8
3997	1	860622439	2.003793	4045994	9
3998	2	30290	0.018054	4047006	9
3999	1	860778762	2.004157	4048016	10
4000	2	30290	0.018054	4049035	10
4001	1	860778762	2.004157	4050045	11
4002	2	20930	0.012475	4051057	11
4003	1	860942656	2.004538	4052067	12
4004	2	19430	0.011581	4053080	12
4005	1	860929757	2.004508	4054090	13
4006	2	13080	0.007796	4055108	13
4007	1	861104434	2.004915	4056119	14
4008	2	11630	0.006932	4057131	14
4009	1	860879212	2.004391	4058141	15
4010	2	28290	0.016862	4059153	15
4011	1	860879212	2.004391	4060163	16
4012	2	28290	0.016862	4061182	16
4013	1	860523372	2.003562	4062192	17
4014	2	25190	0.015014	4063204	17
4015	1	860829856	2.004276	4064215	18
4016	2	29660	0.017679	4065227	18
4017	1	861186297	2.005105	4066237	19
4018	2	12270	0.007313	4067256	19
4019	1	861169444	2.005066	4068266	20
4020	2	6010	0.003582	4069278	20
4021	1	861350083	2.005487	4070288	21
4022	2	6010	0.003582	4071300	21
4023	1	861350083	2.005487	4072311	22
4024	2	11220	0.006688	4073329	22
4025	1	861137568	2.004992	4074339	23
4026	2	27640	0.016475	4075352	23
4027	1	860657511	2.003875	4076362	24
4028	2	29300	0.017464	4077374	24
4029	1	860709806	2.003996	4078384	25
4030	2	15590	0.009292	4079403	25
4031	1	860986859	2.004641	4080413	26
4032	2	15590	0.009292	4081425	26
4033	1	860986859	2.004641	4082435	27
4034	2	13750	0.008196	4083448	27
4035	1	860995126	2.004661	4084458	28
4036	2	18880	0.011253	4085476	28
4037	1	861199639	2.005136	4086487	29
4038	2	22360	0.013328	4087499	29
4039	1	861037250	2.004759	4088509	30
4040	2	31150	0.018567	4089521	30
4041	1	860570726	2.003672	4090531	31
4042	2	43460	0.025904	4091550	31
4043	1	860570726	2.003672	4092560	32
4044	2	43460	0.025904	4093572	32
4045	1	860641219	2.003836	4094583	33
4046	2	43010	0.025636	4095595	33
4047	1	861030154	2.004742	4096605	34
4048	2	34120	0.020337	4097624	34
4049	1	860939514	2.004531	4098634	35
4050	2	21400	0.012755	4099646	35
4051	1	861180918	2.005093	4100656	36
4052	2	30220	0.018013	4101668	36
4053	1	861031641	2.004745	4102679	37
4054	2	30220	0.018013	4103697	37
4055	1	861031641	2.004745	4104707	38
4056	2	11130	0.006634	4105720	38
4057	1	860440274	2.003369	4106730	39
4058	2	10860	0.006473	4107742	39
4059	1	860419064	2.003319	4108752	40
4060	2	29840	0.017786	4109771	40
4061	1	860879707	2.004392	4110781	41
4062	2	2370	0.001413	4111793	41
4063	1	860730065	2.004043	4112803	42
4064	2	2370	0.001413	4113816	42
4065	1	860730065	2.004043	4114826	43
4066	2	16030	0.009555	4115844	43
4067	1	860997521	2.004666	4116855	44
4068	2	38830	0.023144	4117867	44
4069	1	860973660	2.004611	4118877	45
4070	2	40590	0.024194	4119889	45
4071	1	860473815	2.003447	4120906	46
4072	2	34890	0.020796	4121918	46
4073	1	860411382	2.003301	4122928	47
4074	2	33990	0.020260	4123940	47
4075	1	860411382	2.003301	4124951	48
4076	2	33990	0.020260	4125963	48
4077	1	860903477	2.004447	4126979	49
4078	2	40050	0.023872	4127992	49
4079	1	860809597	2.004229	4129002	50
4080	2	41080	0.024486	4130014	50
4081	1	861082649	2.004864	4131024	51
4082	2	20840	0.012422	4132043	51
4083	1	861136543	2.004990	4133053	52
4084	2	21540	0.012839	4134065	52
4085	1	861136543	2.004990	4135075	53
4086	2	21540	0.012839	4136088	53
4087	1	860647440	2.003851	4137098	54
4088	2	30300	0.018060	4138116	54
4089	1	860533047	2.003585	4139127	55
4090	2	8660	0.005162	4140139	55
4091	1	861009725	2.004694	4141149	56
4092	2	23640	0.014091	4142161	56
4093	1	860921003	2.004488	4143171	57
4094	2	51320	0.030589	4144190	57
4095	1	861204657	2.005148	4145200	58
4096	2	51320	0.030589	4146228	58
4097	1	861204657	2.005148	4147226	59
4098	2	23910	0.014251	4148238	59
4099	1	861246204	2.005245	4149248	60
4100	2	21950	0.013083	4150260	60
4101	1	860695605	2.003963	4151271	61
4102	2	25680	0.015306	4152283	61
4103	1	860518262	2.003550	4153299	62
4104	2	19840	0.011826	4154312	62
4105	1	860956580	2.004571	4155322	63
4106	2	23890	0.014240	4156334	63
4107	1	860956580	2.004571	4157344	64
4108	2	23890	0.014240	4158363	64
4109	1	860992670	2.004655	4159373	65
4110	2	28830	0.017184	4160385	65
4111	1	861217210	2.005177	4161395	66
4112	2	34730	0.020701	4162408	66
4113	1	861215783	2.005174	4163418	67
4114	2	37380	0.022280	4164436	67
4115	1	860670872	2.003906	4165447	68
4116	2	48470	0.028890	4166459	68
4117	1	860670872	2.003906	4167469	69
4118	2	48470	0.028890	4168481	69
4119	1	860413948	2.003307	4169491	70
4120	2	30400	0.018120	4170510	70
4121	1	860792081	2.004188	4171520	71
4122	2	26820	0.015986	4172532	71
4123	1	860817124	2.004246	4173543	72
4124	2	24250	0.014454	4174555	72
4125	1	860995610	2.004662	4175565	73
4126	2	31510	0.018781	4176584	73
4127	1	861111715	2.004932	4177594	74
4128	2	31510	0.018781	4178606	74
4129	1	861111715	2.004932	4179616	75
4130	2	16950	0.010103	4180628	75
4131	1	860694575	2.003961	4181645	76
4132	2	35110	0.020927	4182657	76
4133	1	860414279	2.003308	4183667	77
4134	2	37660	0.022447	4184680	77
4135	1	860827580	2.004270	4185690	78
4136	2	23040	0.013733	4186702	78
4137	1	860962421	2.004584	4187719	79
4138	2	23040	0.013733	4188731	79
4139	1	860962421	2.004584	4189741	80
4140	2	19770	0.011784	4190753	80
4141	1	861140721	2.005000	4191763	81
4142	2	30860	0.018394	4192782	81
4143	1	861288927	2.005344	4193792	82
