t_s,dt_s,volts,force_mN,raw_code,seq,n_held
0,,1.966214,196.100966,3298760,8531,1
0.002023,0.002023,1.963955,195.879514,3294970,8532,1
0.004039,0.002016,1.95995,195.4869,3288250,8533,1
0.006061,0.002022,1.949251,194.438067,3270300,8534,1
0.008077,0.002016,1.955378,195.038703,3280580,8535,2
0.012116,0.004039,1.960671,195.55758,3289460,8537,1
0.014132,0.002016,1.953828,194.886755,3277980,8538,1
0.016154,0.002022,1.951718,194.67991,3274440,8539,1
0.01817,0.002016,1.948172,194.332292,3268490,8540,2
0.022208,0.004038,1.951164,194.625601,3273510,8542,1
0.024231,0.002023,1.956224,195.121637,3282000,8543,1
0.026247,0.002016,1.951021,194.611582,3273270,8544,1
0.028269,0.002022,1.963997,195.883631,3295040,8545,2
0.032308,0.004039,1.958007,195.296426,3284990,8547,1
0.034324,0.002016,1.945108,194.031925,3263350,8548,1
0.03634,0.002016,1.945788,194.098586,3264490,8549,1
0.038362,0.002022,1.949126,194.425814,3270090,8550,1
0.040378,0.002016,1.953667,194.870972,3277710,8551,2
0.044416,0.004038,1.948333,194.348075,3268760,8553,1
0.046439,0.002023,1.9485,194.364446,3269040,8554,1
0.048455,0.002016,1.951522,194.660696,3274110,8555,1
0.050471,0.002016,1.951927,194.700398,3274790,8556,2
0.054509,0.004038,1.953608,194.865188,3277610,8558,1
0.056532,0.002023,1.952988,194.804409,3276570,8559,1
0.058548,0.002016,1.955879,195.087816,3281420,8560,1
0.06057,0.002022,1.951987,194.70628,3274890,8561,2
0.064608,0.004038,1.949173,194.430421,3270170,8563,1
0.066624,0.002016,1.950866,194.596387,3273010,8564,1
0.06864,0.002016,1.959652,195.457687,3287750,8565,1
0.070663,0.002023,1.940852,193.614706,3256210,8566,2
0.074701,0.004038,1.944292,193.951932,3261980,8568,1
0.076717,0.002016,1.952052,194.712652,3275000,8569,1
0.07874,0.002023,1.956302,195.129283,3282130,8570,1
0.080756,0.002016,1.954442,194.946946,3279010,8571,1
0.082778,0.002022,1.944125,193.935561,3261700,8572,2
0.086816,0.004038,1.943898,193.913308,3261320,8574,1
0.088832,0.002016,1.951289,194.637854,3273720,8575,1
0.090848,0.002016,1.952183,194.725494,3275220,8576,1
0.092871,0.002023,1.962996,195.785502,3293360,8577,2
0.096909,0.004038,1.957494,195.246136,3284130,8579,1
0.098925,0.002016,1.954764,194.978512,3279550,8580,1
0.100948,0.002023,1.958674,195.361813,3286110,8581,1
0.102964,0.002016,1.961756,195.663944,3291280,8582,2
0.107002,0.004038,1.958233,195.318581,3285370,8584,1
0.109018,0.002016,1.954567,194.9592,3279220,8585,1
0.11104,0.002022,1.950115,194.522766,3271750,8586,1
0.113056,0.002016,1.957339,195.230941,3283870,8587,2
0.117095,0.004039,1.959503,195.44308,3287500,8589,1
0.119111,0.002016,1.960468,195.53768,3289120,8590,1
0.121133,0.002022,1.959538,195.446511,3287560,8591,1
0.123149,0.002016,1.96318,195.80354,3293670,8592,1
0.125172,0.002023,1.949489,194.461399,3270700,8593,2
0.12921,0.004038,1.955545,195.055074,3280860,8595,1
0.131226,0.002016,1.961124,195.601988,3290220,8596,1
0.133248,0.002022,1.956683,195.166633,3282770,8597,1
0.135264,0.002016,1.953173,194.822545,3276880,8598,2
0.139303,0.004039,1.948875,194.401208,3269670,8600,1
0.141319,0.002016,1.953495,194.854111,3277420,8601,1
0.143341,0.002022,1.951033,194.612758,3273290,8602,1
0.145357,0.002016,1.950127,194.523943,3271770,8603,2
0.149396,0.004039,1.946336,194.152307,3265410,8605,1
0.151412,0.002016,1.951349,194.643736,3273820,8606,1
0.153434,0.002022,1.95626,195.125166,3282060,8607,1
0.15545,0.002016,1.954508,194.953416,3279120,8608,2
0.159488,0.004038,1.960468,195.53768,3289120,8610,1
0.161511,0.002023,1.962662,195.75276,3292800,8611,1
0.163527,0.002016,1.964033,195.88716,3295100,8612,1
0.165543,0.002016,1.965368,196.018031,3297340,8613,1
0.167565,0.002022,1.962501,195.736977,3292530,8614,2
0.171604,0.004039,1.953936,194.897342,3278160,8616,1
0.17362,0.002016,1.958877,195.381713,3286450,8617,1
0.175642,0.002022,1.952118,194.719122,3275110,8618,1
0.177658,0.002016,1.946539,194.172208,3265750,8619,2
0.181696,0.004038,1.951081,194.617464,3273370,8621,1
0.183712,0.002016,1.944709,193.992811,3262680,8622,1
0.185735,0.002023,1.947814,194.297197,3267890,8623,1
0.187751,0.002016,1.952928,194.798527,3276470,8624,2
0.191789,0.004038,1.952374,194.744218,3275540,8626,1
0.193812,0.002023,1.963568,195.841576,3294320,8627,1
0.195828,0.002016,1.954329,194.935868,3278820,8628,1
0.197844,0.002016,1.953405,194.845288,3277270,8629,2
0.201882,0.004038,1.958674,195.361813,3286110,8631,1
0.203904,0.002022,1.955372,195.038115,3280570,8632,1
0.20592,0.002016,1.953298,194.834798,3277090,8633,1
0.207943,0.002023,1.949418,194.454439,3270580,8634,1
0.209959,0.002016,1.952857,194.791567,3276350,8635,2
0.213997,0.004038,1.950669,194.577075,3272680,8637,1
