t_s,src,stream,value,raw_code,seq
-1.956317,3,sma_v,0.636174,0,4289343
-1.956317,4,sma_i,0.091852,0,4289343
-1.955742,1,laser,4.31395,1852827189,2420650
-1.955061,3,sma_v,0.688003,0,4289344
-1.955061,4,sma_i,0.107989,0,4289344
-1.954733,2,load,1.980948,3323480,2420642
-1.954331,3,sma_v,0.496549,0,4289345
-1.954331,4,sma_i,0.084162,0,4289345
-1.953726,1,laser,4.315131,1853334548,2420651
-1.952717,2,load,1.98409,3328750,2420643
-1.95171,1,laser,4.31479,1853188139,2420652
-1.950701,2,load,1.983076,3327050,2420644
-1.949694,1,laser,4.315343,1853425834,2420653
-1.949258,3,sma_v,0.407648,0,4289346
-1.949258,4,sma_i,0.112572,0,4289346
-1.948685,2,load,1.984334,3329160,2420645
-1.948255,3,sma_v,0.471306,0,4289347
-1.948255,4,sma_i,0.124413,0,4289347
-1.947678,1,laser,4.315343,1853425834,2420654
-1.947247,3,sma_v,0.498036,0,4289348
-1.947247,4,sma_i,0.126957,0,4289348
-1.946669,2,load,1.984334,3329160,2420646
-1.946262,3,sma_v,0.426292,0,4289349
-1.946262,4,sma_i,0.13028,0,4289349
-1.945662,1,laser,4.315689,1853574356,2420655
-1.945255,3,sma_v,0.584826,0,4289350
-1.945255,4,sma_i,0.122416,0,4289350
-1.944653,2,load,1.984549,3329520,2420647
-1.944241,3,sma_v,0.592216,0,4289351
-1.944241,4,sma_i,0.1007,0,4289351
-1.943646,1,laser,4.314175,1852924166,2420656
-1.943257,3,sma_v,0.454342,0,4289352
-1.943257,4,sma_i,0.100952,0,4289352
-1.942637,2,load,1.983398,3327590,2420648
-1.94225,4,sma_i,0.108541,0,4289353
-1.94225,3,sma_v,0.423436,0,4289353
-1.94163,1,laser,4.313642,1852695070,2420657
-1.941263,3,sma_v,0.445032,0,4289354
-1.941263,4,sma_i,0.11421,0,4289354
-1.940621,2,load,1.98136,3324170,2420649
-1.940254,3,sma_v,0.424612,0,4289355
-1.940254,4,sma_i,0.137772,0,4289355
-1.939614,1,laser,4.31489,1853231108,2420658
-1.939166,3,sma_v,0.541299,0,4289356
-1.939166,4,sma_i,0.073634,0,4289356
-1.938605,2,load,1.979166,3320490,2420650
-1.938249,4,sma_i,0.107089,0,4289357
-1.938249,3,sma_v,0.46346,0,4289357
-1.937265,4,sma_i,0.101804,0,4289358
-1.937265,3,sma_v,0.614363,0,4289358
-1.937215,1,laser,4.31489,1853231108,2420659
-1.936592,2,load,1.979166,3320490,2420651
-1.936257,4,sma_i,0.104618,0,4289359
-1.936257,3,sma_v,0.489254,0,4289359
-1.935586,1,laser,4.314884,1853228621,2420660
-1.935251,3,sma_v,0.459045,0,4289360
-1.935251,4,sma_i,0.154323,0,4289360
-1.934573,2,load,1.980966,3323510,2420652
-1.934264,3,sma_v,0.408152,0,4289361
-1.934264,4,sma_i,0.093628,0,4289361
-1.933566,1,laser,4.31547,1853480294,2420661
-1.933254,4,sma_i,0.112506,0,4289362
-1.933254,3,sma_v,0.466963,0,4289362
-1.932557,2,load,1.981372,3324190,2420653
-1.932246,4,sma_i,0.097857,0,4289363
-1.932246,3,sma_v,0.491966,0,4289363
-1.93155,1,laser,4.316289,1853832064,2420662
-1.931261,3,sma_v,0.504227,0,4289364
-1.931261,4,sma_i,0.077425,0,4289364
-1.930541,2,load,1.985425,3330990,2420654
-1.930255,3,sma_v,0.495013,0,4289365
-1.930255,4,sma_i,0.114186,0,4289365
-1.929534,1,laser,4.315105,1853323355,2420663
-1.929247,4,sma_i,0.156146,0,4289366
-1.929247,3,sma_v,0.468475,0,4289366
-1.928525,2,load,1.985031,3330330,2420655
-1.928264,4,sma_i,0.092572,0,4289367
-1.928264,3,sma_v,0.505043,0,4289367
-1.927518,1,laser,4.315105,1853323355,2420664
-1.927254,4,sma_i,0.09361,0,4289368
-1.927254,3,sma_v,0.504179,0,4289368
-1.926509,2,load,1.985031,3330330,2420656
-1.926245,3,sma_v,0.587273,0,4289369
-1.926245,4,sma_i,0.106489,0,4289369
-1.925502,1,laser,4.314693,1853146577,2420665
-1.925258,3,sma_v,0.764811,0,4289370
-1.925258,4,sma_i,0.106621,0,4289370
-1.924493,2,load,1.98369,3328080,2420657
-1.92425,3,sma_v,0.550969,0,4289371
-1.92425,4,sma_i,0.126165,0,4289371
-1.923486,1,laser,4.315838,1853638152,2420666
-1.923254,4,sma_i,0.078139,0,4289372
-1.923254,3,sma_v,0.446663,0,4289372
-1.922477,2,load,1.986104,3332130,2420658
-1.922254,3,sma_v,0.615059,0,4289373
-1.922254,4,sma_i,0.139188,0,4289373
-1.92147,1,laser,4.315905,1853666970,2420667
-1.921248,3,sma_v,0.393659,0,4289374
-1.921248,4,sma_i,0.097641,0,4289374
-1.920461,2,load,1.986057,3332050,2420659
-1.920251,3,sma_v,0.517952,0,4289375
-1.920251,4,sma_i,0.122776,0,4289375
-1.919454,1,laser,4.316184,1853787053,2420668
-1.919262,4,sma_i,0.143807,0,4289376
-1.919262,3,sma_v,0.488798,0,4289376
-1.918449,2,load,1.984102,3328770,2420660
-1.918255,4,sma_i,0.09307,0,4289377
-1.918255,3,sma_v,0.500796,0,4289377
-1.917445,1,laser,4.316734,1854023301,2420669
-1.917242,4,sma_i,0.062333,0,4289378
-1.917242,3,sma_v,0.529182,0,4289378
-1.916433,2,load,1.984102,3328770,2420661
-1.916259,3,sma_v,0.400329,0,4289379
-1.916259,4,sma_i,0.099321,0,4289379
-1.915429,1,laser,4.316734,1854023301,2420670
-1.915251,4,sma_i,0.105703,0,4289380
-1.915251,3,sma_v,0.441289,0,4289380
-1.914416,2,load,1.986033,3332010,2420662
-1.914263,3,sma_v,0.389028,0,4289381
-1.914263,4,sma_i,0.103058,0,4289381
-1.913409,1,laser,4.315624,1853546236,2420671
-1.913256,3,sma_v,0.63068,0,4289382
-1.913256,4,sma_i,0.106357,0,4289382
-1.912401,2,load,1.984042,3328670,2420663
-1.912247,3,sma_v,0.422333,0,4289383
-1.912247,4,sma_i,0.081835,0,4289383
-1.911397,1,laser,4.314826,1853203571,2420672
-1.91126,4,sma_i,0.104762,0,4289384
-1.91126,3,sma_v,0.611892,0,4289384
-1.910384,2,load,1.979148,3320460,2420664
-1.910255,4,sma_i,0.112494,0,4289385
-1.910255,3,sma_v,0.478912,0,4289385
-1.909378,1,laser,4.315722,1853588599,2420673
-1.909246,4,sma_i,0.147298,0,4289386
-1.909246,3,sma_v,0.482272,0,4289386
-1.908372,2,load,1.982075,3325370,2420665
-1.90824,3,sma_v,0.587513,0,4289387
-1.90824,4,sma_i,0.106549,0,4289387
-1.907365,1,laser,4.315951,1853687017,2420674
-1.907259,3,sma_v,0.58341,0,4289388
-1.907259,4,sma_i,0.067126,0,4289388
-1.906349,2,load,1.982075,3325370,2420666
-1.906226,3,sma_v,0.429483,0,4289389
-1.906226,4,sma_i,0.134503,0,4289389
-1.905349,1,laser,4.315951,1853687017,2420675
-1.905241,4,sma_i,0.088115,0,4289390
-1.905241,3,sma_v,0.508354,0,4289390
-1.904333,2,load,1.986998,3333630,2420667
-1.904258,3,sma_v,0.507562,0,4289391
-1.904258,4,sma_i,0.074624,0,4289391
-1.903333,1,laser,4.316091,1853746935,2420676
-1.903222,3,sma_v,0.62828,0,4289392
-1.903222,4,sma_i,0.149062,0,4289392
-1.902317,2,load,1.985663,3331390,2420668
-1.90226,3,sma_v,0.434234,0,4289393
-1.90226,4,sma_i,0.082482,0,4289393
-1.901317,1,laser,4.316879,1854085476,2420677
-1.901226,4,sma_i,0.081265,0,4289394
-1.901226,3,sma_v,0.503243,0,4289394
-1.900311,2,load,1.9813,3324070,2420669
-1.900237,3,sma_v,0.504995,0,4289395
-1.900237,4,sma_i,0.07379,0,4289395
-1.899297,1,laser,4.316078,1853741356,2420678
-1.899226,4,sma_i,0.1322,0,4289396
-1.899226,3,sma_v,0.467515,0,4289396
-1.898288,2,load,1.982755,3326510,2420670
-1.89826,3,sma_v,0.500772,0,4289397
-1.89826,4,sma_i,0.125451,0,4289397
-1.897282,1,laser,4.315364,1853434708,2420679
-1.897259,3,sma_v,0.559439,0,4289398
-1.897259,4,sma_i,0.105811,0,4289398
-1.896276,2,load,1.983172,3327210,2420671
-1.896254,4,sma_i,0.106243,0,4289399
-1.896254,3,sma_v,0.570765,0,4289399
-1.895269,1,laser,4.315364,1853434708,2420680
-1.895249,3,sma_v,0.404337,0,4289400
-1.895249,4,sma_i,0.104222,0,4289400
-1.894263,2,load,1.983172,3327210,2420672
-1.894249,4,sma_i,0.105277,0,4289401
-1.894249,3,sma_v,0.343174,0,4289401
-1.893249,1,laser,4.316239,1853810457,2420681
-1.893242,3,sma_v,0.441793,0,4289402
-1.893242,4,sma_i,0.08229,0,4289402
-1.89224,2,load,1.985449,3331030,2420673
-1.892237,3,sma_v,0.428955,0,4289403
-1.892237,4,sma_i,0.149218,0,4289403
-1.891234,1,laser,4.316915,1854100609,2420682
-1.891233,3,sma_v,0.469507,0,4289404
-1.891233,4,sma_i,0.1037,0,4289404
-1.890257,4,sma_i,0.072926,0,4289405
-1.890257,3,sma_v,0.503315,0,4289405
-1.890228,2,load,1.982266,3325690,2420674
-1.88925,3,sma_v,0.566206,0,4289406
-1.88925,4,sma_i,0.073232,0,4289406
-1.889224,1,laser,4.317121,1854189110,2420683
-1.88825,3,sma_v,0.501971,0,4289407
-1.88825,4,sma_i,0.101762,0,4289407
-1.888212,2,load,1.980376,3322520,2420675
-1.887241,3,sma_v,0.438913,0,4289408
-1.887241,4,sma_i,0.089273,0,4289408
-1.887208,1,laser,4.318049,1854587975,2420684
-1.88626,3,sma_v,0.436826,0,4289409
-1.88626,4,sma_i,0.107743,0,4289409
-1.886196,2,load,1.982403,3325920,2420676
-1.885255,4,sma_i,0.153729,0,4289410
-1.885255,3,sma_v,0.559919,0,4289410
-1.885189,1,laser,4.318049,1854587975,2420685
-1.884248,4,sma_i,0.113316,0,4289411
-1.884248,3,sma_v,0.509578,0,4289411
-1.884183,2,load,1.982403,3325920,2420677
-1.883241,4,sma_i,0.134323,0,4289412
-1.883241,3,sma_v,0.507034,0,4289412
-1.883169,1,laser,4.317223,1854233278,2420686
-1.882257,3,sma_v,0.501995,0,4289413
-1.882257,4,sma_i,0.156236,0,4289413
-1.88216,2,load,1.985902,3331790,2420678
-1.88125,3,sma_v,0.489974,0,4289414
-1.88125,4,sma_i,0.109081,0,4289414
-1.88116,1,laser,4.316297,1853835323,2420687
-1.880242,3,sma_v,0.641357,0,4289415
-1.880242,4,sma_i,0.081966,0,4289415
-1.880145,2,load,1.983488,3327740,2420679
-1.879257,3,sma_v,0.499908,0,4289416
-1.879257,4,sma_i,0.128528,0,4289416
-1.879138,1,laser,4.317013,1854142990,2420688
-1.878251,4,sma_i,0.106141,0,4289417
-1.878251,3,sma_v,0.447455,0,4289417
-1.878132,2,load,1.982218,3325610,2420680
-1.87724,4,sma_i,0.107395,0,4289418
-1.87724,3,sma_v,0.419885,0,4289418
-1.877125,1,laser,4.317604,1854396798,2420689
-1.876255,4,sma_i,0.127071,0,4289419
-1.876255,3,sma_v,0.587225,0,4289419
-1.876119,2,load,1.986086,3332100,2420681
-1.875249,3,sma_v,0.715045,0,4289420
-1.875249,4,sma_i,0.088817,0,4289420
-1.875112,1,laser,4.317604,1854396798,2420690
-1.874239,3,sma_v,0.575588,0,4289421
-1.874239,4,sma_i,0.148732,0,4289421
-1.874106,2,load,1.986086,3332100,2420682
-1.873253,4,sma_i,0.076328,0,4289422
-1.873253,3,sma_v,0.485103,0,4289422
-1.873093,1,laser,4.317423,1854319027,2420691
-1.872245,3,sma_v,0.507418,0,4289423
-1.872245,4,sma_i,0.136573,0,4289423
-1.872087,2,load,1.983851,3328350,2420683
-1.871257,3,sma_v,0.474521,0,4289424
-1.871257,4,sma_i,0.083664,0,4289424
-1.87108,1,laser,4.318075,1854599157,2420692
-1.870248,3,sma_v,0.389988,0,4289425
-1.870248,4,sma_i,0.108301,0,4289425
-1.870074,2,load,1.97944,3320950,2420684
-1.869258,4,sma_i,0.09232,0,4289426
-1.869258,3,sma_v,0.410191,0,4289426
-1.869061,1,laser,4.317246,1854243115,2420693
-1.868249,4,sma_i,0.096951,0,4289427
-1.868249,3,sma_v,0.475865,0,4289427
-1.868055,2,load,1.978838,3319940,2420685
-1.867238,4,sma_i,0.092212,0,4289428
-1.867238,3,sma_v,0.438337,0,4289428
-1.867048,1,laser,4.316022,1853717525,2420694
-1.866253,3,sma_v,0.505883,0,4289429
-1.866253,4,sma_i,0.131978,0,4289429
-1.866042,2,load,1.97891,3320060,2420686
-1.865246,4,sma_i,0.106717,0,4289430
-1.865246,3,sma_v,0.483447,0,4289430
-1.865029,1,laser,4.316463,1853906580,2420695
-1.864259,4,sma_i,0.103166,0,4289431
-1.864259,3,sma_v,0.558095,0,4289431
-1.864023,2,load,1.97891,3320060,2420687
-1.86325,3,sma_v,0.520615,0,4289432
-1.86325,4,sma_i,0.106153,0,4289432
-1.863019,1,laser,4.316463,1853906580,2420696
-1.86224,3,sma_v,0.576499,0,4289433
-1.86224,4,sma_i,0.103172,0,4289433
-1.862004,2,load,1.981521,3324440,2420688
-1.861236,3,sma_v,0.634519,0,4289434
-1.861236,4,sma_i,0.104588,0,4289434
-1.860997,1,laser,4.317376,1854298721,2420697
-1.860251,4,sma_i,0.10965,0,4289435
-1.860251,3,sma_v,0.549817,0,4289435
-1.859991,2,load,1.980907,3323410,2420689
-1.859237,4,sma_i,0.105439,0,4289436
-1.859237,3,sma_v,0.372327,0,4289436
-1.858987,1,laser,4.317434,1854323732,2420698
-1.858236,3,sma_v,0.450383,0,4289437
-1.858236,4,sma_i,0.140064,0,4289437
-1.857975,2,load,1.979703,3321390,2420690
-1.857248,3,sma_v,0.413191,0,4289438
-1.857248,4,sma_i,0.141402,0,4289438
-1.856971,1,laser,4.318152,1854632165,2420699
-1.856233,4,sma_i,0.077144,0,4289439
-1.856233,3,sma_v,0.411727,0,4289439
-1.855959,2,load,1.979327,3320760,2420691
-1.855252,3,sma_v,0.491798,0,4289440
-1.855252,4,sma_i,0.103568,0,4289440
-1.854952,1,laser,4.317911,1854528596,2420700
-1.854236,4,sma_i,0.117689,0,4289441
-1.854236,3,sma_v,0.598863,0,4289441
-1.853946,2,load,1.979327,3320760,2420692
-1.853251,4,sma_i,0.14974,0,4289442
-1.853251,3,sma_v,0.645125,0,4289442
-1.852939,1,laser,4.317911,1854528596,2420701
-1.852259,4,sma_i,0.139536,0,4289443
-1.852259,3,sma_v,0.523087,0,4289443
-1.851924,2,load,1.981252,3323990,2420693
-1.851239,3,sma_v,0.605269,0,4289444
-1.851239,4,sma_i,0.095542,0,4289444
-1.850917,1,laser,4.316877,1854084631,2420702
-1.850252,3,sma_v,0.403641,0,4289445
-1.850252,4,sma_i,0.126867,0,4289445
-1.849911,2,load,1.980656,3322990,2420694
-1.849237,3,sma_v,0.721284,0,4289446
-1.849237,4,sma_i,0.103568,0,4289446
-1.848904,1,laser,4.317234,1854237920,2420703
-1.848252,3,sma_v,0.456525,0,4289447
-1.848252,4,sma_i,0.079879,0,4289447
-1.847898,2,load,1.977134,3317080,2420695
-1.847261,3,sma_v,0.456165,0,4289448
-1.847261,4,sma_i,0.102014,0,4289448
-1.846891,1,laser,4.31831,1854700094,2420704
-1.846245,3,sma_v,0.466147,0,4289449
-1.846245,4,sma_i,0.176092,0,4289449
-1.845885,2,load,1.980352,3322480,2420696
-1.845254,3,sma_v,0.568341,0,4289450
-1.845254,4,sma_i,0.159428,0,4289450
-1.844872,1,laser,4.318119,1854617725,2420705
-1.844241,4,sma_i,0.114905,0,4289451
-1.844241,3,sma_v,0.434834,0,4289451
-1.843866,2,load,1.982331,3325800,2420697
-1.843252,4,sma_i,0.171221,0,4289452
-1.843252,3,sma_v,0.498612,0,4289452
-1.842859,1,laser,4.318119,1854617725,2420706
-1.842262,4,sma_i,0.108355,0,4289453
-1.842262,3,sma_v,0.499356,0,4289453
-1.841853,2,load,1.982331,3325800,2420698
-1.841254,3,sma_v,0.505979,0,4289454
-1.841254,4,sma_i,0.11061,0,4289454
-1.84084,1,laser,4.318764,1854894985,2420707
-1.840239,3,sma_v,0.469531,0,4289455
-1.840239,4,sma_i,0.139044,0,4289455
-1.839834,2,load,1.982182,3325550,2420699
-1.839252,3,sma_v,0.51085,0,4289456
-1.839252,4,sma_i,0.089993,0,4289456
-1.838827,1,laser,4.318567,1854810462,2420708
-1.838238,3,sma_v,0.561095,0,4289457
-1.838238,4,sma_i,0.095512,0,4289457
-1.837821,2,load,1.97643,3315900,2420700
-1.837252,4,sma_i,0.10475,0,4289458
-1.837252,3,sma_v,0.467203,0,4289458
-1.836808,1,laser,4.317311,1854270800,2420709
-1.836262,4,sma_i,0.099717,0,4289459
-1.836262,3,sma_v,0.512217,0,4289459
-1.835802,2,load,1.97621,3315530,2420701
-1.835253,4,sma_i,0.103448,0,4289460
-1.835253,3,sma_v,0.434354,0,4289460
-1.834795,1,laser,4.317345,1854285261,2420710
-1.834241,4,sma_i,0.142871,0,4289461
-1.834241,3,sma_v,0.459357,0,4289461
-1.833789,2,load,1.979488,3321030,2420702
-1.833261,3,sma_v,0.537892,0,4289462
-1.833261,4,sma_i,0.107563,0,4289462
-1.832776,1,laser,4.317345,1854285261,2420711
-1.832254,4,sma_i,0.086202,0,4289463
-1.832254,3,sma_v,0.391355,0,4289463
-1.83177,2,load,1.979488,3321030,2420703
-1.831245,3,sma_v,0.514473,0,4289464
-1.831245,4,sma_i,0.098727,0,4289464
-1.830766,1,laser,4.318553,1854804070,2420712
-1.830263,3,sma_v,0.49734,0,4289465
-1.830263,4,sma_i,0.107971,0,4289465
-1.829754,2,load,1.980215,3322250,2420704
-1.829261,3,sma_v,0.611004,0,4289466
-1.829261,4,sma_i,0.139368,0,4289466
-1.82875,1,laser,4.318491,1854777623,2420713
-1.828255,3,sma_v,0.505067,0,4289467
-1.828255,4,sma_i,0.082512,0,4289467
-1.827738,2,load,1.979721,3321420,2420705
-1.827247,4,sma_i,0.10313,0,4289468
-1.827247,3,sma_v,0.516104,0,4289468
-1.826734,1,laser,4.319043,1855014846,2420714
-1.826241,4,sma_i,0.101402,0,4289469
-1.826241,3,sma_v,0.661321,0,4289469
-1.825722,2,load,1.978934,3320100,2420706
-1.825256,3,sma_v,0.506195,0,4289470
-1.825256,4,sma_i,0.110448,0,4289470
-1.824718,1,laser,4.318872,1854941575,2420715
-1.824246,4,sma_i,0.074,0,4289471
-1.824246,3,sma_v,0.617746,0,4289471
-1.823706,2,load,1.978338,3319100,2420707
-1.823241,4,sma_i,0.099525,0,4289472
-1.823241,3,sma_v,0.625617,0,4289472
-1.822702,1,laser,4.318872,1854941575,2420716
-1.822257,4,sma_i,0.098655,0,4289473
-1.822257,3,sma_v,0.509698,0,4289473
-1.821687,2,load,1.978338,3319100,2420708
-1.821247,3,sma_v,0.6278,0,4289474
-1.821247,4,sma_i,0.101714,0,4289474
-1.82068,1,laser,4.317742,1854455991,2420717
-1.820262,3,sma_v,0.503195,0,4289475
-1.820262,4,sma_i,0.112548,0,4289475
-1.819674,2,load,1.983213,3327280,2420709
-1.819253,3,sma_v,0.501468,0,4289476
-1.819253,4,sma_i,0.134839,0,4289476
-1.818667,1,laser,4.317748,1854458612,2420718
-1.818245,3,sma_v,0.475673,0,4289477
-1.818245,4,sma_i,0.082416,0,4289477
-1.817661,2,load,1.986682,3333100,2420710
-1.817261,4,sma_i,0.1122,0,4289478
-1.817261,3,sma_v,0.563926,0,4289478
-1.816654,1,laser,4.319024,1855006630,2420719
-1.816249,3,sma_v,0.59128,0,4289479
-1.816249,4,sma_i,0.10328,0,4289479
-1.815639,2,load,1.979995,3321880,2420711
-1.815259,3,sma_v,0.497892,0,4289480
-1.815259,4,sma_i,0.10466,0,4289480
-1.814632,1,laser,4.318895,1854951461,2420720
-1.814249,3,sma_v,0.62804,0,4289481
-1.814249,4,sma_i,0.155841,0,4289481
-1.813626,2,load,1.979697,3321380,2420712
-1.813263,3,sma_v,0.43469,0,4289482
-1.813263,4,sma_i,0.076064,0,4289482
-1.812619,1,laser,4.319639,1855270859,2420721
-1.812255,4,sma_i,0.071307,0,4289483
-1.812255,3,sma_v,0.483208,0,4289483
-1.811613,2,load,1.979697,3321380,2420713
-1.811247,4,sma_i,0.154047,0,4289484
-1.811247,3,sma_v,0.639774,0,4289484
-1.810606,1,laser,4.319639,1855270859,2420722
-1.810241,3,sma_v,0.428763,0,4289485
-1.810241,4,sma_i,0.136291,0,4289485
-1.809597,2,load,1.983839,3328330,2420714
-1.809257,3,sma_v,0.494269,0,4289486
-1.809257,4,sma_i,0.125079,0,4289486
-1.80859,1,laser,4.319784,1855333177,2420723
-1.80825,3,sma_v,0.504419,0,4289487
-1.80825,4,sma_i,0.092878,0,4289487
-1.807581,2,load,1.978737,3319770,2420715
-1.807263,4,sma_i,0.095799,0,4289488
-1.807263,3,sma_v,0.503675,0,4289488
-1.806574,1,laser,4.318621,1854833683,2420724
-1.806253,4,sma_i,0.101432,0,4289489
-1.806253,3,sma_v,0.616163,0,4289489
-1.805565,2,load,1.978415,3319230,2420716
-1.805247,3,sma_v,0.42658,0,4289490
-1.805247,4,sma_i,0.106069,0,4289490
-1.804558,1,laser,4.318485,1854775356,2420725
-1.804263,3,sma_v,0.414894,0,4289491
-1.804263,4,sma_i,0.10208,0,4289491
-1.803549,2,load,1.979762,3321490,2420717
-1.803255,3,sma_v,0.656378,0,4289492
-1.803255,4,sma_i,0.109405,0,4289492
