t_s,laser,load,sma_v,sma_i,cc_u,cc_r_est,laser_mm,force_mN,power_W,sma_r,phase
-1.981777,4.476418,1.87552,0.477773,0.0912165,1.10474,4.485193,-3.96280567,183.858914,0.0435807809,5.23779141,pre
-1.980932,4.4764815,1.875815,0.441577,0.10262,1.10474,4.485193,-3.96293323,183.887833,0.0453146317,4.3030306,pre
-1.98077,4.476545,1.87611,0.4653075,0.107689,1.10474,4.485193,-3.96306079,183.916752,0.0501084994,4.32084521,pre
-1.979926,4.476792,1.876405,0.489038,0.112758,1.10474,4.485193,-3.96355698,183.945671,0.0551429468,4.33705812,pre
-1.979761,4.477039,1.8767,0.4974605,0.130385,1.10474,4.485193,-3.96405317,183.97459,0.0648613873,3.81532001,pre
-1.97894,4.477286,1.87666425,0.505883,0.148012,1.10474,4.485193,-3.96454936,183.971085,0.0748767546,3.41785126,pre
-1.978754,4.477533,1.8766285,0.509002,0.1283665,1.10474,4.485193,-3.96504554,183.967581,0.0653388052,3.96522457,pre
-1.977927,4.47750925,1.87659275,0.512121,0.108721,1.10474,4.485193,-3.96499783,183.964076,0.0556783072,4.71041473,pre
-1.977745,4.4774855,1.876557,0.5061465,0.094717,1.10474,4.485193,-3.96495012,183.960572,0.047940678,5.34377672,pre
-1.976942,4.47746175,1.877165,0.500172,0.080713,1.10474,4.485193,-3.96490241,184.020174,0.0403703826,6.19691995,pre
-1.976738,4.477438,1.877773,0.4843595,0.093643,1.10474,4.485193,-3.9648547,184.079777,0.0453568767,5.17240477,pre
-1.975931,4.4776535,1.878381,0.468547,0.106573,1.10474,4.485193,-3.96528761,184.13938,0.0499344594,4.39648879,pre
-1.975729,4.477869,1.878989,0.5108255,0.1049805,1.10474,4.485193,-3.96572052,184.198983,0.0536267164,4.86590843,pre
-1.974948,4.4780845,1.87849275,0.553104,0.103388,1.10474,4.485193,-3.96615343,184.150335,0.0571843164,5.34978914,pre
-1.974722,4.4783,1.8779965,0.513165,0.1101575,1.10474,4.485193,-3.96658634,184.101687,0.0565289735,4.65846629,pre
-1.973922,4.4783,1.87750025,0.473226,0.116927,1.10474,4.485193,-3.96658634,184.053039,0.0553328965,4.04719184,pre
-1.973713,4.4783,1.877004,0.4747855,0.122296,1.10474,4.485193,-3.96658634,184.004391,0.0580643675,3.88226516,pre
-1.97294,4.4783,1.877004,0.476345,0.127665,1.10474,4.485193,-3.96658634,184.004391,0.0608125844,3.73121059,pre
-1.972706,4.4783,1.877004,0.5711845,0.1024225,1.10474,4.485193,-3.96658634,184.004391,0.0585021445,5.57674827,pre
-1.971931,4.478302,1.877004,0.666024,0.07718,1.10474,4.485193,-3.96659035,184.004391,0.0514037323,8.62948951,pre
-1.971697,4.478304,1.877004,0.5894445,0.0920025,1.10474,4.485193,-3.96659437,184.004391,0.0542303676,6.40683134,pre
-1.970924,4.478306,1.8770815,0.512865,0.106825,1.10474,4.485193,-3.96659839,184.011989,0.0547868036,4.80098292,pre
-1.97069,4.478308,1.877159,0.514149,0.103292,1.10474,4.485193,-3.96660241,184.019586,0.0531074785,4.97762653,pre
-1.969924,4.47806675,1.8772365,0.515433,0.099759,1.10474,4.485193,-3.96611777,184.027184,0.0514190806,5.16678194,pre
-1.969681,4.4778255,1.877314,0.541683,0.102515,1.10474,4.485193,-3.96563313,184.034781,0.0555306327,5.28393894,pre
-1.968924,4.47758425,1.87786075,0.567933,0.105271,1.10474,4.485193,-3.9651485,184.088379,0.0597868748,5.39496158,pre
-1.968674,4.477343,1.8784075,0.536272,0.1049625,1.10474,4.485193,-3.96466386,184.141978,0.0562884498,5.10917709,pre
-1.967942,4.47746075,1.87895425,0.504611,0.104654,1.10474,4.485193,-3.9649004,184.195576,0.0528095596,4.82170772,pre
-1.967665,4.4775785,1.879501,0.574148,0.1190205,1.10474,4.485193,-3.96513695,184.249175,0.068335382,4.82394209,pre
-1.966938,4.47769625,1.8797455,0.643685,0.133387,1.10474,4.485193,-3.96537349,184.273143,0.0858592111,4.82569516,pre
-1.966658,4.477814,1.87999,0.6094925,0.1282615,1.10474,4.485193,-3.96561003,184.297112,0.0781744223,4.75195207,pre
-1.965941,4.478154,1.8802345,0.5753,0.123136,1.10474,4.485193,-3.96629304,184.32108,0.0708401408,4.67206991,pre
-1.965649,4.478494,1.880479,0.5129735,0.1250015,1.10474,4.485193,-3.96697605,184.345049,0.064122457,4.10373876,pre
-1.964934,4.478834,1.88074875,0.450647,0.126867,1.10474,4.485193,-3.96765907,184.371493,0.0571722329,3.55212151,pre
-1.964642,4.479174,1.8810185,0.4938015,0.1148365,1.10474,4.485193,-3.96834208,184.397936,0.056706436,4.30003962,pre
-1.963933,4.4791465,1.88128825,0.536956,0.102806,1.10474,4.485193,-3.96828683,184.42438,0.0552022985,5.22300255,pre
-1.963633,4.479119,1.881558,0.5109575,0.112185,1.10474,4.485193,-3.96823159,184.450824,0.0573217671,4.55459732,pre
-1.962922,4.4790915,1.881558,0.484959,0.121564,1.10474,4.485193,-3.96817635,184.450824,0.0589535559,3.98933072,pre
-1.962626,4.479064,1.881558,0.4866745,0.1384625,1.10474,4.485193,-3.9681211,184.450824,0.067386168,3.51484698,pre
-1.961935,4.479064,1.881558,0.48839,0.155361,1.10474,4.485193,-3.9681211,184.450824,0.0758767588,3.14358172,pre
-1.961617,4.479064,1.881558,0.5016955,0.107716,1.10474,4.485193,-3.9681211,184.450824,0.0540406325,4.6575764,pre
-1.960927,4.479064,1.879658,0.515001,0.060071,1.10474,4.485193,-3.9681211,184.264565,0.0309366251,8.57320504,pre
-1.96061,4.479064,1.877758,0.5155765,0.0948005,1.10474,4.485193,-3.9681211,184.078307,0.04887691,5.43854199,pre
-1.959941,4.47925075,1.875858,0.516152,0.12953,1.10474,4.485193,-3.96849626,183.892048,0.0668571686,3.98480661,pre
-1.959601,4.4794375,1.873958,0.5155645,0.098655,1.10474,4.485193,-3.96887141,183.705789,0.0508630157,5.22593381,pre
-1.958931,4.47962425,1.873964,0.514977,0.06778,1.10474,4.485193,-3.96924656,183.706377,0.0349051411,7.5977722,pre
-1.958601,4.479811,1.87397,0.5154085,0.1023025,1.10474,4.485193,-3.96962172,183.706966,0.0527275781,5.03808314,pre
-1.957931,4.479828,1.873976,0.51584,0.136825,1.10474,4.485193,-3.96965587,183.707554,0.070579808,3.77007126,pre
-1.957585,4.479845,1.873982,0.5192115,0.104321,1.10474,4.485193,-3.96969002,183.708142,0.0541646629,4.97705639,pre
-1.956947,4.479862,1.8737645,0.522583,0.071817,1.10474,4.485193,-3.96972417,183.68682,0.0375303433,7.27659189,pre
-1.956585,4.479879,1.873547,0.512289,0.085803,1.10474,4.485193,-3.96975832,183.665499,0.0439559331,5.97052551,pre
-1.955946,4.479581,1.8733295,0.501995,0.099789,1.10474,4.485193,-3.96915968,183.644177,0.0500935791,5.03056449,pre
-1.955576,4.479283,1.873112,0.502271,0.113436,1.10474,4.485193,-3.96856104,183.622855,0.0569756132,4.42779188,pre
-1.954942,4.478985,1.87330875,0.502547,0.127083,1.10474,4.485193,-3.9679624,183.642143,0.0638651804,3.95447857,pre
-1.954569,4.478687,1.8735055,0.5004235,0.0919575,1.10474,4.485193,-3.96736376,183.66143,0.046017694,5.44189979,pre
-1.95394,4.478721,1.87370225,0.4983,0.056832,1.10474,4.485193,-3.96743206,183.680718,0.0283193856,8.76794764,pre
-1.953559,4.478755,1.873899,0.498576,0.0829745,1.10474,4.485193,-3.96750037,183.700005,0.0413690943,6.00878583,pre
-1.952932,4.478789,1.873899,0.498852,0.109117,1.10474,4.485193,-3.96756867,183.700005,0.0544332337,4.5717166,pre
-1.952552,4.478823,1.873899,0.5061105,0.1069215,1.10474,4.485193,-3.96763697,183.700005,0.0541140938,4.73347736,pre
-1.951923,4.478823,1.873899,0.513369,0.104726,1.10474,4.485193,-3.96763697,183.700005,0.0537630819,4.90202051,pre
-1.951544,4.478823,1.873899,0.5121695,0.0924015,1.10474,4.485193,-3.96763697,183.700005,0.0473252301,5.54286998,pre
-1.950941,4.478823,1.87448,0.51097,0.080077,1.10474,4.485193,-3.96763697,183.756961,0.0409169447,6.3809833,pre
-1.950537,4.478823,1.875061,0.513393,0.0912285,1.10474,4.485193,-3.96763697,183.813917,0.0468360733,5.6275506,pre
-1.949936,4.4791295,1.875642,0.515816,0.10238,1.10474,4.485193,-3.96825268,183.870873,0.0528092421,5.03824966,pre
-1.949527,4.479436,1.876223,0.4811315,0.1038045,1.10474,4.485193,-3.9688684,183.927829,0.0499436148,4.63497729,pre
-1.948927,4.4797425,1.87664025,0.446447,0.105229,1.10474,4.485193,-3.96948411,183.968733,0.0469791714,4.24262323,pre
-1.948517,4.480049,1.8770575,0.503171,0.105673,1.10474,4.485193,-3.97009983,184.009636,0.0531715891,4.76158527,pre
-1.947944,4.47998025,1.87747475,0.559895,0.106117,1.10474,4.485193,-3.96996172,184.050539,0.0594143777,5.27620457,pre
-1.947508,4.4799115,1.877892,0.523891,0.106699,1.10474,4.485193,-3.96982361,184.091443,0.0558986458,4.90998978,pre
-1.946941,4.47984275,1.877445,0.487887,0.107281,1.10474,4.485193,-3.9696855,184.047623,0.0523410052,4.54774844,pre
-1.946501,4.479774,1.876998,0.5735125,0.12103,1.10474,4.485193,-3.96954739,184.003803,0.0694122179,4.73859787,pre
-1.945937,4.4799575,1.876551,0.659138,0.134779,1.10474,4.485193,-3.96991601,183.959983,0.0888379605,4.89050965,pre
-1.945492,4.480141,1.876104,0.588113,0.097161,1.10474,4.485193,-3.97028464,183.916164,0.0571416472,6.05297393,pre
-1.944924,4.4803245,1.87755975,0.517088,0.059543,1.10474,4.485193,-3.97065327,184.058872,0.0307889708,8.68427859,pre
-1.944492,4.480508,1.8790155,0.4679345,0.084231,1.10474,4.485193,-3.97102189,184.201581,0.0394145909,5.55537154,pre
-1.943938,4.48050025,1.88047125,0.418781,0.108919,1.10474,4.485193,-3.97100632,184.344289,0.0456132077,3.84488473,pre
-1.943476,4.4804925,1.881927,0.5099615,0.109156,1.10474,4.485193,-3.97099075,184.486998,0.0556653575,4.67185954,pre
-1.942931,4.48048475,1.8814175,0.601142,0.109393,1.10474,4.485193,-3.97097518,184.437051,0.0657607268,5.49525107,pre
-1.942476,4.480477,1.880908,0.6216455,0.107344,1.10474,4.485193,-3.97095962,184.387104,0.0667299146,5.79115274,pre
-1.941923,4.480477,1.8803985,0.642149,0.105295,1.10474,4.485193,-3.97095962,184.337157,0.067615079,6.09857068,pre
-1.941467,4.480477,1.879889,0.600146,0.1260925,1.10474,4.485193,-3.97095962,184.287211,0.0756739095,4.75956936,pre
-1.940914,4.480477,1.879889,0.558143,0.14689,1.10474,4.485193,-3.97095962,184.287211,0.0819856253,3.7997345,pre
-1.94046,4.480477,1.879889,0.582522,0.129512,1.10474,4.485193,-3.97095962,184.287211,0.0754435893,4.4978226,pre
-1.939904,4.48006975,1.879889,0.606901,0.112134,1.10474,4.485193,-3.97014151,184.287211,0.0680542367,5.41228352,pre
-1.939451,4.4796625,1.879889,0.5062305,0.1055205,1.10474,4.485193,-3.9693234,184.287211,0.0534176955,4.79746116,pre
-1.938904,4.47925525,1.87952825,0.40556,0.098907,1.10474,4.485193,-3.9685053,184.251846,0.0401127229,4.10041756,pre
-1.938444,4.478848,1.8791675,0.411187,0.1139485,1.10474,4.485193,-3.96768719,184.216481,0.0468541419,3.60853368,pre
-1.937926,4.47875275,1.87880675,0.416814,0.12899,1.10474,4.485193,-3.96749585,184.181117,0.0537648379,3.23136677,pre
-1.937435,4.4786575,1.878446,0.4377135,0.1318305,1.10474,4.485193,-3.9673045,184.145752,0.0577039896,3.3202749,pre
-1.936923,4.47856225,1.878318,0.458613,0.134671,1.10474,4.485193,-3.96711316,184.133204,0.0617618713,3.4054325,pre
-1.936428,4.478467,1.87819,0.430323,0.1230365,1.10474,4.485193,-3.96692182,184.120656,0.0529454358,3.49752309,pre
-1.935919,4.47874625,1.878062,0.402033,0.111402,1.10474,4.485193,-3.96748279,184.108108,0.0447872803,3.60884903,pre
-1.935419,4.4790255,1.877934,0.411523,0.107401,1.10474,4.485193,-3.96804376,184.09556,0.0441979817,3.83164961,pre
-1.934902,4.47930475,1.8782245,0.421013,0.1034,1.10474,4.485193,-3.96860473,184.124038,0.0435327442,4.07169246,pre
-1.934412,4.479584,1.878515,0.4924095,0.1197795,1.10474,4.485193,-3.96916571,184.152516,0.0589805637,4.1109664,pre
-1.933943,4.47949275,1.8788055,0.563806,0.136159,1.10474,4.485193,-3.9689824,184.180994,0.0767672612,4.14079128,pre
-1.933403,4.4794015,1.879096,0.518168,0.1426045,1.10474,4.485193,-3.96879909,184.209472,0.0738930886,3.63360203,pre
-1.93294,4.47931025,1.87921825,0.47253,0.14905,1.10474,4.485193,-3.96861578,184.221456,0.0704305965,3.17027843,pre
-1.932396,4.479219,1.8793405,0.490202,0.1194915,1.10474,4.485193,-3.96843247,184.233441,0.0585749723,4.10240059,pre
-1.931937,4.479219,1.87946275,0.507874,0.089933,1.10474,4.485193,-3.96843247,184.245425,0.0456746324,5.64724851,pre
-1.931387,4.479219,1.879585,0.533020571,0.0901848571,1.10474,4.485193,-3.96843247,184.257409,0.0480703841,5.9103112,pre
-1.93038,4.479219,1.879585,0.558167143,0.0904367143,1.10474,4.485193,-3.96843247,184.257409,0.0504788024,6.17190869,pre
-1.929371,4.479466,1.879585,0.583313714,0.0906885714,1.10474,4.485193,-3.96892866,184.257409,0.0528998874,6.43205318,pre
-1.928364,4.479713,1.8793405,0.608460286,0.0909404286,1.10474,4.485193,-3.96942485,184.233441,0.0553336392,6.69075674,pre
-1.927355,4.4797865,1.879096,0.633606857,0.0911922857,1.10474,4.485193,-3.9695725,184.209472,0.0577800575,6.94803132,pre
-1.926348,4.47986,1.87813833,0.658753429,0.0914441429,1.10474,4.485193,-3.96972015,184.115591,0.0602391426,7.20388871,pre
-1.925941,4.479489,1.87718067,0.6839,0.091696,1.10474,4.485193,-3.96897487,184.02171,0.0627108944,7.4583406,pre
-1.925339,4.479118,1.876223,0.6591495,0.0997345,1.10474,4.485193,-3.96822958,183.927829,0.0657399458,6.60904201,pre
-1.924938,4.478747,1.876609,0.634399,0.107773,1.10474,4.485193,-3.96748429,183.965669,0.0683710834,5.88643723,pre
-1.924332,4.478376,1.876995,0.6216095,0.1187835,1.10474,4.485193,-3.96673901,184.003509,0.073836952,5.23313002,pre
-1.923931,4.47827975,1.877381,0.60882,0.129794,1.10474,4.485193,-3.96654566,184.041349,0.0790211831,4.69066367,pre
-1.923323,4.4781835,1.877767,0.5565835,0.1174905,1.10474,4.485193,-3.9663523,184.079189,0.0653932737,4.73726386,pre
-1.922947,4.47808725,1.87789225,0.504347,0.105187,1.10474,4.485193,-3.96615895,184.091467,0.0530507479,4.79476551,pre
-1.922316,4.477991,1.8780175,0.4510665,0.1043805,1.10474,4.485193,-3.9659656,184.103746,0.0470825468,4.3213675,pre
-1.921941,4.477991,1.87814275,0.397786,0.103574,1.10474,4.485193,-3.9659656,184.116024,0.0412002872,3.84059706,pre
-1.921307,4.477991,1.878268,0.54509,0.102464,1.10474,4.485193,-3.9659656,184.128302,0.0558521018,5.31981964,pre
-1.920939,4.477991,1.878268,0.692394,0.101354,1.10474,4.485193,-3.9659656,184.128302,0.0701769015,6.83144227,pre
-1.9203,4.477991,1.878268,0.650907,0.102716,1.10474,4.485193,-3.9659656,184.128302,0.0668585634,6.33695821,pre
-1.919933,4.47828525,1.878268,0.60942,0.104078,1.10474,4.485193,-3.96655671,184.128302,0.0634272148,5.85541613,pre
-1.919291,4.4785795,1.878268,0.623697,0.1050345,1.10474,4.485193,-3.96714781,184.128302,0.0655097025,5.93802036,pre
-1.918927,4.47887375,1.87767475,0.637974,0.105991,1.10474,4.485193,-3.96773892,184.070146,0.0676195022,6.0191337,pre
-1.918284,4.479168,1.8770815,0.518276,0.1191495,1.10474,4.485193,-3.96833002,184.011989,0.0617523263,4.34979584,pre
-1.917946,4.47911625,1.87648825,0.398578,0.132308,1.10474,4.485193,-3.96822606,183.953832,0.052735058,3.01250113,pre
-1.917275,4.4790645,1.875895,0.4136705,0.1295065,1.10474,4.485193,-3.96812211,183.895675,0.0535730186,3.19420647,pre
-1.916941,4.47901275,1.87653725,0.428763,0.126705,1.10474,4.485193,-3.96801815,183.958635,0.0543264159,3.38394696,pre
-1.916268,4.478961,1.8771795,0.4648635,0.1234625,1.10474,4.485193,-3.96791419,184.021596,0.0573932099,3.76522021,pre
-1.915936,4.4790965,1.87782175,0.500964,0.12022,1.10474,4.485193,-3.96818639,184.084556,0.0602258921,4.16706039,pre
-1.915259,4.479232,1.878464,0.5034355,0.129734,1.10474,4.485193,-3.96845859,184.147517,0.0653127012,3.88052091,pre
-1.914924,4.4793675,1.87791275,0.505907,0.139248,1.10474,4.485193,-3.96873079,184.093477,0.0704465379,3.63313656,pre
-1.914258,4.479503,1.8773615,0.5031355,0.120283,1.10474,4.485193,-3.96900299,184.039437,0.0605186473,4.18293109,pre
-1.913939,4.47958825,1.87681025,0.500364,0.101318,1.10474,4.485193,-3.96917424,183.985398,0.0506958798,4.93854991,pre
-1.913249,4.4796735,1.876259,0.4838555,0.101954,1.10474,4.485193,-3.9693455,183.931358,0.0493310036,4.74582165,pre
-1.912931,4.47975875,1.876423,0.467347,0.10259,1.10474,4.485193,-3.96951675,183.947435,0.0479451287,4.55548299,pre
-1.912242,4.479844,1.876587,0.568389,0.1189515,1.10474,4.485193,-3.96968801,183.963513,0.0676107241,4.77832562,pre
-1.911945,4.47951975,1.876751,0.669431,0.135313,1.10474,4.485193,-3.96903664,183.97959,0.0905827169,4.94727779,pre
-1.911233,4.4791955,1.876915,0.5893485,0.13597,1.10474,4.485193,-3.96838527,183.995667,0.0801337155,4.33440097,pre
-1.910939,4.47887125,1.876915,0.509266,0.136627,1.10474,4.485193,-3.9677339,183.995667,0.0695794858,3.72741845,pre
-1.910226,4.478547,1.876915,0.4980365,0.1232435,1.10474,4.485193,-3.96708252,183.995667,0.0613797614,4.04107722,pre
-1.90993,4.478547,1.876915,0.486807,0.10986,1.10474,4.485193,-3.96708252,183.995667,0.053480617,4.43115784,pre
-1.909217,4.478547,1.876915,0.537028,0.106366,1.10474,4.485193,-3.96708252,183.995667,0.0571215202,5.048869,pre
-1.908921,4.478547,1.8771055,0.587249,0.102872,1.10474,4.485193,-3.96708252,184.014342,0.0604114791,5.70854071,pre
-1.90821,4.478547,1.877296,0.591604,0.1041915,1.10474,4.485193,-3.96708252,184.033016,0.0616401082,5.67804475,pre
-1.907937,4.47846,1.8774865,0.595959,0.105511,1.10474,4.485193,-3.96690775,184.051691,0.06288023,5.64831155,pre
-1.907201,4.478373,1.877677,0.5205435,0.105511,1.10474,4.485193,-3.96673298,184.070366,0.0549230652,4.93354721,pre
-1.90693,4.478286,1.87795275,0.445128,0.105511,1.10474,4.485193,-3.96655821,184.097398,0.0469659004,4.21878288,pre
-1.906194,4.478199,1.8782285,0.5440225,0.110616,1.10474,4.485193,-3.96638344,184.12443,0.0601775929,4.91811763,pre
-1.90593,4.47851575,1.87850425,0.642917,0.115721,1.10474,4.485193,-3.96701975,184.151462,0.0743989982,5.55575047,pre
-1.905185,4.4788325,1.87878,0.606577,0.102131,1.10474,4.485193,-3.96765605,184.178494,0.0619503156,5.93920553,pre
-1.904926,4.47914925,1.87889775,0.570237,0.088541,1.10474,4.485193,-3.96829236,184.190037,0.0504893542,6.44037226,pre
-1.904178,4.479466,1.8790155,0.5947115,0.112035,1.10474,4.485193,-3.96892866,184.201581,0.0666285029,5.30826527,pre
-1.90392,4.4794055,1.87913325,0.619186,0.135529,1.10474,4.485193,-3.96880713,184.213124,0.0839176594,4.56866058,pre
-1.903169,4.479345,1.879251,0.5097455,0.113157,1.10474,4.485193,-3.96868559,184.224667,0.0576812715,4.50476329,pre
-1.90293,4.4792845,1.87980825,0.400305,0.090785,1.10474,4.485193,-3.96856405,184.279295,0.0363416894,4.4093738,pre
-1.902162,4.479224,1.8803655,0.439117,0.1023175,1.10474,4.485193,-3.96844252,184.333922,0.0449293536,4.29170963,pre
-1.90193,4.47936675,1.88092275,0.477929,0.11385,1.10474,4.485193,-3.96872928,184.38855,0.0544122167,4.19788318,pre
-1.901153,4.4795095,1.88148,0.5755515,0.0958895,1.10474,4.485193,-3.96901605,184.443178,0.0551893456,6.00223695,pre
-1.900928,4.47965225,1.88148,0.673174,0.077929,1.10474,4.485193,-3.96930281,184.443178,0.0524597766,8.63829896,pre
-1.900146,4.479795,1.88148,0.6621845,0.0759555,1.10474,4.485193,-3.96958958,184.443178,0.0502965548,8.7180586,pre
-1.899918,4.479795,1.88148,0.651195,0.073982,1.10474,4.485193,-3.96958958,184.443178,0.0481767085,8.80207348,pre
-1.899137,4.479795,1.88148,0.55566,0.0776145,1.10474,4.485193,-3.96958958,184.443178,0.0431272731,7.15922927,pre
-1.89894,4.479795,1.88108825,0.460125,0.081247,1.10474,4.485193,-3.96958958,184.404774,0.0373837759,5.66328603,pre
-1.89813,4.479795,1.8806965,0.4516305,0.081271,1.10474,4.485193,-3.96958958,184.366371,0.0367044624,5.55709294,pre
-1.897929,4.4799875,1.88030475,0.443136,0.081295,1.10474,4.485193,-3.96997628,184.327967,0.0360247411,5.45096254,pre
-1.897121,4.48018,1.879913,0.523051,0.1062735,1.10474,4.485193,-3.97036299,184.289563,0.0555864604,4.92174437,pre
-1.896942,4.4803725,1.88024975,0.602966,0.131252,1.10474,4.485193,-3.97074969,184.322575,0.0791404934,4.59395666,pre
-1.896114,4.480565,1.8805865,0.550765,0.1151185,1.10474,4.485193,-3.97113639,184.355587,0.0634032407,4.78433093,pre
-1.895935,4.480221,1.88092325,0.498564,0.098985,1.10474,4.485193,-3.97044535,184.388599,0.0493503575,5.03676315,pre
-1.895105,4.479877,1.88126,0.5061465,0.112098,1.10474,4.485193,-3.9697543,184.421611,0.0567380104,4.51521437,pre
-1.894922,4.479533,1.88149975,0.513729,0.125211,1.10474,4.485193,-3.96906326,184.445114,0.0643245218,4.10290629,pre
-1.894098,4.479189,1.8817395,0.508222,0.129659,1.10474,4.485193,-3.96837221,184.468617,0.0658955563,3.91968163,pre
-1.893939,4.47906675,1.88197925,0.502715,0.134107,1.10474,4.485193,-3.96812663,184.49212,0.0674176005,3.74861118,pre
-1.893089,4.4789445,1.882219,0.5054385,0.1235735,1.10474,4.485193,-3.96788104,184.515623,0.0624588045,4.09018519,pre
-1.892929,4.47882225,1.88166925,0.508162,0.11304,1.10474,4.485193,-3.96763546,184.46173,0.0574426325,4.49541755,pre
-1.892082,4.4787,1.8811195,0.50839,0.106789,1.10474,4.485193,-3.96738988,184.407838,0.0542904597,4.76069633,pre
-1.891943,4.47898675,1.88056975,0.508618,0.100538,1.10474,4.485193,-3.96796592,184.353945,0.0511354365,5.05896278,pre
