t_s,laser,load,sma_v,sma_i,cc_u,cc_r_est,laser_mm,force_mN,power_W,sma_r,phase
-1.957698,4.495405,1.8663825,0.494317,0.131762,2.405823,4.353696,-4.00094782,182.963156,0.0651321966,3.75158999,pre
-1.956938,4.49571825,1.86672825,0.507946,0.103604,2.405823,4.353696,-4.00157709,182.99705,0.0526252374,4.90276437,pre
-1.956689,4.4960315,1.867074,0.45181,0.1245815,2.405823,4.353696,-4.00220637,183.030945,0.0562871675,3.62662193,pre
-1.955932,4.49634475,1.8672795,0.395674,0.145559,2.405823,4.353696,-4.00283564,183.05109,0.0575939118,2.71830667,pre
-1.955682,4.496658,1.867485,0.415866,0.1475475,2.405823,4.353696,-4.00346491,183.071235,0.0613599886,2.81852285,pre
-1.954924,4.496658,1.8676905,0.436058,0.149536,2.405823,4.353696,-4.00346491,183.091381,0.0652063691,2.91607372,pre
-1.954673,4.496658,1.867896,0.4331665,0.1282585,2.405823,4.353696,-4.00346491,183.111526,0.0555572855,3.37729273,pre
-1.953939,4.496658,1.867896,0.430275,0.106981,2.405823,4.353696,-4.00346491,183.111526,0.0460312498,4.02197586,pre
-1.953666,4.496658,1.867896,0.4698065,0.121708,2.405823,4.353696,-4.00346491,183.111526,0.0571792095,3.86011191,pre
-1.952932,4.49661825,1.867896,0.509338,0.136435,2.405823,4.353696,-4.00338506,183.111526,0.06949153,3.73319163,pre
-1.952657,4.4965785,1.867896,0.4887145,0.139884,2.405823,4.353696,-4.00330521,183.111526,0.0683633391,3.49371265,pre
-1.951932,4.49653875,1.86756825,0.468091,0.143333,2.405823,4.353696,-4.00322536,183.079396,0.0670928873,3.26575876,pre
-1.951657,4.496499,1.8672405,0.542319,0.1409095,2.405823,4.353696,-4.00314551,183.047267,0.0764178991,3.84870431,pre
-1.950933,4.496634,1.86691275,0.616547,0.138486,2.405823,4.353696,-4.0034167,183.015137,0.0853831278,4.45205292,pre
-1.950641,4.496769,1.866585,0.616031,0.111417,2.405823,4.353696,-4.0036879,182.983007,0.0686363259,5.5290575,pre
-1.949924,4.496904,1.8660695,0.615515,0.084348,2.405823,4.353696,-4.00395909,182.932473,0.0519174592,7.29732774,pre
-1.949641,4.497039,1.865554,0.517244,0.1139695,2.405823,4.353696,-4.00423029,182.881938,0.0589500401,4.5384423,pre
-1.948915,4.497096,1.8650385,0.418973,0.143591,2.405823,4.353696,-4.00434479,182.831403,0.060160752,2.91782215,pre
-1.948625,4.497153,1.864523,0.4231965,0.121072,2.405823,4.353696,-4.0044593,182.780868,0.0512372466,3.49541182,pre
-1.947937,4.49721,1.86500725,0.42742,0.098553,2.405823,4.353696,-4.0045738,182.828339,0.0421235233,4.33695575,pre
-1.947625,4.497267,1.8654915,0.5037955,0.1284175,2.405823,4.353696,-4.00468831,182.875811,0.0646961586,3.92310627,pre
-1.94693,4.49689225,1.86597575,0.580171,0.158282,2.405823,4.353696,-4.00393549,182.923282,0.0918306262,3.66542626,pre
-1.946616,4.4965175,1.86646,0.5388395,0.1321245,2.405823,4.353696,-4.00318267,182.970754,0.0711938995,4.07827087,pre
-1.945926,4.49614275,1.86626025,0.497508,0.105967,2.405823,4.353696,-4.00242985,182.951172,0.0527194302,4.69493333,pre
-1.945609,4.495768,1.8660605,0.498516,0.116144,2.405823,4.353696,-4.00167703,182.93159,0.0578996423,4.29222345,pre
-1.944926,4.49560825,1.86586075,0.499524,0.126321,2.405823,4.353696,-4.00135612,182.912009,0.0631003712,3.95440188,pre
-1.9446,4.4954485,1.865661,0.546158,0.121213,2.405823,4.353696,-4.0010352,182.892427,0.0662014497,4.50577083,pre
-1.943919,4.49528875,1.865661,0.592792,0.116105,2.405823,4.353696,-4.00071429,182.892427,0.0688261152,5.10565436,pre
-1.943593,4.495129,1.865661,0.5568955,0.097944,2.405823,4.353696,-4.00039337,182.892427,0.0545445729,5.6858562,pre
-1.942915,4.495129,1.865661,0.520999,0.079783,2.405823,4.353696,-4.00039337,182.892427,0.0415668632,6.53020067,pre
-1.942584,4.495129,1.865661,0.5251385,0.1057065,2.405823,4.353696,-4.00039337,182.892427,0.0555105529,4.96789223,pre
-1.941933,4.495129,1.86684575,0.529278,0.13163,2.405823,4.353696,-4.00039337,183.008569,0.0696688631,4.02095267,pre
-1.941577,4.495129,1.8680305,0.5854255,0.1016185,2.405823,4.353696,-4.00039337,183.124711,0.0594900612,5.761013,pre
-1.94092,4.495378,1.86921525,0.641573,0.071607,2.405823,4.353696,-4.00089358,183.240853,0.0459411178,8.95964082,pre
-1.940568,4.495627,1.8704,0.573416,0.094669,2.405823,4.353696,-4.00139378,183.356995,0.0542847193,6.05706197,pre
-1.939932,4.495876,1.87012275,0.505259,0.117731,2.405823,4.353696,-4.00189399,183.329816,0.0594846473,4.29163942,pre
-1.939561,4.496125,1.8698455,0.4747615,0.112794,2.405823,4.353696,-4.00239419,183.302637,0.0535502486,4.20910243,pre
-1.938919,4.4960475,1.86956825,0.444264,0.107857,2.405823,4.353696,-4.00223851,183.275458,0.0479169822,4.11900943,pre
-1.938552,4.49597,1.869291,0.486099,0.097584,2.405823,4.353696,-4.00208282,183.248279,0.0474354848,4.98133915,pre
-1.937908,4.4958925,1.86927475,0.527934,0.087311,2.405823,4.353696,-4.00192713,183.246686,0.0460944455,6.04659207,pre
-1.937545,4.495815,1.8692585,0.468319,0.0951185,2.405823,4.353696,-4.00177145,183.245093,0.0445458008,4.92353223,pre
-1.93694,4.49588525,1.86924225,0.408704,0.102926,2.405823,4.353696,-4.00191257,183.2435,0.0420662679,3.97085285,pre
-1.936536,4.4959555,1.869226,0.5076465,0.0876745,2.405823,4.353696,-4.00205369,183.241907,0.0445076531,5.79012712,pre
-1.935934,4.49602575,1.86931525,0.606589,0.072423,2.405823,4.353696,-4.00219481,183.250656,0.0439309951,8.37564034,pre
-1.935529,4.496096,1.8694045,0.499944,0.1014625,2.405823,4.353696,-4.00233594,183.259406,0.0507255681,4.92737711,pre
-1.934928,4.4961965,1.86949375,0.393299,0.130502,2.405823,4.353696,-4.00253783,183.268155,0.0513263061,3.01373925,pre
-1.93452,4.496297,1.869583,0.429879,0.1152475,2.405823,4.353696,-4.00273972,183.276904,0.0495424801,3.73005054,pre
-1.933945,4.4963975,1.869583,0.466459,0.099993,2.405823,4.353696,-4.00294161,183.276904,0.0466426348,4.66491654,pre
-1.933513,4.496498,1.869583,0.444,0.094828,2.405823,4.353696,-4.0031435,183.276904,0.042103632,4.68216139,pre
-1.932932,4.496498,1.869583,0.421541,0.089663,2.405823,4.353696,-4.0031435,183.276904,0.0377966307,4.70139299,pre
-1.932504,4.496498,1.869583,0.518372,0.085548,2.405823,4.353696,-4.0031435,183.276904,0.0443456879,6.05942862,pre
-1.931945,4.496498,1.868221,0.615203,0.081433,2.405823,4.353696,-4.0031435,183.143386,0.0500978259,7.55471369,pre
-1.931497,4.496498,1.866859,0.5979265,0.0871585,2.405823,4.353696,-4.0031435,183.009868,0.0521143769,6.86022017,pre
-1.93094,4.4962125,1.865497,0.58065,0.092884,2.405823,4.353696,-4.00256997,182.87635,0.0539330946,6.25134576,pre
-1.930488,4.495927,1.864135,0.498768,0.101654,2.405823,4.353696,-4.00199644,182.742832,0.0507017623,4.90652606,pre
-1.929936,4.4956415,1.86530625,0.416886,0.110424,2.405823,4.353696,-4.00142291,182.85765,0.0460342197,3.77532058,pre
-1.929481,4.495356,1.8664775,0.415998,0.091702,2.405823,4.353696,-4.00084938,182.972469,0.0381478486,4.53641142,pre
-1.928933,4.495247,1.86764875,0.41511,0.07298,2.405823,4.353696,-4.00063042,183.087288,0.0302947278,5.68799671,pre
-1.928472,4.495138,1.86882,0.5002915,0.0891105,2.405823,4.353696,-4.00041145,183.202107,0.0445812257,5.61428227,pre
-1.927926,4.495029,1.86918075,0.585473,0.105241,2.405823,4.353696,-4.00019249,183.237471,0.061615764,5.56316455,pre
-1.927465,4.49492,1.8695415,0.6200975,0.1264585,2.405823,4.353696,-3.99997352,183.272836,0.0784165997,4.9035652,pre
-1.926941,4.49523425,1.86990225,0.654722,0.147676,2.405823,4.353696,-4.00060481,183.3082,0.0966867261,4.43350307,pre
-1.926456,4.4955485,1.870263,0.539403,0.1609935,2.405823,4.353696,-4.00123609,183.343565,0.0868403769,3.35046446,pre
-1.925939,4.49586275,1.870835,0.424084,0.174311,2.405823,4.353696,-4.00186737,183.399639,0.0739225061,2.43291588,pre
-1.925449,4.496177,1.871407,0.435297667,0.1575115,2.405823,4.353696,-4.00249865,183.455712,0.0685643884,2.76359292,pre
-1.92444,4.496258,1.871979,0.446511333,0.140712,2.405823,4.353696,-4.00266137,183.511786,0.0628295027,3.17322853,pre
-1.923433,4.496339,1.869303,0.457725,0.1239125,2.405823,4.353696,-4.00282409,183.249455,0.0567178491,3.69393725,pre
-1.922424,4.496339,1.866627,0.468938667,0.107113,2.405823,4.353696,-4.00282409,182.987125,0.0502294274,4.37798089,pre
-1.921417,4.496339,1.866627,0.480152333,0.0903135,2.405823,4.353696,-4.00282409,182.987125,0.0433642378,5.31650676,pre
-1.920933,4.496476,1.866627,0.491366,0.073514,2.405823,4.353696,-4.0030993,182.987125,0.0361222801,6.68397856,pre
-1.920408,4.496613,1.866627,0.491078,0.093313,2.405823,4.353696,-4.00337452,182.987125,0.0458239614,5.26269652,pre
-1.919927,4.49675,1.86708,0.49079,0.113112,2.405823,4.353696,-4.00364973,183.031533,0.0555142385,4.33897376,pre
-1.919401,4.496887,1.867533,0.4836515,0.112209,2.405823,4.353696,-4.00392494,183.075941,0.0542700512,4.31027369,pre
-1.918926,4.497063,1.867986,0.476513,0.111306,2.405823,4.353696,-4.0042785,183.120349,0.053038756,4.28110794,pre
-1.918392,4.497239,1.868439,0.550981,0.1053885,2.405823,4.353696,-4.00463206,183.164757,0.0580670611,5.22809415,pre
-1.917918,4.497415,1.868871,0.625449,0.099471,2.405823,4.353696,-4.00498562,183.207106,0.0622140375,6.28775221,pre
-1.917385,4.497591,1.869303,0.55554,0.0972635,2.405823,4.353696,-4.00533918,183.249455,0.0540337648,5.71170069,pre
-1.916911,4.4972965,1.869735,0.485631,0.095056,2.405823,4.353696,-4.00474757,183.291805,0.0461621403,5.1088937,pre
-1.916376,4.497002,1.870167,0.486555,0.0831635,2.405823,4.353696,-4.00415596,183.334154,0.0404636167,5.85058349,pre
-1.915936,4.4967075,1.86946525,0.487479,0.071271,2.405823,4.353696,-4.00356435,183.265361,0.0347431158,6.83979459,pre
-1.915369,4.496413,1.8687635,0.492062,0.0876955,2.405823,4.353696,-4.00297274,183.196568,0.0431516231,5.61102907,pre
-1.914934,4.49623425,1.86806175,0.496645,0.10412,2.405823,4.353696,-4.00261366,183.127775,0.0517106774,4.76992893,pre
-1.91436,4.4960555,1.86736,0.458565,0.0874075,2.405823,4.353696,-4.00225458,183.058981,0.0400820202,5.24628893,pre
-1.913919,4.49587675,1.8678725,0.420485,0.070695,2.405823,4.353696,-4.0018955,183.109222,0.0297261871,5.94787467,pre
-1.913353,4.495698,1.868385,0.4371975,0.0878185,2.405823,4.353696,-4.00153641,183.159463,0.0383940287,4.9784214,pre
-1.912918,4.495698,1.8688975,0.45391,0.104942,2.405823,4.353696,-4.00153641,183.209704,0.0476342232,4.32534162,pre
-1.912344,4.495698,1.86941,0.4380855,0.104933,2.405823,4.353696,-4.00153641,183.259945,0.0459696258,4.17490685,pre
-1.911933,4.495698,1.86941,0.422261,0.104924,2.405823,4.353696,-4.00153641,183.259945,0.0443053132,4.02444627,pre
-1.911343,4.495698,1.86941,0.4712105,0.1051335,2.405823,4.353696,-4.00153641,183.259945,0.0495400091,4.48202048,pre
-1.910925,4.4959425,1.86941,0.52016,0.105343,2.405823,4.353696,-4.00202758,183.259945,0.0547952149,4.9377747,pre
-1.910334,4.496187,1.86941,0.547406,0.097029,2.405823,4.353696,-4.00251874,183.259945,0.0531142568,5.64167414,pre
-1.909918,4.4964315,1.86993025,0.574652,0.088715,2.405823,4.353696,-4.00300991,183.310945,0.0509802522,6.47750662,pre
-1.909327,4.496676,1.8704505,0.5354445,0.1000225,2.405823,4.353696,-4.00350107,183.361946,0.0535564975,5.35324052,pre
-1.908932,4.49671525,1.87097075,0.496237,0.11133,2.405823,4.353696,-4.00357992,183.412946,0.0552460652,4.45735202,pre
-1.908318,4.4967545,1.871491,0.4789125,0.126297,2.405823,4.353696,-4.00365877,183.463947,0.060485212,3.79195468,pre
-1.907924,4.49679375,1.87105125,0.461588,0.141264,2.405823,4.353696,-4.00373762,183.420838,0.0652057672,3.26755578,pre
-1.907311,4.496833,1.8706115,0.4960085,0.112242,2.405823,4.353696,-4.00381646,183.377729,0.0556729861,4.41909891,pre
-1.906915,4.4968855,1.87017175,0.530429,0.08322,2.405823,4.353696,-4.00392193,183.33462,0.0441423014,6.37381639,pre
-1.906302,4.496938,1.869732,0.517292,0.1135195,2.405823,4.353696,-4.00402739,183.291511,0.0587227292,4.55685587,pre
-1.90593,4.4969905,1.86894675,0.504155,0.143819,2.405823,4.353696,-4.00413286,183.214532,0.0725070679,3.50548259,pre
-1.905295,4.497043,1.8681615,0.4921695,0.1043745,2.405823,4.353696,-4.00423832,183.137553,0.0513699455,4.715419,pre
-1.904923,4.497232,1.86737625,0.480184,0.06493,2.405823,4.353696,-4.004618,183.060574,0.0311783471,7.39541044,pre
-1.904286,4.497421,1.866591,0.452422,0.074324,2.405823,4.353696,-4.00499767,182.983596,0.0336258127,6.08715893,pre
-1.903934,4.49761,1.866594,0.42466,0.083718,2.405823,4.353696,-4.00537734,182.98389,0.0355516859,5.07250532,pre
-1.903279,4.497799,1.866597,0.41637,0.0958235,2.405823,4.353696,-4.00575702,182.984184,0.0398980307,4.34517629,pre
-1.902925,4.497799,1.8666,0.40808,0.107929,2.405823,4.353696,-4.00575702,182.984478,0.0440436663,3.78100418,pre
-1.90227,4.497799,1.866603,0.431547,0.1097555,2.405823,4.353696,-4.00575702,182.984772,0.0473646568,3.93189407,pre
-1.901915,4.497799,1.866603,0.455014,0.111582,2.405823,4.353696,-4.00575702,182.984772,0.0507713721,4.0778441,pre
-1.901263,4.497799,1.866603,0.4877785,0.1046115,2.405823,4.353696,-4.00575702,182.984772,0.0510272406,4.66276174,pre
-1.900929,4.497552,1.866603,0.520543,0.097641,2.405823,4.353696,-4.00526083,182.984772,0.0508263391,5.33119284,pre
-1.900254,4.497305,1.866603,0.513141,0.119827,2.405823,4.353696,-4.00476464,182.984772,0.0614881466,4.28234872,pre
-1.899915,4.497058,1.86687275,0.505739,0.142013,2.405823,4.353696,-4.00426846,183.011216,0.0718215126,3.56121623,pre
-1.899247,4.496811,1.8671425,0.439909,0.124203,2.405823,4.353696,-4.00377227,183.03766,0.0546380175,3.54185487,pre
-1.89893,4.49665275,1.86741225,0.374079,0.106393,2.405823,4.353696,-4.00345437,183.064104,0.039799387,3.51601139,pre
-1.898238,4.4964945,1.867682,0.4325905,0.1144525,2.405823,4.353696,-4.00313647,183.090547,0.0495110642,3.77965095,pre
-1.897918,4.49633625,1.86777875,0.491102,0.122512,2.405823,4.353696,-4.00281856,183.100032,0.0601658882,4.00860324,pre
-1.897231,4.496178,1.8678755,0.4799685,0.0918615,2.405823,4.353696,-4.00250066,183.109516,0.0440906264,5.22491468,pre
-1.896933,4.49642675,1.86797225,0.468835,0.061211,2.405823,4.353696,-4.00300037,183.119001,0.0286978592,7.65932594,pre
-1.896222,4.4966755,1.868069,0.481576,0.0772155,2.405823,4.353696,-4.00350007,183.128485,0.0371851316,6.23677889,pre
-1.895917,4.49692425,1.868233,0.494317,0.09322,2.405823,4.353696,-4.00399977,183.144562,0.0460802307,5.30269256,pre
-1.895215,4.497173,1.868397,0.489698,0.0993745,2.405823,4.353696,-4.00449947,183.160639,0.0486634939,4.92780341,pre
-1.894931,4.4972755,1.868561,0.485079,0.105529,2.405823,4.353696,-4.00470538,183.176717,0.0511899018,4.59664168,pre
-1.894206,4.497378,1.868725,0.490574,0.1227695,2.405823,4.353696,-4.00491129,183.192794,0.0602275247,3.99589475,pre
-1.893915,4.4974805,1.869613,0.496069,0.14001,2.405823,4.353696,-4.0051172,183.279845,0.0694546207,3.54309692,pre
-1.893199,4.497583,1.870501,0.495385,0.1089245,2.405823,4.353696,-4.00532311,183.366896,0.0539595634,4.54796671,pre
-1.892929,4.49761475,1.871389,0.494701,0.077839,2.405823,4.353696,-4.00538689,183.453948,0.0385070311,6.35543879,pre
-1.89219,4.4976465,1.872277,0.508426,0.093523,2.405823,4.353696,-4.00545067,183.540999,0.0475495248,5.43637394,pre
-1.891914,4.49767825,1.872277,0.522151,0.109207,2.405823,4.353696,-4.00551445,183.540999,0.0570225443,4.78129607,pre
-1.891183,4.49771,1.872277,0.5026435,0.102725,2.405823,4.353696,-4.00557823,183.540999,0.0516340535,4.89309808,pre
