t_s,src,stream,value,raw_code,seq
-1.97442,4,sma_i,0.096417,0,1334964
-1.97442,6,cc_u,0.503177,3,1334753
-1.97442,7,cc_r_est,4.872614,0,1334753
-1.973712,1,laser,4.555004,1956359315,761041
-1.973424,3,sma_v,0.484143,3,1334965
-1.973424,4,sma_i,0.086076,0,1334965
-1.973424,6,cc_u,0.503177,3,1334754
-1.973424,7,cc_r_est,4.872614,0,1334754
-1.972703,2,load,1.832765,3074870,761041
-1.972405,7,cc_r_est,4.871101,0,1334755
-1.972405,3,sma_v,0.427612,0,1334966
-1.972405,4,sma_i,0.104738,0,1334966
-1.972405,6,cc_u,0.5,0,1334755
-1.971696,1,laser,4.554714,1956234573,761042
-1.971406,3,sma_v,0.652755,0,1334967
-1.971406,4,sma_i,0.106195,0,1334967
-1.971406,6,cc_u,0.5,0,1334756
-1.971406,7,cc_r_est,4.867569,0,1334756
-1.970687,2,load,1.834726,3078160,761042
-1.970409,7,cc_r_est,4.862646,0,1334757
-1.970409,3,sma_v,0.441337,0,1334968
-1.970409,4,sma_i,0.107749,0,1334968
-1.970409,6,cc_u,0.5,0,1334757
-1.96968,1,laser,4.555331,1956499756,761043
-1.969408,3,sma_v,0.43457,0,1334969
-1.969408,4,sma_i,0.10415,0,1334969
-1.969408,6,cc_u,0.5,0,1334758
-1.969408,7,cc_r_est,4.861301,0,1334758
-1.968671,2,load,1.833987,3076920,761043
-1.968409,3,sma_v,0.530405,0,1334970
-1.968409,4,sma_i,0.104414,0,1334970
-1.968409,6,cc_u,0.5,0,1334759
-1.968409,7,cc_r_est,4.85972,0,1334759
-1.967664,1,laser,4.555891,1956740114,761044
-1.96741,7,cc_r_est,4.854261,0,1334760
-1.96741,6,cc_u,0.5,0,1334760
-1.96741,3,sma_v,0.467779,0,1334971
-1.96741,4,sma_i,0.108499,0,1334971
-1.966655,2,load,1.83025,3070650,761044
-1.966411,3,sma_v,0.672887,0,1334972
-1.966411,4,sma_i,0.07514,0,1334972
-1.966411,6,cc_u,0.5,0,1334761
-1.966411,7,cc_r_est,4.854261,0,1334761
-1.965654,1,laser,4.555891,1956740114,761045
-1.96541,4,sma_i,0.063185,0,1334973
-1.96541,7,cc_r_est,4.854261,0,1334762
-1.96541,3,sma_v,0.476849,0,1334973
-1.96541,6,cc_u,0.5,0,1334762
-1.964645,2,load,1.83025,3070650,761045
-1.964418,3,sma_v,0.671039,0,1334974
-1.964418,4,sma_i,0.122542,0,1334974
-1.964418,6,cc_u,0.5,0,1334763
-1.964418,7,cc_r_est,4.854261,0,1334763
-1.963638,1,laser,4.554387,1956094072,761046
-1.963413,7,cc_r_est,4.854261,0,1334764
-1.963413,4,sma_i,0.156266,0,1334975
-1.963413,6,cc_u,0.5,0,1334764
-1.963413,3,sma_v,0.450935,0,1334975
-1.962629,2,load,1.831853,3073340,761046
-1.962409,3,sma_v,0.455733,0,1334976
-1.962409,4,sma_i,0.07679,0,1334976
-1.962409,6,cc_u,0.5,0,1334765
-1.962409,7,cc_r_est,4.854261,0,1334765
-1.961622,1,laser,4.55395,1955906554,761047
-1.961399,7,cc_r_est,4.846524,0,1334766
-1.961399,6,cc_u,0.5,0,1334766
-1.961399,4,sma_i,0.111126,0,1334977
-1.961399,3,sma_v,0.500676,0,1334977
-1.960613,2,load,1.831323,3072450,761047
-1.960417,3,sma_v,0.505307,0,1334978
-1.960417,4,sma_i,0.105037,0,1334978
-1.960417,6,cc_u,0.5,0,1334767
-1.960417,7,cc_r_est,4.844675,0,1334767
-1.959606,1,laser,4.555078,1956390954,761048
-1.959413,7,cc_r_est,4.844675,0,1334768
-1.959413,6,cc_u,0.5,0,1334768
-1.959413,4,sma_i,0.075344,0,1334979
-1.959413,3,sma_v,0.612924,0,1334979
-1.958597,2,load,1.832402,3074260,761048
-1.958405,3,sma_v,0.500172,0,1334980
-1.958405,4,sma_i,0.104822,0,1334980
-1.958405,6,cc_u,0.5,0,1334769
-1.958405,7,cc_r_est,4.843045,0,1334769
-1.95759,1,laser,4.554854,1956295212,761049
-1.957421,6,cc_u,0.5,0,1334770
-1.957421,4,sma_i,0.105469,0,1334981
-1.957421,7,cc_r_est,4.840856,0,1334770
-1.957421,3,sma_v,0.533909,0,1334981
-1.956581,2,load,1.83537,3079240,761049
-1.956416,3,sma_v,0.514617,0,1334982
-1.956416,4,sma_i,0.079723,0,1334982
-1.956416,6,cc_u,0.5,0,1334771
-1.956416,7,cc_r_est,4.840856,0,1334771
-1.955574,1,laser,4.554854,1956295212,761050
-1.955409,6,cc_u,0.5,0,1334772
-1.955409,4,sma_i,0.149686,0,1334983
-1.955409,7,cc_r_est,4.840856,0,1334772
-1.955409,3,sma_v,0.523039,0,1334983
-1.954565,2,load,1.83537,3079240,761050
-1.9544,3,sma_v,0.49223,0,1334984
-1.9544,4,sma_i,0.07487,0,1334984
-1.9544,6,cc_u,0.5,0,1334773
-1.9544,7,cc_r_est,4.840856,0,1334773
-1.953558,1,laser,4.555232,1956457109,761051
-1.953416,3,sma_v,0.484791,0,1334985
-1.953416,4,sma_i,0.110598,0,1334985
-1.953416,6,cc_u,0.5,0,1334774
-1.953416,7,cc_r_est,4.834056,0,1334774
-1.952549,2,load,1.834196,3077270,761051
-1.952414,6,cc_u,0.5,0,1334775
-1.952414,4,sma_i,0.103082,0,1334986
-1.952414,7,cc_r_est,4.834416,0,1334775
-1.952414,3,sma_v,0.46082,0,1334986
-1.951542,1,laser,4.555792,1956697943,761052
-1.951416,3,sma_v,0.611124,0,1334987
-1.951416,4,sma_i,0.076934,0,1334987
-1.951416,6,cc_u,0.5,0,1334776
-1.951416,7,cc_r_est,4.834416,0,1334776
-1.950533,2,load,1.833123,3075470,761052
-1.950409,6,cc_u,0.5,0,1334777
-1.950409,4,sma_i,0.081523,0,1334988
-1.950409,7,cc_r_est,4.834416,0,1334777
-1.950409,3,sma_v,0.433298,0,1334988
-1.949532,1,laser,4.554179,1956005178,761053
-1.9494,3,sma_v,0.502859,2,1334989
-1.9494,4,sma_i,0.097239,0,1334989
-1.9494,6,cc_u,0.502596,2,1334778
-1.9494,7,cc_r_est,4.841148,0,1334778
-1.948523,2,load,1.83242,3074290,761053
-1.948423,3,sma_v,0.511785,2,1334990
-1.948423,4,sma_i,0.087515,0,1334990
-1.948423,6,cc_u,0.502596,2,1334779
-1.948423,7,cc_r_est,4.841148,0,1334779
-1.947513,1,laser,4.553444,1955689529,761054
-1.947417,6,cc_u,0.502596,2,1334780
-1.947417,7,cc_r_est,4.841148,0,1334780
-1.947417,4,sma_i,0.112014,0,1334991
-1.947417,3,sma_v,0.509818,2,1334991
-1.946504,2,load,1.837105,3082150,761054
-1.946408,3,sma_v,0.515457,10,1334992
-1.946408,4,sma_i,0.088517,0,1334992
-1.946408,6,cc_u,0.512465,10,1334781
-1.946408,7,cc_r_est,4.859482,0,1334781
-1.945497,1,laser,4.554333,1956071309,761055
-1.945403,6,cc_u,0.508269,7,1334782
-1.945403,4,sma_i,0.105913,0,1334993
-1.945403,7,cc_r_est,4.859022,0,1334782
-1.945403,3,sma_v,0.417342,7,1334993
-1.944488,2,load,1.837105,3082150,761055
-1.944398,3,sma_v,0.625353,5,1334994
-1.944398,4,sma_i,0.1034,0,1334994
-1.944398,6,cc_u,0.506022,5,1334783
-1.944398,7,cc_r_est,4.860256,0,1334783
-1.943481,1,laser,4.554333,1956071309,761056
-1.943422,3,sma_v,0.556008,5,1334995
-1.943422,4,sma_i,0.140082,0,1334995
-1.943422,6,cc_u,0.506022,5,1334784
-1.943422,7,cc_r_est,4.860256,0,1334784
-1.942472,2,load,1.835716,3079820,761056
-1.94242,6,cc_u,0.506022,5,1334785
-1.94242,4,sma_i,0.078469,0,1334996
-1.94242,7,cc_r_est,4.860256,0,1334785
-1.94242,3,sma_v,0.677686,5,1334996
-1.941472,1,laser,4.55408,1955962554,761057
-1.941418,3,sma_v,0.445344,3,1334997
-1.941418,4,sma_i,0.103676,0,1334997
-1.941418,6,cc_u,0.503509,3,1334786
-1.941418,7,cc_r_est,4.860703,0,1334786
-1.940463,2,load,1.833427,3075980,761057
-1.940415,3,sma_v,0.638334,0,1334998
-1.940415,4,sma_i,0.109848,0,1334998
-1.940415,6,cc_u,0.5,0,1334787
-1.940415,7,cc_r_est,4.854675,0,1334787
-1.939456,1,laser,4.554174,1956002814,761058
-1.939412,7,cc_r_est,4.850295,0,1334788
-1.939412,3,sma_v,0.610476,0,1334999
-1.939412,4,sma_i,0.107431,0,1334999
-1.939412,6,cc_u,0.5,0,1334788
-1.938447,2,load,1.831657,3073010,761058
-1.938413,3,sma_v,0.584802,0,1335000
-1.938413,4,sma_i,0.080341,0,1335000
-1.938413,6,cc_u,0.5,0,1334789
-1.938413,7,cc_r_est,4.850295,0,1334789
-1.93744,1,laser,4.555005,1956359513,761059
-1.937413,7,cc_r_est,4.850295,0,1334790
-1.937413,6,cc_u,0.5,0,1334790
-1.937413,4,sma_i,0.141894,0,1335001
-1.937413,3,sma_v,0.544466,0,1335001
-1.936431,2,load,1.834857,3078380,761059
-1.936413,3,sma_v,0.648148,0,1335002
-1.936413,4,sma_i,0.126591,0,1335002
-1.936413,6,cc_u,0.5,0,1334791
-1.936413,7,cc_r_est,4.850295,0,1334791
-1.935424,1,laser,4.553736,1955814614,761060
-1.935413,6,cc_u,0.5,0,1334792
-1.935413,4,sma_i,0.077419,0,1335003
-1.935413,7,cc_r_est,4.850295,0,1334792
-1.935413,3,sma_v,0.480568,0,1335003
-1.934415,2,load,1.834857,3078380,761060
-1.93441,3,sma_v,0.43373,0,1335004
-1.93441,4,sma_i,0.10977,0,1335004
-1.93441,6,cc_u,0.5,0,1334793
-1.93441,7,cc_r_est,4.843881,0,1334793
-1.933408,1,laser,4.553736,1955814614,761061
-1.933408,3,sma_v,0.496405,2,1335005
-1.933408,4,sma_i,0.097389,0,1335005
-1.933408,6,cc_u,0.502447,2,1334794
-1.933408,7,cc_r_est,4.850207,0,1334794
-1.932423,7,cc_r_est,4.850207,0,1334795
-1.932423,6,cc_u,0.502447,2,1334795
-1.932423,4,sma_i,0.122248,0,1335006
-1.932423,3,sma_v,0.5013,2,1335006
-1.932399,2,load,1.832551,3074510,761061
-1.931417,7,cc_r_est,4.846056,0,1334796
-1.931417,6,cc_u,0.5,0,1334796
-1.931417,3,sma_v,0.514401,0,1335007
-1.931417,4,sma_i,0.107809,0,1335007
-1.931392,1,laser,4.55315,1955563101,761062
-1.93041,7,cc_r_est,4.841165,0,1334797
-1.93041,3,sma_v,0.470226,0,1335008
-1.93041,4,sma_i,0.108169,0,1335008
-1.93041,6,cc_u,0.5,0,1334797
-1.930383,2,load,1.834136,3077170,761062
-1.929401,7,cc_r_est,4.841165,0,1334798
-1.929401,6,cc_u,0.5,0,1334798
-1.929401,4,sma_i,0.124569,0,1335009
-1.929401,3,sma_v,0.571772,0,1335009
-1.929376,1,laser,4.554308,1956060263,761063
-1.928391,3,sma_v,0.450239,0,1335010
-1.928391,4,sma_i,0.158552,0,1335010
-1.928391,6,cc_u,0.5,0,1334799
-1.928391,7,cc_r_est,4.841165,0,1334799
-1.928367,2,load,1.838523,3084530,761063
-1.927379,4,sma_i,0.156068,0,1335011
-1.927379,6,cc_u,0.5,0,1334800
-1.927379,7,cc_r_est,4.841165,0,1334800
-1.927379,3,sma_v,0.535108,0,1335011
-1.92736,1,laser,4.554643,1956204181,761064
-1.926394,3,sma_v,0.568461,0,1335012
-1.926394,4,sma_i,0.15659,0,1335012
-1.926394,6,cc_u,0.5,0,1334801
-1.926394,7,cc_r_est,4.841165,0,1334801
-1.926351,2,load,1.834667,3078060,761064
-1.925382,6,cc_u,0.5,0,1334802
-1.925382,4,sma_i,0.162895,0,1335013
-1.925382,7,cc_r_est,4.841165,0,1334802
-1.925382,3,sma_v,0.497868,0,1335013
-1.92535,1,laser,4.554649,1956206662,761065
-1.92442,3,sma_v,0.515529,0,1335014
-1.92442,4,sma_i,0.167106,0,1335014
-1.92442,6,cc_u,0.5,0,1334803
-1.92442,7,cc_r_est,4.841165,0,1334803
-1.924341,2,load,1.834238,3077340,761065
-1.923408,7,cc_r_est,4.841165,0,1334804
-1.923408,3,sma_v,0.493981,0,1335015
-1.923408,4,sma_i,0.163597,0,1335015
-1.923408,6,cc_u,0.5,0,1334804
-1.923334,1,laser,4.554649,1956206662,761066
-1.922389,6,cc_u,0.5,0,1334805
-1.922389,4,sma_i,0.105247,0,1335016
-1.922389,7,cc_r_est,4.839174,0,1334805
-1.922389,3,sma_v,0.510682,0,1335016
-1.922325,2,load,1.834238,3077340,761066
-1.92142,3,sma_v,0.477593,0,1335017
-1.92142,4,sma_i,0.150034,0,1335017
-1.92142,6,cc_u,0.5,0,1334806
-1.92142,7,cc_r_est,4.839174,0,1334806
-1.921318,1,laser,4.55573,1956671097,761067
-1.920416,7,cc_r_est,4.839174,0,1334807
-1.920416,6,cc_u,0.5,0,1334807
-1.920416,4,sma_i,0.137269,0,1335018
-1.920416,3,sma_v,0.432602,0,1335018
-1.920309,2,load,1.8372,3082310,761067
-1.919418,3,sma_v,0.588137,0,1335019
-1.919418,4,sma_i,0.113334,0,1335019
-1.919418,6,cc_u,0.5,0,1334808
-1.919418,7,cc_r_est,4.839174,0,1334808
-1.919302,1,laser,4.55458,1956177316,761068
-1.918413,6,cc_u,0.5,0,1334809
-1.918413,4,sma_i,0.106657,0,1335020
-1.918413,7,cc_r_est,4.835896,0,1334809
-1.918413,3,sma_v,0.485631,0,1335020
-1.918293,2,load,1.835114,3078810,761068
-1.917406,3,sma_v,0.581058,0,1335021
-1.917406,4,sma_i,0.105799,0,1335021
-1.917406,6,cc_u,0.5,0,1334810
-1.917406,7,cc_r_est,4.833491,0,1334810
-1.917286,1,laser,4.553498,1955712611,761069
-1.916404,6,cc_u,0.5,0,1334811
-1.916404,4,sma_i,0.13031,0,1335022
-1.916404,7,cc_r_est,4.833491,0,1334811
-1.916404,3,sma_v,0.457365,0,1335022
-1.916277,2,load,1.837021,3082010,761069
-1.915406,3,sma_v,0.480616,0,1335023
-1.915406,4,sma_i,0.135157,0,1335023
-1.915406,6,cc_u,0.5,0,1334812
-1.915406,7,cc_r_est,4.833491,0,1334812
-1.91527,1,laser,4.554249,1956034979,761070
-1.914399,3,sma_v,0.524983,7,1335024
-1.914399,4,sma_i,0.089573,0,1335024
-1.914399,6,cc_u,0.508851,7,1334813
-1.914399,7,cc_r_est,4.849764,0,1334813
-1.914261,2,load,1.83543,3079340,761070
-1.91342,6,cc_u,0.503634,3,1334814
-1.91342,4,sma_i,0.107317,0,1335025
-1.91342,7,cc_r_est,4.847449,0,1334814
-1.91342,3,sma_v,0.585905,3,1335025
-1.91326,1,laser,4.554249,1956034979,761071
-1.912421,3,sma_v,0.501348,0,1335026
-1.912421,4,sma_i,0.107167,0,1335026
-1.912421,6,cc_u,0.5,0,1334815
-1.912421,7,cc_r_est,4.844236,0,1334815
-1.912251,2,load,1.83543,3079340,761071
-1.911421,6,cc_u,0.501261,1,1334816
-1.911421,4,sma_i,0.098853,0,1335027
-1.911421,7,cc_r_est,4.848888,0,1334816
-1.911421,3,sma_v,0.482392,1,1335027
-1.911244,1,laser,4.554515,1956149269,761072
-1.910421,3,sma_v,0.503891,1,1335028
-1.910421,4,sma_i,0.082734,0,1335028
-1.910421,6,cc_u,0.501261,1,1334817
-1.910421,7,cc_r_est,4.848888,0,1334817
-1.910235,2,load,1.834029,3076990,761072
-1.909422,3,sma_v,0.484983,0,1335029
-1.909422,4,sma_i,0.11019,0,1335029
-1.909422,6,cc_u,0.5,0,1334818
-1.909422,7,cc_r_est,4.842389,0,1334818
-1.909228,1,laser,4.554174,1956003084,761073
-1.908398,6,cc_u,0.5,0,1334819
-1.908398,7,cc_r_est,4.839191,0,1334819
-1.908398,4,sma_i,0.106423,0,1335030
-1.908398,3,sma_v,0.387972,0,1335030
-1.908219,2,load,1.836348,3080880,761073
-1.907399,3,sma_v,0.382573,0,1335031
-1.907399,4,sma_i,0.078757,0,1335031
-1.907399,6,cc_u,0.5,0,1334820
-1.907399,7,cc_r_est,4.839191,0,1334820
-1.907209,1,laser,4.554995,1956355180,761074
-1.906399,6,cc_u,0.5,0,1334821
-1.906399,4,sma_i,0.144293,0,1335032
-1.906399,7,cc_r_est,4.839191,0,1334821
-1.906399,3,sma_v,0.42334,0,1335032
-1.906207,2,load,1.836216,3080660,761074
-1.905423,3,sma_v,0.453814,0,1335033
-1.905423,4,sma_i,0.119326,0,1335033
-1.905423,6,cc_u,0.5,0,1334822
-1.905423,7,cc_r_est,4.839191,0,1334822
-1.9052,1,laser,4.553925,1955895964,761075
-1.904402,3,sma_v,0.607717,0,1335034
-1.904402,4,sma_i,0.111348,0,1335034
-1.904402,6,cc_u,0.5,0,1334823
-1.904402,7,cc_r_est,4.831461,0,1334823
-1.904191,2,load,1.836139,3080530,761075
-1.9034,6,cc_u,0.5,0,1334824
-1.9034,4,sma_i,0.105547,0,1335035
-1.9034,7,cc_r_est,4.829412,0,1334824
-1.9034,3,sma_v,0.407,0,1335035
-1.903184,1,laser,4.553925,1955895964,761076
-1.902423,3,sma_v,0.404888,0,1335036
-1.902423,4,sma_i,0.136579,0,1335036
-1.902423,6,cc_u,0.5,0,1334825
-1.902423,7,cc_r_est,4.829412,0,1334825
-1.902175,2,load,1.836139,3080530,761076
-1.901389,3,sma_v,0.598119,5,1335037
-1.901389,4,sma_i,0.093676,0,1335037
-1.901389,6,cc_u,0.505603,5,1334826
-1.901389,7,cc_r_est,4.840707,0,1334826
-1.901168,1,laser,4.552696,1955368224,761077
-1.900416,7,cc_r_est,4.840707,0,1334827
-1.900416,3,sma_v,0.521815,5,1335038
-1.900416,4,sma_i,0.139362,0,1335038
-1.900416,6,cc_u,0.505603,5,1334827
-1.900159,2,load,1.831907,3073430,761077
-1.899407,3,sma_v,0.434666,5,1335039
-1.899407,4,sma_i,0.130802,0,1335039
-1.899407,6,cc_u,0.505603,5,1334828
-1.899407,7,cc_r_est,4.840707,0,1334828
-1.899152,1,laser,4.553209,1955588395,761078
-1.898398,7,cc_r_est,4.842656,0,1334829
-1.898398,6,cc_u,0.504017,3,1334829
-1.898398,4,sma_i,0.10256,0,1335040
-1.898398,3,sma_v,0.487503,3,1335040
-1.898143,2,load,1.829833,3069950,761078
-1.897417,3,sma_v,0.532757,3,1335041
-1.897417,4,sma_i,0.117755,0,1335041
-1.897417,6,cc_u,0.504017,3,1334830
-1.897417,7,cc_r_est,4.842656,0,1334830
-1.897136,1,laser,4.553822,1955851686,761079
-1.89641,6,cc_u,0.513916,11,1334831
-1.89641,4,sma_i,0.088487,0,1335042
-1.89641,7,cc_r_est,4.861296,0,1334831
-1.89641,3,sma_v,0.518816,11,1335042
-1.896127,2,load,1.827997,3066870,761079
-1.895397,3,sma_v,0.603566,4,1335043
-1.895397,4,sma_i,0.11166,0,1335043
-1.895397,6,cc_u,0.505188,4,1334832
-1.895397,7,cc_r_est,4.85562,0,1334832
-1.89512,1,laser,4.553682,1955791534,761080
-1.894414,3,sma_v,0.410815,4,1335044
-1.894414,4,sma_i,0.158918,0,1335044
-1.894414,6,cc_u,0.505188,4,1334833
-1.894414,7,cc_r_est,4.85562,0,1334833
-1.894111,2,load,1.82938,3069190,761080
-1.893405,7,cc_r_est,4.86007,0,1334834
-1.893405,6,cc_u,0.50573,5,1334834
-1.893405,4,sma_i,0.099861,0,1335045
-1.893405,3,sma_v,0.469938,5,1335045
-1.893104,1,laser,4.554829,1956284129,761081
-1.892424,3,sma_v,0.432051,5,1335046
-1.892424,4,sma_i,0.081325,0,1335046
-1.892424,6,cc_u,0.50573,5,1334835
-1.892424,7,cc_r_est,4.86007,0,1334835
-1.892095,2,load,1.82938,3069190,761081
-1.891416,6,cc_u,0.500819,1,1334836
-1.891416,4,sma_i,0.106675,0,1335047
-1.891416,7,cc_r_est,4.857468,0,1334836
-1.891416,3,sma_v,0.629288,1,1335047
-1.891094,1,laser,4.554829,1956284129,761082
-1.89041,3,sma_v,0.443472,1,1335048
-1.89041,4,sma_i,0.080893,0,1335048
-1.89041,6,cc_u,0.500819,1,1334837
-1.89041,7,cc_r_est,4.857468,0,1334837
-1.890085,2,load,1.831746,3073160,761082
-1.889405,3,sma_v,0.465139,1,1335049
-1.889405,4,sma_i,0.158966,0,1335049
-1.889405,6,cc_u,0.500819,1,1334838
-1.889405,7,cc_r_est,4.857468,0,1334838
-1.889078,1,laser,4.554246,1956033631,761083
-1.888396,6,cc_u,0.500819,1,1334839
-1.888396,7,cc_r_est,4.857468,0,1334839
-1.888396,4,sma_i,0.112086,0,1335050
-1.888396,3,sma_v,0.482776,1,1335050
-1.888069,2,load,1.837099,3082140,761083
-1.887388,3,sma_v,0.502643,1,1335051
-1.887388,4,sma_i,0.112818,0,1335051
-1.887388,6,cc_u,0.500819,1,1334840
-1.887388,7,cc_r_est,4.857468,0,1334840
-1.887062,1,laser,4.553013,1955504181,761084
-1.886412,6,cc_u,0.500819,1,1334841
-1.886412,4,sma_i,0.134965,0,1335052
-1.886412,7,cc_r_est,4.857468,0,1334841
-1.886412,3,sma_v,0.455661,1,1335052
-1.886053,2,load,1.833749,3076520,761084
-1.885407,3,sma_v,0.472434,1,1335053
-1.885407,4,sma_i,0.142427,0,1335053
-1.885407,6,cc_u,0.500819,1,1334842
-1.885407,7,cc_r_est,4.857468,0,1334842
-1.885046,1,laser,4.553578,1955746855,761085
-1.884398,3,sma_v,0.470394,7,1335054
-1.884398,4,sma_i,0.091414,0,1335054
-1.884398,6,cc_u,0.508173,7,1334843
-1.884398,7,cc_r_est,4.871023,0,1334843
-1.884037,2,load,1.836258,3080730,761085
