t_s,laser,load,sma_v,sma_i,cc_u,cc_r_est,laser_mm,force_mN,power_W,sma_r,phase
-1.988318,4.3129525,1.9803985,0.499812,0.107245,3.395523,4.04894,-3.63442703,194.140247,0.0536023379,4.66046902,pre
-1.987989,4.312601,1.980421,0.58389,0.1041765,3.395523,4.04894,-3.63372091,194.142453,0.0608276166,5.60481491,pre
-1.987311,4.3125905,1.9804435,0.667968,0.101108,3.395523,4.04894,-3.63369982,194.144659,0.0675369085,6.6064802,pre
-1.986983,4.31258,1.980466,0.588077,0.087284,3.395523,4.04894,-3.63367873,194.146864,0.0513297129,6.73751203,pre
-1.98633,4.3125695,1.98012775,0.508186,0.07346,3.395523,4.04894,-3.63365763,194.113705,0.0373313436,6.91786006,pre
-1.985976,4.312559,1.9797895,0.5202195,0.0771045,3.395523,4.04894,-3.63363654,194.080546,0.0401112644,6.74694084,pre
-1.985321,4.31286975,1.97945125,0.532253,0.080749,3.395523,4.04894,-3.63426079,194.047388,0.0429788975,6.59145005,pre
-1.98497,4.3131805,1.979113,0.522739,0.09511,3.395523,4.04894,-3.63488504,194.014229,0.0497177063,5.49615182,pre
-1.984331,4.31349125,1.97959275,0.513225,0.109471,3.395523,4.04894,-3.6355093,194.061259,0.056183254,4.68822793,pre
-1.983963,4.313802,1.9800725,0.4971605,0.10738,3.395523,4.04894,-3.63613355,194.108289,0.0533850945,4.62991712,pre
-1.983322,4.31373975,1.98055225,0.481096,0.105289,3.395523,4.04894,-3.6360085,194.15532,0.0506541167,4.56929024,pre
-1.982957,4.3136775,1.981032,0.5291815,0.105421,3.395523,4.04894,-3.63588345,194.20235,0.0557868429,5.01969721,pre
-1.982334,4.31361525,1.98158775,0.577267,0.105553,3.395523,4.04894,-3.6357584,194.256831,0.0609322637,5.46897767,pre
-1.981944,4.313553,1.9821435,0.5292055,0.1261945,3.395523,4.04894,-3.63563334,194.311311,0.0667828235,4.19357024,pre
-1.981327,4.313553,1.98269925,0.481144,0.146836,3.395523,4.04894,-3.63563334,194.365792,0.0706492604,3.27674412,pre
-1.980938,4.313553,1.983255,0.5344245,0.1268695,3.395523,4.04894,-3.63563334,194.420273,0.0678021691,4.21239541,pre
-1.980319,4.313553,1.983255,0.587705,0.106903,3.395523,4.04894,-3.63563334,194.420273,0.0628274276,5.49755386,pre
-1.979931,4.313553,1.983255,0.597807,0.1088975,3.395523,4.04894,-3.63563334,194.420273,0.0650996878,5.48963016,pre
-1.979332,4.31380375,1.983255,0.607909,0.110892,3.395523,4.04894,-3.63613706,194.420273,0.0674122448,5.48199149,pre
-1.978925,4.3140545,1.983255,0.6054255,0.1005055,3.395523,4.04894,-3.63664078,194.420273,0.0608485926,6.02380467,pre
-1.978322,4.31430525,1.98338025,0.602942,0.090119,3.395523,4.04894,-3.63714451,194.432551,0.0543365301,6.69050922,pre
-1.977912,4.314556,1.9835055,0.5390795,0.0863185,3.395523,4.04894,-3.63764823,194.444829,0.0465325338,6.24523712,pre
-1.977334,4.3145905,1.98363075,0.475217,0.082518,3.395523,4.04894,-3.63771753,194.457108,0.0392139564,5.75894956,pre
-1.976906,4.314625,1.983756,0.4925175,0.0937925,3.395523,4.04894,-3.63778684,194.469386,0.0461944476,5.25113948,pre
-1.976323,4.3146595,1.98348175,0.509818,0.105067,3.395523,4.04894,-3.63785614,194.442501,0.0535650478,4.85231329,pre
-1.975902,4.314694,1.9832075,0.500028,0.138093,3.395523,4.04894,-3.63792545,194.415616,0.0690503666,3.6209511,pre
-1.975334,4.3143755,1.98293325,0.490238,0.171119,3.395523,4.04894,-3.63728563,194.388731,0.0838890363,2.86489519,pre
-1.974887,4.314057,1.982659,0.558647,0.138732,3.395523,4.04894,-3.63664581,194.361846,0.0775022156,4.02680708,pre
-1.974323,4.3137385,1.98330875,0.627056,0.106345,3.395523,4.04894,-3.63600599,194.425542,0.0666842703,5.89643143,pre
-1.97388,4.31342,1.9839585,0.6170385,0.103112,3.395523,4.04894,-3.63536617,194.489237,0.0636240738,5.984158,pre
-1.973334,4.31344075,1.98460825,0.607021,0.099879,3.395523,4.04894,-3.63540785,194.552933,0.0606286505,6.07756385,pre
-1.972874,4.3134615,1.985258,0.5115215,0.1020895,3.395523,4.04894,-3.63544953,194.616628,0.0522209742,5.01052018,pre
-1.972335,4.31348225,1.9854965,0.416022,0.1043,3.395523,4.04894,-3.63549122,194.640009,0.0433910946,3.98870566,pre
-1.97187,4.313503,1.985735,0.4510545,0.1052175,3.395523,4.04894,-3.6355329,194.663389,0.0474588269,4.28687718,pre
-1.971328,4.31384525,1.9859735,0.486087,0.106135,3.395523,4.04894,-3.63622043,194.68677,0.0515908437,4.57989353,pre
-1.970858,4.3141875,1.986212,0.489878,0.106333,3.395523,4.04894,-3.63690796,194.71015,0.0520901974,4.60701758,pre
-1.970324,4.31452975,1.986212,0.493669,0.106531,3.395523,4.04894,-3.63759549,194.71015,0.0525910522,4.6340408,pre
-1.969854,4.314872,1.986212,0.548809,0.1055505,3.395523,4.04894,-3.63828302,194.71015,0.0579270644,5.19949219,pre
-1.969337,4.314872,1.986212,0.603949,0.10457,3.395523,4.04894,-3.63828302,194.71015,0.0631549469,5.77554748,pre
-1.968842,4.314872,1.986212,0.559007,0.13208,3.395523,4.04894,-3.63828302,194.71015,0.0738336446,4.23233646,pre
-1.968329,4.314872,1.985972,0.514065,0.15959,3.395523,4.04894,-3.63828302,194.686623,0.0820396334,3.22116047,pre
-1.967835,4.314872,1.985732,0.494389,0.116567,3.395523,4.04894,-3.63828302,194.663095,0.0576294426,4.24124323,pre
-1.967324,4.31479975,1.985492,0.474713,0.073544,3.395523,4.04894,-3.63813788,194.639568,0.0349122929,6.45481616,pre
-1.966829,4.3147275,1.985252,0.4776885,0.0860155,3.395523,4.04894,-3.63799275,194.61604,0.0410886152,5.55351652,pre
-1.966336,4.31465525,1.9844265,0.480664,0.098487,3.395523,4.04894,-3.63784761,194.535116,0.0473391554,4.88048169,pre
-1.965816,4.314583,1.983601,0.485043,0.0771135,3.395523,4.04894,-3.63770247,194.454191,0.0374033634,6.28998813,pre
-1.965329,4.31481675,1.9827755,0.489422,0.05574,3.395523,4.04894,-3.63817204,194.373267,0.0272803823,8.78044492,pre
-1.96481,4.3150505,1.98195,0.5467455,0.073976,3.395523,4.04894,-3.63864161,194.292342,0.0404460451,7.39084974,pre
-1.964325,4.31528425,1.98265625,0.604069,0.092212,3.395523,4.04894,-3.63911118,194.361577,0.0557024106,6.5508719,pre
-1.963803,4.315518,1.9833625,0.5556955,0.097485,3.395523,4.04894,-3.63958075,194.430811,0.0541719758,5.700318,pre
-1.963323,4.31558575,1.98406875,0.507322,0.102758,3.395523,4.04894,-3.63971685,194.500045,0.0521313941,4.937056,pre
-1.962797,4.3156535,1.984775,0.5429905,0.1008745,3.395523,4.04894,-3.63985295,194.56928,0.0547738952,5.38283213,pre
-1.962335,4.31572125,1.98487925,0.578659,0.098991,3.395523,4.04894,-3.63998905,194.579499,0.0572820331,5.84557182,pre
-1.96179,4.315789,1.9849835,0.513273,0.1016665,3.395523,4.04894,-3.64012515,194.589719,0.0521826695,5.04859516,pre
-1.961333,4.31540375,1.98508775,0.447887,0.104342,3.395523,4.04894,-3.63935123,194.599939,0.0467334254,4.29249008,pre
-1.960781,4.3150185,1.985192,0.4833755,0.1062825,3.395523,4.04894,-3.63857732,194.610158,0.0513743566,4.54802531,pre
-1.960331,4.31463325,1.985192,0.518864,0.108223,3.395523,4.04894,-3.63780341,194.610158,0.0561530187,4.79439675,pre
-1.959774,4.314248,1.985192,0.48232,0.093391,3.395523,4.04894,-3.6370295,194.610158,0.0450443471,5.16452335,pre
-1.959326,4.314248,1.985192,0.445776,0.078559,3.395523,4.04894,-3.6370295,194.610158,0.0350197168,5.67441032,pre
-1.958765,4.314248,1.985192,0.5394755,0.0950135,3.395523,4.04894,-3.6370295,194.610158,0.0512574554,5.67788262,pre
-1.958319,4.314248,1.984234,0.633175,0.111468,3.395523,4.04894,-3.6370295,194.516245,0.0705787509,5.68032978,pre
-1.957758,4.314248,1.983276,0.574484,0.129623,3.395523,4.04894,-3.6370295,194.422331,0.0744663395,4.43196038,pre
-1.957322,4.3141735,1.982318,0.515793,0.147778,3.395523,4.04894,-3.63687984,194.328418,0.076222858,3.49032332,pre
-1.956749,4.314099,1.98136,0.5759835,0.119815,3.395523,4.04894,-3.63673018,194.234504,0.0690114631,4.80727371,pre
-1.956317,4.3140245,1.981257,0.636174,0.091852,3.395523,4.04894,-3.63658052,194.224407,0.0584338542,6.92607673,pre
-1.955742,4.31395,1.981154,0.6620885,0.0999205,3.395523,4.04894,-3.63643086,194.21431,0.066156214,6.62615279,pre
-1.955061,4.31424525,1.981051,0.688003,0.107989,3.395523,4.04894,-3.63702397,194.204212,0.074296756,6.37104705,pre
-1.954733,4.3145405,1.980948,0.592276,0.0960755,3.395523,4.04894,-3.63761709,194.194115,0.0569032128,6.16469339,pre
-1.954331,4.31483575,1.98199533,0.496549,0.084162,3.395523,4.04894,-3.6382102,194.296786,0.0417905569,5.8999192,pre
-1.953726,4.315131,1.98304267,0.481732167,0.088897,3.395523,4.04894,-3.63880332,194.399457,0.0428245444,5.41899239,pre
-1.952717,4.3149605,1.98409,0.466915333,0.093632,3.395523,4.04894,-3.63846081,194.502128,0.0437182165,4.98670682,pre
-1.95171,4.31479,1.983583,0.4520985,0.098367,3.395523,4.04894,-3.6381183,194.452427,0.0444715731,4.59603831,pre
-1.950701,4.3150665,1.983076,0.437281667,0.103102,3.395523,4.04894,-3.63867375,194.402725,0.0450846144,4.241253,pre
-1.949694,4.315343,1.98349533,0.422464833,0.107837,3.395523,4.04894,-3.6392292,194.443833,0.0455573402,3.91762413,pre
-1.949258,4.315343,1.98391467,0.407648,0.112572,3.395523,4.04894,-3.6392292,194.48494,0.0458897507,3.6212202,pre
-1.948685,4.315343,1.984334,0.439477,0.1184925,3.395523,4.04894,-3.6392292,194.526048,0.0520747284,3.70890141,pre
-1.948255,4.315343,1.984334,0.471306,0.124413,3.395523,4.04894,-3.6392292,194.526048,0.0586365934,3.78823756,pre
-1.947678,4.315343,1.984334,0.484671,0.125685,3.395523,4.04894,-3.6392292,194.526048,0.0609158746,3.85623583,pre
-1.947247,4.3154295,1.984334,0.498036,0.126957,3.395523,4.04894,-3.63940296,194.526048,0.0632291565,3.92287152,pre
-1.946669,4.315516,1.984334,0.462164,0.1286185,3.395523,4.04894,-3.63957673,194.526048,0.0594428404,3.59329334,pre
-1.946262,4.3156025,1.98438775,0.426292,0.13028,3.395523,4.04894,-3.63975049,194.531317,0.0555373218,3.27212158,pre
-1.945662,4.315689,1.9844415,0.505559,0.126348,3.395523,4.04894,-3.63992426,194.536586,0.0638763685,4.00132175,pre
-1.945255,4.3153105,1.98449525,0.584826,0.122416,3.395523,4.04894,-3.63916391,194.541855,0.0715920596,4.7773657,pre
-1.944653,4.314932,1.984549,0.588521,0.111558,3.395523,4.04894,-3.63840356,194.547125,0.0656542257,5.27547106,pre
-1.944241,4.3145535,1.98426125,0.592216,0.1007,3.395523,4.04894,-3.6376432,194.518916,0.0596361512,5.88099305,pre
-1.943646,4.314175,1.9839735,0.523279,0.100826,3.395523,4.04894,-3.63688285,194.490708,0.0527601285,5.18992125,pre
-1.943257,4.31404175,1.98368575,0.454342,0.100952,3.395523,4.04894,-3.63661517,194.462499,0.0458667336,4.50057453,pre
-1.942637,4.3139085,1.983398,0.438889,0.1047465,3.395523,4.04894,-3.63634749,194.434291,0.0459720866,4.19001112,pre
-1.94225,4.31377525,1.9828885,0.423436,0.108541,3.395523,4.04894,-3.63607981,194.384344,0.0459601669,3.90116177,pre
-1.94163,4.313642,1.982379,0.434234,0.1113755,3.395523,4.04894,-3.63581213,194.334397,0.0483630289,3.89882874,pre
-1.941263,4.313954,1.9818695,0.445032,0.11421,3.395523,4.04894,-3.63643889,194.284451,0.0508271047,3.89661151,pre
-1.940621,4.314266,1.98136,0.434822,0.125991,3.395523,4.04894,-3.63706566,194.234504,0.0547836586,3.45121477,pre
-1.940254,4.314578,1.9808115,0.424612,0.137772,3.395523,4.04894,-3.63769242,194.180734,0.0584996445,3.08199054,pre
-1.939614,4.31489,1.980263,0.4829555,0.105703,3.395523,4.04894,-3.63831918,194.126964,0.0510498452,4.56898574,pre
-1.939166,4.31489,1.9797145,0.541299,0.073634,3.395523,4.04894,-3.63831918,194.073194,0.0398580106,7.35121004,pre
-1.938605,4.31489,1.979166,0.5023795,0.0903615,3.395523,4.04894,-3.63831918,194.019424,0.0453957652,5.55966313,pre
-1.938249,4.31489,1.979166,0.46346,0.107089,3.395523,4.04894,-3.63831918,194.019424,0.0496314679,4.32780211,pre
-1.937265,4.31489,1.979166,0.614363,0.101804,3.395523,4.04894,-3.63831918,194.019424,0.0625446109,6.03476288,pre
-1.937215,4.31489,1.979166,0.57266,0.102742,3.395523,4.04894,-3.63831918,194.019424,0.0588362337,5.5737673,pre
-1.936592,4.314888,1.979166,0.530957,0.10368,3.395523,4.04894,-3.63831517,194.019424,0.0550496218,5.12111304,pre
-1.936257,4.314886,1.979616,0.489254,0.104618,3.395523,4.04894,-3.63831115,194.063538,0.051184775,4.67657573,pre
-1.935586,4.314884,1.980066,0.4741495,0.1294705,3.395523,4.04894,-3.63830713,194.107652,0.0613883728,3.66222035,pre
-1.935251,4.3150305,1.980516,0.459045,0.154323,3.395523,4.04894,-3.63860143,194.151766,0.0708412015,2.97457281,pre
-1.934573,4.315177,1.980966,0.4335985,0.1239755,3.395523,4.04894,-3.63889573,194.19588,0.0537555908,3.49745313,pre
-1.934264,4.3153235,1.9810675,0.408152,0.093628,3.395523,4.04894,-3.63919002,194.20583,0.0382144555,4.35929423,pre
-1.933566,4.31547,1.981169,0.4375575,0.103067,3.395523,4.04894,-3.63948432,194.21578,0.0450977389,4.24536952,pre
-1.933254,4.31567475,1.9812705,0.466963,0.112506,3.395523,4.04894,-3.63989563,194.22573,0.0525361393,4.15056086,pre
-1.932557,4.3158795,1.981372,0.4794645,0.1051815,3.395523,4.04894,-3.64030695,194.23568,0.0504307953,4.55844897,pre
-1.932246,4.31608425,1.98238525,0.491966,0.097857,3.395523,4.04894,-3.64071826,194.33501,0.0481423169,5.02739712,pre
-1.93155,4.316289,1.9833985,0.4980965,0.087641,3.395523,4.04894,-3.64112957,194.43434,0.0436536754,5.68337308,pre
-1.931261,4.315993,1.98441175,0.504227,0.077425,3.395523,4.04894,-3.64053495,194.53367,0.0390397755,6.51245722,pre
-1.930541,4.315697,1.985425,0.49962,0.0958055,3.395523,4.04894,-3.63994033,194.633,0.0478663439,5.21494069,pre
-1.930255,4.315401,1.9853265,0.495013,0.114186,3.395523,4.04894,-3.63934571,194.623344,0.0565235544,4.33514617,pre
-1.929534,4.315105,1.985228,0.481744,0.135166,3.395523,4.04894,-3.63875109,194.613688,0.0651154095,3.56409156,pre
-1.929247,4.315105,1.9851295,0.468475,0.156146,3.395523,4.04894,-3.63875109,194.604031,0.0731504973,3.00023696,pre
-1.928525,4.315105,1.985031,0.486759,0.124359,3.395523,4.04894,-3.63875109,194.594375,0.0605328625,3.91414373,pre
-1.928264,4.315105,1.985031,0.505043,0.092572,3.395523,4.04894,-3.63875109,194.594375,0.0467528406,5.45567774,pre
-1.927518,4.315105,1.985031,0.504611,0.093091,3.395523,4.04894,-3.63875109,194.594375,0.0469747426,5.42062068,pre
-1.927254,4.315002,1.985031,0.504179,0.09361,3.395523,4.04894,-3.63854418,194.594375,0.0471961962,5.38595236,pre
-1.926509,4.314899,1.985031,0.545726,0.1000495,3.395523,4.04894,-3.63833726,194.594375,0.0545996134,5.45455999,pre
-1.926245,4.314796,1.98469575,0.587273,0.106489,3.395523,4.04894,-3.63813035,194.561511,0.0625381145,5.51487008,pre
-1.925502,4.314693,1.9843605,0.676042,0.106555,3.395523,4.04894,-3.63792344,194.528646,0.0720356553,6.34453569,pre
-1.925258,4.31497925,1.98402525,0.764811,0.106621,3.395523,4.04894,-3.63849847,194.495781,0.0815449136,7.17317414,pre
-1.924493,4.3152655,1.98369,0.65789,0.116393,3.395523,4.04894,-3.63907351,194.462916,0.0765737908,5.65231586,pre
-1.92425,4.31555175,1.9842935,0.550969,0.126165,3.395523,4.04894,-3.63964854,194.522078,0.0695130039,4.36705108,pre
-1.923486,4.315838,1.984897,0.498816,0.102152,3.395523,4.04894,-3.64022358,194.581239,0.050955052,4.8830762,pre
-1.923254,4.31585475,1.9855005,0.446663,0.078139,3.395523,4.04894,-3.64025723,194.640401,0.0349018002,5.71626205,pre
-1.922477,4.3158715,1.986104,0.530861,0.1086635,3.395523,4.04894,-3.64029088,194.699563,0.0576852143,4.88536629,pre
-1.922254,4.31588825,1.98609225,0.615059,0.139188,3.395523,4.04894,-3.64032452,194.698411,0.0856088321,4.41890824,pre
-1.92147,4.315905,1.9860805,0.504359,0.1184145,3.395523,4.04894,-3.64035817,194.697259,0.0597234188,4.25926724,pre
-1.921248,4.31597475,1.98606875,0.393659,0.097641,3.395523,4.04894,-3.64049829,194.696107,0.0384372584,4.03169775,pre
-1.920461,4.3160445,1.986057,0.4558055,0.1102085,3.395523,4.04894,-3.64063841,194.694955,0.0502336404,4.13584705,pre
-1.920251,4.31611425,1.98556825,0.517952,0.122776,3.395523,4.04894,-3.64077853,194.647043,0.0635920748,4.21867466,pre
-1.919454,4.316184,1.9850795,0.503375,0.1332915,3.395523,4.04894,-3.64091864,194.59913,0.0670956088,3.77649738,pre
-1.919262,4.3163215,1.98459075,0.488798,0.143807,3.395523,4.04894,-3.64119486,194.551217,0.070292574,3.39898614,pre
-1.918449,4.316459,1.984102,0.494797,0.1184385,3.395523,4.04894,-3.64147108,194.503305,0.0586030145,4.17767027,pre
-1.918255,4.3165965,1.984102,0.500796,0.09307,3.395523,4.04894,-3.6417473,194.503305,0.0466090837,5.38085312,pre
-1.917445,4.316734,1.984102,0.514989,0.0777015,3.395523,4.04894,-3.64202351,194.503305,0.0400154178,6.62778711,pre
-1.917242,4.316734,1.984102,0.529182,0.062333,3.395523,4.04894,-3.64202351,194.503305,0.0329855016,8.4895962,pre
-1.916433,4.316734,1.984102,0.4647555,0.080827,3.395523,4.04894,-3.64202351,194.503305,0.0375647928,5.75000309,pre
-1.916259,4.316734,1.98458475,0.400329,0.099321,3.395523,4.04894,-3.64202351,194.550629,0.0397610766,4.03065817,pre
-1.915429,4.316734,1.9850675,0.420809,0.102512,3.395523,4.04894,-3.64202351,194.597954,0.0431379722,4.10497308,pre
-1.915251,4.3164565,1.98555025,0.441289,0.105703,3.395523,4.04894,-3.64146606,194.645278,0.0466455712,4.17480109,pre
-1.914416,4.316179,1.986033,0.4151585,0.1043805,3.395523,4.04894,-3.6409086,194.692602,0.0433344518,3.97735688,pre
-1.914263,4.3159015,1.98553525,0.389028,0.103058,3.395523,4.04894,-3.64035114,194.643808,0.0400924476,3.77484523,pre
-1.913409,4.315624,1.9850375,0.509854,0.1047075,3.395523,4.04894,-3.63979368,194.595013,0.0533855377,4.86931691,pre
-1.913256,4.3154245,1.98453975,0.63068,0.106357,3.395523,4.04894,-3.63939292,194.546218,0.0670772328,5.92984007,pre
-1.912401,4.315225,1.984042,0.5265065,0.094096,3.395523,4.04894,-3.63899215,194.497423,0.0495421556,5.59541851,pre
-1.912247,4.3150255,1.9828185,0.422333,0.081835,3.395523,4.04894,-3.63859138,194.377482,0.0345616211,5.16078695,pre
-1.911397,4.314826,1.981595,0.5171125,0.0932985,3.395523,4.04894,-3.63819062,194.257541,0.0482458206,5.54255963,pre
-1.91126,4.31505,1.9803715,0.611892,0.104762,3.395523,4.04894,-3.6386406,194.1376,0.0641030297,5.84078196,pre
-1.910384,4.315274,1.979148,0.545402,0.108628,3.395523,4.04894,-3.63909058,194.01766,0.0592459285,5.02082336,pre
-1.910255,4.315498,1.97987975,0.478912,0.112494,3.395523,4.04894,-3.63954057,194.089394,0.0538747265,4.25722261,pre
-1.909378,4.315722,1.9806115,0.480592,0.129896,3.395523,4.04894,-3.63999055,194.161128,0.0624269784,3.6998214,pre
-1.909246,4.31577925,1.98134325,0.482272,0.147298,3.395523,4.04894,-3.64010556,194.232862,0.0710377011,3.27412456,pre
-1.908372,4.3158365,1.982075,0.5348925,0.1269235,3.395523,4.04894,-3.64022057,194.304596,0.0678904282,4.2142905,pre
-1.90824,4.31589375,1.982075,0.587513,0.106549,3.395523,4.04894,-3.64033557,194.304596,0.0625989226,5.51401703,pre
-1.907365,4.315951,1.982075,0.5854615,0.0868375,3.395523,4.04894,-3.64045058,194.304596,0.050840013,6.74203541,pre
-1.907259,4.315951,1.982075,0.58341,0.067126,3.395523,4.04894,-3.64045058,194.304596,0.0391619797,8.69126717,pre
-1.906349,4.315951,1.982075,0.5064465,0.1008145,3.395523,4.04894,-3.64045058,194.304596,0.0510571507,5.0235482,pre
-1.906226,4.315951,1.98330575,0.429483,0.134503,3.395523,4.04894,-3.64045058,194.425248,0.0577667519,3.19311093,pre
-1.905349,4.315951,1.9845365,0.4689185,0.111309,3.395523,4.04894,-3.64045058,194.545899,0.0521948493,4.21276357,pre
-1.905241,4.315986,1.98576725,0.508354,0.088115,3.395523,4.04894,-3.64052089,194.666551,0.0447936127,5.76921069,pre
-1.904333,4.316021,1.986998,0.507958,0.0813695,3.395523,4.04894,-3.6405912,194.787202,0.0413322885,6.24260933,pre
-1.904258,4.316056,1.98666425,0.507562,0.074624,3.395523,4.04894,-3.64066151,194.754484,0.0378763067,6.80159198,pre
-1.903333,4.316091,1.9863305,0.567921,0.111843,3.395523,4.04894,-3.64073182,194.721767,0.0635179884,5.07784126,pre
-1.903222,4.316288,1.98599675,0.62828,0.149062,3.395523,4.04894,-3.64112756,194.689049,0.0936526734,4.21489045,pre
-1.902317,4.316485,1.985663,0.531257,0.115772,3.395523,4.04894,-3.64152331,194.656331,0.0615046854,4.58882113,pre
-1.90226,4.316682,1.98457225,0.434234,0.082482,3.395523,4.04894,-3.64191905,194.549404,0.0358164888,5.26459106,pre
-1.901317,4.316879,1.9834815,0.4687385,0.0818735,3.395523,4.04894,-3.6423148,194.442477,0.0383772616,5.72515527,pre
-1.901226,4.31667875,1.98239075,0.503243,0.081265,3.395523,4.04894,-3.64191253,194.335549,0.0408960424,6.19261675,pre
-1.900311,4.3164785,1.9813,0.504119,0.0775275,3.395523,4.04894,-3.64151025,194.228622,0.0390830858,6.50245397,pre
-1.900237,4.31627825,1.98166375,0.504995,0.07379,3.395523,4.04894,-3.64110798,194.264281,0.037263581,6.84367801,pre
-1.899297,4.316078,1.9820275,0.486255,0.102995,3.395523,4.04894,-3.64070571,194.29994,0.0500818337,4.72115151,pre
-1.899226,4.3158995,1.98239125,0.467515,0.1322,3.395523,4.04894,-3.64034712,194.335598,0.061805483,3.53642209,pre
-1.898288,4.315721,1.982755,0.4841435,0.1288255,3.395523,4.04894,-3.63998854,194.371257,0.0623700285,3.75813407,pre
-1.89826,4.3155425,1.98285925,0.500772,0.125451,3.395523,4.04894,-3.63962996,194.381477,0.0628223482,3.99177368,pre
-1.897282,4.315364,1.9829635,0.5301055,0.115631,3.395523,4.04894,-3.63927138,194.391697,0.0612966291,4.58445832,pre
-1.897259,4.315364,1.98306775,0.559439,0.105811,3.395523,4.04894,-3.63927138,194.401916,0.0591948,5.28715351,pre
-1.896276,4.315364,1.983172,0.565102,0.106027,3.395523,4.04894,-3.63927138,194.412136,0.0599160698,5.32979335,pre
-1.896254,4.315364,1.983172,0.570765,0.106243,3.395523,4.04894,-3.63927138,194.412136,0.0606397859,5.37225982,pre
-1.895269,4.315364,1.983172,0.487551,0.1052325,3.395523,4.04894,-3.63927138,194.412136,0.0513062106,4.63308389,pre
-1.895249,4.31558275,1.983172,0.404337,0.104222,3.395523,4.04894,-3.63971082,194.412136,0.0421408108,3.87957437,pre
-1.894263,4.3158015,1.983172,0.3737555,0.1047495,3.395523,4.04894,-3.64015026,194.412136,0.0391507017,3.56808863,pre
-1.894249,4.31602025,1.98374125,0.343174,0.105277,3.395523,4.04894,-3.64058969,194.46794,0.0361283292,3.25972435,pre
-1.893249,4.316239,1.9843105,0.3924835,0.0937835,3.395523,4.04894,-3.64102913,194.523744,0.0368084763,4.18499523,pre
-1.893242,4.316408,1.98487975,0.441793,0.08229,3.395523,4.04894,-3.64136863,194.579548,0.036355146,5.36873253,pre
-1.89224,4.316577,1.985449,0.435374,0.115754,3.395523,4.04894,-3.64170812,194.635352,0.050396282,3.76120048,pre
-1.892237,4.316746,1.9848124,0.428955,0.149218,3.395523,4.04894,-3.64204762,194.572946,0.0640078072,2.8746867,pre
-1.891234,4.316915,1.9841758,0.449231,0.126459,3.395523,4.04894,-3.64238712,194.510539,0.056809303,3.55238457,pre
