t_s,dt_s,volts,force_mN,raw_code,seq,n_held
0.99832,0.002016,0.006765,4.01441663,11350,1579452,2
1.002352,0.004032,0.002271,3.57386577,3810,1579454,1
1.004368,0.002016,0.004578,3.80002305,7680,1579455,1
1.006384,0.002016,0.006205,3.95951933,10410,1579456,1
1.008407,0.002023,0.007188,4.0558837,12060,1579457,2
1.012439,0.004032,0.005054,3.84668576,8480,1579459,1
1.014455,0.002016,0.010467,4.37732702,17560,1579460,1
1.016471,0.002016,-0.000715,3.2811455,-1200,1579461,1
1.018487,0.002016,0.006092,3.94844183,10220,1579462,1
1.020503,0.002016,0.010657,4.39595289,17880,1579463,2
1.024535,0.004032,-0.002158,3.13968691,-3620,1579465,1
1.026557,0.002022,-0.001347,3.21918997,-2260,1579466,1
1.028573,0.002016,-0.00217,3.13851054,-3640,1579467,1
1.030589,0.002016,-0.001669,3.18762402,-2800,1579468,2
1.034621,0.004032,-0.003374,3.02048134,-5660,1579470,1
1.036637,0.002016,0.005543,3.89462287,9300,1579471,1
1.038653,0.002016,0.000978,3.44711181,1640,1579472,1
1.040675,0.002022,0.010455,4.37615065,17540,1579473,2
1.044707,0.004032,0.009376,4.27037531,15730,1579475,1
1.046723,0.002016,0.008512,4.18567661,14280,1579476,1
1.048739,0.002016,0.006568,3.99510454,11020,1579477,1
1.050755,0.002016,-0.003177,3.03979342,-5330,1579478,2
1.054787,0.004032,-0.000149,3.33663099,-250,1579480,1
1.05681,0.002023,0.005484,3.88883905,9200,1579481,1
1.058826,0.002016,0.006223,3.96128388,10440,1579482,1
1.060842,0.002016,0.006449,3.98343887,10820,1579483,2
1.064874,0.004032,0.000864,3.43593629,1450,1579485,1
1.06689,0.002016,-0.008583,2.50983838,-14400,1579486,1
1.068906,0.002016,-0.001335,3.22036634,-2240,1579487,1
1.070922,0.002016,-0.002414,3.114591,-4050,1579488,1
1.072938,0.002016,0.001621,3.51014568,2720,1579489,2
1.076976,0.004038,0.013113,4.63671678,22000,1579491,1
1.078992,0.002016,0.009048,4.23822117,15180,1579492,1
1.081008,0.002016,0.003481,3.69248315,5840,1579493,1
1.083024,0.002016,0.003701,3.71404995,6210,1579494,2
