t_s,src,stream,value,raw_code,seq
-1.980946,3,sma_v,0.6469,0,3735337
-1.980946,4,sma_i,0.131234,0,3735337
-1.980881,2,load,1.86981,3137020,2107709
-1.979939,4,sma_i,0.102926,0,3735338
-1.979939,3,sma_v,0.470346,0,3735338
-1.979874,1,laser,4.496999,1931446434,2107717
-1.978932,3,sma_v,0.45439,0,3735339
-1.978932,4,sma_i,0.102602,0,3735339
-1.978865,2,load,1.870763,3138620,2107710
-1.977926,3,sma_v,0.680085,0,3735340
-1.977926,4,sma_i,0.104486,0,3735340
-1.977858,1,laser,4.496927,1931415444,2107718
-1.976945,3,sma_v,0.613883,0,3735341
-1.976945,4,sma_i,0.093964,0,3735341
-1.976849,2,load,1.870722,3138550,2107711
-1.975936,4,sma_i,0.100898,0,3735342
-1.975936,3,sma_v,0.552841,0,3735342
-1.975842,1,laser,4.495595,1930843134,2107719
-1.974928,4,sma_i,0.105481,0,3735343
-1.974928,3,sma_v,0.598791,0,3735343
-1.974833,2,load,1.868278,3134450,2107712
-1.97394,4,sma_i,0.104936,0,3735344
-1.97394,3,sma_v,0.481408,0,3735344
-1.973826,1,laser,4.495595,1930843134,2107720
-1.972926,3,sma_v,0.559439,0,3735345
-1.972926,4,sma_i,0.106519,0,3735345
-1.972817,2,load,1.868278,3134450,2107713
-1.971942,3,sma_v,0.691746,0,3735346
-1.971942,4,sma_i,0.096723,0,3735346
-1.97181,1,laser,4.495645,1930864847,2107721
-1.970934,3,sma_v,0.497964,0,3735347
-1.970934,4,sma_i,0.102428,0,3735347
-1.970801,2,load,1.871115,3139210,2107714
-1.969927,4,sma_i,0.103004,0,3735348
-1.969927,3,sma_v,0.533909,0,3735348
-1.969794,1,laser,4.496878,1931394444,2107722
-1.96894,3,sma_v,0.577291,0,3735349
-1.96894,4,sma_i,0.108691,0,3735349
-1.968785,2,load,1.872575,3141660,2107715
-1.967933,3,sma_v,0.481312,0,3735350
-1.967933,4,sma_i,0.107785,0,3735350
-1.967778,1,laser,4.496445,1931208478,2107723
-1.966946,3,sma_v,0.563518,0,3735351
-1.966946,4,sma_i,0.101876,0,3735351
-1.966769,2,load,1.868546,3134900,2107716
-1.965939,4,sma_i,0.106507,0,3735352
-1.965939,3,sma_v,0.456957,0,3735352
-1.965762,1,laser,4.497099,1931489449,2107724
-1.964929,3,sma_v,0.649108,0,3735353
-1.964929,4,sma_i,0.123292,0,3735353
-1.964753,2,load,1.866603,3131640,2107717
-1.96394,3,sma_v,0.406448,0,3735354
-1.96394,4,sma_i,0.107101,0,3735354
-1.963746,1,laser,4.497099,1931489449,2107725
-1.962929,3,sma_v,0.407456,0,3735355
-1.962929,4,sma_i,0.100233,0,3735355
-1.962737,2,load,1.866603,3131640,2107718
-1.961945,4,sma_i,0.104912,0,3735356
-1.961945,3,sma_v,0.568437,0,3735356
-1.96173,1,laser,4.49727,1931562546,2107726
-1.960935,4,sma_i,0.103658,0,3735357
-1.960935,3,sma_v,0.42754,0,3735357
-1.960721,2,load,1.867116,3132500,2107719
-1.959933,3,sma_v,0.446951,0,3735358
-1.959933,4,sma_i,0.102386,0,3735358
-1.959714,1,laser,4.495826,1930942618,2107727
-1.958926,3,sma_v,0.506818,0,3735359
-1.958926,4,sma_i,0.102992,0,3735359
-1.958705,2,load,1.865691,3130110,2107720
-1.957945,3,sma_v,0.480688,0,3735360
-1.957945,4,sma_i,0.15992,0,3735360
-1.957698,1,laser,4.495405,1930761713,2107728
-1.956938,3,sma_v,0.507946,0,3735361
-1.956938,4,sma_i,0.103604,0,3735361
-1.956689,2,load,1.867074,3132430,2107721
-1.955932,3,sma_v,0.395674,0,3735362
-1.955932,4,sma_i,0.145559,0,3735362
-1.955682,1,laser,4.496658,1931300015,2107729
-1.954924,4,sma_i,0.149536,0,3735363
-1.954924,3,sma_v,0.436058,0,3735363
-1.954673,2,load,1.867896,3133810,2107722
-1.953939,4,sma_i,0.106981,0,3735364
-1.953939,3,sma_v,0.430275,0,3735364
-1.953666,1,laser,4.496658,1931300015,2107730
-1.952932,4,sma_i,0.136435,0,3735365
-1.952932,3,sma_v,0.509338,0,3735365
-1.952657,2,load,1.867896,3133810,2107723
-1.951932,3,sma_v,0.468091,0,3735366
-1.951932,4,sma_i,0.143333,0,3735366
-1.951657,1,laser,4.496499,1931231570,2107731
-1.950933,3,sma_v,0.616547,0,3735367
-1.950933,4,sma_i,0.138486,0,3735367
-1.950641,2,load,1.866585,3131610,2107724
-1.949924,3,sma_v,0.615515,0,3735368
-1.949924,4,sma_i,0.084348,0,3735368
-1.949641,1,laser,4.497039,1931463695,2107732
-1.948915,4,sma_i,0.143591,0,3735369
-1.948915,3,sma_v,0.418973,0,3735369
-1.948625,2,load,1.864523,3128150,2107725
-1.947937,3,sma_v,0.42742,0,3735370
-1.947937,4,sma_i,0.098553,0,3735370
-1.947625,1,laser,4.497267,1931561564,2107733
-1.94693,3,sma_v,0.580171,0,3735371
-1.94693,4,sma_i,0.158282,0,3735371
-1.946616,2,load,1.86646,3131400,2107726
-1.945926,3,sma_v,0.497508,0,3735372
-1.945926,4,sma_i,0.105967,0,3735372
-1.945609,1,laser,4.495768,1930917514,2107734
-1.944926,4,sma_i,0.126321,0,3735373
-1.944926,3,sma_v,0.499524,0,3735373
-1.9446,2,load,1.865661,3130060,2107727
-1.943919,4,sma_i,0.116105,0,3735374
-1.943919,3,sma_v,0.592792,0,3735374
-1.943593,1,laser,4.495129,1930643129,2107735
-1.942915,3,sma_v,0.520999,0,3735375
-1.942915,4,sma_i,0.079783,0,3735375
-1.942584,2,load,1.865661,3130060,2107728
-1.941933,3,sma_v,0.529278,0,3735376
-1.941933,4,sma_i,0.13163,0,3735376
-1.941577,1,laser,4.495129,1930643129,2107736
-1.94092,3,sma_v,0.641573,0,3735377
-1.94092,4,sma_i,0.071607,0,3735377
-1.940568,2,load,1.8704,3138010,2107729
-1.939932,4,sma_i,0.117731,0,3735378
-1.939932,3,sma_v,0.505259,0,3735378
-1.939561,1,laser,4.496125,1931071121,2107737
-1.938919,3,sma_v,0.444264,0,3735379
-1.938919,4,sma_i,0.107857,0,3735379
-1.938552,2,load,1.869291,3136150,2107730
-1.937908,4,sma_i,0.087311,0,3735380
-1.937908,3,sma_v,0.527934,0,3735380
-1.937545,1,laser,4.495815,1930937865,2107738
-1.93694,3,sma_v,0.408704,0,3735381
-1.93694,4,sma_i,0.102926,0,3735381
-1.936536,2,load,1.869226,3136040,2107731
-1.935934,3,sma_v,0.606589,0,3735382
-1.935934,4,sma_i,0.072423,0,3735382
-1.935529,1,laser,4.496096,1931058590,2107739
-1.934928,4,sma_i,0.130502,0,3735383
-1.934928,3,sma_v,0.393299,0,3735383
-1.93452,2,load,1.869583,3136640,2107732
-1.933945,3,sma_v,0.466459,0,3735384
-1.933945,4,sma_i,0.099993,0,3735384
-1.933513,1,laser,4.496498,1931231126,2107740
-1.932932,3,sma_v,0.421541,0,3735385
-1.932932,4,sma_i,0.089663,0,3735385
-1.932504,2,load,1.869583,3136640,2107733
-1.931945,4,sma_i,0.081433,0,3735386
-1.931945,3,sma_v,0.615203,0,3735386
-1.931497,1,laser,4.496498,1931231126,2107741
-1.93094,3,sma_v,0.58065,0,3735387
-1.93094,4,sma_i,0.092884,0,3735387
-1.930488,2,load,1.864135,3127500,2107734
-1.929936,3,sma_v,0.416886,0,3735388
-1.929936,4,sma_i,0.110424,0,3735388
-1.929481,1,laser,4.495356,1930740608,2107742
-1.928933,3,sma_v,0.41511,0,3735389
-1.928933,4,sma_i,0.07298,0,3735389
-1.928472,2,load,1.86882,3135360,2107735
-1.927926,3,sma_v,0.585473,0,3735390
-1.927926,4,sma_i,0.105241,0,3735390
-1.927465,1,laser,4.49492,1930553441,2107743
-1.926941,4,sma_i,0.147676,0,3735391
-1.926941,3,sma_v,0.654722,0,3735391
-1.926456,2,load,1.870263,3137780,2107736
-1.925939,3,sma_v,0.424084,0,3735392
-1.925939,4,sma_i,0.174311,0,3735392
-1.925449,1,laser,4.496177,1931093401,2107744
-1.92444,2,load,1.871979,3140660,2107737
-1.923433,1,laser,4.496339,1931162763,2107745
-1.922424,2,load,1.866627,3131680,2107738
-1.921417,1,laser,4.496339,1931162763,2107746
-1.920933,3,sma_v,0.491366,0,3735393
-1.920933,4,sma_i,0.073514,0,3735393
-1.920408,2,load,1.866627,3131680,2107739
-1.919927,3,sma_v,0.49079,0,3735394
-1.919927,4,sma_i,0.113112,0,3735394
-1.919401,1,laser,4.496887,1931398172,2107747
-1.918926,4,sma_i,0.111306,0,3735395
-1.918926,3,sma_v,0.476513,0,3735395
-1.918392,2,load,1.868439,3134720,2107740
-1.917918,3,sma_v,0.625449,0,3735396
-1.917918,4,sma_i,0.099471,0,3735396
-1.917385,1,laser,4.497591,1931700305,2107748
-1.916911,3,sma_v,0.485631,0,3735397
-1.916911,4,sma_i,0.095056,0,3735397
-1.916376,2,load,1.870167,3137620,2107741
-1.915936,3,sma_v,0.487479,0,3735398
-1.915936,4,sma_i,0.071271,0,3735398
-1.915369,1,laser,4.496413,1931194613,2107749
-1.914934,3,sma_v,0.496645,0,3735399
-1.914934,4,sma_i,0.10412,0,3735399
-1.91436,2,load,1.86736,3132910,2107742
-1.913919,4,sma_i,0.070695,0,3735400
-1.913919,3,sma_v,0.420485,0,3735400
-1.913353,1,laser,4.495698,1930887815,2107750
-1.912918,3,sma_v,0.45391,0,3735401
-1.912918,4,sma_i,0.104942,0,3735401
-1.912344,2,load,1.86941,3136350,2107743
-1.911933,3,sma_v,0.422261,0,3735402
-1.911933,4,sma_i,0.104924,0,3735402
-1.911343,1,laser,4.495698,1930887815,2107751
-1.910925,3,sma_v,0.52016,0,3735403
-1.910925,4,sma_i,0.105343,0,3735403
-1.910334,2,load,1.86941,3136350,2107744
-1.909918,3,sma_v,0.574652,0,3735404
-1.909918,4,sma_i,0.088715,0,3735404
-1.909327,1,laser,4.496676,1931307651,2107752
-1.908932,3,sma_v,0.496237,0,3735405
-1.908932,4,sma_i,0.11133,0,3735405
-1.908318,2,load,1.871491,3139840,2107745
-1.907924,4,sma_i,0.141264,0,3735406
-1.907924,3,sma_v,0.461588,0,3735406
-1.907311,1,laser,4.496833,1931375042,2107753
-1.906915,3,sma_v,0.530429,0,3735407
-1.906915,4,sma_i,0.08322,0,3735407
-1.906302,2,load,1.869732,3136890,2107746
-1.90593,3,sma_v,0.504155,0,3735408
-1.90593,4,sma_i,0.143819,0,3735408
-1.905295,1,laser,4.497043,1931465216,2107754
-1.904923,3,sma_v,0.480184,0,3735409
-1.904923,4,sma_i,0.06493,0,3735409
-1.904286,2,load,1.866591,3131620,2107747
-1.903934,3,sma_v,0.42466,0,3735410
-1.903934,4,sma_i,0.083718,0,3735410
-1.903279,1,laser,4.497799,1931790058,2107755
-1.902925,4,sma_i,0.107929,0,3735411
-1.902925,3,sma_v,0.40808,0,3735411
-1.90227,2,load,1.866603,3131640,2107748
-1.901915,3,sma_v,0.455014,0,3735412
-1.901915,4,sma_i,0.111582,0,3735412
-1.901263,1,laser,4.497799,1931790058,2107756
-1.900929,3,sma_v,0.520543,0,3735413
-1.900929,4,sma_i,0.097641,0,3735413
-1.900254,2,load,1.866603,3131640,2107749
-1.899915,3,sma_v,0.505739,0,3735414
-1.899915,4,sma_i,0.142013,0,3735414
-1.899247,1,laser,4.496811,1931365504,2107757
-1.89893,3,sma_v,0.374079,0,3735415
-1.89893,4,sma_i,0.106393,0,3735415
-1.898238,2,load,1.867682,3133450,2107750
-1.897918,4,sma_i,0.122512,0,3735416
-1.897918,3,sma_v,0.491102,0,3735416
-1.897231,1,laser,4.496178,1931093773,2107758
-1.896933,3,sma_v,0.468835,0,3735417
-1.896933,4,sma_i,0.061211,0,3735417
-1.896222,2,load,1.868069,3134100,2107751
-1.895917,3,sma_v,0.494317,0,3735418
-1.895917,4,sma_i,0.09322,0,3735418
-1.895215,1,laser,4.497173,1931521271,2107759
-1.894931,3,sma_v,0.485079,0,3735419
-1.894931,4,sma_i,0.105529,0,3735419
-1.894206,2,load,1.868725,3135200,2107752
-1.893915,3,sma_v,0.496069,0,3735420
-1.893915,4,sma_i,0.14001,0,3735420
-1.893199,1,laser,4.497583,1931697369,2107760
-1.892929,3,sma_v,0.494701,0,3735421
-1.892929,4,sma_i,0.077839,0,3735421
-1.89219,2,load,1.872277,3141160,2107753
-1.891914,3,sma_v,0.522151,0,3735422
-1.891914,4,sma_i,0.109207,0,3735422
-1.891183,1,laser,4.49771,1931751543,2107761
-1.89093,3,sma_v,0.483136,0,3735423
-1.89093,4,sma_i,0.096243,0,3735423
-1.890174,2,load,1.872277,3141160,2107754
-1.889915,3,sma_v,0.603781,0,3735424
-1.889915,4,sma_i,0.103232,0,3735424
-1.889167,1,laser,4.49771,1931751543,2107762
-1.88893,3,sma_v,0.719029,0,3735425
-1.88893,4,sma_i,0.109674,0,3735425
-1.888158,2,load,1.867616,3133340,2107755
-1.887916,4,sma_i,0.088487,0,3735426
-1.887916,3,sma_v,0.455278,0,3735426
-1.887151,1,laser,4.498536,1932106493,2107763
-1.886934,4,sma_i,0.080887,0,3735427
-1.886934,3,sma_v,0.400833,0,3735427
-1.886142,2,load,1.867592,3133300,2107756
-1.885918,3,sma_v,0.508786,0,3735428
-1.885918,4,sma_i,0.109393,0,3735428
-1.885135,1,laser,4.497642,1931722352,2107764
-1.88491,3,sma_v,0.617483,0,3735429
-1.88491,4,sma_i,0.131666,0,3735429
-1.884126,2,load,1.87065,3138430,2107757
-1.883919,3,sma_v,0.495061,0,3735430
-1.883919,4,sma_i,0.110262,0,3735430
-1.883119,1,laser,4.496638,1931291562,2107765
-1.882915,3,sma_v,0.488966,0,3735431
-1.882915,4,sma_i,0.087083,0,3735431
-1.88211,2,load,1.870996,3139010,2107758
-1.881928,4,sma_i,0.112722,0,3735432
-1.881928,3,sma_v,0.481168,0,3735432
-1.881103,1,laser,4.497258,1931557617,2107766
-1.880925,3,sma_v,0.485511,0,3735433
-1.880925,4,sma_i,0.139386,0,3735433
-1.880094,2,load,1.870996,3139010,2107759
-1.879916,3,sma_v,0.500652,0,3735434
-1.879916,4,sma_i,0.124743,0,3735434
-1.879087,1,laser,4.497258,1931557617,2107767
-1.87893,3,sma_v,0.527958,0,3735435
-1.87893,4,sma_i,0.083328,0,3735435
-1.878078,2,load,1.865411,3129640,2107760
-1.877916,3,sma_v,0.504203,0,3735436
-1.877916,4,sma_i,0.124071,0,3735436
-1.877077,1,laser,4.497781,1931782281,2107768
-1.87693,4,sma_i,0.126195,0,3735437
-1.87693,3,sma_v,0.520975,0,3735437
-1.876069,2,load,1.867157,3132570,2107761
-1.875916,3,sma_v,0.496837,0,3735438
-1.875916,4,sma_i,0.088079,0,3735438
-1.875061,1,laser,4.497596,1931702899,2107769
-1.87493,3,sma_v,0.538732,0,3735439
-1.87493,4,sma_i,0.144125,0,3735439
-1.874053,2,load,1.869422,3136370,2107762
-1.873917,3,sma_v,0.381086,0,3735440
-1.873917,4,sma_i,0.063131,0,3735440
-1.873045,1,laser,4.498187,1931956681,2107770
-1.872932,3,sma_v,0.50058,0,3735441
-1.872932,4,sma_i,0.106561,0,3735441
-1.872037,2,load,1.871967,3140640,2107763
-1.871923,4,sma_i,0.067744,0,3735442
-1.871923,3,sma_v,0.454126,0,3735442
-1.871029,1,laser,4.49745,1931639909,2107771
-1.870937,3,sma_v,0.445536,0,3735443
-1.870937,4,sma_i,0.132734,0,3735443
-1.870021,2,load,1.871043,3139090,2107764
-1.869931,3,sma_v,0.608532,0,3735444
-1.869931,4,sma_i,0.077557,0,3735444
-1.869014,1,laser,4.49745,1931639909,2107772
-1.868924,3,sma_v,0.475961,0,3735445
-1.868924,4,sma_i,0.147328,0,3735445
-1.868005,2,load,1.871043,3139090,2107765
-1.867939,3,sma_v,0.538468,0,3735446
-1.867939,4,sma_i,0.118025,0,3735446
-1.866997,1,laser,4.496425,1931199766,2107773
-1.866933,3,sma_v,0.485439,0,3735447
-1.866933,4,sma_i,0.097005,0,3735447
-1.865988,2,load,1.866996,3132300,2107766
-1.865928,4,sma_i,0.070089,0,3735448
-1.865928,3,sma_v,0.417894,0,3735448
-1.864982,1,laser,4.497041,1931464358,2107774
-1.86492,3,sma_v,0.515457,0,3735449
-1.86492,4,sma_i,0.092692,0,3735449
-1.863973,2,load,1.869834,3137060,2107767
-1.863938,3,sma_v,0.506674,0,3735450
-1.863938,4,sma_i,0.072243,0,3735450
-1.862965,1,laser,4.497738,1931763739,2107775
-1.862928,3,sma_v,0.505979,0,3735451
-1.862928,4,sma_i,0.088937,0,3735451
-1.861956,2,load,1.870579,3138310,2107768
-1.861919,3,sma_v,0.498492,0,3735452
-1.861919,4,sma_i,0.133099,0,3735452
-1.860949,1,laser,4.497365,1931603866,2107776
-1.860939,4,sma_i,0.110478,0,3735453
-1.860939,3,sma_v,0.503531,0,3735453
-1.859941,2,load,1.868743,3135230,2107769
-1.859933,3,sma_v,0.506075,0,3735454
-1.859933,4,sma_i,0.110232,0,3735454
-1.858934,1,laser,4.497365,1931603866,2107777
-1.858924,3,sma_v,0.56623,0,3735455
-1.858924,4,sma_i,0.105283,0,3735455
-1.857939,3,sma_v,0.420917,0,3735456
-1.857939,4,sma_i,0.147058,0,3735456
-1.857925,2,load,1.868743,3135230,2107770
-1.856932,3,sma_v,0.629624,0,3735457
-1.856932,4,sma_i,0.099357,0,3735457
-1.856918,1,laser,4.498199,1931961787,2107778
-1.855925,3,sma_v,0.53566,0,3735458
-1.855925,4,sma_i,0.13971,0,3735458
-1.855908,2,load,1.870674,3138470,2107771
-1.854925,3,sma_v,0.449327,0,3735459
-1.854925,4,sma_i,0.095416,0,3735459
-1.854902,1,laser,4.497767,1931776015,2107779
-1.853915,3,sma_v,0.413719,0,3735460
-1.853915,4,sma_i,0.106093,0,3735460
-1.853893,2,load,1.870602,3138350,2107772
-1.852931,3,sma_v,0.434234,0,3735461
-1.852931,4,sma_i,0.07409,0,3735461
-1.852886,1,laser,4.496576,1931264909,2107780
-1.851918,4,sma_i,0.107563,0,3735462
-1.851918,3,sma_v,0.400113,0,3735462
-1.851877,2,load,1.866144,3130870,2107773
-1.850917,4,sma_i,0.102392,0,3735463
-1.850917,3,sma_v,0.628976,0,3735463
-1.850869,1,laser,4.496852,1931383171,2107781
-1.849935,4,sma_i,0.1128,0,3735464
-1.849935,3,sma_v,0.611148,0,3735464
-1.849861,2,load,1.863432,3126320,2107774
-1.84893,3,sma_v,0.43661,0,3735465
-1.84893,4,sma_i,0.095494,0,3735465
-1.848853,1,laser,4.496852,1931383171,2107782
-1.847928,3,sma_v,0.594999,0,3735466
-1.847928,4,sma_i,0.104042,0,3735466
-1.847845,2,load,1.863432,3126320,2107775
-1.846918,3,sma_v,0.510586,0,3735467
-1.846918,4,sma_i,0.076868,0,3735467
-1.846838,1,laser,4.49794,1931850608,2107783
-1.845934,4,sma_i,0.104564,0,3735468
-1.845934,3,sma_v,0.446783,0,3735468
-1.845829,2,load,1.867062,3132410,2107776
-1.844929,4,sma_i,0.102848,0,3735469
-1.844929,3,sma_v,0.510466,0,3735469
-1.844822,1,laser,4.497801,1931790825,2107784
-1.843918,3,sma_v,0.496597,0,3735470
-1.843918,4,sma_i,0.107485,0,3735470
-1.843813,2,load,1.86522,3129320,2107777
-1.842933,3,sma_v,0.532541,0,3735471
-1.842933,4,sma_i,0.106711,0,3735471
-1.842805,1,laser,4.498723,1932186660,2107785
-1.841919,3,sma_v,0.438001,0,3735472
-1.841919,4,sma_i,0.102248,0,3735472
-1.841803,2,load,1.866865,3132080,2107778
-1.840935,3,sma_v,0.535492,0,3735473
-1.840935,4,sma_i,0.107983,0,3735473
-1.840796,1,laser,4.498532,1932104728,2107786
-1.839927,4,sma_i,0.106489,0,3735474
-1.839927,3,sma_v,0.557399,0,3735474
-1.839787,2,load,1.86702,3132340,2107779
-1.838918,3,sma_v,0.632143,0,3735475
-1.838918,4,sma_i,0.09217,0,3735475
-1.83878,1,laser,4.497428,1931630534,2107787
-1.837933,3,sma_v,0.399298,0,3735476
-1.837933,4,sma_i,0.135877,0,3735476
-1.837771,2,load,1.86702,3132340,2107780
-1.836923,3,sma_v,0.490358,0,3735477
-1.836923,4,sma_i,0.134359,0,3735477
-1.836764,1,laser,4.497428,1931630534,2107788
-1.835936,3,sma_v,0.634879,0,3735478
-1.835936,4,sma_i,0.104618,0,3735478
-1.835755,2,load,1.866555,3131560,2107781
-1.834928,4,sma_i,0.108451,0,3735479
-1.834928,3,sma_v,0.577051,0,3735479
-1.834748,1,laser,4.497706,1931750148,2107789
-1.833918,4,sma_i,0.110154,0,3735480
-1.833918,3,sma_v,0.699281,0,3735480
-1.833739,2,load,1.869994,3137330,2107782
-1.832935,3,sma_v,0.642605,0,3735481
-1.832935,4,sma_i,0.078601,0,3735481
-1.832732,1,laser,4.498794,1932217350,2107790
-1.831932,3,sma_v,0.511497,0,3735482
-1.831932,4,sma_i,0.101192,0,3735482
-1.831723,2,load,1.864982,3128920,2107783
-1.830926,4,sma_i,0.103808,0,3735483
-1.830926,3,sma_v,0.388356,0,3735483
-1.830716,1,laser,4.498306,1932007940,2107791
-1.829931,3,sma_v,0.421925,0,3735484
-1.829931,4,sma_i,0.117491,0,3735484
-1.829707,2,load,1.866859,3132070,2107784
-1.828923,3,sma_v,0.486759,0,3735485
-1.828923,4,sma_i,0.087809,0,3735485
-1.8287,1,laser,4.498938,1932279004,2107792
-1.827938,3,sma_v,0.627752,0,3735486
-1.827938,4,sma_i,0.106909,0,3735486
-1.827691,2,load,1.866859,3132070,2107785
-1.826932,3,sma_v,0.493693,0,3735487
-1.826932,4,sma_i,0.105199,0,3735487
-1.826684,1,laser,4.498938,1932279004,2107793
-1.825923,3,sma_v,0.490502,0,3735488
-1.825923,4,sma_i,0.119158,0,3735488
-1.825675,2,load,1.868838,3135390,2107786
-1.824918,3,sma_v,0.450023,0,3735489
-1.824918,4,sma_i,0.091966,0,3735489
-1.824668,1,laser,4.498821,1932228819,2107794
-1.823909,3,sma_v,0.509986,0,3735490
-1.823909,4,sma_i,0.10091,0,3735490
-1.823659,2,load,1.870447,3138090,2107787
-1.822933,3,sma_v,0.468619,0,3735491
-1.822933,4,sma_i,0.153957,0,3735491
-1.822652,1,laser,4.497334,1931590040,2107795
-1.821927,4,sma_i,0.148246,0,3735492
-1.821927,3,sma_v,0.411871,0,3735492
-1.821643,2,load,1.863658,3126700,2107788
-1.820919,4,sma_i,0.131006,0,3735493
-1.820919,3,sma_v,0.693498,0,3735493
-1.820636,1,laser,4.496988,1931441806,2107796
-1.819911,4,sma_i,0.098409,0,3735494
-1.819911,3,sma_v,0.583626,0,3735494
-1.819627,2,load,1.867449,3133060,2107789
-1.818934,3,sma_v,0.422141,0,3735495
-1.818934,4,sma_i,0.090785,0,3735495
-1.81862,1,laser,4.498011,1931881113,2107797
-1.817925,3,sma_v,0.551905,0,3735496
-1.817925,4,sma_i,0.120184,0,3735496
-1.817611,2,load,1.867831,3133700,2107790
-1.816914,3,sma_v,0.588545,0,3735497
-1.816914,4,sma_i,0.073634,0,3735497
-1.816604,1,laser,4.498011,1931881113,2107798
-1.815918,4,sma_i,0.09175,0,3735498
-1.815918,3,sma_v,0.497077,0,3735498
-1.815595,2,load,1.867831,3133700,2107791
-1.814914,4,sma_i,0.080377,0,3735499
-1.814914,3,sma_v,0.496381,0,3735499
-1.814588,1,laser,4.497683,1931740143,2107799
-1.813908,3,sma_v,0.579403,0,3735500
-1.813908,4,sma_i,0.127443,0,3735500
-1.813579,2,load,1.8664,3131300,2107792
-1.812903,4,sma_i,0.105541,0,3735501
-1.812903,3,sma_v,0.412975,0,3735501
-1.812572,1,laser,4.498461,1932074117,2107800
-1.811914,3,sma_v,0.585857,0,3735502
-1.811914,4,sma_i,0.105199,0,3735502
-1.811563,2,load,1.867014,3132330,2107793
-1.810927,3,sma_v,0.456141,0,3735503
-1.810927,4,sma_i,0.102602,0,3735503
-1.810556,1,laser,4.498543,1932109387,2107801
-1.809914,3,sma_v,0.617746,0,3735504
-1.809914,4,sma_i,0.111282,0,3735504
-1.809547,2,load,1.869011,3135680,2107794
-1.808903,3,sma_v,0.469267,0,3735505
-1.808903,4,sma_i,0.104414,0,3735505
-1.80854,1,laser,4.497263,1931559896,2107802
-1.807933,3,sma_v,0.422501,0,3735506
-1.807933,4,sma_i,0.10301,0,3735506
-1.807531,2,load,1.868564,3134930,2107795
-1.806929,3,sma_v,0.495013,0,3735507
-1.806929,4,sma_i,0.107485,0,3735507
-1.806524,1,laser,4.497263,1931559896,2107803
-1.805922,4,sma_i,0.106237,0,3735508
-1.805922,3,sma_v,0.551353,0,3735508
-1.805515,2,load,1.868564,3134930,2107796
-1.804934,3,sma_v,0.578251,0,3735509
-1.804934,4,sma_i,0.104966,0,3735509
-1.804508,1,laser,4.497435,1931633431,2107804
-1.803928,3,sma_v,0.446759,0,3735510
-1.803928,4,sma_i,0.108337,0,3735510
-1.803499,2,load,1.869261,3136100,2107797
