t_s,dt_s,volts,force_mN,raw_code,seq,n_held
0.270525,0.002022,1.966292,196.108612,3298890,1696,2
0.274563,0.004038,1.959282,195.421415,3287130,1698,1
0.276579,0.002016,1.96231,195.718253,3292210,1699,1
0.278602,0.002023,1.957899,195.285839,3284810,1700,1
0.280618,0.002016,1.94447,193.969382,3262280,1701,2
0.284656,0.004038,1.950365,194.547274,3272170,1703,1
0.286679,0.002023,1.954514,194.954004,3279130,1704,1
0.288695,0.002016,1.956052,195.104776,3281710,1705,1
0.29071,0.002015,1.952124,194.71971,3275120,1706,2
0.294749,0.004039,1.957959,195.291721,3284910,1708,1
0.296771,0.002022,1.964808,195.963134,3296400,1709,1
0.298787,0.002016,1.94878,194.391895,3269510,1710,1
0.300803,0.002016,1.9436,193.884095,3260820,1711,2
0.304842,0.004039,1.94999,194.510512,3271540,1713,1
0.306864,0.002022,1.953983,194.90195,3278240,1714,1
0.30888,0.002016,1.952738,194.779901,3276150,1715,1
0.310902,0.002022,1.953584,194.862835,3277570,1716,2
0.314941,0.004039,1.959181,195.411514,3286960,1718,1
0.316957,0.002016,1.956099,195.109383,3281790,1719,1
0.318979,0.002022,1.944971,194.018495,3263120,1720,1
0.320995,0.002016,1.94878,194.391895,3269510,1721,1
0.323011,0.002016,1.95868,195.362401,3286120,1722,2
0.32705,0.004039,1.952207,194.727847,3275260,1724,1
0.329072,0.002022,1.94909,194.422284,3270030,1725,1
0.331088,0.002016,1.949853,194.497082,3271310,1726,1
0.33311,0.002022,1.958275,195.322698,3285440,1727,2
0.337149,0.004039,1.963967,195.88069,3294990,1729,1
0.339165,0.002016,1.952416,194.748335,3275610,1730,1
0.341187,0.002022,1.956302,195.129283,3282130,1731,1
0.343203,0.002016,1.964319,195.915197,3295580,1732,2
0.347242,0.004039,1.959395,195.432493,3287320,1734,1
0.349258,0.002016,1.945424,194.062903,3263880,1735,1
0.35128,0.002022,1.960981,195.58797,3289980,1736,1
0.353296,0.002016,1.971114,196.581317,3306980,1737,2
0.357335,0.004039,1.962394,195.726488,3292350,1739,1
0.359357,0.002022,1.953977,194.901361,3278230,1740,1
0.361373,0.002016,1.957101,195.20761,3283470,1741,1
0.363389,0.002016,1.960707,195.561109,3289520,1742,1
0.365411,0.002022,1.957047,195.202316,3283380,1743,2
0.36945,0.004039,1.951742,194.682262,3274480,1745,1
0.371466,0.002016,1.957279,195.22506,3283770,1746,1
0.373488,0.002022,1.95511,195.01243,3280130,1747,1
0.375504,0.002016,1.949102,194.423461,3270050,1748,2
0.379543,0.004039,1.951158,194.625012,3273500,1750,1
0.381559,0.002016,1.949418,194.454439,3270580,1751,1
0.383581,0.002022,1.958531,195.347794,3285870,1752,1
0.385597,0.002016,1.964754,195.95784,3296310,1753,2
