t_s,dt_s,v_sma_V,i_A,r_ohm,p_W,dac_code,seq
0.295594,0.001014,0.531509,0.115931,4.58470124,0.0616183699,33,291
0.29658,0.000986,0.532973,0.117947,4.51874995,0.0628625664,25,292
0.29759,0.00101,0.46094,0.11211,4.11149764,0.0516759834,21,293
0.298577,0.000987,0.611388,0.112494,5.43484986,0.0687774817,17,294
0.299588,0.001011,0.481144,0.107143,4.49067135,0.0515512116,16,295
0.300577,0.000989,0.525966,0.099309,5.29625714,0.0522331575,20,296
0.301586,0.001009,0.527262,0.13992,3.76831046,0.073774499,20,297
0.302593,0.001007,0.494605,0.097485,5.07365236,0.0482165684,26,298
0.3036,0.001007,0.457869,0.104198,4.39422062,0.0477090341,27,299
0.304579,0.000979,0.543507,0.126639,4.29178215,0.068829183,27,300
0.305581,0.001002,0.521143,0.124281,4.19326365,0.0647681732,27,301
0.30659,0.001009,0.481,0.124779,3.85481531,0.060018699,27,302
0.3076,0.00101,0.616259,0.103058,5.97972986,0.06351042,30,303
0.308581,0.000981,0.563662,0.105427,5.34646722,0.0594251937,30,304
0.30959,0.001009,0.47932,0.108067,4.43539656,0.0517986744,29,305
0.310595,0.001005,0.528486,0.097581,5.41586989,0.0515701924,35,306
0.311574,0.000979,0.534029,0.11256,4.7443941,0.0601103042,31,307
0.312577,0.001003,0.770905,0.115535,6.6724802,0.0890665092,25,308
0.313578,0.001001,0.469387,0.109698,4.27890208,0.0514908151,22,309
0.314577,0.000999,0.494125,0.134227,3.68126383,0.0663249164,22,310
0.315577,0.001,0.541347,0.097053,5.57784922,0.0525393504,28,311
0.316578,0.001001,0.536164,0.093292,5.74715946,0.0500198119,37,312
0.317582,0.001004,0.558767,0.10361,5.3929833,0.0578938489,39,313
0.318582,0.001,0.547826,0.128156,4.27468086,0.0702071889,39,314
0.319585,0.001003,0.525966,0.110028,4.78029229,0.057870987,36,315
0.320587,0.001002,0.553896,0.117593,4.71028037,0.0651342923,29,316
0.321594,0.001007,0.549217,0.12998,4.22539621,0.0713872257,29,317
0.32257,0.000976,0.532229,0.094888,5.60902327,0.0505021454,36,318
0.323579,0.001009,0.550729,0.131558,4.18620684,0.0724528058,36,319
0.324586,0.001007,0.537916,0.084486,6.3669247,0.0454463712,36,320
0.32559,0.001004,0.490454,0.118787,4.12885248,0.0582595593,36,321
0.326577,0.000987,0.510082,0.103742,4.91683214,0.0529169268,38,322
0.327587,0.00101,0.553992,0.102542,5.40258626,0.0568074477,41,323
0.328568,0.000981,0.459549,0.131402,3.49727554,0.0603856577,41,324
0.329579,0.001011,0.491822,0.105949,4.64206363,0.0521080491,41,325
0.330587,0.001008,0.537388,0.138402,3.88280516,0.074375574,41,326
0.331575,0.000988,0.63615,0.108787,5.84766562,0.0692048501,39,327
0.332585,0.00101,0.505931,0.150928,3.35213479,0.076359154,39,328
0.33357,0.000985,0.547394,0.099309,5.51202811,0.0543611507,44,329
0.334582,0.001012,0.546026,0.093982,5.80989977,0.0513166155,53,330
0.335586,0.001004,0.553104,0.155883,3.54819961,0.0862195108,53,331
0.336589,0.001003,0.587801,0.105943,5.54827596,0.0622734013,53,332
0.337594,0.001005,0.572012,0.138246,4.1376387,0.079078371,53,333
0.338576,0.000982,0.543339,0.10073,5.3940137,0.0547305375,57,334
0.339582,0.001006,0.505091,0.118607,4.25852606,0.0599073282,50,335
0.340589,0.001007,0.686276,0.105847,6.48366038,0.0726402558,50,336
0.341598,0.001009,0.571053,0.116549,4.89968168,0.0665556561,43,337
0.342576,0.000978,0.576427,0.137203,4.20127111,0.0790875137,43,338
0.343579,0.001003,0.583914,0.103214,5.65731393,0.0602680996,46,339
0.34458,0.001001,0.627968,0.14896,4.21568206,0.0935421133,46,340
0.345583,0.001003,0.546746,0.147586,3.70459258,0.0806920552,46,341
0.346588,0.001005,0.699929,0.100011,6.99852016,0.0700005992,50,342
0.347592,0.001004,0.510754,0.113454,4.50185978,0.0579470843,45,343
0.348574,0.000982,0.72114,0.116351,6.19796994,0.0839053601,39,344
0.349582,0.001008,0.553776,0.1116,4.96215054,0.0618014016,35,345
