t_s,dt_s,volts,disp_um,raw_code,seq,n_held
0.246291,0.002016,4.724494,-4461.15462,2029154488,2396,1
0.248307,0.002016,4.724535,-4461.23698,2029172232,2397,1
0.250329,0.002022,4.724668,-4461.50416,2029229258,2398,2
0.254367,0.004038,4.723516,-4459.18996,2028734889,2400,1
0.256384,0.002017,4.722535,-4457.21927,2028313328,2401,1
0.258406,0.002022,4.72339,-4458.93684,2028680522,2402,1
0.260422,0.002016,4.723645,-4459.4491,2028790129,2403,2
0.26446,0.004038,4.723835,-4459.83078,2028871471,2405,1
0.266483,0.002023,4.724266,-4460.6966,2029056913,2406,1
0.268499,0.002016,4.723273,-4458.70181,2028630413,2407,1
0.270515,0.002016,4.722513,-4457.17508,2028303741,2408,2
0.274553,0.004038,4.7236,-4459.3587,2028770952,2410,1
0.276576,0.002023,4.724316,-4460.79704,2029078107,2411,1
0.278592,0.002016,4.724474,-4461.11444,2029145818,2412,1
0.280614,0.002022,4.725113,-4462.3981,2029420850,2413,2
0.284652,0.004038,4.724472,-4461.11042,2029145106,2415,1
0.286668,0.002016,4.723714,-4459.58771,2028819818,2416,1
0.288684,0.002016,4.724179,-4460.52183,2029019519,2417,1
0.290707,0.002023,4.72451,-4461.18676,2029161630,2418,1
0.292723,0.002016,4.724195,-4460.55397,2029026134,2419,2
0.296761,0.004038,4.724637,-4461.44189,2029216079,2421,1
0.298783,0.002022,4.723662,-4459.48325,2028797419,2422,1
0.3008,0.002017,4.722556,-4457.26146,2028322124,2423,1
0.302822,0.002022,4.723031,-4458.21566,2028526358,2424,2
0.306854,0.004032,4.723907,-4459.97542,2028902593,2426,1
0.308876,0.002022,4.72366,-4459.47923,2028796517,2427,1
0.310892,0.002016,4.724204,-4460.57205,2029030306,2428,1
0.312915,0.002023,4.723702,-4459.56361,2028814405,2429,2
0.316953,0.004038,4.722805,-4457.76166,2028429190,2431,1
0.318969,0.002016,4.723437,-4459.03126,2028700624,2432,1
0.320992,0.002023,4.724593,-4461.3535,2029197323,2433,1
0.323008,0.002016,4.724438,-4461.04212,2029130596,2434,2
0.327046,0.004038,4.725163,-4462.49854,2029441832,2436,1
0.329062,0.002016,4.724737,-4461.64277,2029259196,2437,1
0.331084,0.002022,4.723379,-4458.91475,2028675690,2438,1
0.3331,0.002016,4.72321,-4458.57525,2028603288,2439,1
0.335123,0.002023,4.723988,-4460.13814,2028937532,2440,2
0.339161,0.004038,4.7235,-4459.15782,2028727835,2442,1
0.341177,0.002016,4.723978,-4460.11805,2028933107,2443,1
0.3432,0.002023,4.72382,-4459.80065,2028864994,2444,1
0.345216,0.002016,4.722666,-4457.48243,2028369704,2445,2
0.349254,0.004038,4.722735,-4457.62104,2028399218,2447,1
0.35127,0.002016,4.723947,-4460.05578,2028919751,2448,1
0.353292,0.002022,4.723624,-4459.40692,2028781039,2449,1
0.355308,0.002016,4.724458,-4461.0823,2029139124,2450,2
0.359347,0.004039,4.724657,-4461.48206,2029224776,2452,1
0.361363,0.002016,4.723712,-4459.58369,2028818875,2453,1
0.363385,0.002022,4.723685,-4459.52946,2028807178,2454,1
0.365401,0.002016,4.724961,-4462.09276,2029355295,2455,2
0.36944,0.004039,4.724774,-4461.7171,2029274894,2457,1
0.371456,0.002016,4.725183,-4462.53872,2029450652,2458,1
0.373478,0.002022,4.724945,-4462.06061,2029348425,2459,1
0.375494,0.002016,4.723488,-4459.13371,2028722541,2460,1
0.377516,0.002022,4.722788,-4457.72751,2028422120,2461,2
0.381555,0.004039,4.723764,-4459.68815,2028841519,2463,1
0.383571,0.002016,4.723447,-4459.05135,2028705171,2464,1
0.385593,0.002022,4.723857,-4459.87498,2028881068,2465,1
0.387609,0.002016,4.724117,-4460.39728,2028992671,2466,2
0.391648,0.004039,4.723009,-4458.17147,2028517006,2468,1
0.393664,0.002016,4.722696,-4457.5427,2028382629,2469,1
0.395686,0.002022,4.723827,-4459.81471,2028868428,2470,1
0.397702,0.002016,4.723889,-4459.93926,2028895037,2471,2
0.40174,0.004038,4.724506,-4461.17873,2029160052,2473,1
0.403756,0.002016,4.724987,-4462.14499,2029366387,2474,1
0.405779,0.002023,4.724033,-4460.22854,2028956696,2475,1
0.407795,0.002016,4.723532,-4459.2221,2028741352,2476,2
0.411833,0.004038,4.724536,-4461.23899,2029172981,2478,1
0.413855,0.002022,4.724453,-4461.07226,2029136966,2479,1
0.415871,0.002016,4.724431,-4461.02806,2029127698,2480,1
0.417887,0.002016,4.724564,-4461.29524,2029184899,2481,1
0.41991,0.002023,4.723255,-4458.66565,2028622592,2482,2
0.423948,0.004038,4.722302,-4456.75121,2028212990,2484,1
0.425964,0.002016,4.723135,-4458.42458,2028570832,2485,1
0.427987,0.002023,4.723537,-4459.23214,2028743856,2486,1
0.430003,0.002016,4.723697,-4459.55356,2028812275,2487,2
0.434041,0.004038,4.724166,-4460.49571,2029013803,2489,1
0.436057,0.002016,4.723354,-4458.86452,2028665279,2490,1
0.438079,0.002022,4.72273,-4457.611,2028396993,2491,1
0.440096,0.002017,4.723739,-4459.63793,2028830320,2492,2
0.44615,0.006054,4.724703,-4461.57447,2029244591,2495,1
0.448172,0.002022,4.725444,-4463.06303,2029562700,2496,1
0.450188,0.002016,4.724719,-4461.60661,2029251278,2497,2
0.454227,0.004039,4.723642,-4459.44307,2028788677,2499,1
0.456727,0.0025,4.723976,-4460.11403,2028932194,2500,1
