t_s,dt_s,volts,disp_um,raw_code,seq,n_held
0,,4.719935,-4451.99625,2027196569,1147,1
0.002023,0.002023,4.720541,-4453.21361,2027457039,1148,1
0.004039,0.002016,4.720085,-4452.29757,2027261082,1149,1
0.006055,0.002016,4.718925,-4449.9673,2026762791,1150,1
0.008077,0.002022,4.719021,-4450.16015,2026803912,1151,2
0.012116,0.004039,4.720102,-4452.33172,2027268628,1153,1
0.014132,0.002016,4.719743,-4451.61055,2027114133,1154,1
0.016154,0.002022,4.720631,-4453.39441,2027495734,1155,1
0.01817,0.002016,4.720537,-4453.20558,2027455388,1156,2
0.022208,0.004038,4.719341,-4450.80298,2026941724,1158,1
0.024224,0.002016,4.719323,-4450.76683,2026933826,1159,1
0.026247,0.002023,4.720687,-4453.50691,2027519570,1160,1
0.028263,0.002016,4.72028,-4452.6893,2027344800,1161,2
0.032301,0.004038,4.720931,-4453.99707,2027624506,1163,1
0.034324,0.002023,4.720626,-4453.38436,2027493369,1164,1
0.03634,0.002016,4.719286,-4450.6925,2026917858,1165,1
0.038356,0.002016,4.719025,-4450.16819,2026805879,1166,1
0.040378,0.002022,4.720127,-4452.38195,2027279246,1167,2
0.044416,0.004038,4.719689,-4451.50207,2027090967,1169,1
0.046432,0.002016,4.720193,-4452.51453,2027307619,1170,1
0.048448,0.002016,4.720196,-4452.52056,2027308671,1171,1
0.050471,0.002023,4.718859,-4449.83472,2026734596,1172,2
0.054509,0.004038,4.718643,-4449.4008,2026641899,1174,1
0.056525,0.002016,4.71983,-4451.78532,2027151555,1175,1
0.058548,0.002023,4.719592,-4451.30721,2027049120,1176,1
0.060564,0.002016,4.720252,-4452.63305,2027332664,1177,2
0.064602,0.004038,4.720636,-4453.40445,2027497766,1179,1
0.066618,0.002016,4.71952,-4451.16257,2027018501,1180,1
0.06864,0.002022,4.71916,-4450.43938,2026863894,1181,1
0.070656,0.002016,4.720308,-4452.74555,2027356947,1182,2
0.074695,0.004039,4.720056,-4452.23932,2027248385,1184,1
0.076711,0.002016,4.720253,-4452.63506,2027333263,1185,1
0.078733,0.002022,4.720416,-4452.96251,2027403051,1186,1
0.080749,0.002016,4.7189,-4449.91708,2026752028,1187,1
0.082772,0.002023,4.718111,-4448.33209,2026413247,1188,2
0.08681,0.004038,4.719127,-4450.37309,2026849481,1190,1
0.088826,0.002016,4.71903,-4450.17823,2026808140,1191,1
0.090842,0.002016,4.718999,-4450.11596,2026794499,1192,1
0.092864,0.002022,4.719424,-4450.96972,2026977074,1193,2
0.096903,0.004039,4.718812,-4449.7403,2026714238,1195,1
0.098919,0.002016,4.718212,-4448.53499,2026456641,1196,1
0.100941,0.002022,4.719237,-4450.59406,2026896871,1197,1
0.102957,0.002016,4.719738,-4451.6005,2027111762,1198,2
0.106996,0.004039,4.719972,-4452.07057,2027212508,1200,1
0.109012,0.002016,4.720321,-4452.77166,2027362452,1201,1
0.111028,0.002016,4.719682,-4451.488,2027087921,1202,1
0.11305,0.002022,4.718927,-4449.97132,2026763677,1203,2
0.117088,0.004038,4.719458,-4451.03802,2026991818,1205,1
0.119104,0.002016,4.719499,-4451.12038,2027009390,1206,1
0.121127,0.002023,4.719243,-4450.60612,2026899311,1207,1
0.123143,0.002016,4.719423,-4450.96771,2026976852,1208,1
0.125159,0.002016,4.71864,-4449.39478,2026640512,1209,2
0.129197,0.004038,4.71761,-4447.32566,2026198077,1211,1
0.13122,0.002023,4.718242,-4448.59525,2026469573,1212,1
0.133236,0.002016,4.719018,-4450.15412,2026802736,1213,1
0.135258,0.002022,4.718898,-4449.91306,2026751411,1214,2
0.13929,0.004032,4.719458,-4451.03802,2026991660,1216,1
0.141312,0.002022,4.719214,-4450.54786,2026886935,1217,1
0.143328,0.002016,4.718347,-4448.80618,2026514659,1218,1
0.145351,0.002023,4.718977,-4450.07176,2026785203,1219,2
0.149383,0.004032,4.719979,-4452.08464,2027215709,1221,1
0.151405,0.002022,4.719709,-4451.54224,2027099709,1222,1
0.153421,0.002016,4.720215,-4452.55873,2027316842,1223,1
0.155444,0.002023,4.719842,-4451.80942,2027156638,1224,2
0.159482,0.004038,4.718567,-4449.24813,2026609181,1226,1
0.161498,0.002016,4.718549,-4449.21197,2026601294,1227,1
0.163514,0.002016,4.719244,-4450.60813,2026899858,1228,1
0.165536,0.002022,4.718718,-4449.55147,2026673836,1229,1
0.167552,0.002016,4.719241,-4450.6021,2026898590,1230,2
0.171591,0.004039,4.718768,-4449.65191,2026695541,1232,1
0.173613,0.002022,4.717633,-4447.37186,2026207904,1233,1
0.175629,0.002016,4.717854,-4447.81582,2026302606,1234,1
0.177645,0.002016,4.719023,-4450.16417,2026805080,1235,2
0.181684,0.004039,4.718652,-4449.41888,2026645460,1237,1
0.183706,0.002022,4.719461,-4451.04405,2026992978,1238,1
0.185722,0.002016,4.719425,-4450.97173,2026977457,1239,1
0.187744,0.002022,4.718497,-4449.10751,2026579055,1240,2
