frame_idx,host_timestamp_s,monotonic_s,cycle_idx,mode,rel_path,laser_mm
0,1784142440.825996,52319.968000,0,snap,snapshots/cyc00_52319968.jpg,-4.8184
1,1784142440.831146,52319.968000,0,fast,cycle_00/000000.jpg,-4.8184
2,1784142440.861082,52320.000000,0,fast,cycle_00/000001.jpg,-4.8186
3,1784142440.886951,52320.031000,0,fast,cycle_00/000002.jpg,-4.8186
4,1784142440.930786,52320.078000,0,fast,cycle_00/000003.jpg,-4.8187
5,1784142440.978681,52320.109000,0,fast,cycle_00/000004.jpg,-4.8185
6,1784142441.003535,52320.140000,0,fast,cycle_00/000005.jpg,-4.8185
7,1784142441.036747,52320.171000,0,fast,cycle_00/000006.jpg,-4.8186
8,1784142441.067680,52320.203000,0,fast,cycle_00/000007.jpg,-4.8185
9,1784142441.094703,52320.234000,0,fast,cycle_00/000008.jpg,-4.8184
10,1784142441.119201,52320.265000,0,fast,cycle_00/000009.jpg,-4.8183
11,1784142441.162729,52320.296000,0,fast,cycle_00/000010.jpg,-4.8186
12,1784142441.188511,52320.328000,0,fast,cycle_00/000011.jpg,-4.8186
13,1784142441.214906,52320.359000,0,fast,cycle_00/000012.jpg,-4.8185
14,1784142441.259786,52320.406000,0,fast,cycle_00/000013.jpg,-4.8185
15,1784142441.300346,52320.437000,0,fast,cycle_00/000014.jpg,-4.8184
16,1784142441.325877,52320.468000,0,fast,cycle_00/000015.jpg,-4.8184
17,1784142441.354490,52320.500000,0,fast,cycle_00/000016.jpg,-4.8185
18,1784142441.395936,52320.531000,0,fast,cycle_00/000017.jpg,-4.8185
19,1784142441.425935,52320.562000,0,fast,cycle_00/000018.jpg,-4.8182
20,1784142441.451370,52320.593000,0,fast,cycle_00/000019.jpg,-4.8179
21,1784142441.482514,52320.625000,0,fast,cycle_00/000020.jpg,-4.8185
22,1784142441.524045,52320.671000,0,fast,cycle_00/000021.jpg,-4.8184
23,1784142441.567966,52320.703000,0,fast,cycle_00/000022.jpg,-4.8187
24,1784142441.598098,52320.734000,0,fast,cycle_00/000023.jpg,-4.8187
25,1784142441.623673,52320.765000,0,fast,cycle_00/000024.jpg,-4.8187
26,1784142441.665481,52320.812000,0,fast,cycle_00/000025.jpg,-4.8186
27,1784142441.706909,52320.843000,0,fast,cycle_00/000026.jpg,-4.8185
28,1784142441.740333,52320.875000,0,fast,cycle_00/000027.jpg,-4.8186
29,1784142441.765779,52320.906000,0,fast,cycle_00/000028.jpg,-4.8186
30,1784142441.791554,52320.937000,0,fast,cycle_00/000029.jpg,-4.8187
31,1784142442.803125,52321.937000,0,heartbeat,cycle_00/000030.jpg,-4.8180
32,1784142443.394522,52322.531000,1,snap,snapshots/cyc01_52322531.jpg,-4.8159
33,1784142443.400344,52322.531000,1,fast,cycle_01/000000.jpg,-4.8159
34,1784142443.427440,52322.562000,1,fast,cycle_01/000001.jpg,-4.8159
35,1784142443.459383,52322.593000,1,fast,cycle_01/000002.jpg,-4.8157
36,1784142443.484928,52322.625000,1,fast,cycle_01/000003.jpg,-4.8157
37,1784142443.510336,52322.656000,1,fast,cycle_01/000004.jpg,-4.8146
38,1784142443.553735,52322.687000,1,fast,cycle_01/000005.jpg,-4.8126
39,1784142443.580252,52322.718000,1,fast,cycle_01/000006.jpg,-4.7657
40,1784142443.613258,52322.750000,1,fast,cycle_01/000007.jpg,-4.7214
41,1784142443.640328,52322.781000,1,fast,cycle_01/000008.jpg,-4.7002
42,1784142443.667118,52322.812000,1,fast,cycle_01/000009.jpg,-4.6356
43,1784142443.712188,52322.859000,1,fast,cycle_01/000010.jpg,-4.5903
44,1784142443.753581,52322.890000,1,fast,cycle_01/000011.jpg,-4.5321
45,1784142443.779493,52322.921000,1,fast,cycle_01/000012.jpg,-4.5023
46,1784142443.830362,52322.968000,1,fast,cycle_01/000013.jpg,-4.4594
47,1784142443.856858,52323.000000,1,fast,cycle_01/000014.jpg,-4.4583
48,1784142443.899184,52323.046000,1,fast,cycle_01/000015.jpg,-4.4584
49,1784142443.945107,52323.078000,1,fast,cycle_01/000016.jpg,-4.4601
50,1784142443.972541,52323.109000,1,fast,cycle_01/000017.jpg,-4.4602
51,1784142444.003169,52323.140000,1,fast,cycle_01/000018.jpg,-4.4624
52,1784142444.030461,52323.171000,1,fast,cycle_01/000019.jpg,-4.4624
53,1784142444.060431,52323.203000,1,fast,cycle_01/000020.jpg,-4.4641
54,1784142444.101363,52323.234000,1,fast,cycle_01/000021.jpg,-4.4643
55,1784142444.127101,52323.265000,1,fast,cycle_01/000022.jpg,-4.4662
56,1784142444.154443,52323.296000,1,fast,cycle_01/000023.jpg,-4.4663
57,1784142444.203264,52323.343000,1,fast,cycle_01/000024.jpg,-4.4679
58,1784142444.227757,52323.375000,1,fast,cycle_01/000025.jpg,-4.4679
59,1784142444.268873,52323.406000,1,fast,cycle_01/000026.jpg,-4.4682
60,1784142444.296704,52323.437000,1,fast,cycle_01/000027.jpg,-4.4708
61,1784142444.322266,52323.468000,1,fast,cycle_01/000028.jpg,-4.4712
62,1784142444.365272,52323.500000,1,fast,cycle_01/000029.jpg,-4.4720
63,1784142445.352699,52324.500000,1,heartbeat,cycle_01/000030.jpg,-4.4826
64,1784142446.366889,52325.500000,1,heartbeat,cycle_01/000031.jpg,-4.4834
65,1784142447.359753,52326.500000,1,heartbeat,cycle_01/000032.jpg,-4.5102
66,1784142448.354295,52327.500000,1,heartbeat,cycle_01/000033.jpg,-4.5000
67,1784142449.360765,52328.500000,1,heartbeat,cycle_01/000034.jpg,-4.1496
68,1784142450.363789,52329.500000,1,heartbeat,cycle_01/000035.jpg,-4.2601
69,1784142451.353528,52330.500000,1,heartbeat,cycle_01/000036.jpg,-4.3107
70,1784142452.369166,52331.500000,1,heartbeat,cycle_01/000037.jpg,-4.3166
71,1784142453.359242,52332.500000,1,heartbeat,cycle_01/000038.jpg,-4.3238
72,1784142454.357411,52333.500000,1,heartbeat,cycle_01/000039.jpg,-4.1377
73,1784142455.357074,52334.500000,1,heartbeat,cycle_01/000040.jpg,-4.0814
74,1784142456.373519,52335.515000,1,heartbeat,cycle_01/000041.jpg,-4.2358
