level_mA,heat_ms,cycle,bootstrap,i_mA,dx_um,x_base_um,baseline_V,peak_V,rise_V,clipped
650,300,1,1,652.15,448.96,-4380.58,1.91411,2.27931,0.36520,0
650,300,2,0,653.56,462.62,-4318.76,1.96781,2.32535,0.35754,0
650,300,3,0,653.05,447.75,-4342.44,1.94587,2.29505,0.34918,0
650,300,4,0,656.60,-686.87,-4327.73,1.95936,2.31004,0.35068,0
