cycle,t_s,dur_ms,i_mA,u_V,R_est,dx_um,dF_mN
1,4.962243999999998,308.64200000000255,29.244897009966785,2.710652,4.170233,-6.602705635109487,-1.3989415410363222
2,36.228863000000004,313.9619999999965,25.2256821192053,2.7106520000000005,4.170232999999999,-5.958362938376922,1.6558638539052026
