host_timestamp_s,monotonic_s,fields_json
1783536833.665154,703486.046000,"{""t_ms"":22621,""hwm"":256,""cap"":256,""dropped"":166,""dropped_total"":1694,""crc_err"":0,""crc_err_total"":0,""rate1"":422,""rate2"":430,""prod1"":430,""prod2"":435,""sma_state"":0,""m7_us"":21508083,""m4_us"":18940569,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783536834.780005,703487.156000,"{""t_ms"":23674,""hwm"":256,""cap"":256,""dropped"":168,""dropped_total"":1862,""crc_err"":0,""crc_err_total"":0,""rate1"":428,""rate2"":422,""prod1"":431,""prod2"":433,""sma_state"":0,""m7_us"":22600443,""m4_us"":20028255,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783536835.849113,703488.234000,"{""t_ms"":24726,""hwm"":256,""cap"":256,""dropped"":167,""dropped_total"":2029,""crc_err"":0,""crc_err_total"":0,""rate1"":424,""rate2"":426,""prod1"":429,""prod2"":435,""sma_state"":0,""m7_us"":23690896,""m4_us"":21119990,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783536836.957046,703489.343000,"{""t_ms"":25776,""hwm"":256,""cap"":256,""dropped"":166,""dropped_total"":2195,""crc_err"":0,""crc_err_total"":0,""rate1"":423,""rate2"":429,""prod1"":433,""prod2"":433,""sma_state"":0,""m7_us"":24780621,""m4_us"":22208701,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783536838.032989,703490.406000,"{""t_ms"":26825,""hwm"":256,""cap"":256,""dropped"":164,""dropped_total"":2359,""crc_err"":0,""crc_err_total"":0,""rate1"":435,""rate2"":418,""prod1"":443,""prod2"":424,""sma_state"":0,""m7_us"":25868329,""m4_us"":23299398,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783536839.112531,703491.500000,"{""t_ms"":27875,""hwm"":256,""cap"":256,""dropped"":165,""dropped_total"":2524,""crc_err"":0,""crc_err_total"":0,""rate1"":434,""rate2"":419,""prod1"":435,""prod2"":431,""sma_state"":0,""m7_us"":26957042,""m4_us"":24389100,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783536840.229596,703492.609000,"{""t_ms"":28927,""hwm"":256,""cap"":256,""dropped"":168,""dropped_total"":2692,""crc_err"":0,""crc_err_total"":0,""rate1"":426,""rate2"":424,""prod1"":430,""prod2"":434,""sma_state"":0,""m7_us"":28048162,""m4_us"":25477815,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783536841.301244,703493.687000,"{""t_ms"":29979,""hwm"":256,""cap"":256,""dropped"":166,""dropped_total"":2858,""crc_err"":0,""crc_err_total"":0,""rate1"":426,""rate2"":424,""prod1"":433,""prod2"":431,""sma_state"":0,""m7_us"":29138687,""m4_us"":26570588,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783536842.385383,703494.765000,"{""t_ms"":31031,""hwm"":256,""cap"":256,""dropped"":168,""dropped_total"":3026,""crc_err"":0,""crc_err_total"":0,""rate1"":426,""rate2"":424,""prod1"":436,""prod2"":428,""sma_state"":0,""m7_us"":30229782,""m4_us"":27662339,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783536843.485666,703495.859000,"{""t_ms"":32084,""hwm"":256,""cap"":256,""dropped"":168,""dropped_total"":3194,""crc_err"":0,""crc_err_total"":0,""rate1"":428,""rate2"":422,""prod1"":433,""prod2"":431,""sma_state"":0,""m7_us"":31321742,""m4_us"":28753175,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783536844.580336,703496.953000,"{""t_ms"":33138,""hwm"":256,""cap"":256,""dropped"":169,""dropped_total"":3363,""crc_err"":0,""crc_err_total"":0,""rate1"":425,""rate2"":424,""prod1"":424,""prod2"":439,""sma_state"":0,""m7_us"":32414994,""m4_us"":29843955,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
