host_timestamp_s,monotonic_s,fields_json
1784150674.200835,60553.343000,"{""t_ms"":622135,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":20857,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":643680026,""m4_us"":641411681,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":17,""loop_us_max"":3070,""loop_hz"":58823,""cycle_log_ms"":1,""n_cycle"":4}"
1784150675.251876,60554.406000,"{""t_ms"":623135,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":20857,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":644717730,""m4_us"":642449588,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":17,""loop_us_max"":3089,""loop_hz"":58823,""cycle_log_ms"":1,""n_cycle"":4}"
1784150676.317518,60555.468000,"{""t_ms"":624135,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":20857,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":645755599,""m4_us"":643487492,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":17,""loop_us_max"":2944,""loop_hz"":58823,""cycle_log_ms"":1,""n_cycle"":4}"
1784150677.319925,60556.468000,"{""t_ms"":625135,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":20857,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":646793614,""m4_us"":644525373,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":17,""loop_us_max"":3014,""loop_hz"":58823,""cycle_log_ms"":1,""n_cycle"":4}"
1784150678.369454,60557.515000,"{""t_ms"":626135,""hwm"":4,""cap"":256,""dropped"":0,""dropped_total"":20857,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":647831361,""m4_us"":645563284,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":19,""loop_us_max"":4029,""loop_hz"":52631,""cycle_log_ms"":1,""n_cycle"":4}"
1784150679.391063,60558.531000,"{""t_ms"":627135,""hwm"":4,""cap"":256,""dropped"":0,""dropped_total"":20857,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":648869374,""m4_us"":646601213,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":20,""loop_us_max"":4493,""loop_hz"":50000,""cycle_log_ms"":1,""n_cycle"":4}"
1784150680.450606,60559.593000,"{""t_ms"":628135,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":20857,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":649907223,""m4_us"":647639133,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":19,""loop_us_max"":2957,""loop_hz"":52631,""cycle_log_ms"":1,""n_cycle"":4}"
1784150681.470060,60560.625000,"{""t_ms"":629135,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":20857,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":650945134,""m4_us"":648677044,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":19,""loop_us_max"":2821,""loop_hz"":52631,""cycle_log_ms"":1,""n_cycle"":4}"
1784150682.516271,60561.656000,"{""t_ms"":630135,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":20857,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":651983086,""m4_us"":649714938,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":19,""loop_us_max"":2833,""loop_hz"":52631,""cycle_log_ms"":1,""n_cycle"":4}"
1784150683.535572,60562.687000,"{""t_ms"":631135,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":20857,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":653020838,""m4_us"":650752775,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":19,""loop_us_max"":2884,""loop_hz"":52631,""cycle_log_ms"":1,""n_cycle"":4}"
