cycle,t_s,dur_ms,i_mA,u_V,R_est,dx_um,dF_mN
1,5.033296,256.1120000000017,407.3819375,1.8056848984374998,nan,-144.94396352522926,-4.9289841551319
2,36.088829999999994,308.61200000001077,1192.4850933333332,4.946838786666667,5.837576646666666,19.624269384188665,164.42144028593214
3,67.35325,308.62199999999973,1187.672746710526,4.9392195197368425,5.832158144736842,1.4302097818836046,-0.19155172582782143
