cycle,t_s,dur_ms,i_mA,u_V,R_est,dx_um,dF_mN
1,4.9162919999999986,307.6250000000016,663.4151063122924,2.355384920265781,3.5788438372093028,-112.39734024120389,-9.837903330598891
2,36.184202,308.6200000000048,655.7168803986712,2.366856229235881,3.647322588039867,-127.02435388941103,-10.552671952744504
