host_timestamp_s,monotonic_s,position_mm
1782848330.707114,14995.859000,67.999967
1782848330.727681,14995.875000,67.999967
1782848330.748121,14995.890000,67.999967
1782848330.768355,14995.906000,67.999967
1782848330.789463,14995.937000,67.999967
1782848330.809816,14995.953000,67.999967
1782848330.830021,14995.968000,67.999967
1782848330.850490,14996.000000,67.999967
1782848330.870594,14996.015000,67.999967
1782848330.890772,14996.031000,67.999967
1782848330.911049,14996.062000,67.999967
1782848330.931304,14996.078000,67.999967
1782848330.952012,14996.093000,67.999967
1782848330.972412,14996.125000,67.999967
1782848330.992723,14996.140000,67.999967
1782848331.013426,14996.156000,67.999967
1782848331.038140,14996.187000,67.999967
1782848331.058509,14996.203000,67.999967
1782848331.078907,14996.218000,67.999967
1782848331.099055,14996.250000,67.999967
1782848331.119212,14996.265000,67.999967
1782848331.139262,14996.281000,67.999967
1782848331.159758,14996.312000,67.999967
1782848331.180046,14996.328000,67.999967
1782848331.200093,14996.343000,67.999967
1782848331.220564,14996.359000,67.999967
1782848331.240784,14996.390000,67.999967
1782848331.261029,14996.406000,67.999967
1782848331.281243,14996.421000,67.999967
1782848331.301617,14996.453000,67.999967
1782848331.321950,14996.468000,67.999967
1782848331.342942,14996.484000,67.999967
1782848331.363364,14996.515000,67.999967
1782848331.383853,14996.531000,67.999967
1782848331.404511,14996.546000,67.999967
1782848331.424565,14996.562000,67.999967
1782848331.445956,14996.593000,67.999967
1782848331.466781,14996.609000,67.999967
1782848331.486851,14996.625000,67.999967
1782848331.507269,14996.656000,67.999967
1782848331.528201,14996.671000,67.999967
1782848331.548441,14996.687000,67.999967
1782848331.568748,14996.718000,67.999967
1782848331.588935,14996.734000,67.999967
1782848331.609610,14996.750000,67.999967
1782848331.630100,14996.781000,67.999967
1782848331.651027,14996.796000,67.999967
1782848331.671701,14996.812000,67.999967
1782848331.691908,14996.843000,67.999967
1782848331.712073,14996.859000,67.999967
1782848331.732455,14996.875000,67.999967
1782848331.752716,14996.890000,67.999967
1782848331.772839,14996.921000,67.999967
1782848331.793921,14996.937000,67.999967
1782848331.814073,14996.953000,67.999967
1782848331.835789,14996.984000,67.999967
1782848331.856549,14997.000000,67.999967
1782848331.876772,14997.015000,67.999967
1782848331.897889,14997.046000,67.999967
1782848331.918770,14997.062000,67.999967
1782848331.938951,14997.078000,67.999967
1782848331.959188,14997.109000,67.999967
1782848331.979687,14997.125000,67.999967
1782848332.000227,14997.140000,67.999967
1782848332.020447,14997.171000,67.999967
1782848332.040610,14997.187000,67.999967
1782848332.061169,14997.203000,67.999967
1782848332.081692,14997.234000,67.999967
1782848332.102529,14997.250000,67.999967
1782848332.122891,14997.265000,67.999967
1782848332.144323,14997.296000,67.999967
1782848332.164507,14997.312000,67.999967
1782848332.184925,14997.328000,67.999967
1782848332.205410,14997.343000,67.999967
1782848332.225760,14997.375000,67.999967
1782848332.245829,14997.390000,67.999967
1782848332.266319,14997.406000,67.999967
1782848332.287094,14997.437000,67.999967
1782848332.307446,14997.453000,67.999967
1782848332.328722,14997.468000,67.999967
1782848332.349220,14997.500000,67.999967
1782848332.369481,14997.515000,67.999967
1782848332.389626,14997.531000,67.999967
1782848332.410503,14997.562000,67.999967
1782848332.430614,14997.578000,67.999967
1782848332.451023,14997.593000,67.999967
1782848332.471546,14997.609000,67.999967
1782848332.492033,14997.640000,67.999967
1782848332.513903,14997.656000,67.999967
1782848332.534483,14997.671000,67.999967
1782848332.554713,14997.703000,67.999967
1782848332.575956,14997.718000,67.999967
1782848332.596680,14997.734000,67.999967
1782848332.617190,14997.765000,67.999967
1782848332.637415,14997.781000,67.999967
1782848332.658300,14997.796000,67.999967
1782848332.678825,14997.828000,67.999967
1782848332.699311,14997.843000,67.999967
1782848332.719790,14997.859000,67.999967
1782848332.740244,14997.890000,67.999967
1782848332.760556,14997.906000,67.999967
1782848332.781294,14997.921000,67.999967
1782848332.801512,14997.953000,67.999967
1782848332.821672,14997.968000,67.999967
1782848332.842554,14997.984000,67.999967
1782848332.862625,14998.000000,67.999967
1782848332.884706,14998.031000,67.999967
1782848332.905039,14998.046000,67.999967
1782848332.925552,14998.078000,67.999967
1782848332.945961,14998.093000,67.999967
1782848332.966463,14998.109000,67.999967
1782848332.986687,14998.125000,67.999967
1782848333.007908,14998.156000,67.999967
1782848333.028612,14998.171000,67.999967
1782848333.048693,14998.187000,67.999967
1782848333.068890,14998.218000,67.999967
1782848333.089336,14998.234000,67.999967
1782848333.109565,14998.250000,67.999967
1782848333.129779,14998.281000,67.999967
1782848333.150603,14998.296000,67.999967
1782848333.170814,14998.312000,67.999967
1782848333.190971,14998.343000,67.999967
1782848333.211122,14998.359000,67.999967
1782848333.231371,14998.375000,67.999967
1782848333.251665,14998.390000,67.999967
1782848333.271921,14998.421000,67.999967
1782848333.292125,14998.437000,67.999967
1782848333.312314,14998.453000,67.999967
1782848333.332661,14998.484000,67.999967
1782848333.352846,14998.500000,67.999967
1782848333.372965,14998.515000,67.999967
1782848333.393416,14998.531000,67.999967
1782848333.413886,14998.562000,67.999967
1782848333.434313,14998.578000,67.999967
1782848333.454912,14998.593000,67.999967
1782848333.475386,14998.625000,67.999967
1782848333.495970,14998.640000,67.999967
1782848333.516321,14998.656000,67.999967
1782848333.536596,14998.687000,67.999967
1782848333.556725,14998.703000,67.999967
1782848333.577718,14998.718000,67.999967
1782848333.598189,14998.750000,67.999967
1782848333.618900,14998.765000,67.999967
1782848333.639129,14998.781000,67.999967
1782848333.682619,14998.828000,67.999967
1782848333.703174,14998.843000,67.999967
1782848333.726163,14998.875000,67.999967
1782848333.747088,14998.890000,67.999967
1782848333.767314,14998.906000,67.999967
1782848333.787516,14998.937000,67.999967
