host_timestamp_s,monotonic_s,firmware_timestamp_us,src,channel,value,raw_code,hw_us,seq
1782487332.413556,211564.015000,5958000,1,laser,1.48092400,636052019,6018841,802
1782487332.419333,211564.015000,5958000,2,load,-0.05384700,-90340,6018841,801
1782487332.421470,211564.015000,5960000,1,laser,1.48079100,635995023,6021336,803
1782487332.422632,211564.015000,5960000,2,load,-0.04716500,-79130,6021336,802
1782487332.423262,211564.015000,5963000,1,laser,1.48042300,635836865,6023830,804
1782487332.424269,211564.015000,5963000,2,load,-0.05077100,-85180,6023830,803
1782487332.424269,211564.015000,5965000,1,laser,1.48111500,636134159,6026325,805
1782487332.425270,211564.015000,5965000,2,load,-0.04499000,-75480,6026325,804
1782487332.427186,211564.015000,5968000,1,laser,1.48070300,635957130,6028821,806
1782487332.427733,211564.015000,5968000,2,load,-0.04205700,-70560,6028821,805
1782487332.427733,211564.015000,5970000,1,laser,1.48163800,636358576,6031314,807
1782487332.428740,211564.031000,5970000,2,load,-0.04330900,-72660,6031314,806
1782487332.428740,211564.031000,5973000,1,laser,1.48179700,636427132,6033810,808
1782487332.429740,211564.031000,5973000,2,load,-0.05359600,-89920,6033810,807
1782487332.430739,211564.031000,5975000,1,laser,1.47955400,635463524,6036304,809
1782487332.430739,211564.031000,5975000,2,load,-0.04573500,-76730,6036304,808
1782487332.430739,211564.031000,4713000,1,laser,1.48014600,635717971,4761504,298
1782487332.432245,211564.031000,4713000,2,load,-0.04853000,-81420,4761504,297
1782487332.433252,211564.031000,4716000,1,laser,1.48077000,635985699,4763999,299
1782487332.433252,211564.031000,4716000,2,load,-0.04525800,-75930,4763999,298
1782487332.434252,211564.031000,4718000,1,laser,1.48052200,635879572,4766492,300
1782487332.434252,211564.031000,4718000,2,load,-0.05252400,-88120,4766492,299
1782487332.434252,211564.031000,4721000,1,laser,1.48042100,635835812,4768988,301
1782487332.435254,211564.031000,4721000,2,load,-0.04733800,-79420,4768988,300
1782487332.436252,211564.031000,4723000,1,laser,1.48132800,636225656,4771481,302
1782487332.436252,211564.031000,4723000,2,load,-0.05550400,-93120,4771481,301
1782487332.437252,211564.031000,4726000,1,laser,1.48005300,635677799,4773977,303
1782487332.437758,211564.031000,4726000,2,load,-0.05499100,-92260,4773977,302
1782487332.438398,211564.031000,4728000,1,laser,1.47946800,635426835,4776470,304
1782487332.438954,211564.031000,4728000,2,load,-0.04924500,-82620,4776470,303
1782487332.440456,211564.031000,4731000,1,laser,1.48028000,635775216,4778966,305
1782487332.441513,211564.031000,4731000,2,load,-0.04339800,-72810,4778966,304
1782487332.442562,211564.031000,4733000,1,laser,1.48011400,635704069,4781461,306
1782487332.443638,211564.046000,4733000,2,load,-0.04814300,-80770,4781461,305
1782487332.444689,211564.046000,4735000,1,laser,1.48097100,636072080,4783956,307
1782487332.445744,211564.046000,4735000,2,load,-0.04819600,-80860,4783956,306
1782487332.446791,211564.046000,4738000,1,laser,1.48259500,636769875,4786450,308
1782487332.447829,211564.046000,4738000,2,load,-0.04789800,-80360,4786450,307
1782487332.448882,211564.046000,4740000,1,laser,1.48066400,635940393,4788950,309
1782487332.449414,211564.046000,4740000,2,load,-0.04186000,-70230,4788950,308
1782487332.450419,211564.046000,4743000,1,laser,1.47839200,634964607,4791439,310
1782487332.451419,211564.046000,4743000,2,load,-0.04577600,-76800,4791439,309
1782487332.452419,211564.046000,4745000,1,laser,1.47960800,635486827,4793935,311
1782487332.453541,211564.046000,4745000,2,load,-0.03902900,-65480,4793935,310
1782487332.454105,211564.046000,4748000,1,laser,1.48015000,635719643,4796429,312
1782487332.456110,211564.046000,4748000,2,load,-0.04426200,-74260,4796429,311
1782487332.456110,211564.046000,4750000,1,laser,1.48148400,636292756,4798923,313
1782487332.458604,211564.046000,4750000,2,load,-0.04857200,-81490,4798923,312
1782487332.459111,211564.046000,4753000,1,laser,1.48213900,636574000,4801417,314
1782487332.459642,211564.062000,4753000,2,load,-0.04651000,-78030,4801417,313
1782487332.460648,211564.062000,4755000,1,laser,1.48017500,635730130,4803913,315
1782487332.473689,211564.062000,4755000,2,load,-0.03922000,-65800,4803913,314
1782487332.476234,211564.078000,4758000,1,laser,1.47878400,635133006,4806406,316
1782487332.476765,211564.078000,4758000,2,load,-0.03899900,-65430,4806406,315
1782487332.477294,211564.078000,4760000,1,laser,1.48011700,635705592,4808902,317
1782487332.477821,211564.078000,4760000,2,load,-0.04746300,-79630,4808902,316
1782487332.477821,211564.078000,4763000,2,load,-0.04440500,-74500,4811398,317
1782487332.478346,211564.078000,4765000,1,laser,1.48078400,635991974,4813890,319
1782487332.478874,211564.078000,4765000,2,load,-0.04777300,-80150,4813890,318
1782487332.479398,211564.078000,4768000,1,laser,1.48165600,636366442,4816386,320
1782487332.479398,211564.078000,4768000,2,load,-0.04876300,-81810,4816386,319
1782487332.479926,211564.078000,4770000,1,laser,1.47998700,635649436,4818880,321
1782487332.480447,211564.078000,4770000,2,load,-0.04610400,-77350,4818880,320
1782487332.480958,211564.078000,4772000,1,laser,1.47964500,635502899,4821375,322
1782487332.481492,211564.078000,4772000,2,load,-0.04103800,-68850,4821375,321
1782487332.481492,211564.078000,4775000,1,laser,1.48042300,635836748,4823871,323
1782487332.482018,211564.078000,4775000,2,load,-0.04813700,-80760,4823871,322
1782487332.482542,211564.078000,4777000,1,laser,1.48106900,636114142,4826366,324
1782487332.483067,211564.078000,4777000,2,load,-0.05372200,-90130,4826366,323
1782487332.483067,211564.078000,4780000,1,laser,1.47999400,635652400,4828860,325
1782487332.483658,211564.078000,4780000,2,load,-0.05025900,-84320,4828860,324
1782487332.484185,211564.078000,4782000,1,laser,1.48113700,636143361,4831354,326
1782487332.484711,211564.078000,4782000,2,load,-0.04565700,-76600,4831354,325
1782487332.484711,211564.078000,4785000,1,laser,1.48141900,636264447,4833849,327
1782487332.485237,211564.078000,4785000,2,load,-0.05106900,-85680,4833849,326
1782487332.485772,211564.078000,4787000,1,laser,1.48052100,635879084,4836343,328
1782487332.486780,211564.078000,4787000,2,load,-0.05070600,-85070,4836343,327
1782487332.488014,211564.078000,4790000,1,laser,1.48018600,635735138,4838838,329
1782487332.489062,211564.078000,4790000,2,load,-0.05075300,-85150,4838838,328
1782487332.490129,211564.078000,4792000,1,laser,1.48141100,636261147,4841333,330
1782487332.491182,211564.093000,4792000,2,load,-0.04840500,-81210,4841333,329
1782487332.492232,211564.093000,4795000,1,laser,1.48070400,635957647,4843827,331
1782487332.493269,211564.093000,4795000,2,load,-0.05049100,-84710,4843827,330
1782487332.493793,211564.093000,4797000,1,laser,1.48146200,636283274,4846322,332
1782487332.494868,211564.093000,4797000,2,load,-0.04941200,-82900,4846322,331
1782487332.495920,211564.093000,4800000,1,laser,1.48016800,635727469,4848816,333
1782487332.496969,211564.093000,4800000,2,load,-0.05490200,-92110,4848816,332
1782487332.498019,211564.093000,4802000,1,laser,1.47910400,635270164,4851311,334
1782487332.499136,211564.093000,4802000,2,load,-0.05040800,-84570,4851311,333
1782487332.500200,211564.093000,4805000,1,laser,1.47941200,635402755,4853807,335
1782487332.501238,211564.093000,4805000,2,load,-0.04499000,-75480,4853807,334
1782487332.502242,211564.093000,4807000,1,laser,1.48147200,636287241,4856301,336
1782487332.503242,211564.093000,4807000,2,load,-0.03579900,-60060,4856301,335
1782487332.504242,211564.093000,4810000,1,laser,1.48105000,636106177,4858796,337
1782487332.505242,211564.093000,4810000,2,load,-0.04766000,-79960,4858796,336
1782487332.506242,211564.109000,4812000,1,laser,1.48206900,636543848,4861290,338
1782487332.507065,211564.109000,4812000,2,load,-0.05267300,-88370,4861290,337
1782487332.508121,211564.109000,4814000,1,laser,1.48170900,636389189,4863786,339
1782487332.509173,211564.109000,4814000,2,load,-0.05134900,-86150,4863786,338
1782487332.510218,211564.109000,4817000,1,laser,1.47970300,635527637,4866281,340
1782487332.511261,211564.109000,4817000,2,load,-0.04630700,-77690,4866281,339
1782487332.512309,211564.109000,4819000,1,laser,1.47909700,635267237,4868776,341
1782487332.513359,211564.109000,4819000,2,load,-0.04631300,-77700,4868776,340
1782487332.514460,211564.109000,4822000,1,laser,1.48099400,636081833,4871270,342
1782487332.515512,211564.109000,4822000,2,load,-0.04554400,-76410,4871270,341
1782487332.516036,211564.109000,4824000,1,laser,1.48137000,636243576,4873765,343
1782487332.517079,211564.109000,4824000,2,load,-0.04925700,-82640,4873765,342
1782487332.517603,211564.109000,4827000,1,laser,1.48137300,636245001,4876258,344
1782487332.518608,211564.109000,4827000,2,load,-0.05094400,-85470,4876258,343
1782487332.519608,211564.109000,4829000,1,laser,1.48085100,636020815,4878753,345
1782487332.520607,211564.109000,4829000,2,load,-0.05298900,-88900,4878753,344
1782487332.521607,211564.109000,4832000,1,laser,1.47938300,635390335,4881250,346
1782487332.523073,211564.125000,4832000,2,load,-0.04469200,-74980,4881250,345
1782487332.523598,211564.125000,4834000,1,laser,1.47904600,635245639,4883743,347
1782487332.524603,211564.125000,4834000,2,load,-0.04254000,-71370,4883743,346
1782487332.525602,211564.125000,4837000,1,laser,1.48041200,635831932,4886239,348
1782487332.526602,211564.125000,4837000,2,load,-0.04147300,-69580,4886239,347
1782487332.527602,211564.125000,4839000,1,laser,1.48032100,635793097,4888732,349
1782487332.528602,211564.125000,4839000,2,load,-0.05154600,-86480,4888732,348
1782487332.530604,211564.125000,4842000,1,laser,1.48128200,636205901,4891228,350
1782487332.544939,211564.140000,4844000,1,laser,1.48102100,636093539,4893721,351
1782487332.545649,211564.140000,4844000,2,load,-0.04875100,-81790,4893721,350
1782487332.547791,211564.140000,4847000,1,laser,1.47939200,635393877,4896217,352
1782487332.548332,211564.140000,4847000,2,load,-0.04724900,-79270,4896217,351
