host_timestamp_s,monotonic_s,kind,detail
1782487184.483534,211416.078000,session,start console_20260626_111943
1782487198.574414,211430.171000,warn,"LCR startup: worker error RuntimeError('Could not connect to Keysight E4980 LCR meter. Check USB/LAN cable, instrument power, and VISA backend.')"
1782487216.567097,211448.156000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1782487218.558539,211450.156000,warn,LCR silent 3.0s — no new samples (auxiliary; other instruments still recording)
1782487218.558539,211450.156000,disarm,disarm
1782487218.625619,211450.218000,disarm,disarm
1782487218.721576,211450.312000,disarm,disarm
1782487218.747072,211450.343000,disarm,disarm
1782487218.811572,211450.406000,disarm,disarm
1782487218.874269,211450.468000,disarm,disarm
1782487218.933735,211450.531000,disarm,disarm
1782487218.994285,211450.593000,disarm,disarm
1782487219.060496,211450.656000,disarm,disarm
1782487219.122420,211450.718000,disarm,disarm
1782487219.184238,211450.781000,disarm,disarm
1782487219.245497,211450.843000,disarm,disarm
1782487219.307518,211450.906000,disarm,disarm
1782487219.369778,211450.968000,disarm,disarm
1782487219.432332,211451.031000,disarm,disarm
1782487219.493980,211451.093000,disarm,disarm
1782487219.555126,211451.156000,disarm,disarm
1782487219.631446,211451.234000,disarm,disarm
1782487219.694072,211451.296000,disarm,disarm
1782487219.751676,211451.343000,disarm,disarm
1782487219.815822,211451.406000,disarm,disarm
1782487219.871340,211451.468000,disarm,disarm
1782487219.931276,211451.531000,disarm,disarm
1782487219.998574,211451.593000,disarm,disarm
1782487220.059179,211451.656000,disarm,disarm
1782487220.119068,211451.718000,disarm,disarm
1782487220.186881,211451.781000,disarm,disarm
1782487220.249859,211451.843000,disarm,disarm
1782487220.310594,211451.906000,disarm,disarm
1782487220.372905,211451.968000,disarm,disarm
1782487220.435278,211452.031000,disarm,disarm
1782487220.496227,211452.093000,disarm,disarm
1782487220.559450,211452.156000,warn,LCR silent 5.0s — no new samples (auxiliary; other instruments still recording)
1782487220.559980,211452.156000,disarm,disarm
1782487220.621277,211452.218000,disarm,disarm
1782487220.682506,211452.281000,disarm,disarm
1782487220.745853,211452.343000,disarm,disarm
1782487220.805785,211452.406000,disarm,disarm
1782487225.246139,211456.843000,error,send failed 'disarm': Write timeout
1782487225.274880,211456.875000,warn,LCR silent 9.7s — no new samples (auxiliary; other instruments still recording)
1782487225.276389,211456.875000,disarm,disarm
1782487225.328456,211456.921000,disarm,disarm
1782487225.386026,211456.984000,disarm,disarm
1782487225.453007,211457.046000,disarm,disarm
1782487225.514943,211457.109000,disarm,disarm
1782487225.578080,211457.171000,disarm,disarm
1782487225.638742,211457.234000,disarm,disarm
1782487225.702018,211457.296000,disarm,disarm
1782487225.764290,211457.359000,disarm,disarm
1782487225.825444,211457.421000,disarm,disarm
1782487225.887375,211457.484000,disarm,disarm
1782487225.950259,211457.546000,disarm,disarm
1782487226.012134,211457.609000,disarm,disarm
1782487226.072623,211457.671000,disarm,disarm
1782487226.133884,211457.734000,disarm,disarm
1782487226.196710,211457.796000,disarm,disarm
1782487226.258691,211457.859000,disarm,disarm
1782487226.320267,211457.921000,disarm,disarm
1782487226.396456,211457.984000,disarm,disarm
1782487226.447744,211458.046000,disarm,disarm
1782487226.509266,211458.109000,disarm,disarm
1782487226.583333,211458.171000,disarm,disarm
1782487226.645306,211458.234000,disarm,disarm
1782487226.707704,211458.296000,disarm,disarm
1782487226.769712,211458.359000,disarm,disarm
1782487226.831882,211458.421000,disarm,disarm
1782487226.893965,211458.484000,disarm,disarm
1782487226.956435,211458.546000,disarm,disarm
1782487227.018415,211458.609000,disarm,disarm
1782487227.079659,211458.671000,disarm,disarm
1782487227.139649,211458.734000,disarm,disarm
1782487227.203929,211458.796000,disarm,disarm
1782487227.265356,211458.859000,disarm,disarm
1782487227.327906,211458.921000,warn,LCR silent 11.8s — no new samples (auxiliary; other instruments still recording)
1782487227.328440,211458.921000,disarm,disarm
1782487227.389626,211458.984000,disarm,disarm
1782487227.451711,211459.046000,disarm,disarm
1782487227.508422,211459.109000,disarm,disarm
1782487227.575052,211459.171000,disarm,disarm
1782487227.637083,211459.234000,disarm,disarm
1782487227.698132,211459.296000,disarm,disarm
1782487227.759327,211459.359000,disarm,disarm
1782487227.820212,211459.421000,disarm,disarm
1782487227.897072,211459.500000,disarm,disarm
1782487227.959277,211459.562000,disarm,disarm
1782487228.021437,211459.609000,disarm,disarm
1782487228.083640,211459.671000,disarm,disarm
1782487228.136345,211459.734000,disarm,disarm
1782487228.197163,211459.796000,disarm,disarm
1782487228.264731,211459.859000,disarm,disarm
1782487228.324914,211459.921000,disarm,disarm
1782487228.393836,211459.984000,disarm,disarm
1782487228.454621,211460.046000,disarm,disarm
1782487228.509813,211460.109000,disarm,disarm
1782487228.579905,211460.171000,disarm,disarm
1782487228.641892,211460.234000,disarm,disarm
1782487228.703651,211460.296000,disarm,disarm
1782487228.765705,211460.359000,disarm,disarm
1782487228.827866,211460.421000,disarm,disarm
1782487228.889535,211460.484000,disarm,disarm
1782487228.950630,211460.546000,disarm,disarm
1782487229.013369,211460.609000,disarm,disarm
1782487229.074272,211460.671000,disarm,disarm
1782487229.136793,211460.734000,disarm,disarm
1782487229.199342,211460.796000,disarm,disarm
1782487229.261332,211460.859000,disarm,disarm
1782487229.321677,211460.921000,warn,LCR silent 13.8s — no new samples (auxiliary; other instruments still recording)
1782487229.321677,211460.921000,disarm,disarm
1782487229.387275,211460.984000,disarm,disarm
1782487229.448636,211461.046000,disarm,disarm
1782487229.509629,211461.109000,disarm,disarm
