host_timestamp_s,monotonic_s,fields_json
1782487333.178384,211564.781000,"{""t_ms"":105390,""hwm"":0,""cap"":1024,""dropped"":4294966504,""dropped_total"":1554,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":504,""rate2"":499,""rate_other"":17,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":121759,""m7_us"":107154893,""m4_us"":104892109,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782487334.232820,211565.828000,"{""t_ms"":106397,""hwm"":0,""cap"":1024,""dropped"":24,""dropped_total"":1578,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":503,""rate2"":496,""rate_other"":16,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":121744,""m7_us"":108197701,""m4_us"":105934902,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782487335.259905,211566.859000,"{""t_ms"":107399,""hwm"":0,""cap"":1024,""dropped"":832,""dropped_total"":2410,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":505,""rate2"":499,""rate_other"":16,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":121904,""m7_us"":109236457,""m4_us"":106973710,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782487336.320458,211567.921000,"{""t_ms"":108417,""hwm"":0,""cap"":1024,""dropped"":4294966517,""dropped_total"":1631,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":498,""rate2"":490,""rate_other"":17,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":121655,""m7_us"":110290365,""m4_us"":108027621,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782487337.350743,211568.953000,"{""t_ms"":109418,""hwm"":0,""cap"":1024,""dropped"":831,""dropped_total"":2462,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":506,""rate2"":499,""rate_other"":16,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":121876,""m7_us"":111327513,""m4_us"":109064767,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782487338.389320,211569.984000,"{""t_ms"":110421,""hwm"":0,""cap"":1024,""dropped"":4294966505,""dropped_total"":1671,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":505,""rate2"":499,""rate_other"":15,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":121643,""m7_us"":112365818,""m4_us"":110103072,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782487339.501294,211571.093000,"{""t_ms"":111482,""hwm"":0,""cap"":1024,""dropped"":69,""dropped_total"":1740,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":508,""rate2"":501,""rate_other"":16,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":121893,""m7_us"":113465488,""m4_us"":111202741,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782487340.523468,211572.125000,"{""t_ms"":112482,""hwm"":0,""cap"":1024,""dropped"":830,""dropped_total"":2570,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":507,""rate2"":500,""rate_other"":17,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":121693,""m7_us"":114500686,""m4_us"":112237937,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782487341.627947,211573.218000,"{""t_ms"":113543,""hwm"":0,""cap"":1024,""dropped"":4294966554,""dropped_total"":1828,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":508,""rate2"":501,""rate_other"":16,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":121756,""m7_us"":115599789,""m4_us"":113336653,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782487342.662295,211574.265000,"{""t_ms"":114546,""hwm"":0,""cap"":1024,""dropped"":20,""dropped_total"":1848,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":505,""rate2"":499,""rate_other"":15,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":121756,""m7_us"":116638795,""m4_us"":114376046,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
