frame_idx,host_timestamp_s,monotonic_s,cycle_idx,mode,rel_path,laser_mm
0,1783534343.225399,700995.500000,0,snap,snapshots/cyc00_700995500.jpg,-3.9905
1,1783534343.231642,700995.500000,0,fast,cycle_00/000000.jpg,-3.9905
2,1783534343.320222,700995.609000,0,fast,cycle_00/000001.jpg,-3.9905
3,1783534343.432369,700995.703000,0,fast,cycle_00/000002.jpg,-3.9906
4,1783534343.530636,700995.812000,0,fast,cycle_00/000003.jpg,-3.9906
5,1783534343.624681,700995.906000,0,fast,cycle_00/000004.jpg,-3.9906
6,1783534343.736716,700996.000000,0,fast,cycle_00/000005.jpg,-3.9904
7,1783534343.835818,700996.125000,0,fast,cycle_00/000006.jpg,-3.9904
8,1783534343.928453,700996.218000,0,fast,cycle_00/000007.jpg,-3.9904
9,1783534344.025540,700996.312000,0,fast,cycle_00/000008.jpg,-3.9905
10,1783534344.141156,700996.406000,0,fast,cycle_00/000009.jpg,-3.9904
11,1783534344.232460,700996.515000,0,fast,cycle_00/000010.jpg,-3.9905
12,1783534344.331456,700996.609000,0,fast,cycle_00/000011.jpg,-3.9904
13,1783534344.424532,700996.718000,0,fast,cycle_00/000012.jpg,-3.9905
14,1783534344.536286,700996.812000,0,fast,cycle_00/000013.jpg,-3.9905
15,1783534344.631145,700996.921000,0,fast,cycle_00/000014.jpg,-3.9907
16,1783534344.728004,700997.015000,0,fast,cycle_00/000015.jpg,-3.9906
17,1783534344.824744,700997.109000,0,fast,cycle_00/000016.jpg,-3.9907
18,1783534344.939973,700997.203000,0,fast,cycle_00/000017.jpg,-3.9907
19,1783534345.036061,700997.328000,0,fast,cycle_00/000018.jpg,-3.9906
20,1783534345.127757,700997.421000,0,fast,cycle_00/000019.jpg,-3.9905
21,1783534345.227828,700997.515000,0,fast,cycle_00/000020.jpg,-3.9905
22,1783534345.338785,700997.609000,0,fast,cycle_00/000021.jpg,-3.9906
23,1783534345.432145,700997.718000,0,fast,cycle_00/000022.jpg,-3.9906
24,1783534345.531367,700997.812000,0,fast,cycle_00/000023.jpg,-3.9906
25,1783534345.624593,700997.906000,0,fast,cycle_00/000024.jpg,-3.9906
26,1783534345.736470,700998.000000,0,fast,cycle_00/000025.jpg,-3.9906
27,1783534345.831994,700998.109000,0,fast,cycle_00/000026.jpg,-3.9905
28,1783534345.929104,700998.218000,0,fast,cycle_00/000027.jpg,-3.9905
29,1783534346.031430,700998.312000,0,fast,cycle_00/000028.jpg,-3.9905
30,1783534346.137341,700998.406000,0,fast,cycle_00/000029.jpg,-3.9904
31,1783534346.231996,700998.515000,0,fast,cycle_00/000030.jpg,-3.9905
32,1783534346.330409,700998.609000,0,fast,cycle_00/000031.jpg,-3.9905
33,1783534346.424408,700998.718000,0,fast,cycle_00/000032.jpg,-3.9905
