host_timestamp_s,monotonic_s,kind,detail
1783376975.286618,543631.281000,session,start console_20260706_182934
1783376992.966959,543648.953000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1783376994.965340,543650.953000,disarm,disarm
1783376995.026804,543651.015000,disarm,disarm
1783376995.083816,543651.078000,disarm,disarm
1783376995.148959,543651.140000,disarm,disarm
1783376995.207286,543651.203000,disarm,disarm
1783376995.271258,543651.265000,disarm,disarm
1783376995.333536,543651.328000,disarm,disarm
1783376995.394591,543651.390000,disarm,disarm
1783376995.457447,543651.453000,disarm,disarm
1783376995.534205,543651.531000,disarm,disarm
1783376995.582211,543651.578000,disarm,disarm
1783376995.656220,543651.640000,disarm,disarm
1783376995.717531,543651.703000,disarm,disarm
1783376995.777805,543651.765000,disarm,disarm
1783376995.841225,543651.828000,disarm,disarm
1783376995.902052,543651.890000,disarm,disarm
1783376995.963763,543651.953000,disarm,disarm
1783376996.024519,543652.015000,disarm,disarm
1783376996.084913,543652.078000,disarm,disarm
1783376996.146145,543652.140000,disarm,disarm
1783376996.207162,543652.203000,disarm,disarm
1783376996.284136,543652.281000,disarm,disarm
1783376996.345107,543652.328000,disarm,disarm
1783376996.407115,543652.390000,disarm,disarm
1783376996.468784,543652.453000,disarm,disarm
1783376996.530377,543652.515000,disarm,disarm
1783376996.592584,543652.578000,disarm,disarm
1783376996.653072,543652.640000,disarm,disarm
1783376996.715290,543652.703000,disarm,disarm
1783376996.776776,543652.765000,disarm,disarm
1783376996.838359,543652.828000,disarm,disarm
1783376996.898426,543652.890000,disarm,disarm
1783376996.959049,543652.953000,disarm,disarm
1783376997.020277,543653.015000,disarm,disarm
1783376997.081893,543653.078000,disarm,disarm
1783376997.145151,543653.140000,disarm,disarm
1783376997.219307,543653.203000,disarm,disarm
1783376997.281301,543653.265000,disarm,disarm
1783376997.341988,543653.328000,disarm,disarm
1783376997.400984,543653.390000,disarm,disarm
1783376997.461000,543653.453000,disarm,disarm
1783376997.520912,543653.515000,disarm,disarm
1783376997.589264,543653.578000,disarm,disarm
1783376997.650214,543653.640000,disarm,disarm
1783376997.706938,543653.703000,disarm,disarm
1783376997.770936,543653.765000,disarm,disarm
1783376997.834917,543653.828000,disarm,disarm
1783376997.895914,543653.890000,disarm,disarm
1783376997.957879,543653.953000,disarm,disarm
1783376998.023910,543654.015000,disarm,disarm
1783376998.084837,543654.078000,disarm,disarm
1783376998.150892,543654.140000,disarm,disarm
1783376998.211173,543654.203000,disarm,disarm
1783376998.270861,543654.265000,disarm,disarm
1783376998.339361,543654.328000,disarm,disarm
1783376998.398355,543654.390000,disarm,disarm
1783376998.458592,543654.453000,disarm,disarm
1783376998.525162,543654.515000,disarm,disarm
1783376998.585963,543654.578000,disarm,disarm
1783376998.645741,543654.640000,disarm,disarm
1783376998.709320,543654.703000,disarm,disarm
1783376998.771263,543654.765000,disarm,disarm
1783376998.840802,543654.828000,disarm,disarm
1783376998.908669,543654.890000,disarm,disarm
1783376998.968936,543654.953000,disarm,disarm
1783376999.043885,543655.031000,disarm,disarm
1783376999.048389,543655.031000,disarm,disarm
1783376999.216605,543655.203000,session,end complete
