cycle,t_s,dur_ms,i_mA,u_V,R_est,dx_um,dF_mN
1,4.915457,307.6289999999986,30.165798679867983,2.616148,4.024842999999999,-6.983197833862505,-1.4785449677677036
2,36.181774,308.6150000000032,31.82549504950495,2.616148,4.024842999999999,-7.839299966621184,-1.5363199075259217
