file,level_mA,heat_ms,cycle,bootstrap,railed,i_mA,dx_um,x_base_um,F_base_mN,dF_mN,clipped
c00_level_650mA_h300ms,650,300,1,1,0,649.44,430.65,-4402.62,201.325,34.196,0
c00_level_650mA_h300ms,650,300,2,0,0,645.65,435.23,-4362.54,204.315,34.964,0
c00_level_650mA_h300ms,650,300,3,0,0,650.06,462.70,-4328.53,207.095,36.357,0
c00_level_650mA_h300ms,650,300,4,0,0,661.42,467.32,-4351.21,205.154,36.374,0
c00_level_650mA_h300ms,650,300,5,0,0,643.83,479.19,-4325.87,207.254,36.429,0
