level_mA,heat_ms,cycle,bootstrap,cool_s,i_mA,u_V,R_ohm,cc_pct,dx_um,x_base_um,F_base_mN,dF_mN,clipped,railed,n_samples,sweep,run_type,i_low_mA,seeded
650,400,2,0,30.0,650.4450025252526,2.838707282828283,4.364254121113143,100.1,2095.395890637221,-3932.5908941970924,185.37324821776647,66.24393719757397,0,0,396,sweep_20260731_155129,map,0,1
650,400,3,0,30.0,651.2671928020566,2.837378964010283,4.356704890664843,100.2,2150.3650429906056,-3894.911609793764,186.71843162926055,67.97457130427992,0,0,389,sweep_20260731_155129,map,0,1
650,400,4,0,30.0,651.5790609137056,2.848369195431472,4.371486694856677,100.2,2174.9110575830878,-3873.7661956344805,187.265514820971,68.38456378920723,0,0,394,sweep_20260731_155129,map,0,1
650,400,5,0,30.0,650.823425257732,2.856241451030927,4.3886580294798545,100.1,2057.138062389464,-3905.0523213381866,186.29691662346892,64.77158984460723,0,0,388,sweep_20260731_155129,map,0,1
650,400,6,0,30.0,650.2755894206549,2.8569331460957175,4.39341902506447,100.0,1877.882962078263,-3977.1914821077603,183.78367043150374,59.66489418006782,0,0,397,sweep_20260731_155129,map,0,1
750,400,1,1,30.0,749.7675240506329,3.2651633949367085,4.3549010729307165,100.0,3319.9407936158914,-4154.782966664342,178.6122810165126,104.50860457527955,0,0,395,sweep_20260731_155129,map,0,1
750,400,2,0,30.0,751.0083535353534,3.2472514419191922,4.32385528953551,100.1,3682.5753410013203,-3916.1106780238965,185.59011020374078,116.13341306354185,0,0,396,sweep_20260731_155129,map,0,1
750,400,3,0,30.0,751.4155813953488,3.233353023255814,4.303015672434695,100.2,3449.725898199747,-3841.257756274263,188.08541517116635,107.79379993119628,0,0,387,sweep_20260731_155129,map,0,1
750,400,4,0,30.0,750.5285404040404,3.2470720227272722,4.326380474457693,100.1,3679.7007804643163,-3779.464390425611,190.319392857112,114.62660215476113,0,0,396,sweep_20260731_155129,map,0,1
750,400,5,0,30.0,750.5839567430025,3.23935231043257,4.315776111827705,100.1,3973.414023076451,-3758.223169463858,190.94680126108827,126.63723934706316,0,0,393,sweep_20260731_155129,map,0,1
750,400,6,0,30.0,750.5948852040817,3.2361365102040818,4.311428939892387,100.1,3555.7982794173495,-3809.97260254657,188.97512496075086,111.59202581020698,0,0,392,sweep_20260731_155129,map,0,1
850,400,1,1,30.0,850.3604351145037,3.6302635419847333,4.2690880150084904,100.0,6143.672652918534,-4151.050065883001,178.80993686150666,193.47652231388815,0,0,393,sweep_20260731_155129,map,0,1
