frame_idx,host_timestamp_s,monotonic_s,cycle_idx,mode,rel_path,laser_mm
0,1784146046.218816,55925.359000,0,snap,snapshots/cyc00_55925359.jpg,-4.9400
1,1784146046.224667,55925.359000,0,fast,cycle_00/000000.jpg,-4.9400
2,1784146046.252265,55925.390000,0,fast,cycle_00/000001.jpg,-4.9398
3,1784146046.287211,55925.421000,0,fast,cycle_00/000002.jpg,-4.9398
4,1784146046.319201,55925.453000,0,fast,cycle_00/000003.jpg,-4.9395
5,1784146046.345320,55925.484000,0,fast,cycle_00/000004.jpg,-4.9395
6,1784146046.369278,55925.515000,0,fast,cycle_00/000005.jpg,-4.9394
7,1784146046.412815,55925.546000,0,fast,cycle_00/000006.jpg,-4.9394
8,1784146046.439383,55925.578000,0,fast,cycle_00/000007.jpg,-4.9394
9,1784146046.468692,55925.609000,0,fast,cycle_00/000008.jpg,-4.9394
10,1784146046.493370,55925.640000,0,fast,cycle_00/000009.jpg,-4.9394
11,1784146046.527815,55925.671000,0,fast,cycle_00/000010.jpg,-4.9394
12,1784146046.555955,55925.703000,0,fast,cycle_00/000011.jpg,-4.9394
13,1784146046.597999,55925.734000,0,fast,cycle_00/000012.jpg,-4.9395
14,1784146046.631856,55925.765000,0,fast,cycle_00/000013.jpg,-4.9395
15,1784146046.658118,55925.796000,0,fast,cycle_00/000014.jpg,-4.9395
16,1784146046.692379,55925.828000,0,fast,cycle_00/000015.jpg,-4.9397
17,1784146046.724388,55925.859000,0,fast,cycle_00/000016.jpg,-4.9397
18,1784146046.753765,55925.890000,0,fast,cycle_00/000017.jpg,-4.9398
19,1784146046.778449,55925.921000,0,fast,cycle_00/000018.jpg,-4.9398
20,1784146046.840382,55925.968000,0,fast,cycle_00/000019.jpg,-4.9398
21,1784146046.868263,55926.000000,0,fast,cycle_00/000020.jpg,-4.9398
22,1784146046.895832,55926.031000,0,fast,cycle_00/000021.jpg,-4.9398
23,1784146046.923085,55926.062000,0,fast,cycle_00/000022.jpg,-4.9398
24,1784146046.969357,55926.093000,0,fast,cycle_00/000023.jpg,-4.9400
25,1784146046.987058,55926.125000,0,fast,cycle_00/000024.jpg,-4.9397
26,1784146047.015838,55926.156000,0,fast,cycle_00/000025.jpg,-4.9396
27,1784146047.040799,55926.187000,0,fast,cycle_00/000026.jpg,-4.9396
28,1784146047.081066,55926.218000,0,fast,cycle_00/000027.jpg,-4.9396
29,1784146047.108487,55926.250000,0,fast,cycle_00/000028.jpg,-4.9394
30,1784146047.135882,55926.281000,0,fast,cycle_00/000029.jpg,-4.9394
31,1784146047.179425,55926.312000,0,fast,cycle_00/000030.jpg,-4.9394
32,1784146048.167163,55927.312000,0,heartbeat,cycle_00/000031.jpg,-4.9391
33,1784146049.172737,55928.312000,0,heartbeat,cycle_00/000032.jpg,-4.9362
34,1784146049.677552,55928.812000,1,snap,snapshots/cyc01_55928812.jpg,-4.9356
35,1784146049.682889,55928.812000,1,fast,cycle_01/000000.jpg,-4.9356
36,1784146049.719014,55928.859000,1,fast,cycle_01/000001.jpg,-4.9352
37,1784146049.743405,55928.890000,1,fast,cycle_01/000002.jpg,-4.9352
