level_mA,heat_ms,cycle,bootstrap,i_mA,dx_um,x_base_um,baseline_V,peak_V,rise_V,clipped
750,400,1,1,756.71,1198.79,-4467.24,1.91819,2.74590,0.82770,0
750,400,2,0,751.75,1232.16,-4354.59,2.00891,2.82745,0.81854,0
750,400,3,0,759.40,1244.73,-4354.90,2.00633,2.82228,0.81595,0
750,400,4,0,755.57,1141.79,-4340.33,2.01745,2.76812,0.75067,0
