pass_index,sweep_index,direction,displacement_mm,stage_actual_mm,expected_force_mN,timestamp_us,voltage_V,raw_code,adc_source
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18210000,-0.03184800,-13678753,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18212000,-0.03184100,-13675617,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18214000,-0.03183300,-13672346,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18216000,-0.03185700,-13682359,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18218000,-0.03187700,-13691206,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18220000,-0.03187700,-13691206,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18222000,-0.03187500,-13690253,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18224000,-0.03186300,-13685208,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18226000,-0.03185500,-13681663,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18228000,-0.03184800,-13678407,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18230000,-0.03184800,-13678407,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18232000,-0.03184500,-13677202,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18234000,-0.03185900,-13683129,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18236000,-0.03187000,-13688004,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18238000,-0.03185800,-13683040,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18240000,-0.03185800,-13683040,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18242000,-0.03185200,-13680520,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18244000,-0.03186600,-13686149,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18246000,-0.03185000,-13679425,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18248000,-0.03185000,-13679344,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18250000,-0.03185200,-13680158,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18252000,-0.03185200,-13680158,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18254000,-0.03186300,-13684890,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18256000,-0.03186900,-13687818,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18258000,-0.03185300,-13680802,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18260000,-0.03184300,-13676490,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18262000,-0.03183600,-13673533,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18264000,-0.03183600,-13673533,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18266000,-0.03184000,-13675390,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18268000,-0.03185900,-13683479,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18270000,-0.03186900,-13687759,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18272000,-0.03186900,-13687759,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,18274000,-0.03185900,-13683165,1
