pass_index,sweep_index,direction,displacement_mm,stage_actual_mm,expected_force_mN,mean_V,std_V,n_samples,timestamp_start_us,timestamp_end_us,mean_V_adc2,std_V_adc2,n_samples_adc2
-1,-1,baseline_pre,0.000000,9.999960,0.0000,0.92081311,0.00039661,500,56208000,57206000,0.93004568,0.00043066,500
0,0,fwd,0.000000,9.999960,0.0000,0.92110182,0.00041005,500,60690000,61688000,0.93033868,0.00043889,500
0,1,fwd,0.500000,10.500023,15.4300,1.05958051,0.00042169,500,65170000,66168000,1.06964595,0.00044482,500
0,2,fwd,1.000000,10.999986,30.8600,1.23700029,0.00041297,500,69648000,70646000,1.24813920,0.00044401,501
0,3,fwd,1.500000,11.500048,46.2900,1.41086811,0.00041976,500,74132000,75130000,1.42305740,0.00045123,500
0,4,fwd,2.000000,12.000012,61.7200,1.57587134,0.00040809,500,78610000,79608000,1.58907387,0.00043501,500
0,5,fwd,2.500000,12.499975,77.1500,1.75531573,0.00043894,501,83088000,84088000,1.76960264,0.00044681,500
0,6,fwd,3.000000,13.000037,92.5800,1.92801146,0.00053331,500,87568000,88566000,1.94330742,0.00056914,500
0,7,fwd,3.500000,13.500001,108.0100,2.09218404,0.00044681,500,92046000,93044000,2.10849203,0.00046717,500
0,8,fwd,4.000000,13.999964,123.4400,2.26554116,0.00041293,500,96526000,97524000,2.28289717,0.00043291,500
0,9,fwd,4.500000,14.500027,138.8700,2.43665734,0.00042985,500,101020000,102018000,2.45502460,0.00045177,500
0,10,fwd,5.000000,14.999990,154.3000,2.61305859,0.00041546,500,105494000,106492000,2.63251198,0.00043600,500
0,11,fwd,5.500000,15.499953,169.7300,2.78068204,0.00041225,500,109972000,110970000,2.80114594,0.00043673,500
0,12,fwd,6.000000,16.000016,185.1600,2.96307228,0.00040212,500,114454000,115452000,2.98462261,0.00043155,500
0,13,fwd,6.500000,16.499979,200.5900,3.13363842,0.00041468,500,118942000,119940000,3.15622979,0.00042486,500
0,14,fwd,7.000000,17.000041,216.0200,3.31651866,0.00039671,501,123422000,124422000,3.34021156,0.00041203,500
0,15,fwd,7.500000,17.500005,231.4500,3.49523355,0.00041813,500,127918000,128916000,3.51999074,0.00043049,501
