pass_index,sweep_index,direction,displacement_mm,stage_actual_mm,expected_force_mN,mean_V,std_V,n_samples,timestamp_start_us,timestamp_end_us,mean_V_adc2,std_V_adc2,n_samples_adc2
0,16,fwd,8.000000,17.999968,246.8800,3.67173917,0.00039689,500,132390000,133388000,3.69753220,0.00042139,500
0,17,fwd,8.500000,18.500030,262.3100,3.84553412,0.00044744,500,136868000,137866000,3.87236809,0.00046574,501
0,18,fwd,9.000000,18.999994,277.7400,4.01901018,0.00054014,500,141344000,142342000,4.04690422,0.00056173,500
0,19,fwd,9.500000,19.499957,293.1700,4.18972724,0.00041818,500,145820000,146818000,4.21868172,0.00042889,500
0,20,fwd,10.000000,20.000020,308.6000,4.37098454,0.00041585,500,150296000,151294000,4.40104084,0.00044355,500
0,21,fwd,10.500000,20.499983,324.0300,4.54447546,0.00042087,500,154772000,155770000,4.57558977,0.00044319,500
0,22,fwd,11.000000,21.000045,339.4600,4.72082765,0.00043988,500,159252000,160250000,4.75302844,0.00046107,500
0,23,fwd,11.500000,21.500009,354.8900,4.89579647,0.00041655,500,163738000,164736000,4.92908691,0.00045027,500
0,24,fwd,12.000000,21.999972,370.3200,5.00000000,0.00000000,500,168212000,169210000,5.00000000,0.00000000,500
0,25,fwd,12.500000,22.500034,385.7500,5.00000000,0.00000000,501,172688000,173688000,5.00000000,0.00000000,500
0,26,fwd,13.000000,22.999998,401.1800,5.00000000,0.00000000,500,177166000,178164000,5.00000000,0.00000000,500
0,27,fwd,13.500000,23.499961,416.6100,5.00000000,0.00000000,500,181656000,182654000,5.00000000,0.00000000,501
0,28,fwd,14.000000,24.000023,432.0400,5.00000000,0.00000000,500,186130000,187128000,4.02259394,0.00622025,500
0,29,fwd,14.500000,24.499987,447.4700,5.00000000,0.00000000,500,190762000,191762000,3.19368423,0.00025486,500
0,30,fwd,14.500000,24.499987,447.4700,5.00000000,0.00000000,500,195236000,196236000,3.19383010,0.00026485,500
0,31,rev,14.000000,24.000023,432.0400,5.00000000,0.00000000,500,199726000,200726000,3.84317410,0.00531771,500
0,32,rev,13.500000,23.499961,416.6100,5.00000000,0.00000000,500,204202000,205202000,5.00000000,0.00000000,501
0,33,rev,13.000000,22.999998,401.1800,5.00000000,0.00000000,500,208690000,209690000,5.00000000,0.00000000,500
0,34,rev,12.500000,22.500034,385.7500,5.00000000,0.00000000,500,213162000,214162000,5.00000000,0.00000000,501
0,35,rev,12.000000,21.999972,370.3200,5.00000000,0.00000000,500,217638000,218638000,5.00000000,0.00000000,500
0,36,rev,11.500000,21.500009,354.8900,4.92322880,0.00045998,500,222108000,223108000,4.95668462,0.00047770,501
0,37,rev,11.000000,21.000045,339.4600,4.74602112,0.00040214,500,226586000,227586000,4.77834580,0.00043150,500
0,38,rev,10.500000,20.499983,324.0300,4.57209463,0.00041674,500,231058000,232058000,4.60338898,0.00043538,500
0,39,rev,10.000000,20.000020,308.6000,4.39824096,0.00045733,500,235532000,236532000,4.42845616,0.00047159,500
0,40,rev,9.500000,19.499957,293.1700,4.21938999,0.00043223,500,240006000,241006000,4.24850537,0.00044660,500
0,41,rev,9.000000,18.999994,277.7400,4.04973830,0.00041802,500,244492000,245492000,4.07783314,0.00043961,501
0,42,rev,8.500000,18.500030,262.3100,3.87673671,0.00053225,500,249136000,250136000,3.90376956,0.00053326,500
0,43,rev,8.000000,17.999968,246.8800,3.70648258,0.00047359,500,253610000,254610000,3.73249516,0.00049178,502
0,44,rev,7.500000,17.500005,231.4500,3.53607277,0.00041449,500,258086000,259086000,3.56105876,0.00042974,500
0,45,rev,7.000000,17.000041,216.0200,3.36525696,0.00041620,500,262556000,263556000,3.38924835,0.00043882,500
0,46,rev,6.500000,16.499979,200.5900,3.19742436,0.00043411,500,267032000,268032000,3.22039452,0.00044902,500
0,47,rev,6.000000,16.000016,185.1600,3.03249763,0.00045552,500,271506000,272506000,3.05448516,0.00047240,502
0,48,rev,5.500000,15.499953,169.7300,2.84682839,0.00045445,500,275974000,276974000,2.86769854,0.00047954,500
0,49,rev,5.000000,14.999990,154.3000,2.67794487,0.00042985,500,280450000,281450000,2.69779112,0.00045148,501
0,50,rev,4.500000,14.500027,138.8700,2.50151123,0.00042622,500,284922000,285922000,2.52027736,0.00045257,500
0,51,rev,4.000000,13.999964,123.4400,2.33199550,0.00042453,500,289396000,290396000,2.34974151,0.00043917,502
0,52,rev,3.500000,13.500001,108.0100,2.15968693,0.00042747,500,294024000,295024000,2.17641182,0.00044015,501
0,53,rev,3.000000,13.000037,92.5800,1.98176552,0.00043996,500,298494000,299492000,1.99740685,0.00045735,500
0,54,rev,2.500000,12.499975,77.1500,1.80397740,0.00041292,500,302970000,303970000,1.81854338,0.00044059,501
0,55,rev,2.000000,12.000012,61.7200,1.63160409,0.00046796,500,307440000,308440000,1.64514584,0.00048596,501
0,56,rev,1.500000,11.500048,46.2900,1.46406415,0.00043171,500,311930000,312928000,1.47658276,0.00043738,500
0,57,rev,1.000000,10.999986,30.8600,1.28158049,0.00041584,500,316406000,317406000,1.29299154,0.00044986,501
0,58,rev,0.500000,10.500023,15.4300,1.10754047,0.00052284,500,321032000,322032000,1.11788435,0.00053598,500
0,59,rev,0.000000,9.999960,0.0000,0.93588146,0.00052002,500,325504000,326504000,0.94521861,0.00058294,500
1,0,fwd,0.000000,9.999960,0.0000,0.93603542,0.00062302,500,329974000,330974000,0.94540100,0.00063013,500
1,1,fwd,0.500000,10.500023,15.4300,1.06329373,0.00056662,500,334450000,335450000,1.07339257,0.00059637,502
1,2,fwd,1.000000,10.999986,30.8600,1.23755815,0.00042196,500,338938000,339938000,1.24870421,0.00046378,500
1,3,fwd,1.500000,11.500048,46.2900,1.41071440,0.00044429,500,343410000,344410000,1.42292284,0.00045655,501
1,4,fwd,2.000000,12.000012,61.7200,1.57876155,0.00041047,500,347884000,348884000,1.59197484,0.00043107,501
1,5,fwd,2.500000,12.499975,77.1500,1.75785941,0.00041736,501,352354000,353354000,1.77216540,0.00043689,500
1,6,fwd,3.000000,13.000037,92.5800,1.93401053,0.00042001,500,356824000,357824000,1.94937198,0.00044640,501
1,7,fwd,3.500000,13.500001,108.0100,2.09943704,0.00040928,500,361298000,362298000,2.11578507,0.00043105,501
1,8,fwd,4.000000,13.999964,123.4400,2.26931990,0.00039986,500,365770000,366770000,2.28669600,0.00043005,500
1,9,fwd,4.500000,14.500027,138.8700,2.44543764,0.00039014,500,370240000,371240000,2.46387105,0.00041701,500
1,10,fwd,5.000000,14.999990,154.3000,2.61903576,0.00040327,500,374716000,375716000,2.63852311,0.00043414,502
1,11,fwd,5.500000,15.499953,169.7300,2.78900895,0.00039005,500,379186000,380186000,2.80952078,0.00041883,501
1,12,fwd,6.000000,16.000016,185.1600,2.96850663,0.00041058,500,383674000,384674000,2.99011880,0.00042990,501
1,13,fwd,6.500000,16.499979,200.5900,3.14509006,0.00040497,500,388144000,389144000,3.16775292,0.00043647,500
1,14,fwd,7.000000,17.000041,216.0200,3.32818324,0.00041549,500,392620000,393620000,3.35196776,0.00043724,501
1,15,fwd,7.500000,17.500005,231.4500,3.50408220,0.00041105,500,397088000,398088000,3.52890505,0.00043092,500
1,16,fwd,8.000000,17.999968,246.8800,3.68012731,0.00042360,500,401564000,402564000,3.70597681,0.00043601,501
1,17,fwd,8.500000,18.500030,262.3100,3.85453349,0.00042311,500,406030000,407030000,3.88143739,0.00043290,500
1,18,fwd,9.000000,18.999994,277.7400,4.02440809,0.00042776,500,410508000,411508000,4.05235646,0.00045344,502
1,19,fwd,9.500000,19.499957,293.1700,4.19782713,0.00041270,500,414978000,415978000,4.22682392,0.00044206,501
1,20,fwd,10.000000,20.000020,308.6000,4.37598749,0.00040658,500,419466000,420466000,4.40607240,0.00043546,500
1,21,fwd,10.500000,20.499983,324.0300,4.54838577,0.00039540,500,423934000,424934000,4.57953508,0.00041348,501
1,22,fwd,11.000000,21.000045,339.4600,4.72533180,0.00040862,500,428410000,429410000,4.75757646,0.00043455,502
1,23,fwd,11.500000,21.500009,354.8900,4.89890061,0.00041518,500,432878000,433878000,4.93222317,0.00044104,500
1,24,fwd,12.000000,21.999972,370.3200,5.00000000,0.00000000,500,437352000,438352000,5.00000000,0.00000000,500
1,25,fwd,12.500000,22.500034,385.7500,5.00000000,0.00000000,500,441822000,442822000,5.00000000,0.00000000,501
1,26,fwd,13.000000,22.999998,401.1800,5.00000000,0.00000000,500,446310000,447310000,5.00000000,0.00000000,501
1,27,fwd,13.500000,23.499961,416.6100,5.00000000,0.00000000,500,450782000,451782000,5.00000000,0.00000000,501
1,28,fwd,14.000000,24.000023,432.0400,5.00000000,0.00000000,500,455268000,456268000,3.98093579,0.00558182,500
1,29,fwd,14.500000,24.499987,447.4700,5.00000000,0.00000000,500,459740000,460740000,3.19174236,0.00023742,500
1,30,fwd,14.500000,24.499987,447.4700,5.00000000,0.00000000,500,464224000,465224000,3.19182380,0.00024263,500
1,31,rev,14.000000,24.000023,432.0400,5.00000000,0.00000000,500,468698000,469698000,3.79777915,0.00465350,501
1,32,rev,13.500000,23.499961,416.6100,5.00000000,0.00000000,500,473184000,474184000,5.00000000,0.00000000,500
