pass_index,sweep_index,direction,displacement_mm,stage_actual_mm,expected_force_mN,mean_V,std_V,n_samples,timestamp_start_us,timestamp_end_us,mean_V_adc2,std_V_adc2,n_samples_adc2
-1,-1,baseline_pre,0.000000,9.999960,0.0000,0.07646869,0.00040680,500,6262000,7260000,0.08055970,0.00042796,500
0,0,fwd,0.000000,9.999960,0.0000,0.07648701,0.00039105,500,10726000,11724000,0.08057471,0.00041623,500
0,1,fwd,0.500000,10.500023,15.4300,0.22493896,0.00038447,500,15186000,16184000,0.22999246,0.00041245,500
0,2,fwd,1.000000,10.999986,30.8600,0.39880650,0.00037417,501,19648000,20648000,0.40493540,0.00040856,500
0,3,fwd,1.500000,11.500048,46.2900,0.57211063,0.00040323,500,24110000,25108000,0.57928528,0.00041461,500
0,4,fwd,2.000000,12.000012,61.7200,0.74089283,0.00038867,500,28574000,29572000,0.74908086,0.00041915,500
0,5,fwd,2.500000,12.499975,77.1500,0.91885838,0.00040459,501,33046000,34046000,0.92812065,0.00044289,500
0,6,fwd,3.000000,13.000037,92.5800,1.09551172,0.00039474,500,37512000,38510000,1.10581861,0.00041387,500
0,7,fwd,3.500000,13.500001,108.0100,1.25978463,0.00039886,500,42110000,43108000,1.27107940,0.00044203,500
0,8,fwd,4.000000,13.999964,123.4400,1.42941309,0.00038886,500,46588000,47586000,1.44174632,0.00039986,500
0,9,fwd,4.500000,14.500027,138.8700,1.60647168,0.00038970,500,51052000,52052000,1.61988331,0.00041288,500
0,10,fwd,5.000000,14.999990,154.3000,1.78208777,0.00040321,500,55528000,56526000,1.79654986,0.00042995,500
0,11,fwd,5.500000,15.499953,169.7300,1.95253417,0.00039360,500,59986000,60984000,1.96802852,0.00042132,500
0,12,fwd,6.000000,16.000016,185.1600,2.13602499,0.00040902,500,64468000,65466000,2.15262586,0.00042145,500
0,13,fwd,6.500000,16.499979,200.5900,2.31136143,0.00046674,500,68930000,69928000,2.32900288,0.00048645,500
0,14,fwd,7.000000,17.000041,216.0200,2.49071218,0.00041740,500,73408000,74406000,2.50945380,0.00044624,500
0,15,fwd,7.500000,17.500005,231.4500,2.66717375,0.00042078,500,77868000,78866000,2.68696894,0.00044489,500
0,16,fwd,8.000000,17.999968,246.8800,2.84267832,0.00040897,500,82346000,83344000,2.86352802,0.00042407,500
0,17,fwd,8.500000,18.500030,262.3100,3.01666540,0.00039600,500,86804000,87802000,3.03856730,0.00042367,500
0,18,fwd,9.000000,18.999994,277.7400,3.18756808,0.00041332,500,91284000,92282000,3.21051906,0.00043228,500
0,19,fwd,9.500000,19.499957,293.1700,3.36244278,0.00040315,500,95746000,96744000,3.38644629,0.00042141,500
0,20,fwd,10.000000,20.000020,308.6000,3.53976787,0.00039715,500,100220000,101218000,3.56483265,0.00043100,500
0,21,fwd,10.500000,20.499983,324.0300,3.71285720,0.00041688,500,104684000,105682000,3.73892957,0.00043441,500
0,22,fwd,11.000000,21.000045,339.4600,3.88845335,0.00039875,500,109158000,110156000,3.91559200,0.00041592,500
0,23,fwd,11.500000,21.500009,354.8900,4.06621889,0.00037476,500,113620000,114618000,4.09444024,0.00039964,500
0,24,fwd,12.000000,21.999972,370.3200,4.24134071,0.00040514,500,118100000,119098000,4.27062210,0.00042563,500
0,25,fwd,12.500000,22.500034,385.7500,4.42274531,0.00087749,500,122558000,123558000,4.45314596,0.00090018,501
0,26,fwd,13.000000,22.999998,401.1800,4.58819287,0.00040296,500,127038000,128038000,4.61959811,0.00042495,502
0,27,fwd,13.500000,23.499961,416.6100,4.76337199,0.00038145,500,131500000,132500000,4.79586389,0.00040140,500
0,28,fwd,14.000000,24.000023,432.0400,4.93820206,0.00039469,500,135976000,136976000,4.97179257,0.00041542,500
0,29,fwd,14.500000,24.499987,447.4700,5.00000000,0.00000000,500,140434000,141434000,5.00000000,0.00000000,500
