pass_index,sweep_index,direction,displacement_mm,stage_actual_mm,expected_force_mN,timestamp_us,voltage_V,raw_code,adc_source
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6000000,0.93834100,403014206,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6002000,0.93815900,402936305,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6004000,0.93716500,402509503,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6006000,0.93716500,402509503,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6008000,0.93702400,402448654,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6010000,0.93725000,402545639,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6012000,0.93795700,402849496,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6014000,0.93790600,402827679,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6016000,0.93790600,402827679,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6018000,0.93797900,402858751,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6020000,0.93804800,402888556,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6022000,0.93706800,402467569,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6024000,0.93686000,402378492,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6026000,0.93686000,402378492,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6028000,0.93745100,402632005,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6030000,0.93729400,402564557,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6032000,0.93783600,402797395,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6034000,0.93772800,402751089,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6036000,0.93713600,402496680,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6038000,0.93713600,402496680,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6040000,0.93686500,402380285,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6042000,0.93710600,402484172,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6044000,0.93765900,402721312,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6046000,0.93764100,402713827,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6048000,0.93764100,402713827,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6050000,0.93806500,402895811,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6052000,0.93728200,402559376,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6054000,0.93650900,402227511,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6056000,0.93675400,402332645,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6058000,0.93675400,402332645,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6060000,0.93697600,402428207,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6062000,0.93704900,402459396,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6064000,0.93736700,402595925,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6066000,0.93750600,402655808,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6068000,0.93750600,402655808,1
