pass_index,sweep_index,direction,displacement_mm,stage_actual_mm,expected_force_mN,timestamp_us,voltage_V,raw_code,adc_source
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909620000,-0.03258800,-13996303,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909622000,-0.03260100,-14001819,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909624000,-0.03260100,-14001819,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909626000,-0.03261100,-14006151,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909628000,-0.03260000,-14001693,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909630000,-0.03259800,-14000609,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909632000,-0.03260200,-14002597,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909634000,-0.03260200,-14002597,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909636000,-0.03260800,-14004939,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909638000,-0.03260200,-14002499,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909640000,-0.03261100,-14006343,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909642000,-0.03260800,-14004934,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909644000,-0.03260800,-14004934,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909646000,-0.03262000,-14010294,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909648000,-0.03261400,-14007728,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909650000,-0.03260300,-14002750,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909652000,-0.03260100,-14001849,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909654000,-0.03259800,-14000582,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909656000,-0.03259800,-14000582,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909658000,-0.03262500,-14012376,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909660000,-0.03262100,-14010432,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,909662000,-0.03261200,-14006710,1
