pass_index,sweep_index,direction,displacement_mm,stage_actual_mm,expected_force_mN,timestamp_us,voltage_V,raw_code,adc_source
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6262000,0.07689600,33026755,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6264000,0.07689600,33026755,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6266000,0.07643800,32829815,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6268000,0.07596900,32628279,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6270000,0.07612700,32696294,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6272000,0.07612700,32696294,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6274000,0.07652600,32867617,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6276000,0.07671500,32948700,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6278000,0.07717600,33146675,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6280000,0.07711900,33122544,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6282000,0.07638100,32805558,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6284000,0.07638100,32805558,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6286000,0.07610100,32685294,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6288000,0.07587700,32589122,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6290000,0.07621700,32734954,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6292000,0.07676100,32968440,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6294000,0.07697400,33059979,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6296000,0.07697400,33059979,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6298000,0.07664100,32916852,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6300000,0.07644100,32831120,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6302000,0.07605900,32667252,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6304000,0.07605900,32667252,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6306000,0.07616300,32711891,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6308000,0.07675800,32967283,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6310000,0.07678700,32979627,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6312000,0.07693300,33042591,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6314000,0.07623200,32741609,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6316000,0.07623200,32741609,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6318000,0.07581000,32560246,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6320000,0.07599600,32639862,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6322000,0.07652800,32868332,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6324000,0.07679700,32984009,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6326000,0.07675700,32966675,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6328000,0.07675700,32966675,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6330000,0.07664300,32917717,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6332000,0.07651100,32861234,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6334000,0.07592200,32608236,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6336000,0.07592200,32608236,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6338000,0.07593500,32613964,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6340000,0.07656100,32882847,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6342000,0.07700200,33072061,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6344000,0.07695200,33050496,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6346000,0.07695200,33050496,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6348000,0.07655900,32881671,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6350000,0.07610100,32685138,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6352000,0.07585900,32581094,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6354000,0.07612500,32695243,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6356000,0.07672700,32953943,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6358000,0.07672700,32953943,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6360000,0.07697000,33058545,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6362000,0.07721800,33164683,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6364000,0.07667400,32931099,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6366000,0.07610400,32686483,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6368000,0.07610400,32686483,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6370000,0.07598900,32637134,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6372000,0.07602000,32650288,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6374000,0.07650100,32856899,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6376000,0.07684900,33006491,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6378000,0.07684900,33006491,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6380000,0.07664100,32916956,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6382000,0.07635600,32794640,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6384000,0.07625800,32752391,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6386000,0.07626600,32756049,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6388000,0.07667400,32931117,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6390000,0.07667400,32931117,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6392000,0.07700700,33074210,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6394000,0.07710300,33115466,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6396000,0.07694200,33046381,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6398000,0.07640200,32814283,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6400000,0.07640200,32814283,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6402000,0.07613400,32699337,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6404000,0.07630700,32773477,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6406000,0.07680500,32987300,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6408000,0.07685900,33010783,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6410000,0.07685900,33010783,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6412000,0.07682700,32996937,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6414000,0.07661000,32903624,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6416000,0.07629400,32767954,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6418000,0.07576500,32540798,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6420000,0.07615400,32707683,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6422000,0.07615400,32707683,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6424000,0.07664400,32918331,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6426000,0.07677600,32974887,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6428000,0.07681200,32990387,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6430000,0.07611400,32690902,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6432000,0.07595000,32620210,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6434000,0.07595000,32620210,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6436000,0.07608400,32677948,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6438000,0.07620400,32729296,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6440000,0.07632400,32780726,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6442000,0.07632400,32780726,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6444000,0.07680700,32988281,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6446000,0.07653600,32872053,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6448000,0.07625300,32750301,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6450000,0.07634700,32790758,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6452000,0.07634700,32790758,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6454000,0.07603700,32657559,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6456000,0.07619600,32726013,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6458000,0.07687300,33016675,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6460000,0.07706200,33097749,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6462000,0.07680300,32986721,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6464000,0.07680300,32986721,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6466000,0.07630900,32774635,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6468000,0.07613500,32699737,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6470000,0.07629700,32769229,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6472000,0.07689800,33027517,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6474000,0.07714800,33134705,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6476000,0.07714800,33134705,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6478000,0.07716900,33143629,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6480000,0.07678300,32978048,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6482000,0.07644600,32833357,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6484000,0.07644600,32833357,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6486000,0.07638700,32807874,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6488000,0.07642200,32823205,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6490000,0.07705600,33095397,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6492000,0.07733600,33215718,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6494000,0.07691300,33033766,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6496000,0.07691300,33033766,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6498000,0.07613600,32700051,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6500000,0.07604200,32659834,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6502000,0.07590500,32600887,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6504000,0.07647100,32843970,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6506000,0.07647100,32843970,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6508000,0.07667300,32930946,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6510000,0.07712800,33126409,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6512000,0.07671000,32946515,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6514000,0.07624900,32748715,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6516000,0.07624900,32748715,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6518000,0.07567200,32500770,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6520000,0.07590300,32600197,1
-1,-1,baseline_pre,0.000000,9.999960,0.0000,6522000,0.07655900,32881971,1
