pass_index,sweep_index,direction,displacement_mm,stage_actual_mm,expected_force_mN,mean_V,std_V,n_samples,timestamp_start_us,timestamp_end_us,mean_V_adc2,std_V_adc2,n_samples_adc2
0,28,fwd,14.000000,24.000023,432.0400,-0.04883493,0.00075751,500,147930000,148928000,-0.01324079,0.00999299,500
0,29,fwd,14.500000,24.499987,447.4700,-0.04863884,0.00069813,500,152412000,153410000,-0.01038232,0.00988884,500
0,30,fwd,14.500000,24.499987,447.4700,-0.04871852,0.00063713,500,156884000,157882000,-0.01094933,0.00977952,500
0,31,rev,14.000000,24.000023,432.0400,-0.04875878,0.00067789,500,161366000,162364000,-0.01226306,0.01002995,500
0,32,rev,13.500000,23.499961,416.6100,-0.04899661,0.00072740,500,165836000,166834000,-0.01276132,0.00950607,500
0,33,rev,13.000000,22.999998,401.1800,-0.04932174,0.00074387,500,170460000,171458000,-0.01270512,0.01019676,500
0,34,rev,12.500000,22.500034,385.7500,-0.04954086,0.00073035,500,174934000,175932000,-0.01405084,0.01023800,500
0,35,rev,12.000000,21.999972,370.3200,-0.04996597,0.00072144,500,179416000,180414000,-0.01576781,0.00988696,500
0,36,rev,11.500000,21.500009,354.8900,-0.04983167,0.00073592,500,183886000,184884000,-0.01568210,0.00989415,500
0,37,rev,11.000000,21.000045,339.4600,-0.05020826,0.00066288,500,188372000,189370000,-0.01867015,0.00914558,500
0,38,rev,10.500000,20.499983,324.0300,-0.05020924,0.00066568,501,192842000,193842000,-0.01942248,0.00978501,500
0,39,rev,10.000000,20.000020,308.6000,-0.05029236,0.00071270,500,197326000,198324000,-0.02085064,0.00927638,500
0,40,rev,9.500000,19.499957,293.1700,-0.05052960,0.00062061,500,201798000,202796000,-0.02135923,0.00926128,501
0,41,rev,9.000000,18.999994,277.7400,-0.05056537,0.00069804,500,206424000,207422000,-0.02354189,0.00907064,500
0,42,rev,8.500000,18.500030,262.3100,-0.05052798,0.00065556,500,210890000,211888000,-0.02528546,0.00902168,501
0,43,rev,8.000000,17.999968,246.8800,-0.05060179,0.00062196,500,215376000,216374000,-0.02572926,0.00923288,500
0,44,rev,7.500000,17.500005,231.4500,-0.05042421,0.00062325,500,219844000,220842000,-0.02801132,0.00853034,500
0,45,rev,7.000000,17.000041,216.0200,-0.05005740,0.00058739,500,224332000,225330000,-0.02985642,0.00860862,500
0,46,rev,6.500000,16.499979,200.5900,-0.04931771,0.00052623,500,228800000,229798000,-0.03182857,0.00846420,500
0,47,rev,6.000000,16.000016,185.1600,-0.04705823,0.00049620,500,233284000,234282000,-0.03480807,0.00745901,500
0,48,rev,5.500000,15.499953,169.7300,-0.04178628,0.00039405,500,237754000,238752000,-0.03769848,0.00699057,500
0,49,rev,5.000000,14.999990,154.3000,-0.04170782,0.00021050,500,242238000,243236000,-0.04026112,0.00669751,501
0,50,rev,4.500000,14.500027,138.8700,-0.03550634,0.00012054,501,246708000,247708000,-0.04372962,0.00607815,500
0,51,rev,4.000000,13.999964,123.4400,-0.04632402,0.00007381,500,251332000,252330000,-0.04686514,0.00585417,500
0,52,rev,3.500000,13.500001,108.0100,-0.04709393,0.00002463,501,255802000,256802000,-0.05077193,0.00521923,500
0,53,rev,3.000000,13.000037,92.5800,-0.04236486,0.00002308,500,260288000,261286000,-0.05446531,0.00502702,500
0,54,rev,2.500000,12.499975,77.1500,-0.04089174,0.00000845,500,264756000,265756000,-0.05802045,0.00459235,500
0,55,rev,2.000000,12.000012,61.7200,-0.04072867,0.00000786,500,269242000,270242000,-0.06134714,0.00444791,501
0,56,rev,1.500000,11.500048,46.2900,-0.03996271,0.00000868,500,273710000,274710000,-0.06591179,0.00400001,501
0,57,rev,1.000000,10.999986,30.8600,-0.03834182,0.00000875,501,278196000,279196000,-0.06769786,0.00395610,500
0,58,rev,0.500000,10.500023,15.4300,-0.03583618,0.00000999,500,282664000,283664000,-0.07049230,0.00367597,501
0,59,rev,0.000000,9.999960,0.0000,-0.03239562,0.00000985,500,287150000,288150000,-0.07402122,0.00362242,500
1,0,fwd,0.000000,9.999960,0.0000,-0.03239381,0.00000986,500,291620000,292620000,-0.07356749,0.00324003,500
1,1,fwd,0.500000,10.500023,15.4300,-0.03365273,0.00000992,500,296104000,297104000,-0.07248186,0.00323744,502
1,2,fwd,1.000000,10.999986,30.8600,-0.03611211,0.00001005,500,300576000,301576000,-0.06968752,0.00375953,500
1,3,fwd,1.500000,11.500048,46.2900,-0.03874167,0.00000937,500,305048000,306046000,-0.06742444,0.00382708,500
1,4,fwd,2.000000,12.000012,61.7200,-0.04024529,0.00000881,501,309532000,310532000,-0.06461622,0.00417603,500
1,5,fwd,2.500000,12.499975,77.1500,-0.04081668,0.00000854,500,313996000,314996000,-0.06139692,0.00429740,501
1,6,fwd,3.000000,13.000037,92.5800,-0.04087538,0.00000877,500,318468000,319468000,-0.05703919,0.00430372,502
1,7,fwd,3.500000,13.500001,108.0100,-0.04385494,0.00002454,500,322938000,323938000,-0.05374477,0.00490757,500
1,8,fwd,4.000000,13.999964,123.4400,-0.04754328,0.00002416,500,327406000,328406000,-0.04991869,0.00532949,501
1,9,fwd,4.500000,14.500027,138.8700,-0.04279466,0.00008827,500,331880000,332878000,-0.04689203,0.00555271,500
1,10,fwd,5.000000,14.999990,154.3000,-0.03605494,0.00012620,500,336364000,337364000,-0.04271489,0.00621661,501
1,11,fwd,5.500000,15.499953,169.7300,-0.04171959,0.00023054,500,340832000,341830000,-0.03937814,0.00686043,500
1,12,fwd,6.000000,16.000016,185.1600,-0.04237251,0.00044119,500,345314000,346314000,-0.03716698,0.00753849,501
1,13,fwd,6.500000,16.499979,200.5900,-0.04774548,0.00048771,500,349784000,350782000,-0.03384115,0.00795930,500
1,14,fwd,7.000000,17.000041,216.0200,-0.04948099,0.00056547,502,354270000,355272000,-0.03206552,0.00820394,500
1,15,fwd,7.500000,17.500005,231.4500,-0.04959631,0.00054285,500,358740000,359740000,-0.02934552,0.00879053,500
1,16,fwd,8.000000,17.999968,246.8800,-0.04984471,0.00061589,500,363226000,364226000,-0.02844159,0.00880957,501
1,17,fwd,8.500000,18.500030,262.3100,-0.05012896,0.00066876,500,367696000,368696000,-0.02629795,0.00926620,500
1,18,fwd,9.000000,18.999994,277.7400,-0.05065224,0.00060885,500,372178000,373178000,-0.02408722,0.00911088,501
1,19,fwd,9.500000,19.499957,293.1700,-0.05062285,0.00065902,500,376650000,377650000,-0.02311379,0.00961043,501
1,20,fwd,10.000000,20.000020,308.6000,-0.05062217,0.00065840,500,381130000,382130000,-0.02166368,0.00918645,501
1,21,fwd,10.500000,20.499983,324.0300,-0.05074270,0.00068589,500,385604000,386604000,-0.02067335,0.00936588,500
1,22,fwd,11.000000,21.000045,339.4600,-0.05052540,0.00068280,500,390086000,391086000,-0.01816972,0.00978773,500
1,23,fwd,11.500000,21.500009,354.8900,-0.05032804,0.00063223,500,394556000,395554000,-0.01797195,0.00971120,500
1,24,fwd,12.000000,21.999972,370.3200,-0.04999612,0.00077569,500,399040000,400040000,-0.01642175,0.00992926,501
1,25,fwd,12.500000,22.500034,385.7500,-0.04996800,0.00073150,500,403512000,404512000,-0.01542951,0.01010381,501
1,26,fwd,13.000000,22.999998,401.1800,-0.04963623,0.00074958,500,407982000,408981000,-0.01532019,0.01037050,501
1,27,fwd,13.500000,23.499961,416.6100,-0.04942811,0.00072932,501,412448000,413448000,-0.01184991,0.00981320,500
1,28,fwd,14.000000,24.000023,432.0400,-0.04900969,0.00072230,500,416920000,417920000,-0.01157572,0.01011828,500
1,29,fwd,14.500000,24.499987,447.4700,-0.04883635,0.00079587,500,421406000,422406000,-0.01184129,0.01037692,500
1,30,fwd,14.500000,24.499987,447.4700,-0.04862686,0.00075854,500,425876000,426876000,-0.01205514,0.01004734,500
1,31,rev,14.000000,24.000023,432.0400,-0.04872591,0.00072248,500,430360000,431360000,-0.01300958,0.00997324,500
1,32,rev,13.500000,23.499961,416.6100,-0.04845256,0.00071802,500,434828000,435828000,-0.01337143,0.00954623,501
1,33,rev,13.000000,22.999998,401.1800,-0.04888126,0.00062101,500,439314000,440314000,-0.01299573,0.01038831,502
1,34,rev,12.500000,22.500034,385.7500,-0.04896584,0.00068206,500,443782000,444782000,-0.01489057,0.01001502,501
1,35,rev,12.000000,21.999972,370.3200,-0.04934165,0.00066046,500,448252000,449252000,-0.01502893,0.01067111,500
1,36,rev,11.500000,21.500009,354.8900,-0.04919629,0.00069966,500,452722000,453722000,-0.01657791,0.01046790,500
1,37,rev,11.000000,21.000045,339.4600,-0.04967689,0.00065505,500,457206000,458206000,-0.01851505,0.00914395,501
1,38,rev,10.500000,20.499983,324.0300,-0.04989682,0.00066971,500,461678000,462678000,-0.01857891,0.00983803,501
1,39,rev,10.000000,20.000020,308.6000,-0.05009006,0.00068534,500,466160000,467160000,-0.02006813,0.00957310,500
1,40,rev,9.500000,19.499957,293.1700,-0.05012450,0.00068350,500,470632000,471630000,-0.02154321,0.00964040,500
1,41,rev,9.000000,18.999994,277.7400,-0.05032398,0.00064942,500,475116000,476116000,-0.02361037,0.00966379,502
1,42,rev,8.500000,18.500030,262.3100,-0.05023512,0.00057079,500,479586000,480586000,-0.02468445,0.00962999,500
1,43,rev,8.000000,17.999968,246.8800,-0.05013655,0.00059778,500,484066000,485066000,-0.02569749,0.00961079,500
1,44,rev,7.500000,17.500005,231.4500,-0.04993941,0.00065627,500,488538000,489538000,-0.02930724,0.00803841,501
1,45,rev,7.000000,17.000041,216.0200,-0.04958735,0.00059952,500,493004000,494004000,-0.03007577,0.00870167,500
1,46,rev,6.500000,16.499979,200.5900,-0.04886948,0.00055702,500,497474000,498474000,-0.03186397,0.00841830,500
1,47,rev,6.000000,16.000016,185.1600,-0.04667591,0.00051449,500,501946000,502946000,-0.03471516,0.00820074,500
1,48,rev,5.500000,15.499953,169.7300,-0.04148121,0.00041511,500,506430000,507430000,-0.03806703,0.00696956,500
1,49,rev,5.000000,14.999990,154.3000,-0.04169586,0.00019474,500,510898000,511898000,-0.04032643,0.00626921,501
1,50,rev,4.500000,14.500027,138.8700,-0.03539000,0.00012095,500,515368000,516368000,-0.04334423,0.00626613,500
1,51,rev,4.000000,13.999964,123.4400,-0.04652153,0.00015530,500,519836000,520836000,-0.04611324,0.00558739,500
1,52,rev,3.500000,13.500001,108.0100,-0.04703949,0.00004740,500,524304000,525304000,-0.05027881,0.00524162,500
1,53,rev,3.000000,13.000037,92.5800,-0.04230920,0.00003874,500,528778000,529778000,-0.05435522,0.00500999,500
1,54,rev,2.500000,12.499975,77.1500,-0.04086974,0.00000788,500,533260000,534260000,-0.05841046,0.00463535,501
1,55,rev,2.000000,12.000012,61.7200,-0.04069913,0.00000898,502,537726000,538728000,-0.06207133,0.00445066,500
1,56,rev,1.500000,11.500048,46.2900,-0.03994659,0.00000954,500,542212000,543212000,-0.06461997,0.00412957,500
1,57,rev,1.000000,10.999986,30.8600,-0.03835157,0.00001022,500,546686000,547686000,-0.06784986,0.00406334,501
1,58,rev,0.500000,10.500023,15.4300,-0.03586402,0.00001273,501,551168000,552168000,-0.07069591,0.00386875,500
1,59,rev,0.000000,9.999960,0.0000,-0.03237880,0.00001292,500,555638000,556638000,-0.07389624,0.00325229,500
-1,-2,baseline_post,0.000000,9.999960,0.0000,-0.03237738,0.00001336,500,560120000,561120000,-0.07373636,0.00325332,500
