pass_index,sweep_index,direction,displacement_mm,stage_actual_mm,expected_force_mN,mean_V,std_V,n_samples,timestamp_start_us,timestamp_end_us,mean_V_adc2,std_V_adc2,n_samples_adc2
-1,-1,baseline_pre,0.000000,9.999960,0.0000,-0.03185443,0.00001085,500,18210000,19208000,-0.07457181,0.00333839,500
0,0,fwd,0.000000,9.999960,0.0000,-0.03184922,0.00001033,500,22680000,23678000,-0.07464135,0.00316063,500
0,1,fwd,0.500000,10.500023,15.4300,-0.03340060,0.00001004,500,27156000,28154000,-0.07289946,0.00363525,500
0,2,fwd,1.000000,10.999986,30.8600,-0.03629643,0.00001006,500,31628000,32626000,-0.07009022,0.00376334,500
0,3,fwd,1.500000,11.500048,46.2900,-0.03885008,0.00000937,500,36098000,37096000,-0.06763703,0.00406277,500
0,4,fwd,2.000000,12.000012,61.7200,-0.04030490,0.00000835,500,40570000,41568000,-0.06415409,0.00418423,500
0,5,fwd,2.500000,12.499975,77.1500,-0.04084002,0.00000881,501,45040000,46040000,-0.06116525,0.00432849,500
0,6,fwd,3.000000,13.000037,92.5800,-0.04088925,0.00000862,500,49514000,50512000,-0.05688203,0.00452860,500
0,7,fwd,3.500000,13.500001,108.0100,-0.04399144,0.00002466,501,53982000,54982000,-0.05283721,0.00531238,500
0,8,fwd,4.000000,13.999964,123.4400,-0.04763881,0.00002395,500,58456000,59454000,-0.05027346,0.00542583,500
0,9,fwd,4.500000,14.500027,138.8700,-0.04283738,0.00009429,500,62928000,63926000,-0.04654682,0.00587046,500
0,10,fwd,5.000000,14.999990,154.3000,-0.03610013,0.00012285,500,67398000,68396000,-0.04292066,0.00609656,500
0,11,fwd,5.500000,15.499953,169.7300,-0.04165083,0.00023676,500,71872000,72870000,-0.03904877,0.00669761,500
0,12,fwd,6.000000,16.000016,185.1600,-0.04207810,0.00041874,500,76356000,77354000,-0.03680597,0.00680414,500
0,13,fwd,6.500000,16.499979,200.5900,-0.04723238,0.00051886,500,80828000,81826000,-0.03445799,0.00770734,500
0,14,fwd,7.000000,17.000041,216.0200,-0.04869525,0.00056183,500,85312000,86310000,-0.03217476,0.00894540,500
0,15,fwd,7.500000,17.500005,231.4500,-0.04960841,0.00057341,500,89784000,90782000,-0.03013606,0.00897308,500
0,16,fwd,8.000000,17.999968,246.8800,-0.04978920,0.00058801,500,94258000,95256000,-0.02818657,0.00887702,500
0,17,fwd,8.500000,18.500030,262.3100,-0.05009801,0.00062132,500,98726000,99724000,-0.02623251,0.00914677,500
0,18,fwd,9.000000,18.999994,277.7400,-0.05034896,0.00062534,500,103196000,104194000,-0.02483204,0.00887271,500
0,19,fwd,9.500000,19.499957,293.1700,-0.05023483,0.00071641,500,107666000,108664000,-0.02318440,0.00953671,500
0,20,fwd,10.000000,20.000020,308.6000,-0.05009782,0.00064311,500,112136000,113134000,-0.02136516,0.00980554,500
0,21,fwd,10.500000,20.499983,324.0300,-0.04996357,0.00063122,501,116606000,117606000,-0.02064343,0.00966234,500
0,22,fwd,11.000000,21.000045,339.4600,-0.04982172,0.00069572,501,121074000,122074000,-0.01946330,0.00987664,500
0,23,fwd,11.500000,21.500009,354.8900,-0.04975361,0.00066216,501,125544000,126544000,-0.01839937,0.00960011,500
0,24,fwd,12.000000,21.999972,370.3200,-0.04957202,0.00067071,500,130020000,131018000,-0.01631556,0.00987002,500
0,25,fwd,12.500000,22.500034,385.7500,-0.04987228,0.00071625,501,134502000,135502000,-0.01556472,0.01010305,500
0,26,fwd,13.000000,22.999998,401.1800,-0.04949047,0.00072527,500,138974000,139972000,-0.01449317,0.00986749,501
0,27,fwd,13.500000,23.499961,416.6100,-0.04921874,0.00068110,500,143456000,144454000,-0.01371125,0.01035420,500
