pass_index,sweep_index,direction,displacement_mm,stage_actual_mm,expected_force_mN,mean_V,std_V,n_samples,timestamp_start_us,timestamp_end_us,mean_V_adc2,std_V_adc2,n_samples_adc2
1,8,fwd,4.000000,13.999964,123.4400,-0.04699155,0.00002170,500,1218568000,1219568000,-0.05095631,0.00434921,500
1,9,fwd,4.500000,14.500027,138.8700,-0.04861192,0.00003716,501,1223052000,1224052000,-0.04749228,0.00556316,500
1,10,fwd,5.000000,14.999990,154.3000,-0.03528892,0.00011125,500,1227522000,1228520000,-0.04519373,0.00450172,500
1,11,fwd,5.500000,15.499953,169.7300,-0.04041638,0.00014584,500,1231990000,1232990000,-0.04145854,0.00560545,501
1,12,fwd,6.000000,16.000016,185.1600,-0.04043453,0.00035265,500,1236460000,1237458000,-0.03912749,0.00582896,500
1,13,fwd,6.500000,16.499979,200.5900,-0.04611414,0.00046350,500,1240932000,1241932000,-0.03714784,0.00562977,501
1,14,fwd,7.000000,17.000041,216.0200,-0.04870886,0.00048483,500,1245404000,1246404000,-0.03422413,0.00572919,501
1,15,fwd,7.500000,17.500005,231.4500,-0.04972928,0.00057997,500,1249886000,1250886000,-0.03263652,0.00604490,502
1,16,fwd,8.000000,17.999968,246.8800,-0.05026117,0.00058620,501,1254358000,1255358000,-0.03066269,0.00681176,500
1,17,fwd,8.500000,18.500030,262.3100,-0.05069974,0.00055365,500,1258842000,1259842000,-0.02870522,0.00715839,500
1,18,fwd,9.000000,18.999994,277.7400,-0.05080992,0.00058443,500,1263310000,1264310000,-0.02711973,0.00692700,500
1,19,fwd,9.500000,19.499957,293.1700,-0.05086850,0.00058842,500,1267796000,1268796000,-0.02590212,0.00704894,501
1,20,fwd,10.000000,20.000020,308.6000,-0.05075986,0.00061851,500,1272266000,1273266000,-0.02528772,0.00668192,500
1,21,fwd,10.500000,20.499983,324.0300,-0.05089105,0.00067515,500,1276754000,1277754000,-0.02381113,0.00736081,500
1,22,fwd,11.000000,21.000045,339.4600,-0.05074289,0.00065526,500,1281222000,1282222000,-0.02314868,0.00735951,502
1,23,fwd,11.500000,21.500009,354.8900,-0.05077742,0.00072069,500,1285694000,1286694000,-0.02159222,0.00726734,501
1,24,fwd,12.000000,21.999972,370.3200,-0.05030673,0.00060381,500,1290174000,1291174000,-0.02041137,0.00800857,501
1,25,fwd,12.500000,22.500034,385.7500,-0.05027224,0.00071644,500,1294646000,1295646000,-0.02050664,0.00778380,500
1,26,fwd,13.000000,22.999998,401.1800,-0.04991126,0.00069775,500,1299114000,1300114000,-0.01947630,0.00776320,500
1,27,fwd,13.500000,23.499961,416.6100,-0.04952462,0.00070818,500,1303586000,1304586000,-0.01837860,0.00776779,501
1,28,fwd,14.000000,24.000023,432.0400,-0.04951800,0.00066558,500,1308070000,1309070000,-0.01833126,0.00760528,502
1,29,fwd,14.500000,24.499987,447.4700,-0.04960775,0.00070335,500,1312540000,1313540000,-0.01653857,0.00794891,500
1,30,fwd,14.500000,24.499987,447.4700,-0.04966412,0.00068688,500,1317012000,1318012000,-0.01750811,0.00789117,501
1,31,rev,14.000000,24.000023,432.0400,-0.04958322,0.00067165,500,1321478000,1322478000,-0.01765490,0.00819122,501
1,32,rev,13.500000,23.499961,416.6100,-0.04957536,0.00073103,500,1325950000,1326950000,-0.01732407,0.00812932,501
1,33,rev,13.000000,22.999998,401.1800,-0.04999900,0.00067260,500,1330420000,1331420000,-0.01865500,0.00696645,501
1,34,rev,12.500000,22.500034,385.7500,-0.05008048,0.00069546,500,1334906000,1335906000,-0.01880032,0.00779933,500
1,35,rev,12.000000,21.999972,370.3200,-0.05027694,0.00069977,500,1339376000,1340376000,-0.02028071,0.00772602,500
1,36,rev,11.500000,21.500009,354.8900,-0.05041413,0.00067275,500,1343858000,1344858000,-0.02152911,0.00786916,500
1,37,rev,11.000000,21.000045,339.4600,-0.05047343,0.00070329,500,1348330000,1349330000,-0.02188824,0.00722523,501
1,38,rev,10.500000,20.499983,324.0300,-0.05076437,0.00065389,500,1352812000,1353812000,-0.02300425,0.00736675,501
1,39,rev,10.000000,20.000020,308.6000,-0.05073120,0.00058048,500,1357282000,1358282000,-0.02374773,0.00689850,501
1,40,rev,9.500000,19.499957,293.1700,-0.05072801,0.00065926,500,1361766000,1362766000,-0.02503069,0.00732638,501
1,41,rev,9.000000,18.999994,277.7400,-0.05082779,0.00058384,500,1366238000,1367238000,-0.02615806,0.00664240,502
1,42,rev,8.500000,18.500030,262.3100,-0.05080888,0.00061886,501,1369834000,1371660000,-0.02768757,0.00696941,500
1,43,rev,8.000000,17.999968,246.8800,-0.05077447,0.00058634,500,1375130000,1376130000,-0.02934443,0.00629160,501
1,44,rev,7.500000,17.500005,231.4500,-0.05044391,0.00053648,500,1379602000,1380602000,-0.03147569,0.00611626,501
1,45,rev,7.000000,17.000041,216.0200,-0.04993477,0.00050969,500,1384210000,1385210000,-0.03273827,0.00623003,500
1,46,rev,6.500000,16.499979,200.5900,-0.04875650,0.00049218,500,1388680000,1389680000,-0.03520228,0.00532927,501
1,47,rev,6.000000,16.000016,185.1600,-0.04536815,0.00043119,500,1393146000,1394146000,-0.03699279,0.00561083,500
1,48,rev,5.500000,15.499953,169.7300,-0.04029401,0.00033033,500,1397618000,1398618000,-0.03926057,0.00537140,500
1,49,rev,5.000000,14.999990,154.3000,-0.04023776,0.00014867,500,1402088000,1403088000,-0.04207398,0.00528101,502
1,50,rev,4.500000,14.500027,138.8700,-0.03540811,0.00010567,500,1406556000,1407556000,-0.04477105,0.00524008,501
1,51,rev,4.000000,13.999964,123.4400,-0.04882766,0.00003430,500,1411026000,1412026000,-0.04734319,0.00479882,500
1,52,rev,3.500000,13.500001,108.0100,-0.04652445,0.00002016,500,1415496000,1416496000,-0.05116523,0.00439115,501
1,53,rev,3.000000,13.000037,92.5800,-0.04160601,0.00001535,500,1419968000,1420968000,-0.05575356,0.00412709,500
1,54,rev,2.500000,12.499975,77.1500,-0.04099946,0.00000576,501,1424438000,1425438000,-0.05956703,0.00376809,500
1,55,rev,2.000000,12.000012,61.7200,-0.04077438,0.00000612,500,1428922000,1429922000,-0.06250051,0.00347173,501
1,56,rev,1.500000,11.500048,46.2900,-0.03990777,0.00000705,500,1433390000,1434390000,-0.06570383,0.00355249,500
1,57,rev,1.000000,10.999986,30.8600,-0.03822336,0.00000801,500,1437878000,1438878000,-0.06837150,0.00353626,500
1,58,rev,0.500000,10.500023,15.4300,-0.03559673,0.00000941,500,1442346000,1443346000,-0.07086555,0.00333202,500
1,59,rev,0.000000,9.999960,0.0000,-0.03218527,0.00001000,500,1446830000,1447830000,-0.07432452,0.00290630,500
-1,-2,baseline_post,0.000000,9.999960,0.0000,-0.03218229,0.00001024,501,1451300000,1452300000,-0.07436613,0.00307717,500
