pass_index,sweep_index,direction,displacement_mm,stage_actual_mm,expected_force_mN,mean_V,std_V,n_samples,timestamp_start_us,timestamp_end_us,mean_V_adc2,std_V_adc2,n_samples_adc2
-1,-1,baseline_pre,0.000000,9.999960,0.0000,-0.03260303,0.00000954,502,909620000,910622000,-0.07369302,0.00311790,500
0,0,fwd,0.000000,9.999960,0.0000,-0.03260357,0.00001036,500,914106000,915106000,-0.07410348,0.00323788,501
0,1,fwd,0.500000,10.500023,15.4300,-0.03373824,0.00001001,501,918576000,919576000,-0.07300610,0.00351381,500
0,2,fwd,1.000000,10.999986,30.8600,-0.03632590,0.00000945,500,923058000,924058000,-0.07036867,0.00327665,501
0,3,fwd,1.500000,11.500048,46.2900,-0.03877190,0.00000810,500,927526000,928526000,-0.06840762,0.00300282,500
0,4,fwd,2.000000,12.000012,61.7200,-0.04027752,0.00000661,500,932014000,933014000,-0.06587573,0.00343604,500
0,5,fwd,2.500000,12.499975,77.1500,-0.04094244,0.00000622,500,936484000,937484000,-0.06137815,0.00359379,501
0,6,fwd,3.000000,13.000037,92.5800,-0.04102268,0.00000611,501,940964000,941964000,-0.05790396,0.00402682,500
0,7,fwd,3.500000,13.500001,108.0100,-0.04343416,0.00002099,500,945434000,946434000,-0.05452692,0.00399331,500
0,8,fwd,4.000000,13.999964,123.4400,-0.04721580,0.00001917,500,949920000,950920000,-0.05163055,0.00389422,501
0,9,fwd,4.500000,14.500027,138.8700,-0.04810074,0.00004322,500,954392000,955392000,-0.04767188,0.00496064,502
0,10,fwd,5.000000,14.999990,154.3000,-0.03521323,0.00010377,501,958872000,959872000,-0.04485150,0.00540745,500
0,11,fwd,5.500000,15.499953,169.7300,-0.04073799,0.00015903,500,963342000,964342000,-0.04173056,0.00559076,501
0,12,fwd,6.000000,16.000016,185.1600,-0.04065569,0.00035244,501,967832000,968832000,-0.03972947,0.00569380,500
0,13,fwd,6.500000,16.499979,200.5900,-0.04637717,0.00050074,501,972314000,973314000,-0.03726387,0.00531664,500
0,14,fwd,7.000000,17.000041,216.0200,-0.04902968,0.00051147,501,976784000,977784000,-0.03514969,0.00586718,500
0,15,fwd,7.500000,17.500005,231.4500,-0.04986436,0.00054781,500,981254000,982254000,-0.03257851,0.00554785,500
0,16,fwd,8.000000,17.999968,246.8800,-0.05036272,0.00058167,500,985724000,986722000,-0.03080989,0.00654713,500
0,17,fwd,8.500000,18.500030,262.3100,-0.05057306,0.00056187,500,990194000,991194000,-0.02901651,0.00639714,501
0,18,fwd,9.000000,18.999994,277.7400,-0.05021205,0.00059002,500,994660000,995660000,-0.02724958,0.00690306,500
0,19,fwd,9.500000,19.499957,293.1700,-0.05001764,0.00062536,501,999134000,1000134000,-0.02660091,0.00692331,500
0,20,fwd,10.000000,20.000020,308.6000,-0.05029658,0.00063646,500,1003602000,1004602000,-0.02478327,0.00708796,501
0,21,fwd,10.500000,20.499983,324.0300,-0.05033285,0.00062231,500,1008090000,1009090000,-0.02506237,0.00669375,500
0,22,fwd,11.000000,21.000045,339.4600,-0.05007010,0.00067325,500,1012556000,1013556000,-0.02408700,0.00675083,500
0,23,fwd,11.500000,21.500009,354.8900,-0.04983193,0.00062597,500,1017030000,1018030000,-0.02236556,0.00753758,502
0,24,fwd,12.000000,21.999972,370.3200,-0.04962855,0.00065797,500,1021496000,1022496000,-0.02123210,0.00730876,500
0,25,fwd,12.500000,22.500034,385.7500,-0.04955417,0.00064577,500,1025984000,1026984000,-0.02064740,0.00678547,502
0,26,fwd,13.000000,22.999998,401.1800,-0.04959253,0.00062156,500,1030456000,1031456000,-0.01922770,0.00782439,500
0,27,fwd,13.500000,23.499961,416.6100,-0.04989120,0.00064850,500,1035096000,1036096000,-0.01814196,0.00761463,501
0,28,fwd,14.000000,24.000023,432.0400,-0.04962864,0.00066046,500,1039564000,1040564000,-0.01825020,0.00744803,500
0,29,fwd,14.500000,24.499987,447.4700,-0.04919735,0.00071549,500,1044050000,1045050000,-0.01771397,0.00811565,500
0,30,fwd,14.500000,24.499987,447.4700,-0.04961376,0.00070138,500,1048518000,1049518000,-0.01705449,0.00748654,502
0,31,rev,14.000000,24.000023,432.0400,-0.04943934,0.00071544,500,1053006000,1054006000,-0.01768939,0.00795396,501
0,32,rev,13.500000,23.499961,416.6100,-0.04956038,0.00072136,500,1057472000,1058472000,-0.01726322,0.00824194,501
0,33,rev,13.000000,22.999998,401.1800,-0.04971042,0.00069583,500,1061960000,1062960000,-0.01847101,0.00764909,500
0,34,rev,12.500000,22.500034,385.7500,-0.05004436,0.00067300,500,1066432000,1067432000,-0.01939483,0.00756088,500
0,35,rev,12.000000,21.999972,370.3200,-0.05018392,0.00068336,500,1070914000,1071914000,-0.02012783,0.00733431,500
0,36,rev,11.500000,21.500009,354.8900,-0.05033046,0.00064697,500,1075388000,1076388000,-0.02118333,0.00768513,501
0,37,rev,11.000000,21.000045,339.4600,-0.05050641,0.00065535,500,1079872000,1080872000,-0.02173956,0.00767812,502
0,38,rev,10.500000,20.499983,324.0300,-0.05062351,0.00066007,500,1084340000,1085340000,-0.02264628,0.00694211,500
0,39,rev,10.000000,20.000020,308.6000,-0.05066302,0.00063877,500,1088826000,1089826000,-0.02410576,0.00673609,500
0,40,rev,9.500000,19.499957,293.1700,-0.05027774,0.00063648,500,1093300000,1094300000,-0.02456891,0.00689346,502
0,41,rev,9.000000,18.999994,277.7400,-0.05038500,0.00059894,500,1097782000,1098782000,-0.02627005,0.00717240,502
0,42,rev,8.500000,18.500030,262.3100,-0.05054175,0.00057340,500,1102254000,1103254000,-0.02760535,0.00697391,500
0,43,rev,8.000000,17.999968,246.8800,-0.05082876,0.00062648,500,1106724000,1107722000,-0.02904522,0.00683492,500
0,44,rev,7.500000,17.500005,231.4500,-0.05049928,0.00057116,500,1111198000,1112198000,-0.03128013,0.00620647,501
0,45,rev,7.000000,17.000041,216.0200,-0.04999284,0.00052682,500,1115666000,1116666000,-0.03328067,0.00624036,500
0,46,rev,6.500000,16.499979,200.5900,-0.04895318,0.00048946,500,1120134000,1121134000,-0.03412165,0.00616756,500
0,47,rev,6.000000,16.000016,185.1600,-0.04562119,0.00042402,500,1124606000,1125606000,-0.03616208,0.00572775,501
0,48,rev,5.500000,15.499953,169.7300,-0.04040742,0.00035446,500,1129092000,1130092000,-0.03938921,0.00598591,500
0,49,rev,5.000000,14.999990,154.3000,-0.04053953,0.00016244,500,1133562000,1134562000,-0.04154862,0.00574970,501
0,50,rev,4.500000,14.500027,138.8700,-0.03531142,0.00010364,500,1138048000,1139048000,-0.04507735,0.00523143,501
0,51,rev,4.000000,13.999964,123.4400,-0.04869951,0.00004011,500,1142514000,1143514000,-0.04758431,0.00479391,500
0,52,rev,3.500000,13.500001,108.0100,-0.04661216,0.00002137,500,1146984000,1147984000,-0.05128453,0.00431605,501
0,53,rev,3.000000,13.000037,92.5800,-0.04166083,0.00001843,501,1151454000,1152454000,-0.05562588,0.00441885,500
0,54,rev,2.500000,12.499975,77.1500,-0.04100220,0.00000553,500,1155926000,1156926000,-0.05928858,0.00361890,502
0,55,rev,2.000000,12.000012,61.7200,-0.04079087,0.00000611,500,1160396000,1161396000,-0.06293733,0.00380365,500
0,56,rev,1.500000,11.500048,46.2900,-0.03995966,0.00000745,500,1164884000,1165884000,-0.06584380,0.00328005,500
0,57,rev,1.000000,10.999986,30.8600,-0.03825142,0.00000850,502,1169352000,1170354000,-0.06844171,0.00337540,500
0,58,rev,0.500000,10.500023,15.4300,-0.03561634,0.00001037,500,1173838000,1174838000,-0.07026469,0.00331044,501
0,59,rev,0.000000,9.999960,0.0000,-0.03199821,0.00001159,500,1178306000,1179306000,-0.07425350,0.00305527,501
1,0,fwd,0.000000,9.999960,0.0000,-0.03199756,0.00001330,500,1182792000,1183792000,-0.07431854,0.00320587,500
1,1,fwd,0.500000,10.500023,15.4300,-0.03333213,0.00001143,500,1187262000,1188262000,-0.07296643,0.00304964,501
1,2,fwd,1.000000,10.999986,30.8600,-0.03605197,0.00000983,500,1191736000,1192736000,-0.07089598,0.00319367,501
1,3,fwd,1.500000,11.500048,46.2900,-0.03862209,0.00000804,500,1196218000,1197218000,-0.06794554,0.00357574,501
1,4,fwd,2.000000,12.000012,61.7200,-0.04023629,0.00000706,500,1200688000,1201688000,-0.06504581,0.00363406,501
1,5,fwd,2.500000,12.499975,77.1500,-0.04088741,0.00000635,500,1205160000,1206160000,-0.06219564,0.00393239,502
1,6,fwd,3.000000,13.000037,92.5800,-0.04099963,0.00000556,500,1209626000,1210626000,-0.05812821,0.00440421,500
1,7,fwd,3.500000,13.500001,108.0100,-0.04285063,0.00002460,500,1214100000,1215100000,-0.05478862,0.00406946,500
