host_timestamp_s,monotonic_s,fields_json
1784142440.880121,52320.031000,"{""t_ms"":16271,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":14896453,""m4_us"":12632831,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":17,""loop_us_max"":2984,""loop_hz"":58823,""cycle_log_ms"":1,""n_cycle"":4}"
1784142441.916358,52321.062000,"{""t_ms"":17271,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":15931992,""m4_us"":13668518,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":17,""loop_us_max"":2997,""loop_hz"":58823,""cycle_log_ms"":1,""n_cycle"":4}"
1784142442.952739,52322.093000,"{""t_ms"":18271,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":16967757,""m4_us"":14704281,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":17,""loop_us_max"":2850,""loop_hz"":58823,""cycle_log_ms"":1,""n_cycle"":4}"
1784142444.269393,52323.421000,"{""t_ms"":19280,""hwm"":184,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":446,""rate2"":445,""prod1"":512,""prod2"":512,""sma_state"":6,""m7_us"":18013571,""m4_us"":15617694,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":27,""loop_us_max"":186384,""loop_hz"":37037,""cycle_log_ms"":1,""n_cycle"":4}"
1784142446.363765,52325.515000,"{""t_ms"":20392,""hwm"":256,""cap"":256,""dropped"":312,""dropped_total"":312,""crc_err"":0,""crc_err_total"":0,""rate1"":340,""rate2"":340,""prod1"":371,""prod2"":371,""sma_state"":6,""m7_us"":19164735,""m4_us"":16390347,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":1571,""loop_us_max"":573898,""loop_hz"":636,""cycle_log_ms"":1,""n_cycle"":4}"
1784142447.636129,52326.781000,"{""t_ms"":21682,""hwm"":256,""cap"":256,""dropped"":653,""dropped_total"":965,""crc_err"":0,""crc_err_total"":0,""rate1"":256,""rate2"":255,""prod1"":259,""prod2"":258,""sma_state"":6,""m7_us"":20500220,""m4_us"":17736140,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":2936,""loop_us_max"":611343,""loop_hz"":340,""cycle_log_ms"":1,""n_cycle"":4}"
1784142449.199324,52328.343000,"{""t_ms"":23080,""hwm"":256,""cap"":256,""dropped"":585,""dropped_total"":1550,""crc_err"":0,""crc_err_total"":0,""rate1"":277,""rate2"":277,""prod1"":302,""prod2"":303,""sma_state"":6,""m7_us"":21947871,""m4_us"":19109030,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":96,""loop_us_max"":533769,""loop_hz"":10416,""cycle_log_ms"":1,""n_cycle"":4}"
1784142450.547862,52329.703000,"{""t_ms"":24441,""hwm"":256,""cap"":256,""dropped"":732,""dropped_total"":2282,""crc_err"":0,""crc_err_total"":0,""rate1"":263,""rate2"":263,""prod1"":243,""prod2"":242,""sma_state"":6,""m7_us"":23357200,""m4_us"":20501128,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":4478,""loop_us_max"":656130,""loop_hz"":223,""cycle_log_ms"":1,""n_cycle"":4}"
1784142453.754924,52332.906000,"{""t_ms"":26019,""hwm"":256,""cap"":256,""dropped"":972,""dropped_total"":3254,""crc_err"":0,""crc_err_total"":0,""rate1"":203,""rate2"":202,""prod1"":204,""prod2"":204,""sma_state"":6,""m7_us"":24990607,""m4_us"":21549462,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":1366,""loop_us_max"":1238881,""loop_hz"":732,""cycle_log_ms"":1,""n_cycle"":4}"
1784142455.947805,52335.093000,"{""t_ms"":27970,""hwm"":256,""cap"":256,""dropped"":1144,""dropped_total"":4398,""crc_err"":0,""crc_err_total"":0,""rate1"":217,""rate2"":217,""prod1"":218,""prod2"":218,""sma_state"":6,""m7_us"":27009843,""m4_us"":23394482,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":96,""loop_us_max"":1413477,""loop_hz"":10416,""cycle_log_ms"":1,""n_cycle"":4}"
