t_rel_s,displacement_um,force_N,sma_v,sma_i,sma_r,sma_power_W,stage_mm
0,-4818.3372,0.23100006,0.500343,0.112487,4.348008,0.056282083,79.999979
0.0099999905,-4818.3372,0.23100006,0.500343,0.112487,4.348008,0.056282083,79.999979
0.019999981,-4819.183,0.23082731,0.500343,0.112487,4.348008,0.056282083,79.999979
0.029999971,-4817.7249,0.23147307,0.500343,0.112487,4.348008,0.056282083,79.999979
0.039999962,-4818.6285,0.23195613,0.500343,0.112487,4.348008,0.056282083,79.999979
0.049999952,-4820.2574,0.2316938,0.500343,0.112487,4.348008,0.056282083,79.999979
0.059999943,-4820.0308,0.23190601,0.500343,0.112487,4.348008,0.056282083,79.999979
0.069999933,-4817.032,0.2321985,0.500343,0.112487,4.348008,0.056282083,79.999979
0.079999924,-4820.2854,0.23079584,0.500343,0.112487,4.348008,0.056282083,79.999979
0.089999914,-4819.5453,0.23144473,0.500343,0.112487,4.348008,0.056282083,79.999979
0.099999905,-4816.8607,0.23118517,0.500343,0.112487,4.348008,0.056282083,79.999979
0.1099999,-4820.3119,0.23174342,0.500343,0.112487,4.348008,0.056282083,79.999979
0.11999989,-4820.3119,0.23207046,0.500343,0.112487,4.348008,0.056282083,79.999979
0.12999988,-4818.0376,0.23190504,0.500343,0.112487,4.348008,0.056282083,79.999979
0.13999987,-4818.011,0.23195072,0.500343,0.112487,4.348008,0.056282083,79.999979
0.14999986,-4818.0888,0.23132662,0.500343,0.112487,4.348008,0.056282083,79.999979
0.15999985,-4815.0191,0.23152733,0.500343,0.112487,4.348008,0.056282083,79.999979
0.16999984,-4819.0962,0.23129911,0.500343,0.112487,4.348008,0.056282083,79.999979
0.17999983,-4818.4611,0.23145799,0.500343,0.112487,4.348008,0.056282083,79.999979
0.18999982,-4816.6706,0.23152767,0.500343,0.112487,4.348008,0.056282083,79.999979
0.19999981,-4818.1031,0.23079085,0.500343,0.112487,4.348008,0.056282083,79.999979
0.2099998,-4819.7721,0.23180489,0.500343,0.112487,4.348008,0.056282083,79.999979
0.21999979,-4818.2835,0.22994248,0.500343,0.112487,4.348008,0.056282083,79.999979
0.22999978,-4820.5798,0.23224057,0.500343,0.112487,4.348008,0.056282083,79.999979
0.23999977,-4816.9417,0.23153623,0.500343,0.112487,4.348008,0.056282083,79.999979
0.24999976,-4816.3032,0.23114289,0.500343,0.112487,4.348008,0.056282083,79.999979
0.25999975,-4819.1685,0.23137502,0.500343,0.112487,4.348008,0.056282083,79.999979
0.26999974,-4818.7474,0.23210389,0.500343,0.112487,4.348008,0.056282083,79.999979
0.27999973,-4816.409,0.23140611,0.500343,0.112487,4.348008,0.056282083,79.999979
0.28999972,-4820.5714,0.23071708,0.500343,0.112487,4.348008,0.056282083,79.999979
0.29999971,-4818.2249,0.23164847,0.500343,0.112487,4.348008,0.056282083,79.999979
0.3099997,-4816.8544,0.23113381,0.500343,0.112487,4.348008,0.056282083,79.999979
0.31999969,-4816.5442,0.23137749,0.500343,0.112487,4.348008,0.056282083,79.999979
0.32999969,-4818.3836,0.23179585,0.500343,0.112487,4.348008,0.056282083,79.999979
0.33999968,-4817.8753,0.2314758,0.500343,0.112487,4.348008,0.056282083,79.999979
