pass_index,sweep_index,direction,target_mm,stage_actual_mm,mean_V,std_V,n_samples,timestamp_start_us,timestamp_end_us,mean_V_adc1,std_V_adc1,n_samples_adc1
-1,-1,baseline_pre,0.000000,-0.000040,2.50121447,0.00012339,500,5983000,7480000,2.49123159,0.00039131,500
0,0,fwd,-5.000000,-4.999970,4.99039853,0.00025861,500,10939000,12436000,4.96548182,0.00050831,500
0,1,fwd,-4.800000,-4.800045,4.89380829,0.00016719,500,15904000,17401000,4.86948226,0.00045715,500
0,2,fwd,-4.600000,-4.600020,4.79427127,0.00013592,500,20875000,22372000,4.77049642,0.00039009,500
0,3,fwd,-4.400000,-4.399995,4.69603911,0.00021306,500,25843000,27340000,4.67289960,0.00045814,500
0,4,fwd,-4.200000,-4.199970,4.59592796,0.00012306,500,30817000,32314000,4.57335549,0.00040543,500
0,5,fwd,-4.000000,-4.000044,4.49576172,0.00016004,500,35893000,37390000,4.47382101,0.00042309,500
0,6,fwd,-3.800000,-3.800019,4.39819341,0.00018836,500,40864000,42361000,4.37683181,0.00042053,500
0,7,fwd,-3.600000,-3.599994,4.29846088,0.00020352,500,45832000,47329000,4.27776114,0.00047738,500
0,8,fwd,-3.400000,-3.399969,4.20060500,0.00018436,500,50806000,52303000,4.18046201,0.00045828,500
0,9,fwd,-3.200000,-3.200043,4.09951081,0.00021287,500,55774000,57271000,4.08000418,0.00047725,500
0,10,fwd,-3.000000,-3.000018,3.99975053,0.00011786,500,60742000,62239000,3.98087880,0.00046293,500
0,11,fwd,-2.800000,-2.799993,3.89827298,0.00011608,500,65698000,67195000,3.88000191,0.00048435,500
0,12,fwd,-2.600000,-2.599968,3.79927754,0.00012918,500,70669000,72166000,3.78155440,0.00042095,500
0,13,fwd,-2.400000,-2.400042,3.69855890,0.00023781,500,75637000,77134000,3.68184211,0.00052418,500
0,14,fwd,-2.200000,-2.200017,3.59887710,0.00014259,500,80605000,82102000,3.58269825,0.00045605,500
0,15,fwd,-2.000000,-1.999992,3.49891182,0.00024950,500,85561000,87058000,3.48329293,0.00048356,500
0,16,fwd,-1.800000,-1.799967,3.40034287,0.00016196,500,90517000,92014000,3.38496218,0.00042689,500
0,17,fwd,-1.600000,-1.600041,3.30004333,0.00020528,500,95473000,96970000,3.28527644,0.00045135,500
0,18,fwd,-1.400000,-1.400016,3.19967609,0.00012110,500,100444000,101941000,3.18547103,0.00039405,500
0,19,fwd,-1.200000,-1.199991,3.10106731,0.00022322,500,105415000,106912000,3.08745984,0.00040506,500
0,20,fwd,-1.000000,-0.999966,3.00260367,0.00016210,500,110386000,111883000,2.98964171,0.00044541,500
0,21,fwd,-0.800000,-0.800041,2.90370201,0.00013437,500,115465000,116962000,2.89135714,0.00045336,500
0,22,fwd,-0.600000,-0.600016,2.80317394,0.00013000,500,120418000,121915000,2.79143049,0.00047045,500
0,23,fwd,-0.400000,-0.399991,2.70240227,0.00016751,500,125377000,126874000,2.69122052,0.00041779,500
0,24,fwd,-0.200000,-0.199966,2.60181942,0.00016468,500,130345000,131842000,2.59123760,0.00041883,500
0,25,fwd,0.000000,-0.000040,2.50123839,0.00013875,500,35313000,136810000,2.49124282,0.00039379,500
0,26,fwd,0.200000,0.199985,2.40307626,0.00018249,500,140287000,141784000,2.39368927,0.00044075,500
0,27,fwd,0.400000,0.400010,2.30449201,0.00016337,500,145243000,146740000,2.29571082,0.00043887,500
0,28,fwd,0.600000,0.600035,2.20637279,0.00016130,500,150211000,151708000,2.19819969,0.00047502,500
0,29,fwd,0.800000,0.799961,2.10855717,0.00019839,500,155170000,156667000,2.10095417,0.00045257,500
0,30,fwd,1.000000,0.999986,2.01033182,0.00020731,500,160138000,161635000,2.00332190,0.00046171,500
0,31,fwd,1.200000,1.200011,1.90967703,0.00012839,500,165109000,166606000,1.90320577,0.00041209,500
0,32,fwd,1.400000,1.400036,1.80954749,0.00012453,500,170083000,171580000,1.80371734,0.00044344,500
0,33,fwd,1.600000,1.599962,1.70960087,0.00012741,500,175054000,176551000,1.70431902,0.00038822,500
0,34,fwd,1.800000,1.799987,1.60965786,0.00015266,500,180022000,181519000,1.60498183,0.00042945,500
0,35,fwd,2.000000,2.000012,1.50961137,0.00018124,500,184978000,186475000,1.50556726,0.00044103,500
0,36,fwd,2.200000,2.200037,1.41085736,0.00024391,500,189952000,191449000,1.40729413,0.00037681,500
0,37,fwd,2.400000,2.399962,1.31045427,0.00019833,501,194920000,196420000,1.30755911,0.00046951,500
0,38,fwd,2.600000,2.599987,1.21038727,0.00026467,508,199891000,201412000,1.20812513,0.00040075,500
0,39,fwd,2.800000,2.800012,1.10504902,0.02499349,504,204877000,206392000,1.10914868,0.00046353,500
