sweep_index,direction,target_mm,stage_actual_mm,timestamp_us,voltage_V,raw_code
-1,baseline_pre,0.000000,-0.000020,321799000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321802000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321805000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321808000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321811000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321814000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321817000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321820000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321823000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321826000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321829000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321832000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321835000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321838000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321841000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321844000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321847000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321850000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321853000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321856000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321859000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321862000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321865000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321868000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321871000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321874000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321877000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321880000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321883000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321886000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321889000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321892000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321895000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321898000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321901000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321904000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321907000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321910000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321913000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321916000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321919000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321922000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321925000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321928000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321931000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321934000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321937000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321940000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321943000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321946000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321949000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321952000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321955000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321958000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321961000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321964000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321967000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321970000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321973000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321976000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321979000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321982000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,321985000,0.56100600,240950231
