sweep_index,direction,target_mm,stage_actual_mm,timestamp_us,voltage_V,raw_code
-1,baseline_pre,0.000000,-0.000020,12088000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12100000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12112000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12124000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12136000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12148000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12160000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12172000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12184000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12196000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12208000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12220000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12232000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12244000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12256000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12268000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12280000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12292000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12304000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12316000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12328000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12340000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12352000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12364000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12376000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12388000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12400000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12412000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12424000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12436000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12448000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12460000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12472000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12484000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12496000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12508000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12520000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12532000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12544000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12556000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12568000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12580000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12592000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12604000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12616000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12628000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12640000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12652000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12664000,5.00000000,8388607
-1,baseline_pre,0.000000,-0.000020,12676000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15172000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15184000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15196000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15208000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15220000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15232000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15244000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15256000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15268000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15280000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15292000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15304000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15316000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15328000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15340000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15352000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15364000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15376000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15388000,5.00000000,8388607
0,fwd,-0.500000,-0.499984,15400000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,17896000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,17908000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,17920000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,17932000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,17944000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,17956000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,17968000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,17980000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,17992000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,18004000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,18016000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,18028000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,18040000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,18052000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,18064000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,18076000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,18088000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,18100000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,18112000,5.00000000,8388607
1,fwd,-0.400000,-0.399971,18124000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20632000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20644000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20656000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20668000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20680000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20692000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20704000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20716000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20728000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20740000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20752000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20764000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20776000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20788000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20800000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20812000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20824000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20836000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20848000,5.00000000,8388607
2,fwd,-0.300000,-0.299959,20860000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23368000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23380000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23392000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23404000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23416000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23428000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23440000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23452000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23464000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23476000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23488000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23500000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23512000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23524000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23536000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23548000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23560000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23572000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23584000,5.00000000,8388607
3,fwd,-0.200000,-0.200045,23596000,5.00000000,8388607
4,fwd,-0.100000,-0.100033,26092000,5.00000000,8388607
4,fwd,-0.100000,-0.100033,26104000,5.00000000,8388607
4,fwd,-0.100000,-0.100033,26116000,5.00000000,8388607
4,fwd,-0.100000,-0.100033,26128000,5.00000000,8388607
4,fwd,-0.100000,-0.100033,26140000,5.00000000,8388607
4,fwd,-0.100000,-0.100033,26152000,5.00000000,8388607
4,fwd,-0.100000,-0.100033,26164000,5.00000000,8388607
4,fwd,-0.100000,-0.100033,26176000,5.00000000,8388607
4,fwd,-0.100000,-0.100033,26188000,5.00000000,8388607
