pass_index,sweep_index,direction,target_mm,stage_actual_mm,timestamp_us,voltage_V,raw_code,adc_source
-1,-1,baseline_pre,0.000000,-0.000040,16042000,2.49146400,1070075656,1
-1,-1,baseline_pre,0.000000,-0.000040,16044000,2.49134000,1070022582,1
-1,-1,baseline_pre,0.000000,-0.000040,16046000,2.49168400,1070170160,1
-1,-1,baseline_pre,0.000000,-0.000040,16048000,2.49162700,1070145718,1
-1,-1,baseline_pre,0.000000,-0.000040,16050000,2.49070100,1069747827,1
-1,-1,baseline_pre,0.000000,-0.000040,16052000,2.49070100,1069747827,1
-1,-1,baseline_pre,0.000000,-0.000040,16054000,2.49071100,1069752114,1
-1,-1,baseline_pre,0.000000,-0.000040,16056000,2.49146400,1070075714,1
-1,-1,baseline_pre,0.000000,-0.000040,16058000,2.49131200,1070010277,1
-1,-1,baseline_pre,0.000000,-0.000040,16060000,2.49165700,1070158373,1
-1,-1,baseline_pre,0.000000,-0.000040,16062000,2.49165700,1070158373,1
-1,-1,baseline_pre,0.000000,-0.000040,16064000,2.49170000,1070177159,1
-1,-1,baseline_pre,0.000000,-0.000040,16066000,2.49076000,1069773398,1
-1,-1,baseline_pre,0.000000,-0.000040,16068000,2.49065800,1069729511,1
-1,-1,baseline_pre,0.000000,-0.000040,16070000,2.49144800,1070068866,1
-1,-1,baseline_pre,0.000000,-0.000040,16072000,2.49144800,1070068866,1
-1,-1,baseline_pre,0.000000,-0.000040,16074000,2.49127800,1069995740,1
-1,-1,baseline_pre,0.000000,-0.000040,16076000,2.49162500,1070144871,1
-1,-1,baseline_pre,0.000000,-0.000040,16078000,2.49174900,1070198049,1
-1,-1,baseline_pre,0.000000,-0.000040,16080000,2.49082700,1069801841,1
-1,-1,baseline_pre,0.000000,-0.000040,16082000,2.49061200,1069709637,1
-1,-1,baseline_pre,0.000000,-0.000040,16084000,2.49061200,1069709637,1
-1,-1,baseline_pre,0.000000,-0.000040,16086000,2.49142100,1070057085,1
-1,-1,baseline_pre,0.000000,-0.000040,16088000,2.49127800,1069995622,1
-1,-1,baseline_pre,0.000000,-0.000040,16090000,2.49160200,1070134877,1
-1,-1,baseline_pre,0.000000,-0.000040,16092000,2.49178500,1070213662,1
-1,-1,baseline_pre,0.000000,-0.000040,16094000,2.49178500,1070213662,1
-1,-1,baseline_pre,0.000000,-0.000040,16096000,2.49090000,1069833195,1
-1,-1,baseline_pre,0.000000,-0.000040,16098000,2.49058600,1069698365,1
-1,-1,baseline_pre,0.000000,-0.000040,16100000,2.49136800,1070034590,1
-1,-1,baseline_pre,0.000000,-0.000040,16102000,2.49128900,1070000474,1
-1,-1,baseline_pre,0.000000,-0.000040,16104000,2.49128900,1070000474,1
-1,-1,baseline_pre,0.000000,-0.000040,16106000,2.49158600,1070127852,1
-1,-1,baseline_pre,0.000000,-0.000040,16108000,2.49181500,1070226424,1
-1,-1,baseline_pre,0.000000,-0.000040,16110000,2.49098100,1069868330,1
-1,-1,baseline_pre,0.000000,-0.000040,16112000,2.49055600,1069685531,1
-1,-1,baseline_pre,0.000000,-0.000040,16114000,2.49129300,1070002115,1
-1,-1,baseline_pre,0.000000,-0.000040,16116000,2.49129300,1070002115,1
-1,-1,baseline_pre,0.000000,-0.000040,16118000,2.49129700,1070003736,1
-1,-1,baseline_pre,0.000000,-0.000040,16120000,2.49155000,1070112429,1
-1,-1,baseline_pre,0.000000,-0.000040,16122000,2.49182500,1070230662,1
-1,-1,baseline_pre,0.000000,-0.000040,16124000,2.49107600,1069908943,1
-1,-1,baseline_pre,0.000000,-0.000040,16126000,2.49107600,1069908943,1
-1,-1,baseline_pre,0.000000,-0.000040,16128000,2.49055200,1069683887,1
-1,-1,baseline_pre,0.000000,-0.000040,16130000,2.49120800,1069965759,1
-1,-1,baseline_pre,0.000000,-0.000040,16132000,2.49132500,1070016061,1
-1,-1,baseline_pre,0.000000,-0.000040,16134000,2.49151500,1070097738,1
-1,-1,baseline_pre,0.000000,-0.000040,16136000,2.49151500,1070097738,1
-1,-1,baseline_pre,0.000000,-0.000040,16138000,2.49181600,1070226672,1
-1,-1,baseline_pre,0.000000,-0.000040,16140000,2.49117800,1069952787,1
-1,-1,baseline_pre,0.000000,-0.000040,16142000,2.49055400,1069684876,1
-1,-1,baseline_pre,0.000000,-0.000040,16144000,2.49111600,1069925932,1
-1,-1,baseline_pre,0.000000,-0.000040,16146000,2.49111600,1069925932,1
-1,-1,baseline_pre,0.000000,-0.000040,16148000,2.49135700,1070029486,1
-1,-1,baseline_pre,0.000000,-0.000040,16150000,2.49147200,1070078901,1
-1,-1,baseline_pre,0.000000,-0.000040,16152000,2.49180200,1070220725,1
-1,-1,baseline_pre,0.000000,-0.000040,16154000,2.49127900,1069996287,1
-1,-1,baseline_pre,0.000000,-0.000040,16156000,2.49057400,1069693263,1
-1,-1,baseline_pre,0.000000,-0.000040,16158000,2.49057400,1069693263,1
