pass_index,sweep_index,direction,target_mm,stage_actual_mm,mean_V,std_V,n_samples,timestamp_start_us,timestamp_end_us,mean_V_adc1,std_V_adc1,n_samples_adc1
0,85,rev,-1.800000,-1.799967,3.39121752,0.00018318,500,514546000,516043000,3.37588992,0.00042040,500
0,86,rev,-2.000000,-1.999992,3.49126381,0.00019274,500,519502000,520999000,3.47567894,0.00043265,500
0,87,rev,-2.200000,-2.200017,3.59016908,0.00015620,500,524461000,525958000,3.57401268,0.00045352,500
0,88,rev,-2.400000,-2.400042,3.68903642,0.00029309,500,529420000,530917000,3.67200359,0.00053675,500
0,89,rev,-2.600000,-2.599968,3.79093641,0.00019229,500,534391000,535888000,3.77329202,0.00044974,500
0,90,rev,-2.800000,-2.799993,3.89053454,0.00012765,500,539365000,540862000,3.87232129,0.00047068,500
0,91,rev,-3.000000,-3.000018,3.99106595,0.00026136,500,544336000,545833000,3.97222361,0.00050073,500
0,92,rev,-3.200000,-3.200043,4.09173427,0.00021901,500,549313000,550810000,4.07220108,0.00041893,500
0,93,rev,-3.400000,-3.399969,4.19133767,0.00056445,500,554266000,555763000,4.17123681,0.00066514,500
0,94,rev,-3.600000,-3.599994,4.29042422,0.00035545,500,559228000,560725000,4.26975244,0.00053328,500
0,95,rev,-3.800000,-3.800019,4.38851010,0.00040584,500,564196000,565693000,4.36721503,0.00057266,500
0,96,rev,-4.000000,-4.000044,4.48825005,0.00025214,500,569263000,570760000,4.46633055,0.00044494,500
0,97,rev,-4.200000,-4.199970,4.58631084,0.00042383,500,574222000,575719000,4.56382174,0.00059130,500
0,98,rev,-4.400000,-4.399995,4.68565032,0.00048271,500,579193000,580690000,4.66257821,0.00063106,500
0,99,rev,-4.600000,-4.600020,4.78481410,0.00015395,500,584152000,585649000,4.76109269,0.00039885,500
0,100,rev,-4.800000,-4.800045,4.88494969,0.00029325,500,20000,590617000,4.86064501,0.00051721,500
0,101,rev,-5.000000,-4.999970,4.98595814,0.00050740,500,594097000,595594000,4.96104925,0.00063796,500
1,0,fwd,-5.000000,-4.999970,4.98606596,0.00031995,500,599068000,600565000,4.96113861,0.00053707,500
1,1,fwd,-4.800000,-4.800045,4.88828949,0.00013054,500,604042000,605539000,4.86392440,0.00041856,500
1,2,fwd,-4.600000,-4.600020,4.78795398,0.00024866,500,608998000,610495000,4.76416574,0.00042328,500
1,3,fwd,-4.400000,-4.399995,4.68828319,0.00018407,500,954000,615451000,4.66518941,0.00046451,500
1,4,fwd,-4.200000,-4.199970,4.59017400,0.00014523,500,618928000,620425000,4.56765041,0.00043161,500
1,5,fwd,-4.000000,-4.000044,4.49173779,0.00011283,500,623899000,625396000,4.46979260,0.00036892,500
1,6,fwd,-3.800000,-3.800019,4.39163687,0.00014210,500,628966000,630463000,4.37029874,0.00037687,500
1,7,fwd,-3.600000,-3.599994,4.29304783,0.00019061,500,633934000,635431000,4.27237859,0.00044844,500
1,8,fwd,-3.400000,-3.399969,4.19491325,0.00021156,500,893000,640390000,4.17476942,0.00041135,500
1,9,fwd,-3.200000,-3.200043,4.09519802,0.00016553,500,643864000,645361000,4.07568497,0.00042422,500
1,10,fwd,-3.000000,-3.000018,3.99489122,0.00020436,500,648841000,650338000,3.97604278,0.00045429,500
1,11,fwd,-2.800000,-2.799993,3.89475248,0.00018607,500,653812000,655309000,3.87648449,0.00045332,500
1,12,fwd,-2.600000,-2.599968,3.79395086,0.00029379,500,658780000,660277000,3.77625458,0.00048756,500
1,13,fwd,-2.400000,-2.400042,3.69302083,0.00018989,500,663739000,665236000,3.67598487,0.00046668,500
1,14,fwd,-2.200000,-2.200017,3.59360992,0.00018685,500,668698000,670207000,3.57745512,0.00044700,502
1,15,fwd,-2.000000,-1.999992,3.49495094,0.00019419,500,673687000,675196000,3.47932679,0.00042660,500
1,16,fwd,-1.800000,-1.799967,3.39608714,0.00016223,502,678670000,680185000,3.38068865,0.00041359,500
1,17,fwd,-1.600000,-1.600041,6.40099026,9.16335440,500,683662000,86053000,3.28231920,0.00197063,789
1,18,fwd,-1.400000,-1.400016,3.19846852,0.00036248,500,895542000,991048000,3.18427342,0.00051944,500
1,19,fwd,-1.200000,-1.199991,3.09914822,0.00012589,506,694531000,696049000,3.08559093,0.00045789,500
1,20,fwd,-1.000000,-0.999966,2.99900042,0.00012938,500,699532000,701029000,2.98609624,0.00048491,500
1,21,fwd,-0.800000,-0.800041,2.89892743,0.00017300,500,704503000,706000000,2.88662505,0.00050762,500
1,22,fwd,-0.600000,-0.600016,2.79727524,0.00023494,500,709459000,710956000,2.78550349,0.00043540,500
1,23,fwd,-0.400000,-0.399991,2.69844264,0.00017715,500,714421000,715918000,2.68733199,0.00049879,500
1,24,fwd,-0.200000,-0.199966,2.59850930,0.00014039,500,719374000,720871000,2.58797844,0.00046555,500
1,25,fwd,0.000000,-0.000040,2.49912309,0.00012862,500,724345000,725842000,2.48920268,0.00045972,500
1,26,fwd,0.200000,0.199985,2.40043628,0.00015554,500,729427000,730924000,2.39108179,0.00046294,500
1,27,fwd,0.400000,0.400010,2.30054542,0.00012782,500,734401000,735898000,2.29179135,0.00045691,500
1,28,fwd,0.600000,0.600035,2.19866561,0.00021038,500,739360000,740857000,2.19053553,0.00047718,500
1,29,fwd,0.800000,0.799961,2.10100052,0.00036926,500,744316000,745813000,2.09339214,0.00047954,500
1,30,fwd,1.000000,0.999986,2.00369360,0.00026554,500,749287000,750784000,1.99673353,0.00051436,500
1,31,fwd,1.200000,1.200011,1.90562486,0.00021753,500,754366000,755863000,1.89915145,0.00043634,500
1,32,fwd,1.400000,1.400036,1.80615077,0.00018116,500,759337000,760834000,1.80031758,0.00044889,500
1,33,fwd,1.600000,1.599962,1.70589299,0.00013807,500,764296000,765793000,1.70061395,0.00038274,500
1,34,fwd,1.800000,1.799987,1.60675776,0.00024380,500,769255000,770752000,1.60209507,0.00045525,500
1,35,fwd,2.000000,2.000012,1.50648605,0.00025853,500,774226000,775723000,1.50242966,0.00047796,500
1,36,fwd,2.200000,2.200037,1.40722750,0.00023684,500,779200000,780697000,1.40375522,0.00041337,500
1,37,fwd,2.400000,2.399962,1.30598747,0.00022839,500,784168000,785665000,1.30316909,0.00043992,500
1,38,fwd,2.600000,2.599987,1.20577361,0.00016528,500,789124000,790621000,1.20354633,0.00040602,500
1,39,fwd,2.800000,2.800012,1.10709513,0.00023447,500,794083000,795580000,1.10534952,0.00038599,500
1,40,fwd,3.000000,3.000037,1.00936485,0.00015309,500,39000,800536000,1.00825398,0.00039527,500
1,41,fwd,3.200000,3.199963,0.90938907,0.00014819,500,10000,805507000,0.90877707,0.00037138,500
1,42,fwd,3.400000,3.399988,0.80733104,0.00015029,500,808981000,810478000,0.80713559,0.00029482,500
1,43,fwd,3.600000,3.600013,0.70780380,0.00024452,500,814033000,815530000,0.70792446,0.00030419,500
1,44,fwd,3.800000,3.800038,0.60940841,0.00024751,500,818986000,820483000,0.60976416,0.00025819,500
1,45,fwd,4.000000,3.999964,0.50927413,0.00013823,500,823945000,825442000,0.50974916,0.00010888,500
1,46,fwd,4.200000,4.199989,0.41128030,0.00017481,500,828916000,830413000,0.41179169,0.00013756,500
1,47,fwd,4.400000,4.400014,0.31281648,0.00011320,500,833890000,835387000,0.31332428,0.00003265,500
1,48,fwd,4.600000,4.600039,0.21376958,0.00055006,500,838969000,840466000,0.21424898,0.00053378,500
1,49,fwd,4.800000,4.799965,0.11481616,0.00035522,500,843925000,845422000,0.11527310,0.00033380,500
1,50,fwd,5.000000,4.999990,0.01396433,0.00027526,500,878000,850375000,0.01437082,0.00023260,500
1,51,fwd,5.000000,4.999990,0.01401261,0.00022348,500,853852000,855349000,0.01442712,0.00016086,500
1,52,rev,4.800000,4.799965,0.11279102,0.00044740,500,858820000,860317000,0.11324448,0.00042470,500
1,53,rev,4.600000,4.600039,0.21278261,0.00066604,500,863794000,865291000,0.21326815,0.00066187,500
1,54,rev,4.400000,4.400014,0.31127588,0.00012179,500,868765000,870262000,0.31178197,0.00002892,500
1,55,rev,4.200000,4.199989,0.40931943,0.00012950,500,873721000,875218000,0.40983698,0.00007383,500
1,56,rev,4.000000,3.999964,0.50818938,0.00022265,500,878692000,880189000,0.50866026,0.00019819,500
1,57,rev,3.800000,3.800038,0.60777459,0.00014831,500,883753000,885250000,0.60813422,0.00016324,500
1,58,rev,3.600000,3.600013,0.70583578,0.00014875,500,888712000,890209000,0.70597137,0.00022123,500
1,59,rev,3.400000,3.399988,0.80517393,0.00015725,500,893683000,895180000,0.80500057,0.00034048,500
1,60,rev,3.200000,3.199963,0.90691330,0.00018216,506,898636000,900151000,0.90633050,0.00037522,500
1,61,rev,3.000000,3.000037,1.00699325,0.00107918,504,903625000,905140000,1.00602447,0.00042361,500
