pass_index,sweep_index,direction,target_mm,stage_actual_mm,timestamp_us,voltage_V,raw_code,adc_source
-1,-1,baseline_pre,0.000000,-0.000040,11508000,2.49085500,1069814253,1
-1,-1,baseline_pre,0.000000,-0.000040,11513000,2.49121300,1069967825,1
-1,-1,baseline_pre,0.000000,-0.000040,11518000,2.49028300,1069568648,1
-1,-1,baseline_pre,0.000000,-0.000040,11523000,2.49081000,1069794930,1
-1,-1,baseline_pre,0.000000,-0.000040,11528000,2.49115800,1069944152,1
-1,-1,baseline_pre,0.000000,-0.000040,11533000,2.49036600,1069604072,1
-1,-1,baseline_pre,0.000000,-0.000040,11538000,2.49074900,1069768482,1
-1,-1,baseline_pre,0.000000,-0.000040,11543000,2.49110000,1069919223,1
-1,-1,baseline_pre,0.000000,-0.000040,11548000,2.49044900,1069639803,1
-1,-1,baseline_pre,0.000000,-0.000040,11553000,2.49067500,1069736632,1
-1,-1,baseline_pre,0.000000,-0.000040,11558000,2.49104600,1069895972,1
-1,-1,baseline_pre,0.000000,-0.000040,11563000,2.49055200,1069683833,1
-1,-1,baseline_pre,0.000000,-0.000040,11568000,2.49058600,1069698425,1
-1,-1,baseline_pre,0.000000,-0.000040,11573000,2.49099000,1069872227,1
-1,-1,baseline_pre,0.000000,-0.000040,11578000,2.49066000,1069730192,1
-1,-1,baseline_pre,0.000000,-0.000040,11583000,2.49048700,1069655778,1
-1,-1,baseline_pre,0.000000,-0.000040,11588000,2.49093300,1069847403,1
-1,-1,baseline_pre,0.000000,-0.000040,11593000,2.49078000,1069781992,1
-1,-1,baseline_pre,0.000000,-0.000040,11598000,2.49039800,1069617769,1
-1,-1,baseline_pre,0.000000,-0.000040,11603000,2.49088200,1069825587,1
-1,-1,baseline_pre,0.000000,-0.000040,11608000,2.49089600,1069831777,1
-1,-1,baseline_pre,0.000000,-0.000040,11613000,2.49030500,1069577837,1
-1,-1,baseline_pre,0.000000,-0.000040,11618000,2.49083100,1069803900,1
-1,-1,baseline_pre,0.000000,-0.000040,11623000,2.49100400,1069878115,1
-1,-1,baseline_pre,0.000000,-0.000040,11628000,2.49021700,1069539917,1
-1,-1,baseline_pre,0.000000,-0.000040,11633000,2.49078500,1069784012,1
-1,-1,baseline_pre,0.000000,-0.000040,11638000,2.49111800,1069926991,1
-1,-1,baseline_pre,0.000000,-0.000040,11643000,2.49014100,1069507286,1
-1,-1,baseline_pre,0.000000,-0.000040,11648000,2.49074700,1069767684,1
-1,-1,baseline_pre,0.000000,-0.000040,11653000,2.49121600,1069969111,1
-1,-1,baseline_pre,0.000000,-0.000040,11658000,2.49087500,1069822926,1
-1,-1,baseline_pre,0.000000,-0.000040,11663000,2.49124400,1069981247,1
-1,-1,baseline_pre,0.000000,-0.000040,11668000,2.49024400,1069551513,1
-1,-1,baseline_pre,0.000000,-0.000040,11673000,2.49084700,1069810791,1
-1,-1,baseline_pre,0.000000,-0.000040,11678000,2.49119400,1069959528,1
-1,-1,baseline_pre,0.000000,-0.000040,11683000,2.49031200,1069580736,1
-1,-1,baseline_pre,0.000000,-0.000040,11688000,2.49079700,1069789150,1
-1,-1,baseline_pre,0.000000,-0.000040,11693000,2.49113900,1069935906,1
-1,-1,baseline_pre,0.000000,-0.000040,11698000,2.49039500,1069616657,1
-1,-1,baseline_pre,0.000000,-0.000040,11703000,2.49072900,1069760077,1
-1,-1,baseline_pre,0.000000,-0.000040,11708000,2.49108900,1069914464,1
-1,-1,baseline_pre,0.000000,-0.000040,11713000,2.49049400,1069658965,1
-1,-1,baseline_pre,0.000000,-0.000040,11718000,2.49064900,1069725600,1
-1,-1,baseline_pre,0.000000,-0.000040,11723000,2.49102900,1069888901,1
-1,-1,baseline_pre,0.000000,-0.000040,11728000,2.49059400,1069702157,1
-1,-1,baseline_pre,0.000000,-0.000040,11733000,2.49055300,1069684443,1
-1,-1,baseline_pre,0.000000,-0.000040,11738000,2.49095700,1069857787,1
-1,-1,baseline_pre,0.000000,-0.000040,11743000,2.49070200,1069748271,1
