pass_index,sweep_index,direction,target_mm,stage_actual_mm,mean_V,std_V,n_samples,timestamp_start_us,timestamp_end_us,mean_V_adc1,std_V_adc1,n_samples_adc1
-1,-1,baseline_pre,0.000000,-0.000040,2.50123512,0.00012142,500,16044000,17042000,2.49125390,0.00039776,500
0,0,fwd,-5.000000,-4.999970,4.99000285,0.00021211,500,20518000,21516000,4.96505909,0.00048037,500
0,1,fwd,-4.800000,-4.800045,4.89365703,0.00016762,500,24980000,25978000,4.86932525,0.00045305,500
0,2,fwd,-4.600000,-4.600020,4.79458183,0.00028013,500,29444000,30442000,4.77079741,0.00045532,500
0,3,fwd,-4.400000,-4.399995,4.69592958,0.00013299,500,33904000,34902000,4.67277733,0.00043480,500
0,4,fwd,-4.200000,-4.199970,4.59583036,0.00023547,500,38380000,39378000,4.57325553,0.00045883,500
0,5,fwd,-4.000000,-4.000044,4.49606463,0.00023306,500,42844000,43842000,4.47412770,0.00045716,500
0,6,fwd,-3.800000,-3.800019,4.39910215,0.00022679,500,47306000,48304000,4.37775953,0.00049031,500
0,7,fwd,-3.600000,-3.599994,4.29945737,0.00011942,500,51766000,52764000,4.27873565,0.00043899,500
0,8,fwd,-3.400000,-3.399969,4.20067537,0.00018333,500,56230000,57228000,4.18055044,0.00045070,500
0,9,fwd,-3.200000,-3.200043,4.10000049,0.00015119,500,60692000,61690000,4.08046883,0.00044630,501
0,10,fwd,-3.000000,-3.000018,4.00033602,0.00017843,500,65170000,66168000,3.98144525,0.00048403,500
0,11,fwd,-2.800000,-2.799993,3.89921482,0.00014280,500,69628000,70626000,3.88094264,0.00047638,500
0,12,fwd,-2.600000,-2.599968,3.80081350,0.00014931,500,74092000,75090000,3.78313191,0.00048981,500
0,13,fwd,-2.400000,-2.400042,3.69936128,0.00012330,500,78552000,79550000,3.68260664,0.00046175,500
0,14,fwd,-2.200000,-2.200017,3.59931160,0.00011695,500,83018000,84016000,3.58312332,0.00043717,500
0,15,fwd,-2.000000,-1.999992,3.49933184,0.00014994,500,87478000,88476000,3.48371216,0.00043334,500
0,16,fwd,-1.800000,-1.799967,3.40075467,0.00011507,500,91954000,92952000,3.38537965,0.00042022,500
0,17,fwd,-1.600000,-1.600041,3.30048984,0.00023463,500,96416000,97414000,3.28572799,0.00048066,501
0,18,fwd,-1.400000,-1.400016,3.19966063,0.00014434,500,100984000,101982000,3.18545562,0.00039823,500
0,19,fwd,-1.200000,-1.199991,3.10069998,0.00012237,500,105448000,106446000,3.08710218,0.00039295,500
0,20,fwd,-1.000000,-0.999966,3.00231146,0.00012216,500,109910000,110908000,2.98934110,0.00042625,500
0,21,fwd,-0.800000,-0.800041,2.90371999,0.00013043,500,114368000,115366000,2.89136461,0.00045583,500
0,22,fwd,-0.600000,-0.600016,2.80332996,0.00018734,500,118830000,119828000,2.79158568,0.00048854,500
0,23,fwd,-0.400000,-0.399991,2.70267692,0.00012198,500,123400000,124398000,2.69149838,0.00040786,500
0,24,fwd,-0.200000,-0.199966,2.60119646,0.00023970,500,127862000,128860000,2.59065740,0.00047606,500
0,25,fwd,0.000000,-0.000040,2.50147909,0.00018457,500,132436000,133434000,2.49148344,0.00041902,500
