sweep_index,direction,target_mm,stage_actual_mm,timestamp_us,voltage_V,raw_code
-1,baseline_pre,0.000000,-0.000020,160288000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160291000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160294000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160297000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160300000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160303000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160306000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160309000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160312000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160315000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160318000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160321000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160324000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160327000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160330000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160333000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160336000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160339000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160342000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160345000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160348000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160351000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160354000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160357000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160360000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160363000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160366000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160369000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160372000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160375000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160378000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160381000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160384000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160387000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160390000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160393000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160396000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160399000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160402000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160405000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160408000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160411000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160414000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160417000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160420000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160423000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160426000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160429000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160432000,0.56100600,240950231
-1,baseline_pre,0.000000,-0.000020,160435000,0.56100600,240950231
0,fwd,-0.500000,-0.499984,2913000,0.56207300,241408393
0,fwd,-0.500000,-0.499984,162916000,0.56498700,242660204
0,fwd,-0.500000,-0.499984,162919000,0.57149400,245454647
0,fwd,-0.500000,-0.499984,162922000,0.56882100,244306939
0,fwd,-0.500000,-0.499984,162925000,0.57105900,245268133
0,fwd,-0.500000,-0.499984,162928000,0.56741500,243702706
0,fwd,-0.500000,-0.499984,162931000,0.56281600,241727831
0,fwd,-0.500000,-0.499984,162934000,0.56107100,240978282
0,fwd,-0.500000,-0.499984,162937000,0.56771600,243832046
0,fwd,-0.500000,-0.499984,162940000,0.57212800,245727129
0,fwd,-0.500000,-0.499984,162943000,0.56971600,244691288
0,fwd,-0.500000,-0.499984,162946000,0.56776300,243852194
0,fwd,-0.500000,-0.499984,162949000,0.56463700,242509565
0,fwd,-0.500000,-0.499984,162952000,0.56101100,240952220
0,fwd,-0.500000,-0.499984,162955000,0.56200000,241377235
0,fwd,-0.500000,-0.499984,162958000,0.56883600,244313087
0,fwd,-0.500000,-0.499984,162961000,0.56848100,244160829
0,fwd,-0.500000,-0.499984,162964000,0.56179400,241288515
0,fwd,-0.500000,-0.499984,162967000,0.56488000,242614169
0,fwd,-0.500000,-0.499984,162970000,0.56740400,243698255
1,fwd,-0.400000,-0.399971,65445000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165448000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165451000,0.56100600,240950235
1,fwd,-0.400000,-0.399971,165454000,0.56100600,240950235
1,fwd,-0.400000,-0.399971,165457000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165460000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165463000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165466000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165469000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165472000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165475000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165478000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165481000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165484000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165487000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165490000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165493000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165496000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165499000,0.56100600,240950231
1,fwd,-0.400000,-0.399971,165502000,0.56100600,240950231
2,fwd,-0.300000,-0.299959,168085000,0.56100600,240950231
2,fwd,-0.300000,-0.299959,168088000,0.56100600,240950231
2,fwd,-0.300000,-0.299959,168091000,0.56100600,240950231
2,fwd,-0.300000,-0.299959,168094000,0.56100600,240950231
2,fwd,-0.300000,-0.299959,168097000,0.56100600,240950231
2,fwd,-0.300000,-0.299959,168100000,0.56100600,240950231
2,fwd,-0.300000,-0.299959,168103000,0.56100600,240950231
2,fwd,-0.300000,-0.299959,168106000,0.56100600,240950231
2,fwd,-0.300000,-0.299959,168109000,0.56100600,240950231
2,fwd,-0.300000,-0.299959,168112000,0.56100600,240950231
2,fwd,-0.300000,-0.299959,168115000,0.56100600,240950231
2,fwd,-0.300000,-0.299959,168118000,0.56100600,240950231
2,fwd,-0.300000,-0.299959,168121000,0.56100600,240950231
2,fwd,-0.300000,-0.299959,168124000,0.56100600,240950231
2,fwd,-0.300000,-0.299959,168127000,0.56100600,240950231
