pass_index,sweep_index,direction,target_mm,stage_actual_mm,timestamp_us,voltage_V,raw_code,adc_source
-1,-1,baseline_pre,0.000000,-1.590695,26022000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26025000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26028000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26031000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26034000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26037000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26040000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26043000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26046000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26049000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26052000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26055000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26058000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26061000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26064000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26067000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26070000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26073000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26076000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26079000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26082000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26085000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26088000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26091000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26094000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26097000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26100000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26103000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26106000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26109000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26112000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26115000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26118000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26121000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26124000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26127000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26130000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26133000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26136000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26139000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26142000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26145000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26148000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26151000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26154000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26157000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26160000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26163000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26166000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26169000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26172000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26175000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26178000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26181000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26184000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26187000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26190000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26193000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26196000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26199000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26202000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26205000,5.00000000,2147483647,1
-1,-1,baseline_pre,0.000000,-1.590695,26208000,5.00000000,2147483647,1
