t_rel_s,displacement_um,force_N,stage_mm
1.9399981,-4957.7338,0.21631372,79.999979
1.9499981,-4957.7338,0.21650796,79.999979
1.9599981,-4957.7338,0.21650796,79.999979
1.9699981,-4959.4804,0.21629939,79.999979
1.9799981,-4957.2772,0.21617554,79.999979
1.9899981,-4957.895,0.21464786,79.999979
1.9999981,-4957.4525,0.21660317,79.999979
2.0099981,-4957.692,0.21676794,79.999979
2.0199981,-4957.9315,0.21661005,79.999979
2.0299981,-4960.2195,0.21666449,79.999979
2.0399981,-4957.1187,0.21585866,79.999979
2.049998,-4958.5887,0.21628038,79.999979
2.059998,-4957.4055,0.21558069,79.999979
2.069998,-4957.1102,0.21558069,79.999979
2.079998,-4956.8479,0.21557532,79.999979
2.089998,-4960.8304,0.21597054,79.999979
2.099998,-4957.8302,0.2159482,79.999979
2.109998,-4960.2957,0.21607498,79.999979
2.119998,-4956.8322,0.21578716,79.999979
2.129998,-4957.2651,0.21597552,79.999979
2.139998,-4957.6998,0.21606347,79.999979
2.1499979,-4959.1539,0.21663863,79.999979
2.1599979,-4957.9541,0.21644995,79.999979
2.1699979,-4959.0033,0.21618531,79.999979
2.1799979,-4957.2007,0.2151715,79.999979
2.1899979,-4957.215,0.21509934,79.999979
2.1999979,-4957.6098,0.21502719,79.999979
2.2099979,-4958.7828,0.21538955,79.999979
2.2199979,-4959.2142,0.21545574,79.999979
2.2299979,-4957.4659,0.21601447,79.999979
2.2399979,-4957.2275,0.21673456,79.999979
2.2499979,-4957.788,0.21682189,79.999979
2.2599978,-4958.0267,0.21693229,79.999979
2.2699978,-4960.9713,0.2160926,79.999979
2.2799978,-4957.1761,0.21475532,79.999979
2.2899978,-4958.3883,0.21518042,79.999979
2.2999978,-4956.6686,0.21655786,79.999979
2.3099978,-4958.3101,0.21545854,79.999979
2.3199978,-4958.9229,0.21545854,79.999979
2.3299978,-4959.2886,0.21604011,79.999979
2.3399978,-4960.0789,0.21639193,79.999979
2.3499978,-4957.1361,0.21614401,79.999979
2.3599977,-4957.2456,0.21639758,79.999979
2.3699977,-4958.3941,0.21629449,79.999979
2.3799977,-4959.53,0.21589151,79.999979
2.3899977,-4960.6015,0.21545307,79.999979
2.3999977,-4957.7086,0.21515938,79.999979
2.4099977,-4959.2792,0.21542513,79.999979
2.4199977,-4958.2443,0.21527753,79.999979
2.4299977,-4958.1895,0.21521493,79.999979
2.4399977,-4958.8311,0.21547601,79.999979
2.4499977,-4959.4727,0.21573708,79.999979
2.4599977,-4956.7735,0.21518815,79.999979
2.4699976,-4958.8829,0.21584949,79.999979
2.4799976,-4959.5594,0.21530167,79.999979
2.4899976,-4958.2143,0.21595496,79.999979
2.4999976,-4958.6711,0.21594459,79.999979
2.5099976,-4959.0777,0.21593536,79.999979
2.5199976,-4957.4387,0.21522081,79.999979
2.5299976,-4960.6084,0.21481693,79.999979
2.5399976,-4958.5543,0.21579921,79.999979
2.5499976,-4959.1271,0.21598073,79.999979
2.5599976,-4960.6016,0.21679644,79.999979
2.5699975,-4960.81,0.21626873,79.999979
2.5799975,-4958.4247,0.21603937,79.999979
2.5899975,-4957.4794,0.21617323,79.999979
2.5999975,-4960.1117,0.21621564,79.999979
2.6099975,-4958.0613,0.21498819,79.999979
2.6199975,-4960.5577,0.21612486,79.999979
2.6299975,-4959.588,0.21668954,79.999979
2.6399975,-4957.6029,0.21580895,79.999979
2.6499975,-4956.9645,0.21542161,79.999979
2.6599975,-4958.1295,0.21549361,79.999979
2.6699975,-4958.4552,0.21639993,79.999979
2.6799974,-4960.6195,0.21599202,79.999979
2.6899974,-4960.5379,0.21599202,79.999979
2.6999974,-4959.8785,0.2151493,79.999979
2.7099974,-4960.5873,0.21636319,79.999979
2.7199974,-4957.1258,0.2156639,79.999979
2.7299974,-4957.9729,0.21702861,79.999979
2.7399974,-4958.1396,0.21633562,79.999979
2.7499974,-4960.0676,0.21619308,79.999979
2.7599974,-4960.1367,0.21662321,79.999979
2.7699974,-4959.1197,0.21608306,79.999979
2.7799973,-4956.7741,0.21548619,79.999979
2.7899973,-4960.7846,0.21561582,79.999979
2.7999973,-4957.3044,0.21538523,79.999979
2.8099973,-4958.8122,0.21576305,79.999979
2.8199973,-4959.0636,0.21640571,79.999979
2.8299973,-4957.7725,0.21640571,79.999979
2.8399973,-4957.1484,0.21642953,79.999979
2.8499973,-4957.3413,0.21651198,79.999979
2.8599973,-4960.4264,0.21682433,79.999979
2.8699973,-4958.6323,0.215779,79.999979
2.8799973,-4956.9905,0.21499967,79.999979
2.8899972,-4956.9905,0.21505223,79.999979
2.8999972,-4956.9905,0.21510478,79.999979
2.9099972,-4959.3673,0.21655702,79.999979
2.9199972,-4958.1588,0.21619139,79.999979
2.9299972,-4958.0281,0.21651134,79.999979
2.9399972,-4957.3384,0.21519955,79.999979
2.9499972,-4957.5676,0.21525539,79.999979
2.9599972,-4957.7968,0.21531123,79.999979
2.9699972,-4957.9407,0.21537972,79.999979
2.9799972,-4959.5302,0.21533731,79.999979
2.9899971,-4960.0857,0.21509319,79.999979
2.9999971,-4959.0562,0.21641997,79.999979
3.0099971,-4959.9201,0.21648075,79.999979
3.0199971,-4960.0686,0.21626703,79.999979
3.0299971,-4958.3447,0.21680471,79.999979
3.0399971,-4958.5052,0.21584759,79.999979
3.0499971,-4960.7832,0.21655202,79.999979
3.0599971,-4956.8928,0.21582712,79.999979
3.0699971,-4957.9017,0.21645185,79.999979
3.0799971,-4957.9222,0.21611536,79.999979
3.0899971,-4960.5673,0.21625588,79.999979
3.099997,-4961.0805,0.21685744,79.999979
3.109997,-4956.9463,0.21534584,79.999979
3.119997,-4957.1217,0.2156314,79.999979
3.129997,-4958.1593,0.21568597,79.999979
3.139997,-4958.6209,0.21586464,79.999979
3.149997,-4958.9672,0.21595938,79.999979
3.159997,-4957.8558,0.21543687,79.999979
3.169997,-4959.8892,0.21603266,79.999979
3.179997,-4957.253,0.21533179,79.999979
3.189997,-4958.6667,0.21572459,79.999979
3.1999969,-4959.6102,0.21554601,79.999979
3.2099969,-4960.5429,0.21587056,79.999979
3.2199969,-4958.0741,0.21656061,79.999979
3.2299969,-4958.5412,0.21609279,79.999979
3.2399969,-4959.2242,0.21601855,79.999979
3.2499969,-4958.0721,0.21590824,79.999979
3.2599969,-4958.8138,0.21592765,79.999979
3.2699969,-4959.8911,0.21594706,79.999979
3.2799969,-4958.1929,0.21590329,79.999979
3.2899969,-4959.5723,0.21561425,79.999979
3.2999969,-4958.6301,0.21570356,79.999979
3.3099968,-4958.7737,0.21639405,79.999979
3.3199968,-4959.971,0.21630053,79.999979
3.3299968,-4960.8495,0.21630053,79.999979
3.3399968,-4957.2408,0.21610536,79.999979
3.3499968,-4958.0898,0.21487973,79.999979
3.3599968,-4960.9508,0.21516164,79.999979
3.3699968,-4958.1064,0.2168872,79.999979
3.3799968,-4960.4417,0.21618033,79.999979
3.3899968,-4960.8104,0.21599081,79.999979
3.3999968,-4958.1737,0.21588934,79.999979
3.4099967,-4958.0448,0.21556196,79.999979
3.4199967,-4961.0524,0.2163985,79.999979
3.4299967,-4958.739,0.21586997,79.999979
3.4399967,-4960.3903,0.21512678,79.999979
3.4499967,-4959.6023,0.21511634,79.999979
3.4599967,-4957.3563,0.21556237,79.999979
3.4699967,-4957.3537,0.21506825,79.999979
3.4799967,-4957.8784,0.21604705,79.999979
3.4899967,-4958.1603,0.21633885,79.999979
3.4999967,-4960.4337,0.21598323,79.999979
3.5099967,-4960.4337,0.21561317,79.999979
3.5199966,-4959.2459,0.2156432,79.999979
3.5299966,-4957.4534,0.21538843,79.999979
3.5399966,-4957.8567,0.21556372,79.999979
3.5499966,-4957.7277,0.21626671,79.999979
3.5599966,-4958.3216,0.21620009,79.999979
3.5699966,-4957.5637,0.21635762,79.999979
3.5799966,-4956.8059,0.21650796,79.999979
3.5899966,-4960.7754,0.21546163,79.999979
3.5999966,-4957.0314,0.21592245,79.999979
3.6099966,-4957.5979,0.21651721,79.999979
3.6199965,-4960.0339,0.21592118,79.999979
3.6299965,-4958.5919,0.2156281,79.999979
3.6399965,-4957.2251,0.21546869,79.999979
3.6499965,-4960.4299,0.21572758,79.999979
3.6599965,-4958.0333,0.21611723,79.999979
3.6699965,-4956.9999,0.21628367,79.999979
3.6799965,-4960.839,0.21556079,79.999979
3.6899965,-4959.4072,0.21550262,79.999979
3.6999965,-4957.9755,0.21543616,79.999979
3.7099965,-4958.2545,0.21570871,79.999979
3.7199965,-4958.9072,0.21654952,79.999979
3.7299964,-4957.4227,0.21667061,79.999979
3.7399964,-4959.9879,0.21587332,79.999979
3.7499964,-4956.9403,0.21527983,79.999979
3.7599964,-4956.9403,0.21527983,79.999979
3.7699964,-4957.6477,0.21582014,79.999979
3.7799964,-4959.2344,0.2160198,79.999979
3.7899964,-4957.2898,0.21702226,79.999979
3.7999964,-4960.7631,0.21611946,79.999979
3.8099964,-4957.0164,0.21595905,79.999979
3.8199964,-4957.562,0.21587379,79.999979
3.8299963,-4957.9105,0.21567582,79.999979
3.8399963,-4960.5558,0.2162689,79.999979
3.8499963,-4956.789,0.215667,79.999979
3.8599963,-4960.7616,0.21639022,79.999979
3.8699963,-4958.1255,0.21610015,79.999979
3.8799963,-4957.2639,0.21610015,79.999979
3.8899963,-4957.2528,0.2156951,79.999979
3.8999963,-4957.69,0.21563499,79.999979
3.9099963,-4960.3357,0.21649774,79.999979
3.9199963,-4960.0935,0.21623839,79.999979
3.9299963,-4957.1459,0.21498123,79.999979
3.9399962,-4957.473,0.21498123,79.999979
3.9499962,-4957.8,0.21498123,79.999979
3.9599962,-4959.0078,0.21670665,79.999979
3.9699962,-4960.5425,0.21648268,79.999979
3.9799962,-4957.2345,0.21595683,79.999979
3.9899962,-4957.5817,0.21577448,79.999979
3.9999962,-4958.1496,0.21556129,79.999979
4.0099962,-4958.1496,0.21562957,79.999979
4.0199962,-4959.7378,0.21596681,79.999979
4.0299962,-4960.9422,0.2163517,79.999979
4.0399961,-4958.175,0.21647973,79.999979
4.0499961,-4957.2195,0.21647609,79.999979
4.0599961,-4960.8554,0.21463763,79.999979
4.0699961,-4958.9068,0.21578434,79.999979
4.0799961,-4957.7552,0.21611349,79.999979
4.0899961,-4957.1254,0.21602143,79.999979
4.0999961,-4957.6295,0.21542954,79.999979
4.1099961,-4958.1183,0.21549791,79.999979
4.1199961,-4957.1008,0.21567518,79.999979
4.1299961,-4957.5644,0.21623032,79.999979
4.1399961,-4958.0279,0.21678547,79.999979
4.149996,-4958.6971,0.21580239,79.999979
4.159996,-4956.7881,0.21578173,79.999979
4.169996,-4959.8084,0.21596588,79.999979
4.179996,-4960.0399,0.21590358,79.999979
4.189996,-4960.0399,0.21557221,79.999979
4.199996,-4960.0399,0.21524084,79.999979
4.209996,-4957.7933,0.21553275,79.999979
4.219996,-4960.9941,0.21554275,79.999979
4.229996,-4958.4243,0.21588549,79.999979
4.239996,-4960.8989,0.21606162,79.999979
4.2499959,-4960.1746,0.21644119,79.999979
4.2599959,-4959.4504,0.21682076,79.999979
4.2699959,-4958.9813,0.21634616,79.999979
4.2799959,-4959.6081,0.21661178,79.999979
4.2899959,-4957.2315,0.21549371,79.999979
4.2999959,-4960.1937,0.21607789,79.999979
4.3099959,-4960.4571,0.21618611,79.999979
4.3199959,-4958.8876,0.21617422,79.999979
4.3299959,-4957.1765,0.21626214,79.999979
4.3399959,-4960.1645,0.21714938,79.999979
4.3499959,-4958.0753,0.21717663,79.999979
4.3599958,-4960.5475,0.2151869,79.999979
4.3699958,-4960.2288,0.21564884,79.999979
4.3799958,-4959.0382,0.21608805,79.999979
4.3899958,-4956.9462,0.21608562,79.999979
4.3999958,-4957.7878,0.21636926,79.999979
4.4099958,-4960.6753,0.21577006,79.999979
4.4199958,-4959.166,0.21673907,79.999979
4.4299958,-4957.1532,0.21602712,79.999979
4.4399958,-4957.1532,0.21612759,79.999979
4.4499958,-4957.1976,0.21626461,79.999979
4.4599957,-4957.4203,0.21497447,79.999979
4.4699957,-4959.9445,0.2161193,79.999979
4.4799957,-4958.236,0.21672186,79.999979
4.4899957,-4957.3199,0.21601876,79.999979
4.4999957,-4957.037,0.21573477,79.999979
4.5099957,-4957.6414,0.21546971,79.999979
4.5199957,-4957.9849,0.21703448,79.999979
4.5299957,-4957.265,0.21571795,79.999979
4.5399957,-4958.2489,0.21578209,79.999979
4.5499957,-4956.8513,0.2162504,79.999979
4.5599957,-4957.1968,0.21679577,79.999979
4.5699956,-4957.593,0.21682479,79.999979
4.5799956,-4957.0918,0.21600837,79.999979
4.5899956,-4958.7496,0.21653389,79.999979
4.5999956,-4957.9788,0.21717349,79.999979
4.6099956,-4957.3019,0.21622347,79.999979
4.6199956,-4960.5073,0.21608672,79.999979
4.6299956,-4956.9569,0.21695549,79.999979
4.6399956,-4957.491,0.21676841,79.999979
4.6499956,-4958.1717,0.21619543,79.999979
4.6599956,-4958.2621,0.21669502,79.999979
4.6699955,-4960.7862,0.21534853,79.999979
4.6799955,-4957.6989,0.21628572,79.999979
4.6899955,-4957.8585,0.21610944,79.999979
4.6999955,-4960.6236,0.21539344,79.999979
4.7099955,-4960.8415,0.21535733,79.999979
4.7199955,-4957.2283,0.21640228,79.999979
4.7299955,-4959.0186,0.21648875,79.999979
4.7399955,-4958.9677,0.21616622,79.999979
4.7499955,-4957.61,0.21550942,79.999979
4.7599955,-4957.9267,0.21566936,79.999979
4.7699955,-4958.5874,0.21586251,79.999979
4.7799954,-4960.5243,0.21583815,79.999979
4.7899954,-4957.3204,0.21636409,79.999979
4.7999954,-4958.396,0.21578885,79.999979
4.8099954,-4956.9657,0.21527013,79.999979
4.8199954,-4957.415,0.21543713,79.999979
4.8299954,-4957.8644,0.21560414,79.999979
4.8399954,-4960.1718,0.21591503,79.999979
4.8499954,-4957.1168,0.21592777,79.999979
4.8599954,-4958.0794,0.21724427,79.999979
4.8699954,-4956.7916,0.21764914,79.999979
4.8799953,-4959.5412,0.21572683,79.999979
4.8899953,-4960.2725,0.21584159,79.999979
4.8999953,-4961.0037,0.21572279,79.999979
4.9099953,-4957.1955,0.2156701,79.999979
4.9199953,-4958.9274,0.21552934,79.999979
4.9299953,-4958.7168,0.21628675,79.999979
4.9399953,-4960.5662,0.21563088,79.999979
4.9499953,-4960.6273,0.21623325,79.999979
4.9599953,-4958.0395,0.21579854,79.999979
4.9699953,-4960.1364,0.21696204,79.999979
4.9799953,-4960.1364,0.21696204,79.999979
4.9899952,-4960.5092,0.21635091,79.999979
4.9999952,-4959.9366,0.21613393,79.999979
5.0099952,-4958.642,0.21697399,79.999979
5.0199952,-4957.3446,0.21762479,79.999979
5.0299952,-4958.4053,0.21553801,79.999979
5.0399952,-4957.4859,0.21687956,79.999979
5.0499952,-4960.417,0.21592301,79.999979
5.0599952,-4957.7598,0.21538185,79.999979
5.0699952,-4960.1915,0.21632358,79.999979
5.0799952,-4960.3121,0.216082,79.999979
5.0899951,-4959.5726,0.21580867,79.999979
5.0999951,-4959.7403,0.21472056,79.999979
5.1099951,-4957.5965,0.21558742,79.999979
5.1199951,-4957.3156,0.21657225,79.999979
5.1299951,-4957.6293,0.21613769,79.999979
5.1399951,-4957.2884,0.21608471,79.999979
5.1499951,-4956.9475,0.21612745,79.999979
5.1599951,-4960.448,0.2159014,79.999979
5.1699951,-4956.642,0.21562969,79.999979
5.1799951,-4958.8812,0.21640337,79.999979
5.1899951,-4957.9304,0.21708268,79.999979
5.199995,-4957.1713,0.21712201,79.999979
5.209995,-4957.6689,0.21681522,79.999979
5.219995,-4957.2713,0.21542041,79.999979
5.229995,-4958.1683,0.21573834,79.999979
5.239995,-4958.4592,0.2156695,79.999979
5.249995,-4957.039,0.21600872,79.999979
5.259995,-4960.4538,0.21513484,79.999979
5.269995,-4957.4554,0.2159929,79.999979
5.279995,-4957.118,0.21594502,79.999979
5.289995,-4958.2566,0.21643635,79.999979
5.2999949,-4960.2394,0.21608862,79.999979
5.3099949,-4960.2,0.21577707,79.999979
5.3199949,-4958.9228,0.21610077,79.999979
5.3299949,-4957.7318,0.2164157,79.999979
5.3399949,-4960.0058,0.21689714,79.999979
5.3499949,-4956.7133,0.21647933,79.999979
5.3599949,-4957.9407,0.21593128,79.999979
5.3699949,-4959.5002,0.21684616,79.999979
5.3799949,-4958.537,0.21648103,79.999979
5.3899949,-4957.5325,0.21668721,79.999979
5.3999949,-4958.8306,0.21605025,79.999979
5.4099948,-4959.9829,0.21608698,79.999979
5.4199948,-4958.1104,0.21558716,79.999979
5.4299948,-4958.3744,0.21580331,79.999979
5.4399948,-4957.1098,0.21608143,79.999979
5.4499948,-4957.844,0.21620403,79.999979
5.4599948,-4959.1018,0.21592093,79.999979
5.4699948,-4960.2047,0.21574253,79.999979
5.4799948,-4957.816,0.2153259,79.999979
5.4899948,-4961.1247,0.21480826,79.999979
5.4999948,-4958.2941,0.21584135,79.999979
5.5099947,-4958.978,0.21584135,79.999979
5.5199947,-4959.7768,0.21525572,79.999979
5.5299947,-4958.3083,0.21672457,79.999979
5.5399947,-4960.7432,0.21623473,79.999979
5.5499947,-4959.9919,0.2159455,79.999979
5.5599947,-4958.817,0.21571879,79.999979
5.5699947,-4959.8576,0.2153942,79.999979
5.5799947,-4960.8053,0.21491104,79.999979
5.5899947,-4958.5517,0.21663683,79.999979
5.5999947,-4959.5092,0.21672245,79.999979
5.6099946,-4960.0871,0.21581873,79.999979
5.6199946,-4958.3135,0.21645258,79.999979
5.6299946,-4960.438,0.21629561,79.999979
5.6399946,-4960.9574,0.21662607,79.999979
5.6499946,-4957.8496,0.21612799,79.999979
5.6599946,-4959.8332,0.21571406,79.999979
5.6699946,-4960.9158,0.21563098,79.999979
5.6799946,-4958.7818,0.21589625,79.999979
5.6899946,-4960.4582,0.2155495,79.999979
5.6999946,-4959.6798,0.2160162,79.999979
5.7099946,-4956.9861,0.21695623,79.999979
5.7199945,-4957.9447,0.21587751,79.999979
5.7299945,-4960.5326,0.21586197,79.999979
5.7399945,-4958.1281,0.21555593,79.999979
5.7499945,-4960.7912,0.21560517,79.999979
5.7599945,-4960.7912,0.21602566,79.999979
5.7699945,-4957.2333,0.21583261,79.999979
5.7799945,-4956.8617,0.21568174,79.999979
5.7899945,-4958.5189,0.21718001,79.999979
5.7999945,-4957.9772,0.21553216,79.999979
5.8099945,-4960.131,0.21637001,79.999979
5.8199944,-4957.9131,0.2163551,79.999979
5.8299944,-4956.8358,0.21634327,79.999979
5.8399944,-4959.647,0.2154653,79.999979
5.8499944,-4957.764,0.21613093,79.999979
5.8599944,-4957.3373,0.21643611,79.999979
5.8699944,-4959.7071,0.21602666,79.999979
5.8799944,-4958.2945,0.21650756,79.999979
5.8899944,-4957.1429,0.21670555,79.999979
5.8999944,-4957.2436,0.21620898,79.999979
5.9099944,-4957.8478,0.2167341,79.999979
5.9199944,-4956.9764,0.21643267,79.999979
5.9299943,-4960.6586,0.21565072,79.999979
5.9399943,-4958.9658,0.21514441,79.999979
5.9499943,-4957.792,0.21491642,79.999979
5.9599943,-4957.8496,0.21659806,79.999979
5.9699943,-4957.7134,0.21634692,79.999979
5.9799943,-4957.4451,0.21571678,79.999979
5.9899943,-4959.9246,0.21733618,79.999979
5.9999943,-4960.5465,0.21711714,79.999979
6.0099943,-4958.8329,0.2167729,79.999979
6.0199943,-4960.0346,0.21659576,79.999979
6.0299942,-4959.8477,0.21595362,79.999979
6.0399942,-4957.0233,0.21600673,79.999979
6.0499942,-4960.743,0.21546736,79.999979
6.0599942,-4957.0693,0.2160601,79.999979
6.0699942,-4957.602,0.21635372,79.999979
6.0799942,-4958.4851,0.21658687,79.999979
6.0899942,-4956.8459,0.2169203,79.999979
6.0999942,-4958.0811,0.21639867,79.999979
6.1099942,-4960.7269,0.21595645,79.999979
6.1199942,-4957.7222,0.21581187,79.999979
6.1299942,-4957.8771,0.21648349,79.999979
6.1399941,-4958.5494,0.21636793,79.999979
6.1499941,-4957.7794,0.21660501,79.999979
6.1599941,-4959.1839,0.21615983,79.999979
6.1699941,-4959.7983,0.2161825,79.999979
6.1799941,-4957.0654,0.21588025,79.999979
6.1899941,-4957.1727,0.21617167,79.999979
6.1999941,-4958.1346,0.21628147,79.999979
6.2099941,-4960.5924,0.21585644,79.999979
6.2199941,-4957.4674,0.2163275,79.999979
6.2299941,-4959.9774,0.21608362,79.999979
6.239994,-4957.645,0.21658157,79.999979
6.249994,-4958.1618,0.21592722,79.999979
6.259994,-4959.7511,0.21592722,79.999979
6.269994,-4957.3994,0.21634388,79.999979
6.279994,-4958.7341,0.21623765,79.999979
6.289994,-4958.8661,0.21582165,79.999979
6.299994,-4957.0422,0.21721614,79.999979
6.309994,-4960.0815,0.21626827,79.999979
6.319994,-4960.8539,0.21634952,79.999979
6.329994,-4957.0517,0.21606893,79.999979
6.339994,-4957.9299,0.21593838,79.999979
6.3499939,-4959.0922,0.21616715,79.999979
6.3599939,-4957.0045,0.2162304,79.999979
6.3699939,-4960.5777,0.21698975,79.999979
6.3799939,-4960.382,0.21710863,79.999979
6.3899939,-4958.1107,0.21667524,79.999979
6.3999939,-4957.0045,0.21595294,79.999979
6.4099939,-4957.617,0.21652735,79.999979
6.4199939,-4957.0754,0.21634883,79.999979
6.4299939,-4960.0744,0.21495437,79.999979
6.4399939,-4960.6271,0.21519772,79.999979
6.4499938,-4960.2866,0.21562688,79.999979
6.4599938,-4960.2962,0.21561016,79.999979
6.4699938,-4957.0516,0.21557615,79.999979
6.4799938,-4957.0889,0.21645633,79.999979
6.4899938,-4960.5518,0.21628262,79.999979
6.4999938,-4959.3891,0.21635137,79.999979
6.5099938,-4958.9728,0.21656472,79.999979
6.5199938,-4960.3268,0.21550029,79.999979
6.5299938,-4957.0293,0.21623526,79.999979
6.5399938,-4957.8033,0.21556384,79.999979
6.5499938,-4960.4411,0.21528199,79.999979
6.5599937,-4959.3197,0.21561364,79.999979
6.5699937,-4957.8749,0.21552234,79.999979
6.5799937,-4957.599,0.21608674,79.999979
6.5899937,-4960.1645,0.2168247,79.999979
6.5999937,-4959.2289,0.21548015,79.999979
6.6099937,-4959.3898,0.21554138,79.999979
6.6199937,-4957.2427,0.21625215,79.999979
6.6299937,-4957.1256,0.21678969,79.999979
6.6399937,-4958.0291,0.21567833,79.999979
6.6499937,-4960.2686,0.21584867,79.999979
6.6599936,-4959.7429,0.21662899,79.999979
6.6699936,-4959.2919,0.21576365,79.999979
6.6799936,-4957.0125,0.21630904,79.999979
6.6899936,-4957.0244,0.21617698,79.999979
6.6999936,-4957.5118,0.21618515,79.999979
6.7099936,-4958.1295,0.21576478,79.999979
6.7199936,-4960.4339,0.21594457,79.999979
6.7299936,-4958.4007,0.21572381,79.999979
6.7399936,-4956.9547,0.21525346,79.999979
6.7499936,-4957.8121,0.21525346,79.999979
6.7599936,-4957.8121,0.21525346,79.999979
6.7699935,-4958.1175,0.21622545,79.999979
6.7799935,-4957.3963,0.21663175,79.999979
6.7899935,-4958.3386,0.21616235,79.999979
6.7999935,-4956.9419,0.21526906,79.999979
6.8099935,-4957.6536,0.21651758,79.999979
6.8199935,-4958.1281,0.21674696,79.999979
6.8299935,-4957.162,0.216237,79.999979
6.8399935,-4959.164,0.21688312,79.999979
6.8499935,-4957.8362,0.21504485,79.999979
6.8599935,-4957.2898,0.21687616,79.999979
6.8699934,-4957.4301,0.21673512,79.999979
6.8799934,-4958.0034,0.21609027,79.999979
6.8899934,-4960.514,0.21518747,79.999979
6.8999934,-4957.2626,0.215167,79.999979
6.9099934,-4957.7907,0.21588017,79.999979
6.9199934,-4957.5742,0.2153541,79.999979
6.9299934,-4957.9186,0.21553687,79.999979
6.9399934,-4957.9186,0.21553687,79.999979
6.9499934,-4959.6038,0.21635358,79.999979
6.9599934,-4958.8953,0.21589978,79.999979
6.9699934,-4957.2074,0.21504587,79.999979
6.9799933,-4959.5518,0.21592134,79.999979
6.9899933,-4958.5795,0.21629932,79.999979
6.9999933,-4959.9655,0.21606303,79.999979
7.0099933,-4960.8214,0.21589272,79.999979
7.0199933,-4959.1537,0.2158891,79.999979
7.0299933,-4959.2087,0.2156215,79.999979
7.0399933,-4959.6436,0.21682905,79.999979
7.0499933,-4958.3854,0.21472575,79.999979
7.0599933,-4959.4457,0.21548807,79.999979
7.0699933,-4960.449,0.21626224,79.999979
7.0799932,-4960.8468,0.21627929,79.999979
7.0899932,-4956.9825,0.21548086,79.999979
7.0999932,-4960.842,0.21615288,79.999979
7.1099932,-4958.0825,0.21642855,79.999979
7.1199932,-4960.2984,0.21637214,79.999979
7.1299932,-4961.0249,0.21651796,79.999979
7.1399932,-4958.7171,0.21665166,79.999979
7.1499932,-4960.2545,0.21661187,79.999979
7.1599932,-4960.1912,0.21548194,79.999979
7.1699932,-4958.2556,0.21591916,79.999979
7.1799932,-4957.0392,0.21562227,79.999979
7.1899931,-4958.7456,0.21557045,79.999979
7.1999931,-4959.7949,0.21540347,79.999979
7.2099931,-4960.3607,0.21599175,79.999979
7.2199931,-4956.8285,0.21613451,79.999979
7.2299931,-4957.851,0.21670332,79.999979
7.2399931,-4957.7954,0.21538845,79.999979
7.2499931,-4961.1187,0.21594183,79.999979
7.2599931,-4961.1187,0.21594183,79.999979
7.2699931,-4961.0214,0.2162256,79.999979
7.2799931,-4958.2879,0.21482575,79.999979
7.289993,-4959.2786,0.2160801,79.999979
7.299993,-4957.6916,0.21598734,79.999979
7.309993,-4960.4091,0.2167967,79.999979
7.319993,-4958.7173,0.21629077,79.999979
7.329993,-4957.0798,0.21602829,79.999979
7.339993,-4960.4785,0.21634918,79.999979
7.349993,-4956.9013,0.21566234,79.999979
7.359993,-4959.3616,0.21641277,79.999979
7.369993,-4958.923,0.21533826,79.999979
7.379993,-4959.7772,0.21716234,79.999979
7.389993,-4958.1573,0.21701177,79.999979
7.3999929,-4958.066,0.21561422,79.999979
7.4099929,-4959.8752,0.21668334,79.999979
7.4199929,-4958.5713,0.21524614,79.999979
7.4299929,-4959.207,0.21694257,79.999979
7.4399929,-4958.522,0.21513637,79.999979
7.4499929,-4957.4236,0.21531815,79.999979
7.4599929,-4957.5496,0.21621124,79.999979
7.4699929,-4957.2442,0.21669902,79.999979
7.4799929,-4960.7242,0.21569076,79.999979
7.4899929,-4958.3881,0.21569846,79.999979
7.4999928,-4957.2348,0.21633228,79.999979
7.5099928,-4957.0121,0.21636917,79.999979
7.5199928,-4957.3481,0.21640607,79.999979
7.5299928,-4957.6486,0.21667576,79.999979
7.5399928,-4958.9062,0.21597469,79.999979
7.5499928,-4958.2797,0.21620546,79.999979
7.5599928,-4956.9558,0.21620662,79.999979
7.5699928,-4957.7338,0.21669816,79.999979
7.5799928,-4957.7338,0.21695763,79.999979
7.5899928,-4956.6711,0.21686277,79.999979
7.5999928,-4957.8905,0.21636694,79.999979
7.6099927,-4957.5788,0.21501414,79.999979
7.6199927,-4959.2364,0.21518219,79.999979
7.6299927,-4957.2476,0.21532024,79.999979
7.6399927,-4957.7722,0.21539081,79.999979
7.6499927,-4958.7698,0.21605653,79.999979
7.6599927,-4959.4981,0.21651551,79.999979
7.6699927,-4958.0835,0.216031,79.999979
7.6799927,-4957.702,0.21620471,79.999979
7.6899927,-4957.2272,0.21605351,79.999979
7.6999927,-4957.6407,0.21607163,79.999979
7.7099926,-4959.7312,0.215984,79.999979
7.7199926,-4959.4588,0.21618117,79.999979
7.7299926,-4957.5487,0.21407375,79.999979
7.7399926,-4959.0123,0.21617079,79.999979
7.7499926,-4958.015,0.21623139,79.999979
7.7599926,-4958.015,0.21619897,79.999979
7.7699926,-4958.9134,0.21617848,79.999979
7.7799926,-4958.4618,0.21604847,79.999979
7.7899926,-4960.2678,0.21567807,79.999979
7.7999926,-4958.5009,0.21468686,79.999979
