t_rel_s,displacement_um,force_N,sma_v,sma_i,sma_r,stage_mm
0,-3989.7545,0.0077627232,0.494559,0.115413,4.185128,79.999979
0.0099999905,-3989.7545,0.0088272167,0.494559,0.115413,4.185128,79.999979
0.019999981,-3990.3261,0.0090821211,0.494559,0.115413,4.185128,79.999979
0.029999971,-3990.6893,0.0072894732,0.494559,0.115413,4.185128,79.999979
0.039999962,-3990.7361,0.0088129552,0.494559,0.115413,4.185128,79.999979
0.049999952,-3990.9966,0.0078459443,0.494559,0.115413,4.185128,79.999979
0.059999943,-3989.8001,0.0071877243,0.494559,0.115413,4.185128,79.999979
0.069999933,-3989.7508,0.0080879679,0.494559,0.115413,4.185128,79.999979
0.079999924,-3990.9849,0.0089656613,0.494559,0.115413,4.185128,79.999979
0.089999914,-3990.9676,0.0082959406,0.494559,0.115413,4.185128,79.999979
0.099999905,-3990.838,0.0086806846,0.494559,0.115413,4.185128,79.999979
0.1099999,-3990.4011,0.00784696,0.494559,0.115413,4.185128,79.999979
0.11999989,-3991.0191,0.0083122271,0.494559,0.115413,4.185128,79.999979
0.12999988,-3991.2953,0.008444366,0.494559,0.115413,4.185128,79.999979
0.13999987,-3988.9838,0.0084059757,0.494559,0.115413,4.185128,79.999979
0.14999986,-3990.7664,0.0085884204,0.494559,0.115413,4.185128,79.999979
0.15999985,-3991.3172,0.0084339167,0.494559,0.115413,4.185128,79.999979
0.16999984,-3990.7873,0.008559955,0.494559,0.115413,4.185128,79.999979
0.17999983,-3988.5463,0.0081009628,0.494559,0.115413,4.185128,79.999979
0.18999982,-3991.0341,0.0083453209,0.494559,0.115413,4.185128,79.999979
0.19999981,-3991.0341,0.0085339233,0.494559,0.115413,4.185128,79.999979
0.2099998,-3990.6504,0.0087363584,0.494559,0.115413,4.185128,79.999979
0.21999979,-3991.0605,0.0089741755,0.494559,0.115413,4.185128,79.999979
0.22999978,-3990.581,0.0083323255,0.494559,0.115413,4.185128,79.999979
0.23999977,-3989.3654,0.0086715198,0.494559,0.115413,4.185128,79.999979
0.24999976,-3990.938,0.0081673441,0.494559,0.115413,4.185128,79.999979
0.25999975,-3991.058,0.0084907987,0.494559,0.115413,4.185128,79.999979
