host_timestamp_s,monotonic_s,fields_json
1784150126.410152,60005.562000,"{""t_ms"":94270,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":95882711,""m4_us"":93614337,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":17,""loop_us_max"":3030,""loop_hz"":58823,""cycle_log_ms"":1,""n_cycle"":4}"
1784150127.670110,60006.812000,"{""t_ms"":95296,""hwm"":103,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":492,""rate2"":492,""prod1"":511,""prod2"":512,""sma_state"":6,""m7_us"":96947699,""m4_us"":94639070,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":22,""loop_us_max"":103802,""loop_hz"":45454,""cycle_log_ms"":1,""n_cycle"":4}"
1784150128.927953,60008.078000,"{""t_ms"":96296,""hwm"":99,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":526,""rate2"":525,""prod1"":512,""prod2"":512,""sma_state"":6,""m7_us"":97985543,""m4_us"":95717186,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":4497,""loop_us_max"":99440,""loop_hz"":222,""cycle_log_ms"":1,""n_cycle"":4}"
1784150130.223173,60009.375000,"{""t_ms"":97404,""hwm"":256,""cap"":256,""dropped"":19,""dropped_total"":19,""crc_err"":0,""crc_err_total"":0,""rate1"":381,""rate2"":384,""prod1"":502,""prod2"":503,""sma_state"":6,""m7_us"":99134880,""m4_us"":96598590,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":2235,""loop_us_max"":270397,""loop_hz"":447,""cycle_log_ms"":1,""n_cycle"":4}"
1784150132.344945,60011.500000,"{""t_ms"":98821,""hwm"":256,""cap"":256,""dropped"":545,""dropped_total"":564,""crc_err"":0,""crc_err_total"":0,""rate1"":317,""rate2"":316,""prod1"":320,""prod2"":319,""sma_state"":6,""m7_us"":100604936,""m4_us"":97794999,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":159,""loop_us_max"":522287,""loop_hz"":6289,""cycle_log_ms"":1,""n_cycle"":4}"
1784150135.858904,60015.000000,"{""t_ms"":99821,""hwm"":256,""cap"":256,""dropped"":325,""dropped_total"":889,""crc_err"":0,""crc_err_total"":0,""rate1"":473,""rate2"":474,""prod1"":349,""prod2"":350,""sma_state"":6,""m7_us"":101642029,""m4_us"":99374178,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":1162,""loop_us_max"":584302,""loop_hz"":860,""cycle_log_ms"":1,""n_cycle"":4}"
1784150135.922771,60015.062000,"{""t_ms"":100962,""hwm"":256,""cap"":256,""dropped"":908,""dropped_total"":1797,""crc_err"":0,""crc_err_total"":0,""rate1"":29,""rate2"":28,""prod1"":114,""prod2"":113,""sma_state"":6,""m7_us"":102826164,""m4_us"":99442049,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":295258,""loop_us_max"":1177027,""loop_hz"":3,""cycle_log_ms"":1,""n_cycle"":4}"
1784150137.302348,60016.453000,"{""t_ms"":102350,""hwm"":256,""cap"":256,""dropped"":998,""dropped_total"":2795,""crc_err"":0,""crc_err_total"":0,""rate1"":128,""rate2"":128,""prod1"":152,""prod2"":152,""sma_state"":6,""m7_us"":104265386,""m4_us"":100727413,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":339,""loop_us_max"":6430,""loop_hz"":2949,""cycle_log_ms"":1,""n_cycle"":4}"
1784150139.290294,60018.437000,"{""t_ms"":104084,""hwm"":256,""cap"":256,""dropped"":986,""dropped_total"":3781,""crc_err"":0,""crc_err_total"":0,""rate1"":244,""rate2"":244,""prod1"":227,""prod2"":227,""sma_state"":6,""m7_us"":106063758,""m4_us"":102609240,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":163,""loop_us_max"":1276296,""loop_hz"":6134,""cycle_log_ms"":1,""n_cycle"":4}"
1784150140.805119,60019.953000,"{""t_ms"":105500,""hwm"":256,""cap"":256,""dropped"":1025,""dropped_total"":4806,""crc_err"":0,""crc_err_total"":0,""rate1"":149,""rate2"":148,""prod1"":150,""prod2"":149,""sma_state"":6,""m7_us"":107532070,""m4_us"":104030279,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":2856,""loop_us_max"":1294826,""loop_hz"":350,""cycle_log_ms"":1,""n_cycle"":4}"
