t_rel_s,displacement_um,force_N,sma_v,sma_i,sma_r,sma_power_W,stage_mm
0,-4781.7037,0.22501675,0.492795,0.118394,4.062325,0.058343971,79.999979
0.0099999905,-4781.7037,0.22501675,0.492795,0.118394,4.062325,0.058343971,79.999979
0.019999981,-4781.7661,0.22557791,0.492795,0.118394,4.062325,0.058343971,79.999979
0.029999971,-4784.5603,0.22551089,0.492795,0.118394,4.062325,0.058343971,79.999979
0.039999962,-4783.2559,0.22471109,0.492795,0.118394,4.062325,0.058343971,79.999979
0.049999952,-4784.0292,0.22602132,0.492795,0.118394,4.062325,0.058343971,79.999979
0.059999943,-4782.5588,0.22653857,0.492795,0.118394,4.062325,0.058343971,79.999979
0.069999933,-4784.2772,0.22573212,0.492795,0.118394,4.062325,0.058343971,79.999979
0.079999924,-4784.6772,0.22566523,0.492795,0.118394,4.062325,0.058343971,79.999979
0.089999914,-4785.2084,0.22482252,0.492795,0.118394,4.062325,0.058343971,79.999979
0.099999905,-4784.5189,0.22523191,0.492795,0.118394,4.062325,0.058343971,79.999979
0.1099999,-4783.2803,0.22552483,0.492795,0.118394,4.062325,0.058343971,79.999979
0.11999989,-4781.6535,0.22505822,0.492795,0.118394,4.062325,0.058343971,79.999979
0.12999988,-4785.161,0.22575992,0.492795,0.118394,4.062325,0.058343971,79.999979
0.13999987,-4785.1051,0.22552718,0.492795,0.118394,4.062325,0.058343971,79.999979
0.14999986,-4784.7788,0.22526051,0.492795,0.118394,4.062325,0.058343971,79.999979
0.15999985,-4782.2813,0.22519506,0.492795,0.118394,4.062325,0.058343971,79.999979
0.16999984,-4784.4445,0.22593068,0.492795,0.118394,4.062325,0.058343971,79.999979
0.17999983,-4783.6252,0.22570847,0.492795,0.118394,4.062325,0.058343971,79.999979
0.18999982,-4784.3435,0.22529845,0.492795,0.118394,4.062325,0.058343971,79.999979
0.19999981,-4784.7724,0.22471008,0.492795,0.118394,4.062325,0.058343971,79.999979
0.2099998,-4783.466,0.2245684,0.492795,0.118394,4.062325,0.058343971,79.999979
0.21999979,-4784.0458,0.22489237,0.492795,0.118394,4.062325,0.058343971,79.999979
0.22999978,-4783.9255,0.2253761,0.492795,0.118394,4.062325,0.058343971,79.999979
0.23999977,-4784.8474,0.22600774,0.492795,0.118394,4.062325,0.058343971,79.999979
0.24999976,-4784.5664,0.22586168,0.492795,0.118394,4.062325,0.058343971,79.999979
0.25999975,-4785.5992,0.22551041,0.492795,0.118394,4.062325,0.058343971,79.999979
0.26999974,-4784.8793,0.22528392,0.492795,0.118394,4.062325,0.058343971,79.999979
0.27999973,-4782.7861,0.22529352,0.492795,0.118394,4.062325,0.058343971,79.999979
0.28999972,-4784.8585,0.22514269,0.492795,0.118394,4.062325,0.058343971,79.999979
0.29999971,-4785.6379,0.22602522,0.492795,0.118394,4.062325,0.058343971,79.999979
0.3099997,-4784.5821,0.22577249,0.492795,0.118394,4.062325,0.058343971,79.999979
0.31999969,-4785.9938,0.22474618,0.492795,0.118394,4.062325,0.058343971,79.999979
0.32999969,-4786.1448,0.22474618,0.492795,0.118394,4.062325,0.058343971,79.999979
0.33999968,-4784.7892,0.22492222,0.492795,0.118394,4.062325,0.058343971,79.999979
0.34999967,-4783.398,0.22500214,0.492795,0.118394,4.062325,0.058343971,79.999979
0.35999966,-4783.2334,0.22520278,0.492795,0.118394,4.062325,0.058343971,79.999979
