file,level_mA,heat_ms,cycle,bootstrap,railed,i_mA,dx_um,x_base_um,F_base_mN,dF_mN,clipped
c00_level_650mA_h300ms,650,300,1,1,0,643.52,437.43,-4287.55,197.788,33.756,0
c00_level_650mA_h300ms,650,300,2,0,0,654.78,452.14,-4271.84,199.624,34.264,0
c00_level_650mA_h300ms,650,300,3,0,0,641.23,459.44,-4270.35,200.085,34.515,0
c00_level_650mA_h300ms,650,300,4,0,0,658.41,438.15,-4287.63,198.709,33.095,0
c00_level_650mA_h300ms,650,300,5,0,0,663.50,466.48,-4291.64,197.942,34.612,0
c00_level_650mA_h300ms,650,300,6,0,0,652.99,450.24,-4293.72,197.871,34.129,0
